DLiP-ID,J000MZ
AATSC3i,-0.39758331242678424
AATSC3m,-0.9094962180316413
AATSC3p,-0.022212681158164507
AATSC3s,-0.015395413881307347
AATSC3v,-3.4965256218940115
AATSC4Z,-0.3361250204634218
AATSC4c,-0.001252893007745491
AATSC4d,-0.06380170099757558
AATSC4i,-0.14477762155848567
AATSC4m,-1.4154142615322582
AATSC4p,0.003495067141298531
AATSC4s,-0.4687604392323714
AATSC4v,1.7593861020345418
AATSC5Z,-0.16790238350857628
AATSC5c,0.0036242720873052507
AATSC5d,-0.08536117036634217
AATSC5i,0.16299054236033403
AATSC5m,-0.7807039159875406
AATSC5p,-0.027768810080373397
AATSC5s,0.1920708870095402
AATSC5v,-4.588320528113175
AATSC6Z,-1.8037061897553937
AATSC6c,-0.0041222065261322886
AATSC6d,-0.0939428608697779
AATSC6i,-0.16994687725287463
AATSC6m,-8.686845930204791
AATSC6p,-0.03210429497307844
AATSC6s,-0.6529413401006277
AATSC6v,-8.294371489813036
AATSC7Z,0.7551961070351209
AATSC7c,-0.0015041422907424516
AATSC7d,-0.10492054272384414
AATSC7i,-0.2076302571571836
AATSC7m,3.6149933211327827
AATSC7p,-0.02631428054624431
AATSC7s,0.8184725861764893
AATSC7v,-3.177010399271824
AATSC8Z,1.008699362027949
AATSC8c,0.0037288379844678905
AATSC8d,-0.0048511869444585395
AATSC8i,-0.19415155724810265
AATSC8m,4.951388944211452
AATSC8p,-0.0024588212837981524
AATSC8s,0.9068379352584882
AATSC8v,-0.09132538485013224
ATS0are,368.2546999999999
ATS1are,365.254
ATS2are,636.457
ATS3are,792.8770000000001
ATS4are,921.3959
ATS5are,858.9179999999999
ATS6are,858.5369
ATS7are,854.9880000000002
ATS8are,820.787
ATSC0dv,275.24528301886784
ATSC0pe,12.371845283018866
ATSC0se,8.487817811320754
ATSC1dv,77.66998932004275
ATSC1pe,-0.6428809540761824
ATSC1se,-0.5712018796724775
ATSC2dv,107.92808828764684
ATSC2pe,6.846060163759346
ATSC2se,4.575389576361693
ATSC3dv,-19.6496974012104
ATSC3pe,-0.5865987540049862
ATSC3se,-0.5937059124243451
ATSC4dv,-56.42648629405482
ATSC4pe,-4.003400071199711
ATSC4se,-3.1585879273762956
ATSC5dv,-52.927376290494834
ATSC5pe,0.703068850124605
ATSC5se,-0.01837626486294433
ATSC6dv,-120.92702029191882
ATSC6pe,-5.9556383410466385
ATSC6se,-3.9422188166607284
ATSC7dv,109.9505161979352
ATSC7pe,5.669471270914896
ATSC7se,3.9342005866856673
ATSC8dv,56.17159131363475
ATSC8pe,6.199096119615506
ATSC8se,4.42444346742614
AXp-0dv,0.5373725694790681
AXp-1dv,0.28222745074557803
AXp-2dv,0.14434998009307548
AXp-3dv,0.0750698643224094
AXp-4dv,0.039674902897412
AXp-5dv,0.021472850786130055
AXp-6dv,0.011487978531469623
AXp-7dv,0.006163352415328425
BertzCT,1256.0505974833209
ECIndex,848
ETA_eta,29.46710942528057
GATS1dv,0.389867138619538
GATS1pe,0.6107474313184235
GATS1se,0.6661781410255355
GATS2dv,0.6236470688826583
GATS2pe,0.5057765518536258
GATS2se,0.5373132467751331
GATS3dv,0.8517251622337999
GATS3pe,0.7493762211358982
GATS3se,0.7892714258936516
GATS4dv,1.0535526650241478
GATS4pe,1.0577202935748646
GATS4se,1.084811784725195
GATS5dv,1.0219660642227788
GATS5pe,0.9104790153876227
GATS5se,0.957489311776481
GATS6dv,1.0982015962089517
GATS6pe,1.0612116676649739
GATS6se,1.083616952157975
GATS7dv,0.7535589041152376
GATS7pe,0.5956697376988388
GATS7se,0.5962245639785644
GATS8dv,0.8958820252349183
GATS8pe,0.6942823622312565
GATS8se,0.687756732181965
LogEE_A,4.415269249355258
LogEE_D,209.73946450712916
MATS1dv,0.27192337413066797
MATS1pe,-0.05007365115431534
MATS1se,-0.06484951897715058
MATS2dv,0.22346397539884016
MATS2pe,0.31535458685346046
MATS2se,0.30720264491004945
MATS3dv,-0.031530481674435624
MATS3pe,-0.020941186251965768
MATS3se,-0.030893701673357362
MATS4dv,-0.0793082605641273
MATS4pe,-0.12518428545269564
MATS4se,-0.14396344298584712
MATS5dv,-0.08024770656067226
MATS5pe,0.023715676907776276
MATS5se,-0.0009035107860792106
MATS6dv,-0.17774935793719407
MATS6pe,-0.19475939232651468
MATS6se,-0.18790972263598613
MATS7dv,0.15918480737077137
MATS7pe,0.18261325905512224
MATS7se,0.18470756305294866
MATS8dv,0.08584246238482601
MATS8pe,0.21076535024744833
MATS8se,0.21926429951079415
MAXaaCH,1.725580544896021
MAXaaaC,0.5639531892003034
MAXaasC,0.25515689290400734
MAXaasN,1.501080523245927
MAXdssC,-0.5612897802030539
MAXsCH3,1.6662363819376533
MAXssNH,2.2608758223598593
MDEC-11,0.1111111111111111
MDEC-12,3.5793399116405875
MDEC-13,2.797942318443577
MDEC-14,0.7559289460184545
MDEC-22,10.592143336378765
MDEC-23,20.295940040074193
MDEC-24,4.217917328148507
MDEC-33,6.68576643777467
MDEC-34,3.9009406701390286
MDEC-44,0.16666666666666669
MDEN-12,0.16666666666666669
MDEN-13,0.09999999999999998
MDEN-23,0.25
MDEO-11,0.5436901865014462
MDEO-12,0.6223699000246825
MINaaCH,0.6353679258919156
MINaaaC,0.5614433549922371
MINaasC,-1.196365904697642
MINaasN,1.501080523245927
MINdssC,-0.9622240856219026
MINsCH3,1.2038311366213152
MINssNH,2.2608758223598593
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.428571428571429
SM1_Dzi,2.4293950804357727
SM1_Dzm,2.5279297705937513
SM1_Dzp,-11.878336515492727
SM1_Dzv,-4.193930792864512
SddssSe,0
SpAD_Dt,684.1179696404369
SpAbs_A,40.44600660748142
SpAbs_D,419.47892901425837
SpMAD_A,1.2256365638630733
SpMAD_D,12.711482697401769
SpMax_A,2.4962624090066607
SpMax_D,209.73946450712916
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,104.35
TpiPC10,8.73223967477424
VAdjMat,6.129283016944966
VE1_DzZ,5.663647421386122
VE1_Dzi,5.658855787570683
VE1_Dzm,5.664027503907603
VE1_Dzp,5.629109250343004
VE1_Dzv,5.6553729886400905
VE2_DzZ,0.1716256794359431
VE2_Dzi,0.17148047841123282
VE2_Dzm,0.17163719708810918
VE2_Dzp,0.17057906819221225
VE2_Dzv,0.17137493904969972
VE3_DzZ,2.9279905738772403
VE3_Dzi,2.9271441825778854
VE3_Dzm,2.9280576807679535
VE3_Dzp,2.921873683247596
VE3_Dzv,2.9265285331846327
VR1_DzZ,216.01168712529397
VR1_Dzi,216.77180472422106
VR1_Dzm,215.93589622934343
VR1_Dzp,221.0848525254489
VR1_Dzv,217.47249152897564
VR2_DzZ,6.545808700766484
VR2_Dzi,6.568842567400638
VR2_Dzm,6.5435120069498005
VR2_Dzp,6.699540985619663
VR2_Dzv,6.59007550087805
VR3_DzZ,6.569254981754412
VR3_Dzi,6.572767677570379
VR3_Dzm,6.568904055393673
VR3_Dzp,6.592469044379939
VR3_Dzv,6.575994835273597
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.032274861218395144
Xch-6dv,0.12806104245758815
Xch-7dv,0.17565488560061937
Xpc-4dv,2.0647375631899916
Xpc-5dv,2.5832313941065146
Xpc-6dv,3.233240775253524
Zagreb1,174.0
Zagreb2,205.0
fragCpx,169.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,19
nBondsO,35
nBondsS,36
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,10
naHRing,1
AATS0are,6.948201886792451
AATS1are,6.640981818181818
AATS2are,6.843623655913978
AATS3are,6.607308333333334
AATS4are,6.725517518248175
AATS5are,6.763133858267715
AATS6are,6.5537167938931296
AATS7are,6.42848120300752
AATS8are,6.51418253968254
AATSC0dv,5.193307226771092
AATSC0pe,0.23343104307582765
AATSC0se,0.1601475058739765
AATSC1dv,1.4121816240007772
AATSC1pe,-0.011688744619566952
AATSC1se,-0.010385488721317773
AATSC2dv,1.160517078361794
AATSC2pe,0.07361355014794996
AATSC2se,0.04919773738023326
AATSC3dv,-0.16374747834342
AATSC3pe,-0.004888322950041551
AATSC3se,-0.004947549270202876
AATSC4dv,-0.4118721627303271
AATSC4pe,-0.0292218983299249
AATSC4se,-0.023055386331213835
AATSC5dv,-0.4167509944133452
AATSC5pe,0.005535975197831535
AATSC5se,-0.0001446949989208215
AATSC6dv,-0.9231070251291513
AATSC6pe,-0.04546288809959266
AATSC6se,-0.03009327340962388
AATSC7dv,0.826695610510791
AATSC7pe,0.04262760354071351
AATSC7se,0.02958045553898998
AATSC8dv,0.44580628026694247
AATSC8pe,0.04919917555250401
AATSC8se,0.03511463069385825
AETA_eta,0.892942709856987
ATSC0are,14.070924528301877
ATSC1are,-0.820721680313279
ATSC2are,7.952768280526877
ATSC3are,-0.7693989320042757
ATSC4are,-4.822916233535059
ATSC5are,0.8915336774652921
ATSC6are,-6.494196475614101
ATSC7are,6.321038447846189
ATSC8are,7.055881310074745
BCUTZ-1h,9.01411165468055
BCUTZ-1l,5.676224596757598
BCUTc-1h,0.5072004726973549
BCUTc-1l,-0.4921211082923028
BCUTd-1h,4.024239124540256
BCUTd-1l,0.9113052051562807
BCUTi-1h,17.430704965523205
BCUTi-1l,10.937221011092136
BCUTm-1h,19.005611927998185
BCUTm-1l,11.687819159826814
BCUTp-1h,2.013768201687905
BCUTp-1l,0.526953631711129
BCUTs-1h,8.007398307605584
BCUTs-1l,1.1793715448628481
BCUTv-1h,20.91374388386345
BCUTv-1l,13.30278036571616
BalabanJ,1.6205209521448232
Diameter,16
ETA_beta,41.5
GATS1are,0.6281215488942384
GATS2are,0.5093281727973841
GATS3are,0.7491893404348234
GATS4are,1.0628212341117267
GATS5are,0.9095219114769014
GATS6are,1.0467487127643689
GATS7are,0.581116300679168
GATS8are,0.6789132077797719
HybRatio,0.2727272727272727
Lipinski,True
LogEE_Dt,342.0589848202184
MATS1are,-0.05620648835006294
MATS2are,0.322098435991898
MATS3are,-0.024150357778674834
MATS4are,-0.13259965306691945
MATS5are,0.026441571818081138
MATS6are,-0.18672710498159542
MATS7are,0.17901524900498214
MATS8are,0.21092786539385208
MAXssCH2,0.1696096251135919
MAXssssC,-2.055537407092466
MINssCH2,-0.2905170934114383
MINssssC,-4.789808227839103
NsssssAs,0
RotRatio,0.17142857142857143
SM1_Dzpe,2.5963257997453613
SM1_Dzse,2.3552681802120077
SMR_VSA1,32.60370985980886
SMR_VSA2,5.261891554738487
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,32.169580133720984
SMR_VSA6,11.923670568519249
SMR_VSA7,65.35176752593533
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,331.20351752847085
SpAD_Dzi,323.7099737964554
SpAD_Dzm,330.8010392710418
SpAD_Dzp,485.0827689860254
SpAD_Dzv,417.5793616214245
SpAbs_Dt,684.1179696404371
SpDiam_A,4.908152371334548
SpDiam_D,315.1469347818007
SpMAD_Dt,20.730847564861723
SpMax_Dt,342.0589848202184
SsssssAs,0
VE1_Dzpe,5.663435562962094
VE1_Dzse,5.663487437585411
VE2_Dzpe,0.1716192594836998
VE2_Dzse,0.17162083144198217
VE3_Dzpe,2.9279531664662866
VE3_Dzse,2.927962325992367
VMcGowan,313.750000000001
VR1_Dzpe,216.03163248323008
VR1_Dzse,216.04583790361565
VR2_Dzpe,6.546413105552427
VR2_Dzse,6.5468435728368375
VR3_Dzpe,6.569347312115952
VR3_Dzse,6.569413066159448
mZagreb1,13.375
mZagreb2,7.1805555555555545
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,45
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.26548914204343166
AATSC1are,-0.014922212369332345
AATSC2are,0.08551363742502019
AATSC3are,-0.006411657766702297
AATSC4are,-0.03520376812799313
AATSC5are,0.007019950216262142
AATSC6are,-0.04957401889781756
AATSC7are,0.04752660487102398
AATSC8are,0.05599905801646623
AETA_beta,1.2575757575757576
BCUTdv-1h,7.014104201308689
BCUTdv-1l,0.9879257696399433
BCUTpe-1h,4.0071908813608035
BCUTpe-1l,2.2251315270604053
BCUTse-1h,4.0306503553321935
BCUTse-1l,2.4210095164860594
ETA_alpha,14.890476190476193
ETA_dBeta,-0.5
ETA_eta_B,0.9405013591409617
ETA_eta_F,40.01143024124666
ETA_eta_L,7.064051082598481
ETA_eta_R,69.47853966652723
ETA_psi_1,0.48488137695766814
LabuteASA,186.54364405012115
LogEE_DzZ,165.67535183782852
LogEE_Dzi,161.9286049309682
LogEE_Dzm,165.47712356796313
LogEE_Dzp,240.59869939751368
LogEE_Dzv,208.15423675118737
PEOE_VSA1,19.727278600438442
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.794537184071822
PEOE_VSA4,18.433136697762947
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,38.112942673227685
PEOE_VSA8,22.787154778377698
PEOE_VSA9,35.91121415830875
SM1_Dzare,2.8705921075032057
SpAD_Dzpe,328.4691770326442
SpAD_Dzse,331.8177806108511
SpAbs_DzZ,328.9221322470855
SpAbs_Dzi,321.42781478150056
SpAbs_Dzm,328.42631736533247
SpAbs_Dzp,493.0757353105201
SpAbs_Dzv,420.50240429523905
SpDiam_Dt,498.3931035959342
SpMAD_DzZ,10.03647022813548
SpMAD_Dzi,9.809393145347133
SpMAD_Dzm,10.024273917304297
SpMAD_Dzp,14.699477848061377
SpMAD_Dzv,12.653920049134076
SpMax_DzZ,165.67535183782852
SpMax_Dzi,161.9286049309682
SpMax_Dzm,165.47712356796313
SpMax_Dzp,240.59869939751368
SpMax_Dzv,208.15423675118737
VE1_Dzare,5.663432449036653
VE2_Dzare,0.17161916512232284
VE3_Dzare,2.927952616636371
VR1_Dzare,216.01012643431505
VR2_Dzare,6.545761407100456
VR3_Dzare,6.569247756698037
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4512265512265513
AETA_dBeta,-0.015151515151515152
AETA_eta_B,0.028500041186089748
AETA_eta_F,1.2124675830680804
AETA_eta_L,0.21406215401813578
AETA_eta_R,2.1054102929250673
BCUTare-1h,4.124564399490149
BCUTare-1l,2.175387820359988
ETA_beta_s,21.0
ETA_dPsi_A,0.22911862304233183
ETA_dPsi_B,0.0
ETA_eta_BR,1.1985013591409617
ETA_eta_FL,8.409661120633654
ETA_eta_RL,15.473712203232134
LogEE_Dzpe,164.3132650557083
LogEE_Dzse,165.98026206846228
PEOE_VSA10,0.0
PEOE_VSA11,5.601050810983688
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,33.75804483543202
SlogP_VSA3,22.25245506122792
SlogP_VSA4,11.33111286753076
SlogP_VSA5,35.33236605854405
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,324.4093501611293
SpAbs_Dzpe,326.03020431167135
SpAbs_Dzse,329.6052559567124
SpDiam_DzZ,252.60583716556874
SpDiam_Dzi,245.20320468306738
SpDiam_Dzm,252.40546337534985
SpDiam_Dzp,360.7815164749647
SpDiam_Dzv,317.5009380529249
SpMAD_Dzpe,9.953611425231642
SpMAD_Dzse,10.055084260934882
SpMax_Dzpe,164.3132650557083
SpMax_Dzse,165.98026206846228
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6363636363636364
AETA_eta_BR,0.036318223004271566
AETA_eta_FL,0.2548382157767774
AETA_eta_RL,0.4689003697949132
DetourIndex,5489
EState_VSA1,34.780737329124506
EState_VSA2,24.40247613680605
EState_VSA3,16.96929200054267
EState_VSA4,12.13273413692322
EState_VSA5,23.75690173188733
EState_VSA6,31.18920547353706
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,9.998754508538536
ETA_beta_ns,20.5
ETA_shape_p,0.21874000639590654
ETA_shape_x,0.06715701950751518
ETA_shape_y,0.2954908858330668
GhoseFilter,True
LogEE_Dzare,162.29166272018594
SlogP_VSA10,18.858631417708022
SlogP_VSA11,0.0
SpAbs_Dzare,321.7127333328687
SpDiam_Dzpe,250.3850094069217
SpDiam_Dzse,253.0417773336215
SpMAD_Dzare,9.83058636851907
SpMax_Dzare,162.29166272018594
TopoPSA(NO),104.35
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,41.07338239810291
VSA_EState9,58.25995093523043
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6212121212121212
EState_VSA10,27.86684690600881
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.048773448773448705
FilterItLogS,-5.349849949387494
SpDiam_Dzare,247.20010951886292
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6926325247079953
ETA_epsilon_2,0.9305916305916302
ETA_epsilon_3,0.43894736842105175
ETA_epsilon_4,0.6105899076048316
ETA_epsilon_5,0.8945578231292514
AETA_beta_ns_d,0.015151515151515152
ETA_dEpsilon_A,0.25368515628694355
ETA_dEpsilon_B,0.08204261710316374
ETA_dEpsilon_C,-0.1716425391837798
ETA_dEpsilon_D,0.03603380746237883
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5757575757575758
MDEDescriptor,"0.1111111111111111,3.5793399116405875,2.797942318443577,0.7559289460184545,10.592143336378765,20.295940040074193,4.217917328148507,6.68576643777467,3.9009406701390286,0.16666666666666669,0.5436901865014462,0.6223699000246825,0.0,0.0,0.16666666666666669,0.09999999999999998,0.0,0.25,0.0"
APolDescriptor,61.994859999999974
BCUTDescriptor,"11.850000000000005,19.00041896795587,-0.37914895856696273,0.41804502821516853,3.776330108642577,10.610807733545437"
BPolDescriptor,32.60514
TPSADescriptor,104.35
ALOGPDescriptor,"4.040799999999999,16.328064639999994,112.52799999999999"
XLogPDescriptor,3.6460000000000012
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,459.14059094000004
ChiPathDescriptor,"24.388540578131746,15.473712203232136,15.187141343331785,11.628127634943342,9.342426650252161,7.591323902472656,5.021383189934563,3.83839444389479,17.733294792809247,9.87796077609523,7.506198964839925,4.9546110452790195,3.372366746280019,2.276122183329787,1.2866535955245986,0.8012358139926953"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.3634023029066286,0.6243280896918065,0.0,0.0,0.03227486121839514,0.12806104245758815,0.17565488560061937"
AtomCountDescriptor,53
BondCountDescriptor,35
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"3.919885524290722,0.49279927982674443,1.1806557732389231,0.2621886974951644,1.2804342244420277,0.09255567268311046,0.2046540852915368,0.020034178649126003"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,3,9,4,5,0,1,0"
ZagrebIndexDescriptor,174.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"65.86061596148213,1.9957762412570341,26.58826498933788,10.401745131442185,9.03227640224163"
FractionalPSADescriptor,0.22727243475982792
WienerNumbersDescriptor,"3349.0,55.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"7.124357979273887,10.317413314000637,15.006286401415084,2.0647375631899916,2.583231394106512,3.0065151691305"
FractionalCSP3Descriptor,0.2608695652173913
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,8,0,0,1,2,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"27.58530612244898,11.372781065088757,6.6115702479338845"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1969.1
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.2727272727272727
AutocorrelationDescriptorMass,"41.68394946312117,39.402906819320975,63.23351768968247,64.85683998087048,66.57444246661098"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.9632100016379407,-0.48368723071785863,0.04347932414578997,-0.056682699934235824,0.01232025219594821"
EccentricConnectivityIndexDescriptor,848
AutocorrelationDescriptorPolarizability,"2004.8395980253445,2385.330748828991,3446.8325471007497,3510.348669000006,3288.396329120462"
