DLiP-ID,T003S6
DLiP-Mol-ID,20748
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H30N2O4/c1-15-7-9-16(10-8-15)13-18(22(27)28)23-21(26)19-11-12-20(25)24(19)14-17-5-3-2-4-6-17/h2-6,15-16,18-19H,7-14H2,1H3,(H,23,26)(H,27,28)/t15?,16?,18-,19-/m0/s1"
Standard Inchi Key(RDKit),MDQVFBMBEYUYPQ-VHZYLWGESA-N
Canonical SMILES(RDKit),CC1CCC(C[C@H](NC(=O)[C@@H]2CCC(=O)N2Cc2ccccc2)C(=O)O)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),386.492
MW Monoisotopic(RDKit),386.22055744
MolLogP(RDKit),2.9634
XLogP(SDF),
XLogP(CDK),4.033
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),86.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.754242963398167
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,2289223.3067128663
qed,0.7542429633981674
Chi0,20.0956473593183
Chi1,13.435560745775547
TPSA,86.71000000000001
Chi0n,16.47217873459052
Chi0v,16.47217873459052
Chi1n,10.302916776890363
Chi1v,10.302916776890363
Chi2n,8.322723191378115
Chi2v,8.322723191378115
Chi3n,6.14565042052021
Chi3v,6.14565042052021
Chi4n,4.37211577699652
Chi4v,4.37211577699652
MolMR,105.31950000000008
MolWt,386.4920000000001
fr_SH,0
Kappa1,20.366465226274137
Kappa2,9.215999421421047
Kappa3,5.11710455076964
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,1
