DLiP-ID,T000DP
DLiP-Mol-ID,15835
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H19N5O3/c21-19(26)23-15-8-4-9-16(12-15)24-20(27)25-18-17(10-5-11-22-18)28-13-14-6-2-1-3-7-14/h1-12H,13H2,(H3,21,23,26)(H2,22,24,25,27)"
Standard Inchi Key(RDKit),BBHQUPQETIOAOA-UHFFFAOYSA-N
Canonical SMILES(RDKit),NC(=O)Nc1cccc(NC(=O)Nc2ncccc2OCc2ccccc2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),377.404
MW Monoisotopic(RDKit),377.148789468
MolLogP(RDKit),3.7952
XLogP(SDF),
XLogP(CDK),1.959
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),118.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.522367297797523
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,2260537.418710804
qed,0.5223672977975228
Chi0,19.769373945685235
Chi1,13.59735678832402
TPSA,118.37
Chi0n,14.884618747543234
Chi0v,14.884618747543234
Chi1n,8.462474391806191
Chi1v,8.462474391806191
Chi2n,5.7735981701061565
Chi2v,5.7735981701061565
Chi3n,3.6277662255707948
Chi3v,3.6277662255707948
Chi4n,2.423066738746661
Chi4v,2.423066738746661
MolMR,107.3005
MolWt,377.4040000000001
fr_SH,0
