DLiP-ID,T001MG
AATSC5i,0.28786459923206525
AATSC5m,-40.87798714929038
AATSC5p,0.017688827967363735
AATSC5s,-0.1706131625122769
AATSC5v,7.357793899095569
AATSC6Z,4.12271105826397
AATSC6c,6.845105362117799e-05
AATSC6d,-0.06281637506369966
AATSC6i,0.20745742389291763
AATSC6m,19.032593880958043
AATSC6p,-0.03409763327930935
AATSC6s,-0.017346048336491802
AATSC6v,-2.386652998531344
AATSC7Z,2.8337818386632456
AATSC7c,-0.000731255278731849
AATSC7d,-0.04549721509481195
AATSC7i,0.2768380562604184
AATSC7m,14.291094627730121
AATSC7p,0.09687738605107837
AATSC7s,0.2942646087873738
AATSC7v,6.807283254528193
AATSC8Z,-14.1279988808841
AATSC8c,0.003156636116385965
AATSC8d,-0.05980275582289994
AATSC8i,-0.2292833555269453
AATSC8m,-75.72311710211928
AATSC8p,-0.05121769918749474
AATSC8s,0.19628821763043125
AATSC8v,-2.6604572407553397
ATS0are,188.01500000000001
ATS1are,196.437
ATS2are,294.85999999999996
ATS3are,388.08200000000016
ATS4are,379.66319999999996
ATS5are,294.11499999999995
ATS6are,228.6839
ATS7are,237.437
ATS8are,206.60199999999998
ATSC0dv,108.59514687100896
ATSC0pe,3.625379310344827
ATSC0se,2.5802669655172408
ATSC1dv,10.07351298098645
ATSC1pe,-0.8338544589774087
ATSC1se,-0.5386670677764562
ATSC2dv,-7.5373281856304715
ATSC2pe,0.5548397146254456
ATSC2se,0.28980536504161664
ATSC3dv,-44.08096703741219
ATSC3pe,-0.31862271105826495
ATSC3se,-0.08671275624256808
ATSC4dv,-6.7851437556374385
ATSC4pe,-0.5444606420927464
ATSC4se,-0.4604807217598098
ATSC5dv,27.639301961052954
ATSC5pe,-0.4961078478002371
ATSC5se,-0.5455354958382876
ATSC6dv,-25.445587834718946
ATSC6pe,1.161949108204518
ATSC6se,1.038503248513674
ATSC7dv,-13.523899466472248
ATSC7pe,0.2722167657550542
ATSC7se,0.3733864589774075
ATSC8dv,3.811016018881433
ATSC8pe,-0.14232401902496963
ATSC8se,-0.3333694078478006
AXp-0dv,0.6749913576073192
AXp-1dv,0.34532174165629126
AXp-2dv,0.1990466216589575
AXp-3dv,0.10754740330669542
AXp-4dv,0.06825375816854119
AXp-5dv,0.028228913389687308
AXp-6dv,0.019739114033849762
AXp-7dv,0.008251411081675472
BertzCT,604.0354978673416
ECIndex,335
ETA_eta,12.966161195552942
GATS1dv,0.66602361112926
GATS1pe,0.9049296783848223
GATS1se,0.9144002144730403
GATS2dv,0.8604224747427399
GATS2pe,0.5449732603071467
GATS2se,0.5881797852110959
GATS3dv,1.093785432302034
GATS3pe,0.9568561989550044
GATS3se,0.9503367026630309
GATS4dv,1.0638929179679502
GATS4pe,1.1487101468574037
GATS4se,1.1390022709313703
GATS5dv,1.0046238721474743
GATS5pe,1.1872318974086655
GATS5se,1.2213485673450053
GATS6dv,1.1267482936305702
GATS6pe,0.7035843098462943
GATS6se,0.6952756532463588
GATS7dv,1.0382970899618273
GATS7pe,0.8626857744154937
GATS7se,0.7954918194855986
GATS8dv,0.9567151104172638
GATS8pe,0.9009377769522051
GATS8se,0.9425704109768775
LogEE_A,3.858143959594946
LogEE_D,81.66538069095597
MATS1dv,0.08967002205467063
MATS1pe,-0.22233792421244894
MATS1se,-0.20180528054243116
MATS2dv,-0.04375696329968223
MATS2pe,0.09648376760866252
MATS2se,0.07080793760897547
MATS3dv,-0.19619477802315227
MATS3pe,-0.04247858329528751
MATS3se,-0.01624295705729028
MATS4dv,-0.030199196216876258
MATS4pe,-0.07258715695226496
MATS4se,-0.08625684286094501
MATS5dv,0.15704235291915228
MATS5pe,-0.08443505392812378
MATS5se,-0.13045433382237503
MATS6dv,-0.19414759932224354
MATS6pe,0.2655605800378285
MATS6se,0.333482593737952
MATS7dv,-0.09503988845583455
MATS7pe,0.0573027967785086
MATS7se,0.11043540368673474
MATS8dv,0.029932944338240716
MATS8pe,-0.033484500747491056
MATS8se,-0.11019964163747167
MAXaaCH,1.6642541152263375
MAXaasC,0.6034002907866547
MAXdssC,-0.24584278155706674
MAXsNH2,5.563877411769727
MAXssNH,2.735684051398337
MDEC-22,4.553759511506164
MDEC-23,13.459897368613843
MDEC-33,6.387049885087402
MDEN-12,0.16666666666666669
MDEO-11,0.14285714285714285
MINaaCH,1.6203317901234566
MINaasC,0.08841078187218177
MINdssC,-0.24584278155706674
MINsNH2,5.563877411769727
MINssNH,2.735684051398337
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.442857142857143
SM1_Dzi,0.8904715159912364
SM1_Dzm,2.482895752246264
SM1_Dzp,-2.2960341322550546
SM1_Dzv,-0.9885304993381463
SddssSe,0
SpAD_Dt,256.83423401257306
SpAbs_A,23.421973068182794
SpAbs_D,163.33076138191188
SpMAD_A,1.2327354246411997
SpMAD_D,8.596355862205893
SpMax_A,2.3533784935906885
SpMax_D,81.66538069095597
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,75.35000000000001
TpiPC10,7.660673776220748
VAdjMat,5.321928094887363
VE1_DzZ,4.3041853069431
VE1_Dzi,4.296979692929049
VE1_Dzm,4.304152371111697
VE1_Dzp,4.297885330650912
VE1_Dzv,4.302075023408853
VE2_DzZ,0.22653606878647894
VE2_Dzi,0.22615682594363415
VE2_Dzm,0.22653433532166828
VE2_Dzp,0.2262044910868901
VE2_Dzv,0.2264250012320449
VE3_DzZ,2.1014417626922075
VE3_Dzi,2.099766265082326
VE3_Dzm,2.1014341106152012
VE3_Dzp,2.099977004337156
VE3_Dzv,2.100951356059004
VR1_DzZ,92.3255196370803
VR1_Dzi,93.67891109035583
VR1_Dzm,92.29891566383634
VR1_Dzp,93.33834898101384
VR1_Dzv,93.17504132265918
VR2_DzZ,4.859237875635806
VR2_Dzi,4.93046900475557
VR2_Dzm,4.857837666517702
VR2_Dzp,4.912544683211254
VR2_Dzv,4.903949543297852
VR3_DzZ,5.167174475241571
VR3_Dzi,5.181726981679056
VR3_Dzm,5.166886279658091
VR3_Dzp,5.178084938311933
VR3_Dzv,5.176333775032753
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.048611111111111105
Xch-7dv,0.13149172177779142
Xpc-4dv,1.597084821550181
Xpc-5dv,2.357977140602764
Xpc-6dv,2.3577420614741813
Zagreb1,96.0
Zagreb2,110.0
fragCpx,58.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,1
nBondsM,13
nBondsO,20
nBondsS,17
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,0
AATS0are,6.483275862068966
AATS1are,6.5479
AATS2are,6.409999999999999
AATS3are,6.468033333333336
AATS4are,6.327719999999999
AATS5are,6.257765957446807
AATS6are,6.533825714285714
AATS7are,6.248342105263158
AATS8are,6.076529411764705
AATSC0dv,3.7446602369313435
AATSC0pe,0.125013079667063
AATSC0se,0.08897472294887038
AATSC1dv,0.3357837660328817
AATSC1pe,-0.027795148632580292
AATSC1se,-0.017955568925881873
AATSC2dv,-0.16385496055718415
AATSC2pe,0.012061732926640121
AATSC2se,0.006300116631339492
AATSC3dv,-0.7346827839568698
AATSC3pe,-0.005310378517637749
AATSC3se,-0.0014452126040428012
AATSC4dv,-0.11308572926062398
AATSC4pe,-0.009074344034879106
AATSC4se,-0.00767467869599683
AATSC5dv,0.5880702544904884
AATSC5pe,-0.0105554861234093
AATSC5se,-0.011607138209325268
AATSC6dv,-0.7270167952776841
AATSC6pe,0.03319854594870051
AATSC6se,0.029671521386104974
AATSC7dv,-0.3558920912229539
AATSC7pe,0.007163599098817216
AATSC7se,0.009825959446773882
AATSC8dv,0.1120887064376892
AATSC8pe,-0.00418600055955793
AATSC8se,-0.009804982583758842
AETA_eta,0.6824295366080496
ATSC0are,3.651744827586206
ATSC1are,-0.882667063020215
ATSC2are,0.6237288941736023
ATSC3are,-0.5564513674197391
ATSC4are,-0.9068375743162895
ATSC5are,-0.34471747919143825
ATSC6are,1.0242148632580252
ATSC7are,0.3577895362663506
ATSC8are,0.017568133174793166
BCUTZ-1h,35.00142611583294
BCUTZ-1l,5.69302938985236
BCUTc-1h,0.4072890527862396
BCUTc-1l,-0.35516804064464796
BCUTd-1h,3.2305856423673975
BCUTd-1l,0.9778955413303757
BCUTi-1h,14.540721569459691
BCUTi-1l,10.954380357668885
BCUTm-1h,79.9051819582706
BCUTm-1l,11.704940163748168
BCUTp-1h,3.0603031487263195
BCUTp-1l,0.7518608511733342
BCUTs-1h,7.008270419164219
BCUTs-1l,1.0427275017370157
BCUTv-1h,26.52493408283942
BCUTv-1l,14.702551585146791
BalabanJ,1.8019114671934622
Diameter,11
ETA_beta,27.25
GATS1are,0.9700239658698817
GATS2are,0.5475476634405897
GATS3are,1.0035440151739774
GATS4are,1.201469491202127
GATS5are,1.165641558457005
GATS6are,0.7746652993467458
GATS7are,0.845046650995566
GATS8are,0.758480288563604
HybRatio,0.0
Lipinski,True
LogEE_Dt,128.41711700628653
MATS1are,-0.2336540114031463
MATS2are,0.10768013877492498
MATS3are,-0.07365013355291042
MATS4are,-0.12002613771782213
MATS5are,-0.05824558645740894
MATS6are,0.23239169560890102
MATS7are,0.0747724504716789
MATS8are,0.004103403957829339
NsssssAs,0
RotRatio,0.1
SM1_Dzpe,1.1168373085447751
SM1_Dzse,1.0713956736455816
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,11.050456081168516
SMR_VSA7,50.907092934131484
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,118.93179691207318
SpAD_Dzi,121.61505481670503
SpAD_Dzm,118.95724014780919
SpAD_Dzp,158.66458310270076
SpAD_Dzv,147.01163830844374
SpAbs_Dt,256.8342340125731
SpDiam_A,4.706756987181378
SpDiam_D,124.86070897878565
SpMAD_Dt,13.517591263819634
SpMax_Dt,128.41711700628653
SsssssAs,0
VE1_Dzpe,4.2997580246558025
VE1_Dzse,4.300136010857783
VE2_Dzpe,0.22630305392925276
VE2_Dzse,0.22632294793988333
VE3_Dzpe,2.100412633952648
VE3_Dzse,2.100500538803723
VMcGowan,208.90999999999988
VR1_Dzpe,93.33585896609367
VR1_Dzse,93.29873225811187
VR2_Dzpe,4.912413629794403
VR2_Dzse,4.910459592532203
VR3_Dzpe,5.178058260658414
VR3_Dzse,5.17766040613179
mZagreb1,7.527777777777779
mZagreb2,4.166666666666667
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,23
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1259222354340071
AATSC1are,-0.02942223543400717
AATSC2are,0.01355932378638266
AATSC3are,-0.009274189456995652
AATSC4are,-0.015113959571938158
AATSC5are,-0.0073344144508816645
AATSC6are,0.02926328180737215
AATSC7are,0.009415514112272386
AATSC8are,0.0005167097992586226
AETA_beta,1.4342105263157894
BCUTdv-1h,6.021950876995378
BCUTdv-1l,0.2550789754009409
BCUTpe-1h,3.4890653127234033
BCUTpe-1l,2.2407267552193617
BCUTse-1h,3.7019928392187933
BCUTse-1l,2.4367604863864516
ETA_alpha,10.633333333333333
ETA_dBeta,4.75
ETA_eta_B,0.4449793117863372
ETA_eta_F,17.3896416190756
ETA_eta_L,3.71151613545575
ETA_eta_R,30.355802814628543
ETA_psi_1,0.6744186046511628
LabuteASA,126.43404338410086
LogEE_DzZ,59.23783228632229
LogEE_Dzi,60.85439433024679
LogEE_Dzm,59.16956306136348
LogEE_Dzp,78.72807204286221
LogEE_Dzv,73.24567954913289
PEOE_VSA1,16.156983476009223
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,68.25809020666836
PEOE_VSA8,16.93822404106412
PEOE_VSA9,8.945439031664828
SM1_Dzare,1.1179465580663899
SpAD_Dzpe,122.97977457998516
SpAD_Dzse,123.84728307991764
SpAbs_DzZ,117.26036834064462
SpAbs_Dzi,120.81831714450234
SpAbs_Dzm,117.25841673837752
SpAbs_Dzp,159.75217821797946
SpAbs_Dzv,147.47988959760394
SpDiam_Dt,183.77703257792714
SpMAD_DzZ,6.259568258530168
SpMAD_Dzi,6.400792358773948
SpMAD_Dzm,6.260907376200484
SpMAD_Dzp,8.350767531721093
SpMAD_Dzv,7.737454647812828
SpMax_DzZ,59.23783228632229
SpMax_Dzi,60.85439433024679
SpMax_Dzm,59.16956306136348
SpMax_Dzp,78.72807204286221
SpMax_Dzv,73.24567954913289
VE1_Dzare,4.298830817332422
VE2_Dzare,0.22625425354381168
VE3_Dzare,2.100196968953655
VR1_Dzare,93.43018140132207
VR2_Dzare,4.917377968490635
VR3_Dzare,5.179068320550051
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5596491228070175
AETA_dBeta,0.25
AETA_eta_B,0.023419963778228275
AETA_eta_F,0.9152442957408211
AETA_eta_L,0.19534295449767106
AETA_eta_R,1.5976738323488706
BCUTare-1h,3.543843857158244
BCUTare-1l,2.189848583908142
ETA_beta_s,11.25
ETA_dPsi_A,0.0395813953488372
ETA_dPsi_B,0.0
ETA_eta_BR,0.6169793117863371
ETA_eta_FL,5.257718115131008
ETA_eta_RL,8.969234250586759
LogEE_Dzpe,61.54866820096862
LogEE_Dzse,61.98003078594017
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,11.050456081168516
SlogP_VSA2,11.013707124192212
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,45.34364144243449
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,122.22593776942813
SpAbs_Dzpe,121.98049909339254
SpAbs_Dzse,122.88866589823476
SpDiam_DzZ,93.30762147447402
SpDiam_Dzi,93.76853311494536
SpDiam_Dzm,93.24133867761887
SpDiam_Dzp,124.45241678745975
SpDiam_Dzv,115.42160323399852
SpMAD_Dzpe,6.472619714736061
SpMAD_Dzse,6.5182780568377705
SpMax_Dzpe,61.54866820096862
SpMax_Dzse,61.98003078594017
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.5921052631578947
AETA_eta_BR,0.032472595357175636
AETA_eta_FL,0.27672200605952674
AETA_eta_RL,0.4720649605571978
DetourIndex,1186
EState_VSA1,0.0
EState_VSA2,11.65669156263541
EState_VSA3,25.883663072728947
EState_VSA4,0.0
EState_VSA5,0.0
EState_VSA6,36.39820241076966
EState_VSA7,0.0
EState_VSA8,37.17667639990503
EState_VSA9,5.733667477162185
ETA_beta_ns,16.0
ETA_shape_p,0.3510971786833856
ETA_shape_x,0.0
ETA_shape_y,0.329153605015674
GhoseFilter,True
LogEE_Dzare,61.171808177243875
SlogP_VSA10,11.374772549367124
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,121.22566979642133
SpDiam_Dzpe,95.4740424729458
SpDiam_Dzse,96.25191658234633
SpMAD_Dzare,6.432944093127796
SpMax_Dzare,61.171808177243875
TopoPSA(NO),75.35000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.989779856387
VSA_EState9,41.26737837168844
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8421052631578947
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.05964912280701752
ETA_dAlpha_B,0.0
FilterItLogS,-4.710598734621975
SpDiam_Dzare,94.70077307433641
ETA_beta_ns_d,2.5
ETA_epsilon_1,0.6471264367816094
ETA_epsilon_2,0.8298245614035087
ETA_epsilon_3,0.4381818181818185
ETA_epsilon_4,0.5455284552845532
ETA_epsilon_5,0.7376811594202899
AETA_beta_ns_d,0.13157894736842105
ETA_dEpsilon_A,0.2089446185997909
ETA_dEpsilon_B,0.10159798149705623
ETA_dEpsilon_C,-0.10734663710273468
ETA_dEpsilon_D,0.0921434019832188
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7368421052631579
MDEDescriptor,"0.0,0.0,0.0,0.0,4.553759511506164,13.459897368613843,0.0,6.387049885087402,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0"
APolDescriptor,39.45192999999999
BCUTDescriptor,"11.849999999999959,78.91933761397127,-0.35725762765856023,0.2353515164785081,5.377106653822351,11.022224682753361"
BPolDescriptor,14.470069999999996
TPSADescriptor,75.35000000000001
ALOGPDescriptor,"3.8473999999999995,14.802486759999995,80.2753"
XLogPDescriptor,3.3660000000000005
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,383.91090184
ChiPathDescriptor,"13.991199352633217,8.96923425058676,8.3840525032333,6.775743336452152,4.903515194502525,3.5870682128747577,2.5252051155520627,1.2655385772592977,12.824835794539066,6.906434833125826,5.57330540645081,3.656611712427643,2.6618965685731064,1.2985300159256157,0.8882601315232391,0.31355362110366775"
ChiChainDescriptor,"0.0,0.0,0.0,0.1388888888888889,0.33739623249838807,0.0,0.0,0.0,0.048611111111111105,0.13149172177779142"
AtomCountDescriptor,29
BondCountDescriptor,20
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.5590228174098342,0.0,0.3900166571736666,0.0,0.9367711567909229,0.0,0.14378348364527177,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,1,0,0,0,0"
ZagrebIndexDescriptor,96.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.2299999999999995
WeightedPathDescriptor,"37.81375785099016,1.990197781631061,15.6640227026413,5.061861479805087,5.5713158909609435"
FractionalPSADescriptor,0.19626949804984473
WienerNumbersDescriptor,"752.0,28.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.4242391163168726,4.449062019472291,5.688952347992996,1.597084821550181,2.3579771406027636,2.3220962756279633"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,17
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.39,6.635204081632653,3.986159169550173"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,558.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"107.78508025626566,32.468080676095646,52.991349038944904,68.99220454583866,91.40508919218861"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.27684911394581424,-0.10986659622038161,-0.01646967274549215,-0.008130667552994453,0.034869375855518574"
EccentricConnectivityIndexDescriptor,335
AutocorrelationDescriptorPolarizability,"1417.437665977055,1614.0390080082423,2159.0908656951733,2056.8772924911495,1507.224512739692"
