DLiP-ID,C0009S
DLiP-Mol-ID,30498
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H10ClN3O/c14-8-3-4-10-9(6-8)13(11-2-1-5-15-11)16-7-12(18)17-10/h1-6,15H,7H2,(H,17,18)"
Standard Inchi Key(RDKit),XWNMORIHKRROGW-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1CN=C(c2ccc[nH]2)c2cc(Cl)ccc2N1
SMILES(SDF),
MW(SDF),
MW(RDKit),259.696
MW Monoisotopic(RDKit),259.05123962
MolLogP(RDKit),2.4576
XLogP(SDF),
XLogP(CDK),1.586
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),57.25
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.81207897081166
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,22051.1214331026
qed,0.8120789708116596
Chi0,12.535169427003234
Chi1,8.737183443017884
TPSA,57.25
Chi0n,9.404634755297351
Chi0v,10.160563701315807
Chi1n,5.518545143665514
Chi1v,5.896509616674741
Chi2n,3.986712750655279
Chi2v,4.423148531127264
Chi3n,2.7446736713368085
Chi3v,2.9797707741245474
Chi4n,1.9550511457888349
Chi4v,2.127154169741702
MolMR,71.38040000000002
MolWt,259.69599999999997
fr_SH,0
Kappa1,11.045231228589588
Kappa2,4.308806656920966
Kappa3,1.9087585477281501
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,631.6908431941773
MolLogP,2.4576000000000002
NOCount,4
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.200730365959837
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,4.992404732635669
SMR_VSA5,0.0
SMR_VSA6,11.861545009918906
SMR_VSA7,52.8086917142079
SMR_VSA8,0.0
