DLiP-ID,P0004S
DLiP-Mol-ID,23195
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H17NO5/c1-3-24-16-8-7-12(11(2)20)10-15(16)19-17(21)13-5-4-6-14(9-13)18(22)23/h4-10H,3H2,1-2H3,(H,19,21)(H,22,23)"
Standard Inchi Key(RDKit),GFOBMGVVDGTGAJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOc1ccc(C(C)=O)cc1NC(=O)c1cccc(C(=O)O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),327.336
MW Monoisotopic(RDKit),327.110672644
MolLogP(RDKit),3.2384
XLogP(SDF),
XLogP(CDK),2.823
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),92.7
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.794594046336369
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CREBBP/H4
Common Target Pref Name,CREBBP/H4
RDKit Descriptors
Ipc,201793.75645598143
qed,0.7945940463363688
Chi0,17.689869965382485
Chi1,11.417922655570507
TPSA,92.7
Chi0n,13.32876542286934
Chi0v,13.32876542286934
Chi1n,7.345286371217569
Chi1v,7.345286371217569
Chi2n,5.040218828862269
Chi2v,5.040218828862269
Chi3n,3.305840950962951
Chi3v,3.305840950962951
Chi4n,2.1159715276965825
Chi4v,2.1159715276965825
MolMR,88.97000000000004
MolWt,327.33600000000007
fr_SH,0
Kappa1,17.207754399928785
Kappa2,7.410932940011402
Kappa3,3.979291453615778
fr_ArN,0
fr_COO,1
