DLiP-ID,C001FE
SZ,22.333333333333336
Si,32.12337859559692
Sm,21.49937557239197
Sp,20.393970059880246
Sv,20.28313454101363
nB,0
nC,14
nF,0
nH,10
nI,0
nN,0
nO,5
nP,0
nS,0
nX,0
ABC,15.153550716504107
AMW,8.898373221379314
IC0,1.4741227078131964
IC1,3.3450739957852544
IC2,3.9523029776623853
IC3,4.461092201874919
IC4,4.625053839880555
IC5,4.694019357121934
MID,38.72925431287897
Mpe,1.0128465179175121
Mse,1.0376723510058516
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,68.8374
SdO,11.402017248257327
SdS,0
Spe,29.37254901960785
SsF,0
SsI,0
Sse,30.0924981791697
StN,0
fMF,0.4827586206896552
nBr,0
nCl,0
AMID,2.0383818059409986
BIC0,0.2808961640641844
BIC1,0.6374085745689508
BIC2,0.7531169147321097
BIC3,0.8500674200333304
BIC4,0.8813105417391116
BIC5,0.8944520184581993
CIC0,3.3838582873143754
CIC1,1.5129069993423174
CIC2,0.9056780174651866
CIC3,0.3968887932526526
CIC4,0.23292715524701713
CIC5,0.16396163800563812
GGI1,5.0
GGI2,3.1111111111111125
GGI3,1.6875
GGI4,2.0044444444444447
GGI5,0.6805555555555556
GGI6,0.48326530612244906
GGI7,0.1875
GGI8,0.13101536911060718
GGI9,0.0
JGI1,0.23809523809523808
JGI2,0.09722222222222227
JGI3,0.048214285714285716
JGI4,0.07423868312757202
JGI5,0.030934343434343432
JGI6,0.030204081632653066
JGI7,0.018750000000000003
JGI8,0.021835894851767863
JGI9,0.0
MIC0,13.621446264832562
MIC1,31.075685665546978
MIC2,38.3691129668732
MIC3,41.82371452367021
MIC4,43.02284992374541
MIC5,43.09236716512472
MPC2,32
MPC3,44
MPC4,58
MPC5,82
MPC6,92
MPC7,100
MPC8,114
MPC9,122
Mare,1.0275862068965516
NaaN,0
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,3
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2163216650551111
RPCG,0.1258255575692318
SIC0,0.303443490061345
SIC1,0.6885728863781634
SIC2,0.8135690488757453
SIC3,0.9183016990698972
SIC4,0.9520526828983816
SIC5,0.966249016171515
SaaN,0
SaaO,5.516435185185185
SaaS,0
Sare,29.799999999999994
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,28.45764691987906
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,42.749558526582696
TIC1,97.00714587777237
TIC2,114.61678635220917
TIC3,129.37167385437266
TIC4,134.1265613565361
TIC5,136.1265613565361
Vabc,206.42679736177877
WPol,35
apol,34.05792999999999
bpol,12.636069999999997
nRot,0
ABCGG,12.278477570915811
ATS0Z,834.0
ATS0d,116.0
ATS0i,4551.55393451499
ATS0m,3309.698339
ATS0p,46.70674904849
ATS0s,224.25
ATS0v,7322.027953621702
ATS1Z,894.0
ATS1d,143.0
ATS1i,4449.38597591875
ATS1m,3450.076340999999
ATS1p,59.26865412799998
ATS1s,132.0
ATS1v,9218.327745164906
ATS2Z,1383.0
ATS2d,223.0
ATS2i,7074.475686833346
ATS2m,5363.797711999999
ATS2p,88.773539054547
ATS2s,205.8888888888889
ATS2v,13802.655922376505
ATS3Z,1652.0
ATS3d,245.0
ATS3i,9380.054672660699
ATS3m,6258.468166999998
ATS3p,102.18241073599995
ATS3s,335.7222222222223
ATS3v,15854.8904598052
ATS4Z,1391.0
ATS4d,219.0
ATS4i,10594.790102505096
ATS4m,5061.041599000002
ATS4p,97.51594788854699
ATS4s,287.49999999999994
ATS4v,14207.089900637931
ATS5Z,1150.0
ATS5d,185.0
ATS5i,10213.239191328887
ATS5m,4184.009478000001
ATS5p,83.00805117218798
ATS5s,243.44444444444446
ATS5v,11735.768489204274
ATS6Z,888.0
ATS6d,134.0
ATS6i,8317.465804711193
ATS6m,3166.510824
ATS6p,60.23273332679201
ATS6s,222.8888888888889
ATS6v,8767.90775911574
ATS7Z,610.0
ATS7d,84.0
ATS7i,6495.867347497392
ATS7m,2128.416553999999
ATS7p,37.446090508792004
ATS7s,188.88888888888897
ATS7v,5599.778861883046
ATS8Z,394.0
ATS8d,39.0
ATS8i,3753.2541904724944
ATS8m,1423.8388379999994
ATS8p,18.131783233093994
ATS8s,161.6666666666667
ATS8v,2846.67624954256
C1SP1,0
C1SP2,0
C1SP3,1
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.07142857142857142
GGI10,0.0
JGI10,0.0
JGT10,0.5594947490780824
Kier1,13.959183673469388
Kier2,5.080078125
Kier3,2.3801652892561984
MAXdO,11.402017248257327
MID_C,29.57740340081347
MID_N,0.0
MID_O,9.151850912065512
MID_X,0.0
MID_h,9.151850912065512
MINdO,11.402017248257327
MPC10,98
MWC01,21.0
MWC02,4.672828834461906
MWC03,5.556828061699537
MWC04,6.4692503167957724
MWC05,7.374629015218945
MWC06,8.289288323000317
MWC07,9.20099685697303
MWC08,10.117348150251422
MWC09,11.031577734023836
MWC10,11.948952108660736
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.3230200000000005
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.14166355650266
SRW05,0.0
SRW06,6.727431724850855
SRW07,0.0
SRW08,8.411610428841172
SRW09,0.0
SRW10,10.14733528540863
SaaCH,5.194832294028722
SaaNH,0
SaaSe,0
SaaaC,0.9502210884353748
SaasC,0.7301130637440179
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.778363567649282
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.9906959256228296
VE1_D,4.298114203389071
VE2_A,0.21003662766435946
VE2_D,0.22621653702047742
VE3_A,2.0258195193145427
VE3_D,2.100030255326132
VR1_A,101.86873099852943
VR1_D,99.0643375616615
VR2_A,5.361512157817338
VR2_D,5.213912503245342
VR3_A,5.265538919629237
VR3_D,5.237623399590304
WPath,640
Xc-3d,1.7407579916211806
Xc-4d,0.0
Xc-5d,0.6265509370849649
Xc-6d,0.0
Xp-0d,13.731686328639373
Xp-1d,8.96923425058676
Xp-2d,8.794632126958474
Xp-3d,7.7469680817536455
Xp-4d,6.013715544187071
Xp-5d,5.403295504578764
Xp-6d,3.9504129799352254
Xp-7d,2.647509721065617
ZMIC0,65.39145282766708
ZMIC1,43.201254093251585
ZMIC2,30.851344959118535
ZMIC3,25.050468834402963
ZMIC4,23.157539269021548
ZMIC5,22.96043713142654
nAcid,0
nAtom,29
nBase,0
nRing,3
piPC1,3.417726683613366
piPC2,4.182050142641207
piPC3,4.855928904335275
piPC4,5.50176828451651
piPC5,6.205441210597375
piPC6,6.6972271302980015
piPC7,7.171218698772417
piPC8,7.699382326485413
piPC9,8.150518077212732
AATS0Z,28.75862068965517
AATS0d,4.0
AATS0i,156.95013567293068
AATS0m,114.12752893103449
AATS0p,1.610577553396207
AATS0s,7.732758620689655
AATS0v,252.4837225386794
AATS1Z,28.838709677419356
AATS1d,4.612903225806452
AATS1i,143.52857986834678
AATS1m,111.29278519354835
AATS1p,1.9118920686451606
AATS1s,4.258064516129032
AATS1v,297.3654111343518
AATS2Z,28.224489795918366
AATS2d,4.551020408163265
AATS2i,144.3770548333336
AATS2m,109.4652594285714
AATS2p,1.8117048786642245
AATS2s,4.201814058956916
AATS2v,281.68685555870417
AATS3Z,26.22222222222222
AATS3d,3.888888888888889
AATS3i,148.8897567089
AATS3m,99.34076455555552
AATS3p,1.6219430275555549
AATS3s,5.328924162257497
AATS3v,251.66492793341587
AATS4Z,20.159420289855074
AATS4d,3.1739130434782608
AATS4i,153.5476826450014
AATS4m,73.34842897101453
AATS4p,1.4132746070803912
AATS4s,4.166666666666666
AATS4v,205.89985363243377
AATS5Z,17.692307692307693
AATS5d,2.8461538461538463
AATS5i,157.12675678967517
AATS5m,64.3693765846154
AATS5p,1.2770469411105843
AATS5s,3.7452991452991453
AATS5v,180.55028444929653
AATS6Z,17.076923076923077
AATS6d,2.576923076923077
AATS6i,159.95126547521525
AATS6m,60.89443892307692
AATS6p,1.158321794746
AATS6s,4.286324786324787
AATS6v,168.61361075222578
AATS7Z,15.64102564102564
AATS7d,2.1538461538461537
AATS7i,166.56070121788184
AATS7m,54.57478343589741
AATS7p,0.9601561668921027
AATS7s,4.843304843304845
AATS7v,143.58407338161658
AATS8Z,17.90909090909091
AATS8d,1.7727272727272727
AATS8i,170.6024632032952
AATS8m,64.71994718181816
AATS8p,0.8241719651406361
AATS8s,7.34848484848485
AATS8v,129.39437497920727
AMID_C,1.5567054421480773
AMID_N,0.0
AMID_O,0.4816763637929217
AMID_X,0.0
AMID_h,0.4816763637929217
ATS0dv,328.0
ATS0pe,198.603
ATS0se,239.51044400000006
ATS1dv,328.0
ATS1pe,212.1435
ATS1se,251.54797200000004
ATS2dv,487.0
ATS2pe,328.37399999999997
ATS2se,391.0191680000001
ATS3dv,542.0
ATS3pe,436.5812000000001
ATS3se,521.3691560000001
ATS4dv,420.0
ATS4pe,457.58720000000005
ATS4se,556.5815080000001
ATS5dv,336.0
ATS5pe,411.6951999999999
ATS5se,508.14299999999986
ATS6dv,238.0
ATS6pe,338.19899999999996
ATS6se,417.45163199999996
ATS7dv,179.0
ATS7pe,259.2910000000001
ATS7se,322.10544800000014
ATS8dv,139.0
ATS8pe,151.72720000000004
ATS8se,187.74021600000003
ATSC0Z,214.82758620689657
ATSC0c,1.502382999686224
ATSC0d,22.758620689655178
ATSC0i,39.81089491311412
ATSC0m,1010.3115651724138
ATSC0p,6.708728500734828
ATSC0s,85.2068965517241
ATSC0v,1313.8485554500671
ATSC1Z,-15.160523186682516
ATSC1c,-0.7897868635075552
ATSC1d,9.568370986920334
ATSC1i,8.042281939844747
ATSC1m,-62.78285166706294
ATSC1p,1.3828834988796699
ATSC1s,-19.35047562425684
ATSC1v,195.4962712724594
ATSC2Z,63.39476813317482
ATSC2c,-0.09585760512252191
ATSC2d,-3.1783590963139132
ATSC2i,-2.555241222407761
ATSC2m,301.1199110190249
ATSC2p,-0.05154171958391118
ATSC2s,2.8927533359756907
ATSC2v,258.3892889397024
ATSC3Z,-61.79785969084421
ATSC3c,0.17481544087941975
ATSC3d,-7.889417360285375
ATSC3i,-8.30858956762222
ATSC3m,-295.61321930558836
ATSC3p,-1.6100553222463465
ATSC3s,11.90494120755714
ATSC3v,-425.88728905504854
ATSC4Z,-125.38287752675387
ATSC4c,-0.25674104861550406
ATSC4d,-7.425683709869204
ATSC4i,-11.89089316163977
ATSC4m,-599.6236374447087
ATSC4p,-2.5266375789337956
ATSC4s,-20.68767340467697
ATSC4v,-798.2509188822723
ATSC5Z,56.489892984542195
ATSC5c,0.5550217120790202
ATSC5d,-7.665873959571939
ATSC5i,-7.335454654190199
ATSC5m,254.62015323424487
ATSC5p,-1.1959239165314424
ATSC5s,20.087032633108734
ATSC5v,-75.78188049520247
ATSC6Z,-34.86325802615933
ATSC6c,-0.3012488095678234
ATSC6d,-3.6361474435196186
ATSC6i,-11.917428780925677
ATSC6m,-161.65752237812134
ATSC6p,-1.8296235425283818
ATSC6s,-21.194741709604973
ATSC6v,-242.0316811999727
ATSC7Z,-31.319857312722974
ATSC7c,-0.2838469120156711
ATSC7d,3.1866825208085627
ATSC7i,-0.16297316994997513
ATSC7m,-135.6063570249704
ATSC7p,0.19928457080309087
ATSC7s,-44.53590302549873
ATSC7v,86.35497615558265
ATSC8Z,41.23424494649227
ATSC8c,0.2136431828276153
ATSC8d,0.355529131985732
ATSC8i,1.6316981865902789
ATSC8m,191.6756751795481
ATSC8p,0.3319397063296456
ATSC8s,16.06718192627824
ATSC8v,136.15915115103425
AXp-0d,0.7227203330862828
AXp-1d,0.42710639288508384
AXp-2d,0.2748322539674523
AXp-3d,0.17606745640349195
AXp-4d,0.10368475076184605
AXp-5d,0.06589384761681419
AXp-6d,0.042939271521035056
AXp-7d,0.02647509721065617
GATS1Z,0.7273649873142443
GATS1c,1.3214169908552782
GATS1d,0.6746823069403712
GATS1i,0.8124930472435058
GATS1m,0.7228393108211559
GATS1p,0.7822500294953522
GATS1s,0.9248834871607424
GATS1v,0.6987833441625951
GATS2Z,0.5293281357486814
GATS2c,0.7257706919858228
GATS2d,1.205194805194805
GATS2i,1.0280358731010855
GATS2m,0.5332934396552598
GATS2p,0.9851144130623428
GATS2s,0.5920230226179236
GATS2v,0.7752943753578477
GATS3Z,0.9268414481897627
GATS3c,0.8609443609660242
GATS3d,1.1717171717171713
GATS3i,1.0747543242191826
GATS3m,0.927895622922152
GATS3p,1.0614871808093642
GATS3s,0.8063886765492058
GATS3v,0.998139634444492
GATS4Z,1.1588666340986808
GATS4c,0.925859498866359
GATS4d,1.051998243302591
GATS4i,1.09087605446645
GATS4m,1.164336421713581
GATS4p,1.1232025823718972
GATS4s,0.9087759393831574
GATS4v,1.2068582786600257
GATS5Z,0.9053414001728608
GATS5c,0.5835303802854882
GATS5d,1.0599533799533798
GATS5i,1.0391901542111779
GATS5m,0.9156215862782843
GATS5p,1.0682652512066735
GATS5s,0.5582189293237454
GATS5v,1.0963617008469917
GATS6Z,1.168020743301642
GATS6c,1.081959995753665
GATS6d,1.017365967365967
GATS6i,1.1153868438108352
GATS6m,1.1667160954060547
GATS6p,1.1160134494193876
GATS6s,1.181563400401928
GATS6v,1.1300416014987538
GATS7Z,1.3317775857101697
GATS7c,1.3661224034888402
GATS7d,0.8044289044289042
GATS7i,0.9432830172464389
GATS7m,1.3168733046846757
GATS7p,0.9246742773874073
GATS7s,1.9332865225216511
GATS7v,0.9799062814261339
GATS8Z,1.0723186925434114
GATS8c,1.4415902770108535
GATS8d,0.8668044077134984
GATS8i,0.8797789916788854
GATS8m,1.0638060111668655
GATS8p,0.8655963248805209
GATS8s,1.5019887257847602
GATS8v,0.8826558699223132
MATS1Z,-0.06601770827939726
MATS1c,-0.4917739833769593
MATS1d,0.3933040078201368
MATS1i,0.1889790484971397
MATS1m,-0.05813290388086834
MATS1p,0.19283314393892517
MATS1s,-0.21244827091030158
MATS1v,0.13919687155044452
MATS2Z,0.17464867166770406
MATS2c,-0.03776137777326893
MATS2d,-0.08265306122448982
MATS2i,-0.03798672762130848
MATS2m,0.17639491720397932
MATS2p,-0.0045469544662164
MATS2s,0.020092712655006707
MATS2v,0.11639414026189736
MATS3Z,-0.13241611251242064
MATS3c,0.053561974401133465
MATS3d,-0.15957190957190953
MATS3i,-0.09606889915273288
MATS3m,-0.13468709162385462
MATS3p,-0.11047347896488424
MATS3s,0.0643146567198908
MATS3v,-0.14921305386841344
MATS4Z,-0.24529974178239933
MATS4c,-0.07182300261404644
MATS4d,-0.13713219148001754
MATS4i,-0.1255340221438092
MATS4m,-0.2494435779685969
MATS4p,-0.1582893303484275
MATS4s,-0.10204360924893013
MATS4v,-0.2553542123380915
MATS5Z,0.11731818743054694
MATS5c,0.16482153458516538
MATS5d,-0.15027972027972025
MATS5i,-0.0822071775677671
MATS5m,0.11244032493516369
MATS5p,-0.07953311197635009
MATS5s,0.1051781866229459
MATS5v,-0.02573384680559607
MATS6Z,-0.09050500061736015
MATS6c,-0.11182510973069318
MATS6d,-0.08910256410256405
MATS6i,-0.16694571606838762
MATS6m,-0.08923500414992283
MATS6p,-0.15209543440743864
MATS6s,-0.13872286039424858
MATS6v,-0.1027357424591632
MATS7Z,-0.10840844548709726
MATS7c,-0.14048724763828857
MATS7d,0.10411810411810414
MATS7i,-0.003044020435099289
MATS7m,-0.0998063367037959
MATS7p,0.022088531811748108
MATS7s,-0.3886591584891869
MATS7v,0.04887372620753208
MATS8Z,0.25301327885597547
MATS8c,0.18744924512635833
MATS8d,0.020592286501377448
MATS8i,0.05402729295630652
MATS8m,0.2500846260888702
MATS8p,0.06522202911750327
MATS8s,0.24856517420256807
MATS8v,0.13660822374225656
MAXaaO,5.516435185185185
MAXsOH,9.521459488116234
MINaaO,5.516435185185185
MINsOH,9.467227943646595
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.26092639196539
SpAD_D,139.05480561797884
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,782
TMWC10,114.66169940108551
TSRW10,53.18924111129688
VE1_Dt,4.355446724408844
VE2_Dt,0.22923403812678125
VE3_Dt,2.113281068577551
VR1_Dt,92.8414373870863
VR2_Dt,4.8863914414255945
VR3_Dt,5.172746949870309
Xc-3dv,0.6397634299044141
Xc-4dv,0.0
Xc-5dv,0.1380706566736131
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15647203227376255
Xch-7d,0.5386006532465876
Xp-0dv,9.967538444186104
Xp-1dv,5.592593905704236
Xp-2dv,4.380236154466538
Xp-3dv,3.1658419861124614
Xp-4dv,2.1259278297850543
Xp-5dv,1.5081655382449435
Xp-6dv,0.8668797948926754
Xp-7dv,0.4681440069149661
Xpc-4d,4.432582427946833
Xpc-5d,6.111911524040854
Xpc-6d,10.459256566546717
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,8.322257883449586
AATS0dv,11.310344827586206
AATS0pe,6.848379310344828
AATS0se,8.258980827586209
AATS1dv,10.580645161290322
AATS1pe,6.843338709677419
AATS1se,8.11445070967742
AATS2dv,9.938775510204081
AATS2pe,6.701510204081632
AATS2se,7.979983020408165
AATS3dv,8.603174603174603
AATS3pe,6.929860317460319
AATS3se,8.27570088888889
AATS4dv,6.086956521739131
AATS4pe,6.631698550724638
AATS4se,8.066398666666668
AATS5dv,5.1692307692307695
AATS5pe,6.333772307692306
AATS5se,7.817584615384614
AATS6dv,4.576923076923077
AATS6pe,6.503826923076923
AATS6se,8.027916
AATS7dv,4.589743589743589
AATS7pe,6.648487179487183
AATS7se,8.259114051282054
AATS8dv,6.318181818181818
AATS8pe,6.8966909090909105
AATS8se,8.533646181818183
AATSC0Z,7.407847800237812
AATSC0c,0.05180631033400772
AATSC0d,0.784780023781213
AATSC0i,1.3727894797625557
AATSC0m,34.83832983353151
AATSC0p,0.23133546554258028
AATSC0s,2.938168846611176
AATSC0v,45.30512260172645
AATSC1Z,-0.4890491350542747
AATSC1c,-0.02547699559701791
AATSC1d,0.30865712861033334
AATSC1i,0.2594284496724112
AATSC1m,-2.0252532795826754
AATSC1p,0.04460914512515064
AATSC1s,-0.6242088911050594
AATSC1v,6.306331331369658
AATSC2Z,1.2937707782280576
AATSC2c,-0.0019562776555616715
AATSC2d,-0.06486447135334517
AATSC2i,-0.05214778004913798
AATSC2m,6.145304306510713
AATSC2p,-0.0010518718282430855
AATSC2s,0.05903578236685083
AATSC2v,5.273250794687804
AATSC3Z,-0.980918407791178
AATSC3c,0.0027748482679272974
AATSC3d,-0.12522884698865674
AATSC3i,-0.1318823740892416
AATSC3m,-4.6922733223109265
AATSC3p,-0.025556433686449945
AATSC3s,0.18896732075487524
AATSC3v,-6.760115699286485
AATSC4Z,-1.8171431525616504
AATSC4c,-0.0037208847625435373
AATSC4d,-0.10761860449085803
AATSC4i,-0.17233178495130103
AATSC4m,-8.690197644126213
AATSC4p,-0.03661793592657675
AATSC4s,-0.29982135369097057
AATSC4v,-11.568853896844526
AATSC5Z,0.8690752766852645
AATSC5c,0.008538795570446464
AATSC5d,-0.1179365224549529
AATSC5i,-0.11285314852600306
AATSC5m,3.9172331266806903
AATSC5p,-0.018398829485099112
AATSC5s,0.3090312712785959
AATSC5v,-1.1658750845415764
