DLiP-ID,C001FE
AATSC6Z,-0.6704472697338333
AATSC6c,-0.005793246337842757
AATSC6d,-0.06992591237537728
AATSC6i,-0.2291813227101092
AATSC6m,-3.1087985072715645
AATSC6p,-0.0351850681255458
AATSC6s,-0.40759118672317257
AATSC6v,-4.654455407691783
AATSC7Z,-0.8030732644287942
AATSC7c,-0.007278125949119771
AATSC7d,0.08170980822586059
AATSC7i,-0.004178799229486542
AATSC7m,-3.4770860775633436
AATSC7p,0.0051098607898228425
AATSC7s,-1.1419462314230444
AATSC7v,2.2142301578354524
AATSC8Z,1.874283861204194
AATSC8c,0.009711053764891604
AATSC8d,0.016160415090260546
AATSC8i,0.07416809939046722
AATSC8m,8.71253068997946
AATSC8p,0.015088168469529345
AATSC8s,0.7303264511944655
AATSC8v,6.189052325047012
ATS0are,197.15
ATS1are,207.84999999999997
ATS2are,321.5199999999999
ATS3are,430.45000000000005
ATS4are,452.06999999999994
ATS5are,406.87999999999994
ATS6are,335.3200000000001
ATS7are,258.71999999999997
ATS8are,152.33999999999997
ATSC0dv,128.82758620689657
ATSC0pe,5.154379310344824
ATSC0se,4.049135172413793
ATSC1dv,27.253269916765767
ATSC1pe,-1.048974435196196
ATSC1se,-0.7738170463733645
ATSC2dv,16.360285374554103
ATSC2pe,0.29953151010701395
ATSC2se,-0.21302798097503
ATSC3dv,-55.246135552913195
ATSC3pe,-0.5667274673008358
ATSC3se,-0.23021144351961928
ATSC4dv,-52.17598097502972
ATSC4pe,-0.9032197384066566
ATSC4se,-0.1495915481569558
ATSC5dv,27.662306777645654
ATSC5pe,2.0420739595719435
ATSC5se,1.4431028204518423
ATSC6dv,-31.208085612366244
ATSC6pe,-1.4765077288941724
ATSC6se,-1.3622407229488702
ATSC7dv,-19.630202140309166
ATSC7pe,-2.1937170035671825
ATSC7se,-1.8925420594530316
ATSC8dv,28.027348394768133
ATSC8pe,0.9991881093935773
ATSC8se,0.6906403519619496
AXp-0dv,0.5246072865361108
AXp-1dv,0.2663139955097255
AXp-2dv,0.13688237982707932
AXp-3dv,0.07195095422982867
AXp-4dv,0.036653928099742314
AXp-5dv,0.0183922626615237
AXp-6dv,0.009422606466224732
AXp-7dv,0.004681440069149661
BertzCT,831.4990555480185
ECIndex,291
ETA_eta,11.883326689340715
GATS1dv,0.5118118394695034
GATS1pe,0.8957031041780735
GATS1se,0.9476224407078375
GATS2dv,0.6786479045579688
GATS2pe,0.6219510120524996
GATS2se,0.7215362268442312
GATS3dv,1.0435998096597667
GATS3pe,0.9578866462547567
GATS3se,0.9882410952935334
GATS4dv,1.1040483505570553
GATS4pe,0.9700269723043042
GATS4se,0.9161073357230786
GATS5dv,0.9095042002964915
GATS5pe,0.6600087381593568
GATS5se,0.6248775184635816
GATS6dv,1.1640483445890297
GATS6pe,1.1842252551331542
GATS6se,1.179662956616809
GATS7dv,1.2873496952726073
GATS7pe,1.6060239093468291
GATS7se,1.607753205087808
GATS8dv,0.9582927778859256
GATS8pe,1.241249885205812
GATS8se,1.2496651895448672
LogEE_A,3.8991521161855083
LogEE_D,69.52740280898938
MATS1dv,0.1979001174276439
MATS1pe,-0.19038153890111945
MATS1se,-0.17877727839118995
MATS2dv,0.07515950705764103
MATS2pe,0.034392841544252165
MATS2se,-0.03113696611504649
MATS3dv,-0.19740151592399982
MATS3pe,-0.050612213951055716
MATS3se,-0.026171106299174487
MATS4dv,-0.17022002917170959
MATS4pe,-0.07364884695071586
MATS4se,-0.0155272193734824
MATS5dv,0.09579970350848292
MATS5pe,0.17675826638623648
MATS5se,0.15900824406319825
MATS6dv,-0.13509924229945647
MATS6pe,-0.15975483236165477
MATS6se,-0.18762307012855528
MATS7dv,-0.11330505682754081
MATS7pe,-0.3164736946924176
MATS7se,-0.3475494901501578
MATS8dv,0.28677973525403927
MATS8pe,0.25553253252096525
MATS8se,0.22483555527147964
MAXaaCH,1.38005432728647
MAXaaaC,0.5980083144368862
MAXaasC,0.7378240740740742
MAXsCH3,1.778363567649282
MDEC-12,1.1547005383792517
MDEC-13,3.1060055866372642
MDEC-22,1.5326188647871062
MDEC-23,14.52588862517089
MDEC-33,13.03745489243032
MDEO-11,1.0000000000000002
MDEO-12,0.894427190999916
MINaaCH,1.1954478458049886
MINaaaC,0.3522127739984886
MINaasC,-0.35356455236415507
MINsCH3,1.778363567649282
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.25
SM1_Dzi,0.865670929391506
SM1_Dzm,1.2463278954934687
SM1_Dzp,-5.41147132169576
SM1_Dzv,-1.9949723902901284
SddssSe,0
SpAD_Dt,412.9694628399226
SpAbs_A,24.26092639196539
SpAbs_D,139.05480561797884
SpMAD_A,1.2768908627350206
SpMAD_D,7.318673979893624
SpMax_A,2.503382305326626
SpMax_D,69.52740280898938
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,90.9
TpiPC10,9.462906490524214
VAdjMat,5.392317422778761
VE1_DzZ,4.294653287207759
VE1_Dzi,4.292254929430906
VE1_Dzm,4.294631154622072
VE1_Dzp,4.247725988127438
VE1_Dzv,4.273314664447644
VE2_DzZ,0.22603438353725047
VE2_Dzi,0.225908154180574
VE2_Dzm,0.2260332186643196
VE2_Dzp,0.22356452569091778
VE2_Dzv,0.22491129812882335
VE3_DzZ,2.0992247136022932
VE3_Dzi,2.0986661055960796
VE3_Dzm,2.099219560068064
VE3_Dzp,2.0882376642950984
VE3_Dzv,2.094243680293267
VR1_DzZ,99.55103311175952
VR1_Dzi,99.7622069966987
VR1_Dzm,99.55303159463556
VR1_Dzp,103.30070697056118
VR1_Dzv,101.32137255763357
VR2_DzZ,5.239528058513659
VR2_Dzi,5.2506424735104575
VR2_Dzm,5.239633241822924
VR2_Dzp,5.436879314240062
VR2_Dzv,5.332703818822819
VR3_DzZ,5.242524294446526
VR3_Dzi,5.244643310361801
VR3_Dzm,5.242544369203705
VR3_Dzp,5.2794981061328565
VR3_Dzv,5.260151257973228
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05442442574366238
Xch-7dv,0.11652024283250735
Xpc-4dv,1.3276407879050847
Xpc-5dv,1.6691208473044539
Xpc-6dv,2.2716871726392305
Zagreb1,106.0
Zagreb2,129.0
fragCpx,99.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,15
nBondsD,1
nBondsM,16
nBondsO,21
nBondsS,15
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,1
AATS0are,6.798275862068966
AATS1are,6.704838709677419
AATS2are,6.561632653061223
AATS3are,6.832539682539683
AATS4are,6.551739130434782
AATS5are,6.259692307692307
AATS6are,6.44846153846154
AATS7are,6.633846153846153
AATS8are,6.924545454545453
AATSC0dv,4.442330558858503
AATSC0pe,0.17773721759809738
AATSC0se,0.13962535077288943
AATSC1dv,0.8791377392505086
AATSC1pe,-0.03383788500632891
AATSC1se,-0.024961840205592403
AATSC2dv,0.33388337499090004
AATSC2pe,0.006112887961367631
AATSC2se,-0.004347509815816939
AATSC3dv,-0.8769227865541777
AATSC3pe,-0.00899567408414025
AATSC3se,-0.003654149897136814
AATSC4dv,-0.7561736373192712
AATSC4pe,-0.013090141136328356
AATSC4se,-0.0021679934515500842
AATSC5dv,0.42557395042531776
AATSC5pe,0.03141652245495297
AATSC5se,0.02220158185310527
AATSC6dv,-0.6001554925455047
AATSC6pe,-0.028394379401811005
AATSC6se,-0.026196936979785965
AATSC7dv,-0.5033385164181837
AATSC7pe,-0.05624915393762006
AATSC7se,-0.04852671947315466
AATSC8dv,1.2739703815803696
AATSC8pe,0.04541764133607169
AATSC8se,0.03139274327099771
AETA_eta,0.625438246807406
ATSC0are,5.7620689655172415
ATSC1are,-1.1663495838287758
ATSC2are,0.08926278240190243
ATSC3are,-0.5072532699167683
ATSC4are,-0.6880261593341247
ATSC5are,2.2236385255648083
ATSC6are,-1.7637098692033284
ATSC7are,-2.5703686087990496
ATSC8are,1.0722235434007121
BCUTZ-1h,8.024438118172094
BCUTZ-1l,5.664928573697764
BCUTc-1h,0.47604622607716773
BCUTc-1l,-0.5312026244248405
BCUTd-1h,3.2749853318792943
BCUTd-1l,0.9775849634911556
BCUTi-1h,13.639038991274447
BCUTi-1l,10.925683937342304
BCUTm-1h,16.012305521337677
BCUTm-1l,11.67747790637184
BCUTp-1h,2.020146932451721
BCUTp-1l,0.7502186239764859
BCUTs-1h,7.008281000115808
BCUTs-1l,1.3768042290602585
BCUTv-1h,20.922928760908732
BCUTv-1l,14.701723548867909
BalabanJ,1.7648068369294139
Diameter,9
ETA_beta,27.5
GATS1are,0.9170093241443212
GATS2are,0.6575019235701461
GATS3are,0.968787818338985
GATS4are,0.9475763016157986
GATS5are,0.6425576577820741
GATS6are,1.1830686369286008
GATS7are,1.6129355982138742
GATS8are,1.247973450845982
HybRatio,0.07142857142857142
Lipinski,True
LogEE_Dt,204.54541023974537
MATS1are,-0.18935927877840206
MATS2are,0.00916840703965607
MATS3are,-0.04052321107976425
MATS4are,-0.050185170730014904
MATS5are,0.17217511393453977
MATS6are,-0.17070386226580112
MATS7are,-0.33170372416332927
MATS8are,0.24529133344214102
NsssssAs,0
RotRatio,0.0
SM1_Dzpe,1.2936046511627908
SM1_Dzse,1.2424740010946906
SMR_VSA1,19.736733121575465
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,0.0
SMR_VSA7,40.052247341515795
SMR_VSA8,0.0
SMR_VSA9,28.57223441042315
SpAD_DzZ,91.07716523453848
SpAD_Dzi,93.34344450462993
SpAD_Dzm,91.09874852760117
SpAD_Dzp,126.11819275120004
SpAD_Dzv,108.68535480903728
SpAbs_Dt,412.9694628399226
SpDiam_A,5.006764610653251
SpDiam_D,101.49176262220732
SpMAD_Dt,21.735234886311716
SpMax_Dt,204.54541023974537
SsssssAs,0
VE1_Dzpe,4.2948550031019055
VE1_Dzse,4.294607909024193
VE2_Dzpe,0.22604500016325818
VE2_Dzse,0.22603199521179962
VE3_Dzpe,2.0992716815747
VE3_Dzse,2.0992141473422787
VMcGowan,174.78999999999982
VR1_Dzpe,99.53298931260768
VR1_Dzse,99.55512944496598
VR2_Dzpe,5.238578384874089
VR2_Dzse,5.23974365499821
VR3_Dzpe,5.242343026266574
VR3_Dzse,5.242565441673256
mZagreb1,7.25
mZagreb2,3.9999999999999996
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,24
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.19869203329369797
AATSC1are,-0.0376241801235089
AATSC2are,0.0018216894367735189
AATSC3are,-0.008051639205028068
AATSC4are,-0.009971393613538038
AATSC5are,0.03420982347022782
AATSC6are,-0.03391749748467939
AATSC7are,-0.06590688740510384
AATSC8are,0.04873743379094146
AETA_beta,1.4473684210526316
BCUTdv-1h,6.023648335627389
BCUTdv-1l,0.9959535095072134
BCUTpe-1h,3.493954179160056
BCUTpe-1l,2.2116512613709345
BCUTse-1h,3.7068675550396586
BCUTse-1l,2.4077555618535813
ETA_alpha,8.666666666666666
ETA_dBeta,3.5
ETA_eta_B,0.4449793117863372
ETA_eta_F,19.494726675528774
ETA_eta_L,3.4768604965094445
ETA_eta_R,31.37805336486949
ETA_psi_1,0.5058365758754865
LabuteASA,106.86316903246924
LogEE_DzZ,45.60437209095345
LogEE_Dzi,46.717283880177675
LogEE_Dzm,45.614970468826556
LogEE_Dzp,61.90595617210063
LogEE_Dzv,54.027681763946525
PEOE_VSA1,19.736733121575465
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,24.619922828310838
PEOE_VSA8,23.082409843085014
PEOE_VSA9,0.0
SM1_Dzare,1.4285714285714284
SpAD_Dzpe,90.80361155813688
SpAD_Dzse,91.12140180349223
SpAbs_DzZ,89.9587441819069
SpAbs_Dzi,92.56889683096384
SpAbs_Dzm,89.9836130421597
SpAbs_Dzp,129.22338366589702
SpAbs_Dzv,110.05033591818315
SpDiam_Dt,234.12572241415594
SpMAD_DzZ,4.7935350123441305
SpMAD_Dzi,4.912812868664733
SpMAD_Dzm,4.794670975136904
SpMAD_Dzp,6.6377996184842125
SpMAD_Dzv,5.720281832054593
SpMax_DzZ,45.60437209095345
SpMax_Dzi,46.717283880177675
SpMax_Dzm,45.614970468826556
SpMax_Dzp,61.90595617210063
SpMax_Dzv,54.027681763946525
VE1_Dzare,4.2954653252284105
VE2_Dzare,0.22607712238044267
VE3_Dzare,2.0994137768876118
VR1_Dzare,99.47746306173896
VR2_Dzare,5.23565595061784
VR3_Dzare,5.2417850027894435
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45614035087719296
AETA_dBeta,0.18421052631578946
AETA_eta_B,0.023419963778228275
AETA_eta_F,1.0260382460804618
AETA_eta_L,0.18299265771102338
AETA_eta_R,1.651476492887868
BCUTare-1h,3.5479536498175315
BCUTare-1l,2.1622409658707205
ETA_beta_s,12.0
ETA_dPsi_A,0.2081634241245135
ETA_dPsi_B,0.0
ETA_eta_BR,0.7029793117863372
ETA_eta_FL,5.492373754077314
ETA_eta_RL,8.969234250586759
LogEE_Dzpe,45.4698902343928
LogEE_Dzse,45.62609427022478
PEOE_VSA10,11.343267560516685
PEOE_VSA11,17.248535499851716
PEOE_VSA12,5.428790391900541
PEOE_VSA13,0.0
SlogP_VSA1,5.428790391900541
SlogP_VSA2,15.319582184522117
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.563451491696996
SlogP_VSA6,33.47715639497161
SlogP_VSA7,0.0
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,89.9580318198725
SpAbs_Dzpe,89.64866485591034
SpAbs_Dzse,90.00971453935492
SpDiam_DzZ,65.22828324607022
SpDiam_Dzi,66.89298234325781
SpDiam_Dzm,65.24411082786469
SpDiam_Dzp,87.67044193066661
SpDiam_Dzv,77.16419135189757
SpMAD_Dzpe,4.779137450428257
SpMAD_Dzse,4.795863252815381
SpMax_Dzpe,45.4698902343928
SpMax_Dzse,45.62609427022478
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.631578947368421
AETA_eta_BR,0.03699891114664933
AETA_eta_FL,0.2890723028461744
AETA_eta_RL,0.4720649605571978
DetourIndex,1940
EState_VSA1,5.428790391900541
EState_VSA2,17.248535499851716
EState_VSA3,22.292943266678478
EState_VSA4,5.563451491696996
EState_VSA5,24.26546827384644
EState_VSA6,6.923737199690624
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,4.417150937053347
ETA_beta_ns,15.5
ETA_shape_p,0.2115384615384615
ETA_shape_x,0.0
ETA_shape_y,0.5192307692307693
GhoseFilter,True
LogEE_Dzare,45.05420387986107
SlogP_VSA10,0.0
SlogP_VSA11,17.248535499851716
SpAbs_Dzare,88.69487827084211
SpDiam_Dzpe,65.02410144368207
SpDiam_Dzse,65.26072362353497
SpMAD_Dzare,4.7346332536775
SpMax_Dzare,45.05420387986107
TopoPSA(NO),90.9
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.516435185185185
VSA_EState9,47.98356481481482
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.8157894736842105
EState_VSA10,20.11411936859394
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04385964912280705
FilterItLogS,-3.347787002664041
SpDiam_Dzare,64.3934039436507
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6942528735632185
ETA_epsilon_2,0.9017543859649121
ETA_epsilon_3,0.4433962264150947
ETA_epsilon_4,0.5788617886178865
ETA_epsilon_5,0.8196969696969696
AETA_beta_ns_d,0.10526315789473684
ETA_dEpsilon_A,0.25085664714812383
ETA_dEpsilon_B,0.11539108494533201
ETA_dEpsilon_C,-0.13546556220279182
ETA_dEpsilon_D,0.0820574162679425
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.7368421052631579
MDEDescriptor,"0.0,1.1547005383792517,3.1060055866372642,0.0,1.5326188647871062,14.52588862517089,0.0,13.03745489243032,0.0,0.0,1.0000000000000002,0.894427190999916,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,35.31793
BCUTDescriptor,"11.85,15.998932279177556,-0.35871427749439977,0.2114633515406797,4.879918467999118,10.721224326201769"
BPolDescriptor,13.806069999999997
TPSADescriptor,90.9
ALOGPDescriptor,"3.2489000000000003,10.555351210000003,62.64300000000001"
XLogPDescriptor,4.021
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,258.05282350000004
ChiPathDescriptor,"13.731686328639373,8.96923425058676,8.794632126958474,7.7469680817536455,6.013715544187066,5.40329550457876,3.9504129799352308,2.6475097210656178,9.967538444186106,5.592593905704236,4.380236154466538,3.1658419861124614,2.125927829785053,1.508165538244943,0.8668797948926757,0.46814400691496594"
ChiChainDescriptor,"0.0,0.0,0.0,0.15647203227376255,0.5386006532465876,0.0,0.0,0.0,0.05442442574366238,0.11652024283250732"
AtomCountDescriptor,29
BondCountDescriptor,21
SmallRingDescriptor,"3,3,1,1,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.7407579916211808,0.0,0.6265509370849648,0.0,0.6397634299044141,0.0,0.1380706566736131,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,10,3,1,0,0,0"
ZagrebIndexDescriptor,106.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"38.72925431287894,2.038381805940997,13.30370182413102,13.30370182413102,0.0"
FractionalPSADescriptor,0.3522534602300137
WienerNumbersDescriptor,"640.0,35.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.4325824279468335,6.1119115240408535,9.96601683446277,1.3276407879050844,1.6691208473044552,2.133251262104352"
FractionalCSP3Descriptor,0.07142857142857142
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.959183673469388,5.080078125,2.3801652892561984"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,619.05
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.07142857142857142
AutocorrelationDescriptorMass,"22.87234517770473,22.992551862795384,35.98510372559076,40.866133773805224,31.537765865274967"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,0
AutocorrelationDescriptorCharge,"0.4425270970330917,-0.10292098340333324,-0.147654722833003,-0.07326404331872194,0.06105685350385806"
EccentricConnectivityIndexDescriptor,291
AutocorrelationDescriptorPolarizability,"1306.713396096935,1586.1098280133135,2362.218692743987,2460.1293356274077,1836.9040713701172"
