DLiP-ID,J000E7
DLiP-Mol-ID,27260
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H23N3O2/c1-24(22(26)18-8-4-9-19(13-18)27-2)14-16-6-3-7-17(12-16)20-15-25-11-5-10-21(25)23-20/h3-4,6-9,12-13,15H,5,10-11,14H2,1-2H3"
Standard Inchi Key(RDKit),HDBYUCSDPPUAQR-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(C(=O)N(C)Cc2cccc(-c3cn4c(n3)CCC4)c2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),361.445
MW Monoisotopic(RDKit),361.179026976
MolLogP(RDKit),3.7771
XLogP(SDF),
XLogP(CDK),3.916
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),47.36
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.694823684384031
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,WDR5/Mixed-lineage leukemia 1 (MLL1)
Common Target Pref Name,WDR5/Mixed-lineage leukemia 1 (MLL1)
RDKit Descriptors
Ipc,2534751.2893449017
qed,0.6948236843840311
Chi0,18.802754140504845
Chi1,13.135361590784806
TPSA,47.36
Chi0n,15.682716914880427
Chi0v,15.682716914880427
Chi1n,9.187308115081635
Chi1v,9.187308115081635
Chi2n,6.932867229732664
Chi2v,6.932867229732664
Chi3n,4.964445533684093
Chi3v,4.964445533684093
Chi4n,3.545127114901613
Chi4v,3.545127114901613
MolMR,104.77550000000002
MolWt,361.4450000000001
fr_SH,0
Kappa1,17.339648554188408
Kappa2,7.270261796142297
Kappa3,3.5817750148686343
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,955.6941674731354
MolLogP,3.7771000000000026
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.5063924965236224
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,14.450987899589041
SMR_VSA4,0.0
SMR_VSA5,25.93115605767717
SMR_VSA6,14.157469523954724
SMR_VSA7,71.67908760069989
SMR_VSA8,0.0
SMR_VSA9,17.00689131982936
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
