DLiP-ID,C000KL
AATSC6c,-0.00287297539629324
AATSC6d,-0.13682493155988168
AATSC6i,-0.03165001595289929
AATSC6m,-3.1082575365428764
AATSC6p,-0.008019250451050914
AATSC6s,0.08172026657080442
AATSC6v,-3.379717190012331
AATSC7Z,-0.5286313286188121
AATSC7c,0.004998652116354574
AATSC7d,-0.1296076099881094
AATSC7i,-0.21418062745387617
AATSC7m,-2.67454246348332
AATSC7p,-0.03923307249438778
AATSC7s,0.3033234592625041
AATSC7v,-8.035040442068127
AATSC8Z,-1.861548751486326
AATSC8c,-0.0071232370345605655
AATSC8d,-0.0509438168846611
AATSC8i,-0.24018378074627783
AATSC8m,-8.793060417657543
AATSC8p,-0.04373576698472974
AATSC8s,-0.6157063350508652
AATSC8v,-10.729433960513076
ATS0are,191.15
ATS1are,203.14999999999998
ATS2are,311.5
ATS3are,412.41999999999996
ATS4are,396.66999999999996
ATS5are,328.33
ATS6are,279.36000000000007
ATS7are,241.95999999999992
ATS8are,200.35999999999999
ATSC0dv,117.17241379310344
ATSC0pe,4.393275862068965
ATSC0se,3.384103448275862
ATSC1dv,13.815695600475621
ATSC1pe,-0.6285155766944128
ATSC1se,-0.46575996195005936
ATSC2dv,-8.768133174791927
ATSC2pe,-0.005173840665875747
ATSC2se,-0.20525977645659946
ATSC3dv,-34.0986920332937
ATSC3pe,-1.821647562425686
ATSC3se,-1.424422387633768
ATSC4dv,10.499405469678951
ATSC4pe,0.6923369797859682
ATSC4se,0.5613837812128423
ATSC5dv,-11.923900118906065
ATSC5pe,-0.22000927467300843
ATSC5se,-0.15459475386444688
ATSC6dv,-22.7039239001189
ATSC6pe,-0.2781538644470871
ATSC6se,-0.08541325089179505
ATSC7dv,-21.087990487514865
ATSC7pe,0.3496247324613564
ATSC7se,0.35362582639714607
ATSC8dv,-26.67300832342449
ATSC8pe,-1.0636595719381672
ATSC8se,-0.7162242187871581
AXp-0dv,0.5173539960760343
AXp-1dv,0.2712541608163753
AXp-2dv,0.14018972966406887
AXp-3dv,0.07290844788151239
AXp-4dv,0.037407777638442344
AXp-5dv,0.01941937734271144
AXp-6dv,0.00966967432743401
AXp-7dv,0.00509445972499434
BertzCT,817.7336768266101
ECIndex,295
ETA_eta,10.198389415607886
GATS1dv,0.5627219047257401
GATS1pe,0.8239850312250369
GATS1se,0.8764727106944099
GATS2dv,0.7766333137139495
GATS2pe,0.672258414766558
GATS2se,0.7473753995183701
GATS3dv,1.0658557321300113
GATS3pe,1.167739099721361
GATS3se,1.2039258964892197
GATS4dv,1.020494215498027
GATS4pe,0.995160907419929
GATS4se,0.9975564521315448
GATS5dv,1.1081374280141723
GATS5pe,1.0530317168270706
GATS5se,1.0497800346807018
GATS6dv,1.1225755232215944
GATS6pe,1.0672144406730777
GATS6se,1.054976546080701
GATS7dv,1.0879154920851275
GATS7pe,0.8935976651333604
GATS7se,0.8610407429633905
GATS8dv,1.2022881106533256
GATS8pe,1.2641093854244339
GATS8se,1.2013837821864903
LogEE_A,3.8898151341228813
LogEE_D,74.03823294247076
MATS1dv,0.11030207522451535
MATS1pe,-0.133833203993868
MATS1se,-0.12875224968929846
MATS2dv,-0.04521041789287823
MATS2pe,-0.0007115105372633046
MATS2se,-0.03664519032528695
MATS3dv,-0.13395835085064048
MATS3pe,-0.19086809156900625
MATS3se,-0.1937548617873869
MATS4dv,0.04259979351402463
MATS4pe,0.0749199049629392
MATS4se,0.07886501564609187
MATS5dv,-0.05786564184237557
MATS5pe,-0.028476088681224244
MATS5se,-0.025976398821279667
MATS6dv,-0.13067878505824218
MATS6pe,-0.0426998319769496
MATS6se,-0.01702202263187682
MATS7dv,-0.13734859514884917
MATS7pe,0.060733467041490304
MATS7se,0.07974707195647845
MATS8dv,-0.2062978222483814
MATS8pe,-0.21941292041128654
MATS8se,-0.19180211485749807
MAXaaCH,1.728793461829176
MAXaaaC,0.4043546863189722
MAXaasC,0.5993915343915346
MDEC-22,7.531288671646808
MDEC-23,18.737942659438865
MDEC-33,7.478012285100988
MDEO-11,0.41491326668312184
MDEO-12,0.6962383250419169
MINaaCH,1.3692006802721088
MINaaaC,0.31096560846560894
MINaasC,0.031211944654405244
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0
SM1_Dzi,0.6925367435132048
SM1_Dzm,0.9970623163947749
SM1_Dzp,-4.329177057356608
SM1_Dzv,-1.5959779122321027
SddssSe,0
SpAD_Dt,339.8299784846987
SpAbs_A,24.325100434013073
SpAbs_D,148.0764658849415
SpMAD_A,1.2802684438954248
SpMAD_D,7.793498204470607
SpMax_A,2.4371708978169107
SpMax_D,74.03823294247076
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,70.67
TpiPC10,9.126024223229937
VAdjMat,5.392317422778761
VE1_DzZ,4.296683769461614
VE1_Dzi,4.295758609632083
VE1_Dzm,4.296675512925404
VE1_Dzp,4.2621022793691035
VE1_Dzv,4.283444899479399
VE2_DzZ,0.2261412510242955
VE2_Dzi,0.22609255840168857
VE2_Dzm,0.22614081646975812
VE2_Dzp,0.22432117259837386
VE2_Dzv,0.22544446839365256
VE3_DzZ,2.099697394927276
VE3_Dzi,2.099482052236039
VE3_Dzm,2.0996954733187554
VE3_Dzp,2.0916164175357923
VE3_Dzv,2.096611455077374
VR1_DzZ,98.30232155824518
VR1_Dzi,98.35557043229312
VR1_Dzm,98.30280196568378
VR1_Dzp,100.47483484653547
VR1_Dzv,99.13545157978132
VR2_DzZ,5.173806397802378
VR2_Dzi,5.17660897012069
VR2_Dzm,5.173831682404409
VR2_Dzp,5.288149202449236
VR2_Dzv,5.21765534630428
VR3_DzZ,5.229901530119324
VR3_Dzi,5.230443068267733
VR3_Dzm,5.229906417148004
VR3_Dzp,5.251761182779367
VR3_Dzv,5.238340998952841
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.06656543026873193
Xch-7dv,0.08930894033869591
Xpc-4dv,0.8587621046688825
Xpc-5dv,1.0908718014462124
Xpc-6dv,1.3446116395455745
Zagreb1,102.0
Zagreb2,120.0
fragCpx,99.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,21
nBondsS,13
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.591379310344828
AATS1are,6.5532258064516125
AATS2are,6.489583333333333
AATS3are,6.5463492063492055
AATS4are,6.502786885245901
AATS5are,6.437843137254902
AATS6are,6.496744186046513
AATS7are,6.367368421052629
AATS8are,6.2612499999999995
AATSC0dv,4.040428061831153
AATSC0pe,0.15149227110582636
AATSC0se,0.11669322235434007
AATSC1dv,0.4456676000153426
AATSC1pe,-0.020274696022400413
AATSC1se,-0.015024514901614818
AATSC2dv,-0.1826694411414985
AATSC2pe,-0.00010778834720574472
AATSC2se,-0.004276245342845822
AATSC3dv,-0.5412490798935509
AATSC3pe,-0.028915040673423587
AATSC3se,-0.022609879168789968
AATSC4dv,0.1721214011422779
AATSC4pe,0.01134978655386833
AATSC4se,0.009203012806767906
AATSC5dv,-0.2338019631158052
AATSC5pe,-0.004313907346529577
AATSC5se,-0.0030312696836166052
AATSC6dv,-0.5279982302353233
AATSC6pe,-0.006468694522025282
AATSC6se,-0.0019863546719022106
AATSC7dv,-0.5549471180924964
AATSC7pe,0.00920065085424622
AATSC7se,0.009305942799924896
AATSC8dv,-0.8335315101070153
AATSC8pe,-0.033239361623067724
AATSC8se,-0.022382006837098692
AETA_eta,0.5367573376635729
ATSC0are,4.865517241379307
ATSC1are,-0.7010701545778837
ATSC2are,-0.10154577883472109
ATSC3are,-2.0378478002378126
ATSC4are,0.7925326991676571
ATSC5are,-0.24384066587395958
ATSC6are,-0.23714625445897752
ATSC7are,0.4500118906064211
ATSC8are,-1.1226397146254452
BCUTZ-1h,8.024171605951171
BCUTZ-1l,5.672253834741851
BCUTc-1h,0.46218072307214914
BCUTc-1l,-0.5306971898108565
BCUTd-1h,3.245452038701184
BCUTd-1l,0.9777703592594348
BCUTi-1h,13.638743097496254
BCUTi-1l,10.933277550079254
BCUTm-1h,16.011907559579296
BCUTm-1l,11.685719167053715
BCUTp-1h,2.014716136681889
BCUTp-1l,0.7496495980308249
BCUTs-1h,7.008279940262996
BCUTs-1l,1.4043518329954634
BCUTv-1h,20.915023393312527
BCUTv-1l,14.701727022733523
BalabanJ,1.641600492151867
Diameter,9
ETA_beta,28.75
GATS1are,0.8446537573443683
GATS2are,0.6965686274509808
GATS3are,1.182927789589732
GATS4are,0.9962379895667535
GATS5are,1.05335112074596
GATS6are,1.063296688807213
GATS7are,0.8783617441903842
GATS8are,1.2408752657689586
HybRatio,0.0
Lipinski,True
LogEE_Dt,169.91498924234932
MATS1are,-0.13479344322260592
MATS2are,-0.012609260571698632
MATS3are,-0.19279695814068618
MATS4are,0.07743839388411893
MATS5are,-0.028497380525562475
MATS6are,-0.03287129365615681
MATS7are,0.07058450520347652
MATS8are,-0.20910258681785968
NsssssAs,0
RotRatio,0.047619047619047616
SM1_Dzpe,1.0348837209302326
SM1_Dzse,0.9939792008757524
SMR_VSA1,14.63020572673476
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,58.75426412366524
SMR_VSA8,0.0
SMR_VSA9,22.822722577139245
SpAD_DzZ,99.54118747250561
SpAD_Dzi,101.85711199986753
SpAD_Dzm,99.5631710193534
SpAD_Dzp,134.0088731041209
SpAD_Dzv,117.12643422456534
SpAbs_Dt,339.8299784846987
SpDiam_A,4.8743417956338195
SpDiam_D,109.67827075439624
SpMAD_Dt,17.885788341299932
SpMax_Dt,169.91498924234932
SsssssAs,0
VE1_Dzpe,4.296780894767745
VE1_Dzse,4.296666834835956
VE2_Dzpe,0.2261463628825129
VE2_Dzse,0.2261403597282082
VE3_Dzpe,2.099719999385415
VE3_Dzse,2.0996934535948584
VMcGowan,178.70999999999984
VR1_Dzpe,98.29666115976462
VR1_Dzse,98.30330677415026
VR2_Dzpe,5.173508482092875
VR2_Dzse,5.173858251271066
VR3_Dzpe,5.229843946927348
VR3_Dzse,5.2299115523746735
mZagreb1,6.027777777777778
mZagreb2,4.083333333333332
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,23
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.16777645659928647
AATSC1are,-0.022615166276705925
AATSC2are,-0.0021155370590566895
AATSC3are,-0.03234679047996528
AATSC4are,0.012992339330617329
AATSC5are,-0.004781189526940384
AATSC6are,-0.005515029173464594
AATSC7are,0.011842418173853187
AATSC8are,-0.03508249108204516
AETA_beta,1.513157894736842
BCUTdv-1h,6.023727651129126
BCUTdv-1l,2.777141446938178
BCUTpe-1h,3.4941435192599117
BCUTpe-1l,2.2170815868973017
BCUTse-1h,3.7070292957238746
BCUTse-1l,2.4132449229222175
ETA_alpha,8.833333333333332
ETA_dBeta,5.25
ETA_eta_B,0.2831832692378615
ETA_eta_F,19.475537708720175
ETA_eta_L,3.299688033122598
ETA_eta_R,29.673927124328063
ETA_psi_1,0.539714867617108
LabuteASA,107.72496828574103
LogEE_DzZ,49.811875680598945
LogEE_Dzi,50.965005302223936
LogEE_Dzm,49.822871180758895
LogEE_Dzp,65.86517943170344
LogEE_Dzv,58.14322292485318
PEOE_VSA1,14.63020572673476
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,24.26546827384644
PEOE_VSA8,17.696185628620217
PEOE_VSA9,5.386224214464796
SM1_Dzare,1.1428571428571428
SpAD_Dzpe,99.28034360409934
SpAD_Dzse,99.5862456924136
SpAbs_DzZ,98.75171378829509
SpAbs_Dzi,101.30893101477312
SpAbs_Dzm,98.77601655904175
SpAbs_Dzp,136.0595359207635
SpAbs_Dzv,117.88242376193841
SpDiam_Dt,233.18381550592844
SpMAD_DzZ,5.23900986697398
SpMAD_Dzi,5.360900631571975
SpMAD_Dzm,5.240166895755443
SpMAD_Dzp,7.053098584427416
SpMAD_Dzv,6.164549169713966
SpMax_DzZ,49.811875680598945
SpMax_Dzi,50.965005302223936
SpMax_Dzm,49.822871180758895
SpMax_Dzp,65.86517943170344
SpMax_Dzv,58.14322292485318
VE1_Dzare,4.297070490740366
VE2_Dzare,0.22616160477580874
VE3_Dzare,2.0997873954712305
VR1_Dzare,98.2796705902293
VR2_Dzare,5.172614241591016
VR3_Dzare,5.229671082071987
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46491228070175433
AETA_dBeta,0.27631578947368424
AETA_eta_B,0.014904382591466396
AETA_eta_F,1.0250283004589567
AETA_eta_L,0.17366779121697884
AETA_eta_R,1.5617856381225297
BCUTare-1h,3.5480020972027844
BCUTare-1l,2.1680063441348554
ETA_beta_s,11.75
ETA_dPsi_A,0.174285132382892
ETA_dPsi_B,0.0
ETA_eta_BR,0.5411832692378615
ETA_eta_FL,5.831342260012637
ETA_eta_RL,9.131030293135234
LogEE_Dzpe,49.68134248975366
LogEE_Dzse,49.8344114915737
PEOE_VSA10,22.842291227084495
PEOE_VSA11,5.428790391900541
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.428790391900541
SlogP_VSA2,10.213054789681411
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,57.74262466881805
SlogP_VSA7,0.0
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,98.47536475180632
SpAbs_Dzpe,98.46333014020706
SpAbs_Dzse,98.80152527066957
SpDiam_DzZ,73.93244428717576
SpDiam_Dzi,75.76714236581603
SpDiam_Dzm,73.94990721702611
SpDiam_Dzp,98.22707861415975
SpDiam_Dzv,86.72368939352717
SpMAD_Dzpe,5.225281242321018
SpMAD_Dzse,5.2413813522322945
SpMax_Dzpe,49.68134248975366
SpMax_Dzse,49.8344114915737
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.618421052631579
AETA_eta_BR,0.02848332995988745
AETA_eta_FL,0.30691275052698086
AETA_eta_RL,0.4805805417439597
DetourIndex,1596
EState_VSA1,0.0
EState_VSA2,16.92781405846835
EState_VSA3,22.292943266678478
EState_VSA4,0.0
EState_VSA5,36.39820241076966
EState_VSA6,12.13273413692322
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,4.417150937053347
ETA_beta_ns,17.0
ETA_shape_p,0.11320754716981134
ETA_shape_x,0.0
ETA_shape_y,0.3962264150943397
GhoseFilter,True
LogEE_Dzare,49.27770885416135
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,97.57310911270861
SpDiam_Dzpe,73.72518101275347
SpDiam_Dzse,73.96823608297748
SpMAD_Dzare,5.182913934305596
SpMax_Dzare,49.27770885416135
TopoPSA(NO),70.67
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.593379629629629
VSA_EState9,44.57328703703704
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8947368421052632
EState_VSA10,15.007591973753234
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.035087719298245675
FilterItLogS,-3.7719704657206616
SpDiam_Dzare,73.08485270126918
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6678160919540231
ETA_epsilon_2,0.8614035087719296
ETA_epsilon_3,0.4433962264150947
ETA_epsilon_4,0.5480620155038763
ETA_epsilon_5,0.8079365079365078
AETA_beta_ns_d,0.07894736842105263
ETA_dEpsilon_A,0.22441986553892845
ETA_dEpsilon_B,0.1197540764501468
ETA_dEpsilon_C,-0.10466578908878166
ETA_dEpsilon_D,0.053467000835421774
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.8421052631578947
MDEDescriptor,"0.0,0.0,0.0,0.0,7.531288671646808,18.737942659438865,0.0,7.478012285100988,0.0,0.0,0.41491326668312184,0.6962383250419169,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,36.275929999999995
BCUTDescriptor,"11.850000000000001,15.997929758516857,-0.3616219314342515,0.22610296378878825,4.953148026132422,9.770186415178525"
BPolDescriptor,13.806069999999997
TPSADescriptor,70.67
ALOGPDescriptor,"3.5127000000000006,12.339061290000004,64.6688"
XLogPDescriptor,4.074000000000001
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,254.05790888
ChiPathDescriptor,"13.405412915006313,9.131030293135236,8.582783862470821,6.957974998052814,5.973800251326409,4.907369973621158,3.476996483017692,2.2658725551598753,9.82972592544465,5.696337377143882,4.205691889922065,2.8434294673789835,1.945204437199002,1.3205176593043784,0.6962165515752488,0.38717893909956985"
ChiChainDescriptor,"0.0,0.0,0.0,0.20693027063286606,0.45308146065054083,0.0,0.0,0.0,0.06656543026873193,0.08930894033869591"
AtomCountDescriptor,29
BondCountDescriptor,21
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.449135293073096,0.0,0.24759975994224814,0.0,0.4813500107786594,0.0,0.05366254590494823,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,0,0,0,0"
ZagrebIndexDescriptor,102.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"38.9983396647734,2.0525441928828103,10.823779766962975,10.823779766962975,0.0"
FractionalPSADescriptor,0.27816492826987643
WienerNumbersDescriptor,"682.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.9858538107636488,4.784192948137097,6.866398380754596,0.8587621046688823,1.0908718014462124,1.2475454209825625"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.959183673469388,5.78,3.029585798816568"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,619.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"22.097876142163784,22.66045988566282,33.32091977132564,33.98510372559076,29.537765865274967"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.3599415222830443,-0.10415404817895844,-0.037552767165216945,-0.13101575099639218,0.1057763217045758"
EccentricConnectivityIndexDescriptor,295
AutocorrelationDescriptorPolarizability,"1178.9415885159913,1394.7987285926517,1962.7397418167104,1939.6437345841068,1534.759644011962"
