DLiP-ID,C003FA
AATSC4s,-0.5130386784332064
AATSC4v,-0.5941263587539931
AATSC5Z,1.784514918482075
AATSC5c,-0.0010762680913637985
AATSC5d,-0.06084110837784133
AATSC5i,-0.02932123250398377
AATSC5m,8.750652746184963
AATSC5p,0.004561105821789993
AATSC5s,-0.4563914190102608
AATSC5v,5.822861393887158
AATSC6Z,1.2118139474585843
AATSC6c,0.004635065262441094
AATSC6d,0.02427054106360717
AATSC6i,1.9099472321822843
AATSC6m,6.660194792829515
AATSC6p,0.025195724408417837
AATSC6s,2.974203868840923
AATSC6v,-3.116153859081622
AATSC7Z,0.5722678204067785
AATSC7c,-0.0002903412728923797
AATSC7d,-0.12121694131619691
AATSC7i,-0.719274198057724
AATSC7m,2.7973034075258716
AATSC7p,-0.024059965934244382
AATSC7s,-0.4960684821106658
AATSC7v,0.11190963609579575
AATSC8Z,-2.329303726326059
AATSC8c,-0.007203238939535806
AATSC8d,-0.09268096116731353
AATSC8i,-0.7824952735313034
AATSC8m,-11.437661356205302
AATSC8p,-0.00020079976527299432
AATSC8s,-1.833020508578821
AATSC8v,-0.3524025597648974
ATS0are,301.1246999999998
ATS1are,279.125
ATS2are,512.5299
ATS3are,570.2969999999998
ATS4are,663.9678999999999
ATS5are,653.8549999999999
ATS6are,577.4398999999997
ATS7are,416.49800000000005
ATS8are,456.182
ATSC0dv,220.3589743589744
ATSC0pe,13.351558974358976
ATSC0se,8.978435897435894
ATSC1dv,51.596975673898754
ATSC1pe,-0.10524917817225166
ATSC1se,-0.09714378961209844
ATSC2dv,116.69822485207098
ATSC2pe,11.274416173570023
ATSC2se,7.884469001972388
ATSC3dv,41.86785009861933
ATSC3pe,2.0242627218935003
ATSC3se,1.258657246548321
ATSC4dv,60.927679158448385
ATSC4pe,-1.8552928336620567
ATSC4se,-1.905124975673901
ATSC5dv,103.12952005259696
ATSC5pe,2.7532628533859285
ATSC5se,1.1543119263642332
ATSC6dv,115.80802103879026
ATSC6pe,12.528456738987499
ATSC6se,8.928392596975675
ATSC7dv,-21.904010519395143
ATSC7pe,-0.6012629848783628
ATSC7se,-0.7759544010519412
ATSC8dv,-99.69888231426692
ATSC8pe,-7.64777580539119
ATSC8se,-4.934132042077578
AXp-0dv,0.5081510635025801
AXp-1dv,0.26424512961068397
AXp-2dv,0.1332751004381338
AXp-3dv,0.07237948311190366
AXp-4dv,0.03689433576788826
AXp-5dv,0.019035467297437707
AXp-6dv,0.009620071149560025
AXp-7dv,0.0049013593950184425
BertzCT,1062.4398548042523
ECIndex,564
ETA_eta,22.095021001970437
GATS1dv,0.32386179807806914
GATS1pe,0.5142920023936511
GATS1se,0.5522455389081435
GATS2dv,0.4623549291214294
GATS2pe,0.3382353756508953
GATS2se,0.34700297864684343
GATS3dv,0.6076664782738787
GATS3pe,0.5053674159025919
GATS3se,0.5100494228540261
GATS4dv,0.7946733395871968
GATS4pe,0.8440578100661118
GATS4se,0.8541142429464226
GATS5dv,0.7827880962155461
GATS5pe,0.8296809180964587
GATS5se,0.8469428227324406
GATS6dv,0.7565759930773843
GATS6pe,0.700810391174179
GATS6se,0.6964377180925737
GATS7dv,0.9373268672066781
GATS7pe,0.7622776621693317
GATS7se,0.7680847340410981
GATS8dv,1.3197673545684534
GATS8pe,1.4058886213031825
GATS8se,1.3899463775396417
LogEE_A,4.262282231567288
LogEE_D,145.6978088609665
MATS1dv,0.22272771133575892
MATS1pe,-0.007498380684398941
MATS1se,-0.010291889280402984
MATS2dv,0.2993291578553287
MATS2pe,0.47728479575627586
MATS2se,0.49634914722591267
MATS3dv,0.08821353768409852
MATS3pe,0.07039150001443113
MATS3se,0.06508667939829774
MATS4dv,0.11116722527584574
MATS4pe,-0.05586931690495146
MATS4se,-0.085313087017936
MATS5dv,0.2050816744370909
MATS5pe,0.09036292853727775
MATS5se,0.05633743848821678
MATS6dv,0.2886783114324765
MATS6pe,0.5154325695449423
MATS6se,0.5462341530240048
MATS7dv,-0.06252674409002532
MATS7pe,-0.028327314719950602
MATS7se,-0.05436362798872306
MATS8dv,-0.2845984069906236
MATS8pe,-0.36030981050790445
MATS8se,-0.345686961010984
MAXaaCH,1.7385773274211225
MAXaaaC,-0.5649574829931974
MAXaasC,0.9289029020188835
MAXsCH3,1.8340159413724044
MDEC-12,1.8305672111522608
MDEC-13,1.4488578200372615
MDEC-14,0.18181818181818182
MDEC-22,7.518288639228644
MDEC-23,19.30615665183967
MDEC-24,2.7337068926819046
MDEC-33,8.54478672078695
MDEC-34,4.1031664304667395
MDEC-44,0.25
MDEN-12,0.40824829046386313
MDEN-22,0.4999999999999999
MINaaCH,-0.03627476775068761
MINaaaC,-0.7157299277735782
MINaasC,-1.6936865207770693
MINsCH3,1.8340159413724044
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.428571428571429
SM1_Dzi,2.7979679174721923
SM1_Dzm,2.63423437295139
SM1_Dzp,-13.543773461726781
SM1_Dzv,-4.237931876534531
SddssSe,0
SpAD_Dt,530.2656799649003
SpAbs_A,34.22965772193314
SpAbs_D,291.3956177219329
SpMAD_A,1.2224877757833263
SpMAD_D,10.406986347211895
SpMax_A,2.5051309434774685
SpMax_D,145.6978088609665
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,49.57
TpiPC10,9.285767214551232
VAdjMat,5.906890595608519
VE1_DzZ,5.201279961510096
VE1_Dzi,5.198921560715892
VE1_Dzm,5.202084263814444
VE1_Dzp,5.141089592415982
VE1_Dzv,5.184826957706046
VE2_DzZ,0.18575999862536058
VE2_Dzi,0.18567577002556757
VE2_Dzm,0.18578872370765873
VE2_Dzp,0.18361034258628509
VE2_Dzv,0.1851723913466445
VE3_DzZ,2.6785241589237234
VE3_Dzi,2.678070629089789
VE3_Dzm,2.6786787824259926
VE3_Dzp,2.666884457143327
VE3_Dzv,2.675355884671416
VR1_DzZ,173.91662887127148
VR1_Dzi,174.2100574924795
VR1_Dzm,173.73753419776685
VR1_Dzp,182.700311955867
VR1_Dzv,176.9635376787269
VR2_DzZ,6.211308173973982
VR2_Dzi,6.221787767588554
VR2_Dzm,6.20491193563453
VR2_Dzp,6.525011141280964
VR2_Dzv,6.320126345668818
VR3_DzZ,6.18819545715134
VR3_Dzi,6.189881215251423
VR3_Dzm,6.187165153427856
VR3_Dzp,6.237466588039672
VR3_Dzv,6.205563126718597
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.0625491081994736
Xch-7dv,0.10489511444796522
Xpc-4dv,1.5906219491974227
Xpc-5dv,1.8985610488566687
Xpc-6dv,2.4212350875821658
Zagreb1,152.0
Zagreb2,179.0
fragCpx,144.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,0
nBondsM,18
nBondsO,30
nBondsS,23
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,2
AATS0are,7.721146153846148
AATS1are,6.807926829268292
AATS2are,7.427969565217391
AATS3are,6.789249999999997
AATS4are,6.845029896907215
AATS5are,7.346685393258426
AATS6are,8.132956338028166
AATS7are,6.717709677419355
AATS8are,7.357774193548387
AATSC0dv,5.6502301117685745
AATSC0pe,0.3423476660092045
AATSC0se,0.23021630506245883
AATSC1dv,1.2584628213146039
AATSC1pe,-0.0025670531261524792
AATSC1se,-0.002369360722246303
AATSC2dv,1.691278621044507
AATSC2pe,0.16339733584884092
AATSC2se,0.114267666695252
AATSC3dv,0.4984267868883253
AATSC3pe,0.024098365736827384
AATSC3se,0.014984014839860964
AATSC4dv,0.6281204036953442
AATSC4pe,-0.01912673024393873
AATSC4se,-0.01964046366674125
AATSC5dv,1.1587586522763704
AATSC5pe,0.03093553767849358
AATSC5se,0.012969796925440822
AATSC6dv,1.6310988878702852
AATSC6pe,0.176457137168838
AATSC6se,0.1257520084081081
AATSC7dv,-0.3532904922483088
AATSC7pe,-0.009697790078683271
AATSC7se,-0.012515393565353892
AATSC8dv,-1.6080464889397892
AATSC8pe,-0.12335122266759985
AATSC8se,-0.079582774872219
AETA_eta,0.7891078929275156
ATSC0are,15.67956923076922
ATSC1are,-0.14977278106508574
ATSC2are,13.498815976331352
ATSC3are,2.334797041420123
ATSC4are,-2.7137875739644906
ATSC5are,2.7480035502958557
ATSC6are,15.10489704142011
ATSC7are,-1.0136023668639003
ATSC8are,-8.89026390532544
BCUTZ-1h,9.017336960413024
BCUTZ-1l,5.683327507622039
BCUTc-1h,0.5265192208322814
BCUTc-1l,-0.40521874808321584
BCUTd-1h,4.023811918881266
BCUTd-1l,0.9113163813227932
BCUTi-1h,17.433818777384502
BCUTi-1l,10.946061099813527
BCUTm-1h,19.008709831098678
BCUTm-1l,11.696262657615463
BCUTp-1h,2.0061338030125286
BCUTp-1l,0.524612962745148
BCUTs-1h,8.010497099490099
BCUTs-1l,1.2164052696460788
BCUTv-1h,20.90726259251962
BCUTv-1l,13.299890586593309
BalabanJ,1.7340565333132625
Diameter,12
ETA_beta,36.75
GATS1are,0.5312420398079245
GATS2are,0.34130235558652133
GATS3are,0.5064800677132305
GATS4are,0.8487085544396441
GATS5are,0.8368347160596594
GATS6are,0.6995656042908736
GATS7are,0.7648444980574365
GATS8are,1.4020311934431786
HybRatio,0.2222222222222222
Lipinski,False
LogEE_Dt,265.13283998245015
MATS1are,-0.009086141949950012
MATS2are,0.48660555909067876
MATS3are,0.06913537585973169
MATS4are,-0.0695880385375295
MATS5are,0.07679938863788834
MATS6are,0.5291635247900491
MATS7are,-0.040663654480809865
MATS8are,-0.35665921026594277
MAXsssCH,-0.9623337112622836
MAXssssC,-5.017883403973774
MINsssCH,-0.9623337112622836
MINssssC,-5.0719626745709006
NsssssAs,0
RotRatio,0.06666666666666667
SM1_Dzpe,2.6393315260513095
SM1_Dzse,2.301788979336256
SMR_VSA1,26.34249028604892
SMR_VSA2,5.261891554738487
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,25.194240280738967
SMR_VSA6,0.0
SMR_VSA7,70.54277994401919
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
SpAD_DzZ,215.20346468779027
SpAD_Dzi,210.25809787422318
SpAD_Dzm,214.3317990846452
SpAD_Dzp,309.14556268373474
SpAD_Dzv,258.02726766196724
SpAbs_Dt,530.2656799649003
SpDiam_A,5.010261886954936
SpDiam_D,212.4469129149187
SpMAD_Dt,18.93805999874644
SpMax_Dt,265.13283998245015
SsssssAs,0
VE1_Dzpe,5.201275508603738
VE1_Dzse,5.200899207374077
VE2_Dzpe,0.18575983959299064
VE2_Dzse,0.1857464002633599
VE3_Dzpe,2.6785233028059414
VE3_Dzse,2.678450952313838
VMcGowan,243.48999999999995
VR1_Dzpe,173.8684073868442
VR1_Dzse,174.00659481232302
VR2_Dzpe,6.209585978101579
VR2_Dzse,6.21452124329725
VR3_Dzpe,6.187918150886211
VR3_Dzse,6.188712616897702
mZagreb1,11.51388888888889
mZagreb2,5.8611111111111125
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,32
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.4020402366863903
AATSC1are,-0.0036529946601240424
AATSC2are,0.19563501414972975
AATSC3are,0.02779520287404908
AATSC4are,-0.027977191484170005
AATSC5are,0.030876444385346695
AATSC6are,0.2127450287523959
AATSC7are,-0.016348425271998392
AATSC8are,-0.14339135331170066
AETA_beta,1.3125
BCUTdv-1h,7.017330284838356
BCUTdv-1l,0.9959445507258904
BCUTpe-1h,4.010670270033034
BCUTpe-1l,2.2283302591060052
BCUTse-1h,4.034183747962146
BCUTse-1l,2.423456567359812
ETA_alpha,12.414285714285716
ETA_dBeta,1.25
ETA_eta_B,0.9118451334437427
ETA_eta_F,34.12482033382807
ETA_eta_L,5.4993825811736174
ETA_eta_R,56.219841335798506
ETA_psi_1,0.45166320166320184
LabuteASA,154.81996049019835
LogEE_DzZ,107.68846703777268
LogEE_Dzi,105.22897636273561
LogEE_Dzm,107.2599793413566
LogEE_Dzp,152.08642548509488
LogEE_Dzv,128.48572453432476
PEOE_VSA1,0.0
PEOE_VSA2,0.0
PEOE_VSA3,9.967957041894417
PEOE_VSA4,31.60438184078741
PEOE_VSA5,0.0
PEOE_VSA6,29.828919765543436
PEOE_VSA7,30.686289896772447
PEOE_VSA8,5.386224214464796
PEOE_VSA9,17.32660079933773
SM1_Dzare,2.898466671963136
SpAD_Dzpe,213.54747083227505
SpAD_Dzse,215.85700265898208
SpAbs_DzZ,213.05491905132823
SpAbs_Dzi,207.8724284960607
SpAbs_Dzm,211.99189943736243
SpAbs_Dzp,317.71662443191644
SpAbs_Dzv,261.2093809451841
SpDiam_Dt,356.5314344983255
SpMAD_DzZ,7.685838024563938
SpMAD_Dzi,7.509217781222256
SpMAD_Dzm,7.6547071101659006
SpMAD_Dzp,11.040912952990526
SpMAD_Dzv,9.215259559355973
SpMax_DzZ,107.68846703777268
SpMax_Dzi,105.22897636273561
SpMax_Dzm,107.2599793413566
SpMax_Dzp,152.08642548509488
SpMax_Dzv,128.48572453432476
VE1_Dzare,5.201154917716509
VE2_Dzare,0.1857555327755896
VE3_Dzare,2.678500117668951
VR1_Dzare,173.82403038450718
VR2_Dzare,6.208001085160971
VR3_Dzare,6.187662885037679
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4433673469387756
AETA_dBeta,0.044642857142857144
AETA_eta_B,0.032565897622990815
AETA_eta_F,1.2187435833510025
AETA_eta_L,0.19640652075620063
AETA_eta_R,2.007851476278518
BCUTare-1h,4.127992113703194
BCUTare-1l,2.1796594428209457
ETA_beta_s,17.75
ETA_dPsi_A,0.2623367983367981
ETA_dPsi_B,0.0
ETA_eta_BR,1.1698451334437427
ETA_eta_FL,7.502985847755736
ETA_eta_RL,13.002368428929353
LogEE_Dzpe,106.86799725635365
LogEE_Dzse,108.01070807875305
PEOE_VSA10,11.611834041009853
PEOE_VSA11,5.647177220767728
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,9.967957041894417
SlogP_VSA3,12.35259703488695
SlogP_VSA4,18.254850067221383
SlogP_VSA5,33.9961165109493
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
SpAD_Dzare,211.43495084900326
SpAbs_Dzpe,211.22363625522019
SpAbs_Dzse,213.82343080340718
SpDiam_DzZ,156.0413206243322
SpDiam_Dzi,151.9021825529018
SpDiam_Dzm,155.61766650931028
SpDiam_Dzp,212.59653284478674
SpDiam_Dzv,184.58090973503178
SpMAD_Dzpe,7.626695386866966
SpMAD_Dzse,7.7091786663922175
SpMax_Dzpe,106.86799725635365
SpMax_Dzse,108.01070807875305
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6339285714285714
AETA_eta_BR,0.041780183337276525
AETA_eta_FL,0.2679637802769906
AETA_eta_RL,0.46437030103319116
DetourIndex,3658
EState_VSA1,40.561284002826326
EState_VSA2,11.760295063310071
EState_VSA3,5.563451491696996
EState_VSA4,11.629818560158606
EState_VSA5,6.06636706846161
EState_VSA6,24.26546827384644
EState_VSA7,12.992958512482897
EState_VSA8,9.967957041894417
EState_VSA9,0.0
ETA_beta_ns,19.0
ETA_shape_p,0.21058688147295734
ETA_shape_x,0.08055235903337168
ETA_shape_y,0.32220943613348674
GhoseFilter,False
LogEE_Dzare,105.82099209135745
SlogP_VSA10,26.34249028604892
SlogP_VSA11,0.0
SpAbs_Dzare,208.9004928103317
SpDiam_Dzpe,154.8426314861255
SpDiam_Dzse,156.4187439868993
SpMAD_Dzare,7.551248244607259
SpMax_Dzare,105.82099209135745
TopoPSA(NO),49.57
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,78.72259831541592
VSA_EState9,15.277401684584085
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6785714285714286
EState_VSA10,31.60438184078741
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.05663265306122441
FilterItLogS,-7.00627606956033
SpDiam_Dzare,153.29437089871877
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.7893772893772895
ETA_epsilon_2,0.9816326530612243
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.6742296918767504
ETA_epsilon_5,0.9816326530612243
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.3493772893772896
ETA_dEpsilon_B,0.11514759750053905
ETA_dEpsilon_C,-0.23422969187675058
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6071428571428571
MDEDescriptor,"0.0,1.8305672111522608,1.4488578200372615,0.18181818181818182,7.518288639228644,19.30615665183967,2.7337068926819046,8.54478672078695,4.1031664304667395,0.25,0.0,0.0,0.0,0.0,0.4082482904638629,0.0,0.4999999999999999,0.0,0.0"
APolDescriptor,47.416723
BCUTDescriptor,"11.850000000000021,19.003423197994017,-0.26165868386743657,0.43339042595921246,3.6124826660156244,10.629404401060118"
BPolDescriptor,22.543276999999996
TPSADescriptor,49.57
ALOGPDescriptor,"5.7944,33.57507136,93.11479999999999"
XLogPDescriptor,4.754
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,395.0857167600001
ChiPathDescriptor,"20.68986996538248,13.002368428929353,13.595993086862846,9.804366120584499,7.9248089238238215,6.886003185131726,5.05777413746597,3.7259805031327073,14.228229778072244,7.9273538883205195,6.130654620154158,4.125630537378506,2.7301808468237323,1.9225821970412096,1.115928253348962,0.661683518327489"
ChiChainDescriptor,"0.0,0.0,0.0,0.20693027063286604,0.39224877401750374,0.0,0.0,0.0,0.0625491081994736,0.10489511444796522"
AtomCountDescriptor,39
BondCountDescriptor,30
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"4.055080166634763,0.5773502691896258,1.0388027601498937,0.2621886974951644,0.9367640231658154,0.02699746235780194,0.13655089655701813,0.007382105443316054"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,1,9,4,3,0,1,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"56.122059794624406,2.004359278379443,23.186913426416353,0.0,8.840551653559157"
FractionalPSADescriptor,0.12546644410866398
WienerNumbersDescriptor,"1970.0,48.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.176396008052303,8.724134199663398,12.755120421845882,1.590621949197423,1.898561048856669,2.2134640722058765"
FractionalCSP3Descriptor,0.21052631578947367
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,7,1,0,1,0,5,2,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.68,8.625708884688091,5.201600492459218"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,925.09
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.2222222222222222
AutocorrelationDescriptorMass,"38.09220573808534,34.321620335053176,60.026229336946415,57.43183299323418,57.91475823913864"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.8090516654478145,-0.43172941590631103,0.012915383395453763,0.20208630114918888,-0.30545897002115857"
EccentricConnectivityIndexDescriptor,564
AutocorrelationDescriptorPolarizability,"1575.2389806777066,1888.6488749542461,2735.254587284953,2899.899486949858,2597.36835257587"
