DLiP-ID,T005K6
DLiP-Mol-ID,22590
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H30N2O7/c1-33-22-6-3-2-5-20(22)19-9-7-18(8-10-19)17-21(23(29)30)27-24(31)26(11-4-14-35-26)25(32)28-12-15-34-16-13-28/h2-3,5-10,21H,4,11-17H2,1H3,(H,27,31)(H,29,30)/t21-,26+/m0/s1"
Standard Inchi Key(RDKit),RJALSTOENHOZQV-HFZDXXHNSA-N
Canonical SMILES(RDKit),COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@@]2(C(=O)N3CCOCC3)CCCO2)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),482.533
MW Monoisotopic(RDKit),482.2053013
MolLogP(RDKit),1.8821
XLogP(SDF),
XLogP(CDK),1.776
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),114.4
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.552408833137528
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,107552959.07232071
qed,0.5524088331375281
Chi0,24.838288046437576
Chi1,16.94152601768478
TPSA,114.40000000000002
Chi0n,19.696923605982107
Chi0v,19.696923605982107
Chi1n,11.715986363017175
Chi1v,11.715986363017175
Chi2n,8.649219736917313
Chi2v,8.649219736917313
Chi3n,6.44735163978799
Chi3v,6.44735163978799
Chi4n,4.520522524562107
Chi4v,4.520522524562107
MolMR,127.01650000000006
MolWt,482.5330000000004
fr_SH,0
Kappa1,24.686908095818133
Kappa2,10.878280422852997
Kappa3,5.306982072717883
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1057.6249122116494
MolLogP,1.8820999999999999
NOCount,9
fr_Ar_N,0
