DLiP-ID,T001E2
MIC1,30.115032725593885
MIC2,34.782875101519515
MIC3,38.185645080374634
MIC4,38.53389322038841
MIC5,38.53389322038841
MPC2,47
MPC3,61
MPC4,77
MPC5,96
MPC6,106
MPC7,122
MPC8,136
MPC9,154
Mare,0.9818666666666668
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.17293069103862527
RPCG,0.11234406992709456
SIC0,0.26268536367636386
SIC1,0.5352162795827973
SIC2,0.7104981115602843
SIC3,0.8060766070835496
SIC4,0.8645649539209749
SIC5,0.8645649539209749
SaaN,4.093094250870251
SaaO,0
SaaS,0
Sare,58.912000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.786320844956874
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,93.09922225823503
TIC1,189.6878405090523
TIC2,251.81007680238332
TIC3,285.68437978331053
TIC4,306.41343573651113
TIC5,306.41343573651113
Vabc,392.07149459202606
WPol,47
apol,64.35178999999998
bpol,38.970210000000016
nRot,4
ABCGG,17.274309545999287
ATS0Z,1274.0
ATS0d,190.0
ATS0i,9923.770789157472
ATS0m,5012.948782000001
ATS0p,82.10700314546999
ATS0s,291.4513888888889
ATS0v,12088.703972157324
ATS1Z,1484.0
ATS1d,248.0
ATS1i,9321.651472180258
ATS1m,5583.261525000003
ATS1p,108.59211297600004
ATS1s,180.97222222222223
ATS1v,15774.711937614335
ATS2Z,2266.0
ATS2d,418.0
ATS2i,18738.4435305251
ATS2m,8297.857855
ATS2p,174.725169318188
ATS2s,333.73611111111114
ATS2v,24465.238208540693
ATS3Z,2519.0
ATS3d,498.0
ATS3i,27700.338650129288
ATS3m,8754.741211
ATS3p,220.33619176407396
ATS3s,431.74999999999983
ATS3v,29341.100180291603
ATS4Z,2466.0
ATS4d,482.0
ATS4i,32374.455243268552
ATS4m,8376.024486
ATS4p,222.567544914752
ATS4s,554.8888888888889
ATS4v,28548.290530988226
ATS5Z,2135.0
ATS5d,448.0
ATS5i,31864.561006513086
ATS5m,7188.020829
ATS5p,204.94032523663807
ATS5s,438.7777777777777
ATS5v,25839.358474167606
ATS6Z,1948.0
ATS6d,407.0
ATS6i,27573.538258678705
ATS6m,6588.125902
ATS6p,182.52666301045005
ATS6s,407.8055555555555
ATS6v,23315.771350933253
ATS7Z,1786.0
ATS7d,359.0
ATS7i,24460.86203811966
ATS7m,6070.117550999999
ATS7p,161.68849728565803
ATS7s,401.4722222222223
ATS7v,20749.796181675745
ATS8Z,1585.0
ATS8d,320.0
ATS8i,21983.982760538165
ATS8m,5412.43396
ATS8p,147.12757128796
ATS8s,301.30555555555554
ATS8v,18701.871589806688
C1SP1,0
C1SP2,5
C1SP3,6
C2SP1,0
C2SP2,3
C2SP3,6
C3SP2,0
C3SP3,1
C4SP3,1
FCSP3,0.6363636363636364
GGI10,0.13641465156616672
JGI10,0.005683943815256947
JGT10,0.468004345116641
Kier1,23.168044077134986
Kier2,10.29244001810774
Kier3,5.688793335124966
MAXdO,13.0774684449716
MID_C,45.77329960029523
MID_N,8.695995304164086
MID_O,6.941569940314318
MID_X,0.0
MID_h,15.637565244478408
MINdO,10.733166987334746
MPC10,168
MWC01,33.0
MWC02,5.081404364984463
MWC03,5.932245187448011
MWC04,6.816735880594968
MWC05,7.685703061234547
MWC06,8.575273402492762
MWC07,9.453364978883542
MWC08,10.346473211391473
MWC09,11.230575816507569
MWC10,12.126461094895081
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,3
NsssP,0
SLogP,1.6138000000000001
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.541263545158426
SRW05,2.3978952727983707
SRW06,7.0707241072602764
SRW07,4.727387818712341
SRW08,8.68050180902826
SRW09,6.842683282238422
SRW10,10.332245920613584
SaaCH,7.7624158750972185
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.2175781785204136
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.2372253652929204
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,6.028729937044765
SsssP,0
VE1_A,4.321714229473796
VE1_D,5.380190490365986
VE2_A,0.14405714098245986
VE2_D,0.17933968301219952
VE3_A,2.5622644245931117
VE3_D,2.7813360693462092
VR1_A,508.4239419125248
VR1_D,194.48262313755035
VR2_A,16.947464730417494
VR2_D,6.482754104585012
VR3_A,7.329927919542808
VR3_D,6.3689551065403345
WPath,2879
Xc-3d,2.376840755109135
Xc-4d,0.125
Xc-5d,0.39363455326096647
Xc-6d,0.0
Xp-0d,21.139617433688308
Xp-1d,14.455927458031287
Xp-2d,13.379208556396415
Xp-3d,11.099637450833322
Xp-4d,9.044996172829558
Xp-5d,7.016352007268561
Xp-6d,4.908640474971274
Xp-7d,3.6250517856088407
ZMIC0,100.68457686784117
ZMIC1,54.47963821206663
ZMIC2,40.69244543164122
ZMIC3,30.61576870503934
ZMIC4,28.09410556947295
ZMIC5,28.09410556947295
nAcid,1
nAtom,60
nBase,0
nRing,4
piPC1,3.6888794541139363
piPC2,4.135166556742356
piPC3,4.485823428355525
piPC4,4.829313237635384
piPC5,5.142759447023297
piPC6,5.152930257547145
piPC7,5.375856944003455
piPC8,5.50176828451651
piPC9,5.741800541843722
AATS0Z,21.233333333333334
AATS0d,3.1666666666666665
AATS0i,165.3961798192912
AATS0m,83.54914636666669
AATS0p,1.3684500524244998
AATS0s,4.8575231481481485
AATS0v,201.4783995359554
AATS1Z,23.555555555555557
AATS1d,3.9365079365079363
AATS1i,147.96272178063901
AATS1m,88.62319880952386
AATS1p,1.7236843329523817
AATS1s,2.872574955908289
AATS1v,250.3922529780053
AATS2Z,19.04201680672269
AATS2d,3.5126050420168067
AATS2i,157.4659120212193
AATS2m,69.72989794117647
AATS2p,1.4682787337662857
AATS2s,2.8045051353874886
AATS2v,205.59023704656045
AATS3Z,14.560693641618498
AATS3d,2.878612716763006
AATS3i,160.11756445161438
AATS3m,50.60544052601156
AATS3p,1.2736196055726818
AATS3s,2.495664739884392
AATS3v,169.60173514619424
AATS4Z,12.454545454545455
AATS4d,2.4343434343434343
AATS4i,163.50734971347754
AATS4m,42.30315396969697
AATS4p,1.1240785096704646
AATS4s,2.802469135802469
AATS4v,144.18328551004154
AATS5Z,11.119791666666666
AATS5d,2.3333333333333335
AATS5i,165.96125524225565
AATS5m,37.437608484375
AATS5p,1.0673975272741567
AATS5s,2.2853009259259256
AATS5v,134.57999205295627
AATS6Z,11.595238095238095
AATS6d,2.4226190476190474
AATS6i,164.12820392070657
AATS6m,39.21503513095238
AATS6p,1.0864682322050598
AATS6s,2.427414021164021
AATS6v,138.7843532793646
AATS7Z,12.067567567567568
AATS7d,2.425675675675676
AATS7i,165.27609485215987
AATS7m,41.01430777702702
AATS7p,1.0924898465247164
AATS7s,2.7126501501501505
AATS7v,140.20132555186314
AATS8Z,11.828358208955224
AATS8d,2.388059701492537
AATS8i,164.05957283983705
AATS8m,40.39129820895523
AATS8p,1.0979669499101492
AATS8s,2.2485489220563846
AATS8v,139.56620589407976
AMID_C,1.5257766533431745
AMID_N,0.2898665101388029
AMID_O,0.23138566467714394
AMID_X,0.0
AMID_h,0.5212521748159469
ATS0dv,406.0
ATS0pe,372.5558
ATS0se,461.6586799999999
ATS1dv,376.0
ATS1pe,407.66300000000007
ATS1se,488.22528399999976
ATS2dv,495.0
ATS2pe,752.7027999999997
ATS2se,917.1486519999996
ATS3dv,459.0
ATS3pe,1059.3680000000002
ATS3se,1314.1588679999993
ATS4dv,468.0
ATS4pe,1190.334
ATS4se,1495.0239119999997
ATS5dv,366.0
ATS5pe,1127.0228000000004
ATS5se,1429.0651400000002
ATS6dv,344.0
ATS6pe,993.1495
ATS6se,1256.3034960000002
ATS7dv,362.0
ATS7pe,886.5238000000002
ATS7se,1117.449524
ATS8dv,322.0
ATS8pe,786.1705000000001
ATS8se,993.2114560000001
ATSC0Z,452.6
ATSC0c,1.2723668798498897
ATSC0d,36.400000000000006
ATSC0i,85.98405804946825
ATSC0m,2149.361714733333
ATSC0p,13.087788542068335
ATSC0s,120.59201388888889
ATSC0v,2931.35080763138
ATSC1Z,26.57
ATSC1c,-0.637271483377526
ATSC1d,9.280000000000006
ATSC1i,-26.367166893241674
ATSC1m,125.87069309666678
ATSC1p,-0.9608145934965825
ATSC1s,0.3745659722222241
ATSC1v,-44.03539117892623
ATSC2Z,2.7099999999999826
ATSC2c,0.20383352268540939
ATSC2d,-13.360000000000007
ATSC2i,3.579651773893236
ATSC2m,7.361805945555574
ATSC2p,0.2722266943433061
ATSC2s,29.669704861111107
ATSC2v,-8.336706133893603
ATSC3Z,-207.53000000000003
ATSC3c,-0.5925678847356154
ATSC3d,-20.720000000000006
ATSC3i,-18.281744371856895
ATSC3m,-985.3140988477774
ATSC3p,-4.507755721108528
ATSC3s,-18.917968750000007
ATSC3v,-1153.081096480542
ATSC4Z,-99.57999999999998
ATSC4c,0.4662469000251099
ATSC4d,-3.120000000000001
ATSC4i,-12.97084108881382
ATSC4m,-490.93726215333334
ATSC4p,-3.6642456282205007
ATSC4s,29.021701388888882
ATSC4v,-1003.574758653576
ATSC5Z,34.880000000000045
ATSC5c,0.11200115380989414
ATSC5d,5.1200000000000045
ATSC5i,27.247945529098512
ATSC5m,170.14547648666652
ATSC5p,2.0215922862735
ATSC5s,-16.987847222222225
ATSC5v,408.2820508346241
ATSC6Z,-10.779999999999994
ATSC6c,-0.2882590277351414
ATSC6d,0.2800000000000019
ATSC6i,-14.977817511801655
ATSC6m,-45.512060319999975
ATSC6p,-0.5615799953999997
ATSC6s,-25.600694444444443
ATSC6v,-38.95293141911375
ATSC7Z,-21.07999999999998
ATSC7c,0.16550295682948585
ATSC7d,1.8800000000000014
ATSC7i,1.7093377278016268
ATSC7m,-99.35428970888901
ATSC7p,0.9230625952866109
ATSC7s,5.894097222222214
ATSC7v,-20.71694013954194
ATSC8Z,37.660000000000025
ATSC8c,-0.3971957418388831
ATSC8d,3.8400000000000016
ATSC8i,-30.597678643589926
ATSC8m,171.72452762888886
ATSC8p,-2.568399540819944
ATSC8s,3.2508680555555576
ATSC8v,-210.4671186874267
AXp-0d,0.7046539144562769
AXp-1d,0.4380584078191299
AXp-2d,0.2846640118382216
AXp-3d,0.18196126968579215
AXp-4d,0.11746748276402023
AXp-5d,0.07308700007571418
AXp-6d,0.04630792900916296
AXp-7d,0.029713539226301974
GATS1Z,0.8287039959598509
GATS1c,1.5000179433878977
GATS1d,0.9776731205302632
GATS1i,1.6265160894792778
GATS1m,0.837243835352506
GATS1p,1.280570114839182
GATS1s,0.5581755023888019
GATS1v,1.1218300975883742
GATS2Z,0.9223645268978116
GATS2c,0.9837308487810187
GATS2d,1.6617416197248127
GATS2i,1.200117161193114
GATS2m,0.9289213998920057
GATS2p,1.0609561711586706
GATS2s,0.41741820178640837
GATS2v,1.031688100447713
GATS3Z,1.1020143091042376
GATS3c,1.0650939620016244
GATS3d,1.3444864384170743
GATS3i,1.1544233583792538
GATS3m,1.105404497784657
GATS3p,1.157599956912994
GATS3s,0.8131434506476083
GATS3v,1.1528481415906653
GATS4Z,1.0343046014720783
GATS4c,0.6563427512696624
GATS4d,0.9086746586746586
GATS4i,1.0125892391820994
GATS4m,1.0382019887305138
GATS4p,1.0792179237479194
GATS4s,0.8734466066926009
GATS4v,1.0990825257498182
GATS5Z,0.9383055310060392
GATS5c,0.703043891652386
GATS5d,0.852649954212454
GATS5i,0.822885687778656
GATS5m,0.9399838826968027
GATS5p,0.9206399275335269
GATS5s,0.8477783396438288
GATS5v,0.9473495685665235
GATS6Z,0.9765205795088694
GATS6c,0.8228185406464638
GATS6d,1.0371696755625326
GATS6i,0.9804590967237196
GATS6m,0.9770689556222971
GATS6p,1.0073669330621569
GATS6s,1.0059091055549498
GATS6v,1.0045739641996214
GATS7Z,1.0005852073903332
GATS7c,0.7927003507221623
GATS7d,0.9747178497178496
GATS7i,0.9297376935523599
GATS7m,1.000693828093286
GATS7p,0.9409916095004772
GATS7s,0.9376889306346121
GATS7v,0.9836301512285609
GATS8Z,0.9027773197644124
GATS8c,0.8981705063095313
GATS8d,0.7620551090700344
GATS8i,1.1179093980886687
GATS8m,0.9086823669245505
GATS8p,1.0796500653848058
GATS8s,0.6109196463085588
GATS8v,1.0400856658522526
MATS1Z,0.055909770006102304
MATS1c,-0.4770048889797523
MATS1d,0.2428048142333858
MATS1i,-0.2920493413200602
MATS1m,0.05577323246549358
MATS1p,-0.06991719912607793
MATS1s,0.002958151919439563
MATS1v,-0.014306874387150238
MATS2Z,0.0030189716186960667
MATS2c,0.08077324735728532
MATS2d,-0.1850586388401515
MATS2i,0.020990710156760278
MATS2m,0.001726947542188236
MATS2p,0.010487421642744502
MATS2s,0.12405062801095444
MATS2v,-0.001433940022817135
MATS3Z,-0.15902722612318293
MATS3c,-0.16152170932251603
MATS3d,-0.19742107603379283
MATS3i,-0.07374029001835224
MATS3m,-0.15899019266228728
MATS3p,-0.1194536022693558
MATS3s,-0.05440779218812272
MATS3v,-0.13642601832898124
MATS4Z,-0.06667202292478473
MATS4c,0.11104261014576008
MATS4d,-0.02597402597402598
MATS4i,-0.045712635514828036
MATS4m,-0.06921537045133856
MATS4p,-0.08484072458292043
MATS4s,0.0729273413945388
MATS4v,-0.10374519570862599
MATS5Z,0.024083075563411428
MATS5c,0.027508072647820854
MATS5d,0.04395604395604399
MATS5i,0.09902978727689796
MATS5m,0.02473779124175013
MATS5p,0.048270002791520515
MATS5s,-0.0440220051539713
MATS5v,0.04352537422462756
MATS6Z,-0.008506407423773748
MATS6c,-0.08091192437726469
MATS6d,0.0027472527472527657
MATS6i,-0.062211771126825105
MATS6m,-0.007562388008367167
MATS6p,-0.015324535801197487
MATS6s,-0.07581849629905373
MATS6v,-0.004745853408228945
MATS7Z,-0.018881895594224343
MATS7c,0.052733055513962124
MATS7d,0.02093852093852095
MATS7i,0.00805933995480292
MATS7m,-0.018739873247996117
MATS7p,0.028592650657052486
MATS7s,0.01981473562648608
MATS7v,-0.0028651499145600275
MATS8Z,0.03725737199992088
MATS8c,-0.1397779543352565
MATS8d,0.047236345743808444
MATS8i,-0.1593371310308867
MATS8m,0.035774145881659176
MATS8p,-0.08787043291895308
MATS8s,0.01207055521545754
MATS8v,-0.032148662699178085
MAXaaN,4.093094250870251
MAXsOH,8.786320844956874
MINaaN,4.093094250870251
MINsOH,8.786320844956874
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,12
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.129913523260655
SpAD_D,400.29504173087304
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,8.690077999227077
SssNH2,0
SsssAs,0
SsssCH,-0.05005939670532045
SsssNH,0
SssssB,0
SssssC,0.2334780588212224
SssssN,0
TMPC10,1030
TMWC10,140.24823699843242
TSRW10,79.79739437520065
VE1_Dt,5.410085365481242
VE2_Dt,0.18033617884937475
VE3_Dt,2.786877160603718
VR1_Dt,193.09625777077267
VR2_Dt,6.436541925692422
VR3_Dt,6.361801098167366
Xc-3dv,1.4431942169019691
Xc-4dv,0.125
Xc-5dv,0.12224728851286462
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.10206207261596575
Xch-6d,0.46082732199428766
Xch-7d,0.6282520474745985
Xp-0dv,17.33284556907808
Xp-1dv,10.891072997229534
Xp-2dv,8.927829192286396
Xp-3dv,7.101325343226217
Xp-4dv,5.200679687219353
Xp-5dv,3.8454507248830136
Xp-6dv,2.4330907220246436
Xp-7dv,1.625124093156361
Xpc-4d,5.106334874848339
Xpc-5d,7.7735420202813
Xpc-6d,10.683292851537745
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,63
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,4
nSpiro,1
naRing,1
piPC10,5.959393216107912
AATS0dv,6.766666666666667
AATS0pe,6.209263333333333
AATS0se,7.6943113333333315
AATS1dv,5.968253968253968
AATS1pe,6.470841269841271
AATS1se,7.749607682539679
AATS2dv,4.159663865546219
AATS2pe,6.325233613445375
AATS2se,7.707131529411762
AATS3dv,2.653179190751445
AATS3pe,6.123514450867053
AATS3se,7.596294034682077
AATS4dv,2.3636363636363638
AATS4pe,6.011787878787879
AATS4se,7.550625818181817
AATS5dv,1.90625
AATS5pe,5.869910416666669
AATS5se,7.443047604166668
AATS6dv,2.0476190476190474
AATS6pe,5.911604166666667
AATS6se,7.477997000000001
AATS7dv,2.445945945945946
AATS7pe,5.9900256756756765
AATS7se,7.550334621621622
AATS8dv,2.4029850746268657
AATS8pe,5.866944029850747
AATS8se,7.412025791044777
AATSC0Z,7.543333333333334
AATSC0c,0.02120611466416483
AATSC0d,0.6066666666666668
AATSC0i,1.4330676341578041
AATSC0m,35.82269524555555
AATSC0p,0.21812980903447224
AATSC0s,2.009866898148148
AATSC0v,48.85584679385634
AATSC1Z,0.42174603174603176
AATSC1c,-0.010115420371071842
AATSC1d,0.1473015873015874
AATSC1i,-0.41852645862288373
AATSC1m,1.9979475094709014
AATSC1p,-0.015251025293596548
AATSC1s,0.005945491622574985
AATSC1v,-0.6989744631575593
AATSC2Z,0.022773109243697333
AATSC2c,0.0017128867452555411
AATSC2d,-0.11226890756302527
AATSC2i,0.030081107343640636
AATSC2m,0.06186391550887037
AATSC2p,0.0022876192801958494
AATSC2s,0.24932525093370678
AATSC2v,-0.0700563540663328
AATSC3Z,-1.1995953757225435
AATSC3c,-0.003425247888645176
AATSC3d,-0.11976878612716767
AATSC3i,-0.10567482295871038
AATSC3m,-5.69545721877328
AATSC3p,-0.026056391451494382
AATSC3s,-0.10935242052023125
AATSC3v,-6.6652086501765435
AATSC4Z,-0.5029292929292929
AATSC4c,0.002354782323359141
AATSC4d,-0.015757575757575762
AATSC4i,-0.06550929842835262
AATSC4m,-2.479481121986532
AATSC4p,-0.01850629105161869
AATSC4s,0.14657424943883274
AATSC4v,-5.068559387139273
