DLiP-ID,T007MH
DLiP-Mol-ID,25795
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H31ClN4O4/c1-26(2,25(35)31-12-10-16(11-13-31)14-21(32)33)22(17-6-4-3-5-7-17)30-24(34)19-9-8-18(23(28)29)15-20(19)27/h3-9,15-16,22H,10-14H2,1-2H3,(H3,28,29)(H,30,34)(H,32,33)"
Standard Inchi Key(RDKit),YIEDABQHPAWWKL-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(C)(C(=O)N1CCC(CC(=O)O)CC1)C(NC(=O)c1ccc(C(=N)N)cc1Cl)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),499.011
MW Monoisotopic(RDKit),498.203383152
MolLogP(RDKit),3.83467
XLogP(SDF),
XLogP(CDK),3.716
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),136.58
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.323553303762747
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,38487232.002741426
qed,0.323553303762747
Chi0,25.750347897697548
Chi1,16.50094488667776
TPSA,136.58
Chi0n,19.88352340241936
Chi0v,20.639452348437814
Chi1n,11.512740074333704
Chi1v,11.890704547342931
Chi2n,9.48058554028571
Chi2v,9.887785667026316
Chi3n,6.570986250038993
Chi3v,6.8836952585272915
Chi4n,4.5196611792107975
Chi4v,4.786025206056214
MolMR,134.45509999999993
MolWt,499.01100000000014
fr_SH,0
Kappa1,26.21887965205663
Kappa2,10.904397896009758
Kappa3,6.192246752478682
fr_ArN,1
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,1111.5897989852544
MolLogP,3.834670000000002
NOCount,8
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.841809936339536
SMR_VSA1,19.49013894705617
SMR_VSA2,5.409283605791522
SMR_VSA3,10.216698334856808
