DLiP-ID,C0008Z
IC3,4.388683047733199
IC4,4.789015477886191
IC5,4.789015477886191
MID,36.935198764484554
Mpe,0.9790398918187966
Mse,1.0098073687118567
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,70.96380000000003
SdO,24.94371126228269
SdS,0
Spe,28.3921568627451
SsF,0
SsI,0
Sse,29.284413692643845
StN,0
fMF,0.5517241379310345
nBr,0
nCl,0
AMID,2.0519554869158085
BIC0,0.3079304789253473
BIC1,0.4380601897722339
BIC2,0.609401431848725
BIC3,0.8246415527389955
BIC4,0.8998647468549741
BIC5,0.8998647468549741
CIC0,3.2191971280626452
CIC1,2.5266561639270306
CIC2,1.6147903939072559
CIC3,0.4692979473943728
CIC4,0.06896551724138078
CIC5,0.06896551724138078
GGI1,3.5
GGI2,2.8888888888888893
GGI3,1.7847222222222223
GGI4,1.0361111111111112
GGI5,0.47944444444444445
GGI6,0.17151927437641717
GGI7,0.05208333333333333
GGI8,0.032249937011841784
GGI9,0.0
JGI1,0.17500000000000002
JGI2,0.09961685823754793
JGI3,0.06154214559386973
JGI4,0.039850427350427355
JGI5,0.023972222222222214
JGI6,0.011434618291761142
JGI7,0.005787037037037037
JGI8,0.008062484252960446
JGI9,0.0
MIC0,18.601668428590738
MIC1,26.919777948823608
MIC2,36.03793430501142
MIC3,41.59744842006978
MIC4,42.000983509664
MIC5,42.000983509664
MPC2,29
MPC3,40
MPC4,52
MPC5,61
MPC6,60
MPC7,63
MPC8,62
MPC9,52
Mare,0.9891034482758618
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.20857833786562635
RPCG,0.23149252956680078
SIC0,0.33733846812257684
SIC1,0.4798958319389885
SIC2,0.6676005123266541
SIC3,0.9033965040486848
SIC4,0.9858036667268663
SIC5,0.9858036667268663
SaaN,0
SaaO,0
SaaS,0
Sare,28.683999999999994
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,47.524732144882876
TIC1,67.60842010481569
TIC2,94.05252743538917
TIC3,127.27180838426277
TIC4,138.88144885869954
TIC5,138.88144885869954
Vabc,209.56190157934134
WPol,29
apol,36.31872299999999
bpol,19.401276999999997
nRot,2
ABCGG,12.327656380085232
ATS0Z,948.0
ATS0d,109.0
ATS0i,4498.687599141839
ATS0m,3766.8500489999997
ATS0p,54.84174995333901
ATS0s,165.4383573388203
ATS0v,7544.030777147888
ATS1Z,1118.0
ATS1d,140.0
ATS1i,4336.182172866899
ATS1m,4349.344776000004
ATS1p,67.65218741000001
ATS1s,86.5030864197531
ATS1v,9435.867804928666
ATS2Z,1533.0
ATS2d,211.0
ATS2i,7451.175060791702
ATS2m,5878.328752999996
ATS2p,100.54658680999994
ATS2s,217.81790123456793
ATS2v,13848.463722474504
ATS3Z,1672.0
ATS3d,228.0
ATS3i,9805.278399131585
ATS3m,6278.57606
ATS3p,112.18098606879201
ATS3s,226.54938271604945
ATS3v,14771.909536555422
ATS4Z,1509.0
ATS4d,198.0
ATS4i,10158.141912210762
ATS4m,5531.757438999998
ATS4p,98.35578382994301
ATS4s,278.3518518518518
ATS4v,13401.294806979831
ATS5Z,1082.0
ATS5d,154.0
ATS5i,8657.084243734735
ATS5m,3882.398347
ATS5p,79.16441056194299
ATS5s,229.2870370370371
ATS5v,10871.830312870305
ATS6Z,748.0
ATS6d,124.0
ATS6i,7085.434201001076
ATS6m,2625.966943
ATS6p,67.077022020245
ATS6s,160.65740740740745
ATS6v,9047.103148141328
ATS7Z,478.0
ATS7d,94.0
ATS7i,5989.719720031595
ATS7m,1603.0833929999997
ATS7p,53.33528822109399
ATS7s,97.99999999999999
ATS7v,6686.387403731893
ATS8Z,255.0
ATS8d,60.0
ATS8i,4774.519603697541
ATS8m,792.0215559999998
ATS8p,34.087369413641
ATS8s,58.666666666666664
ATS8v,3924.343785174507
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.4252657929858259
Kier1,13.005
Kier2,5.174791914387634
Kier3,2.4
MAXdO,12.471855631141345
MID_C,28.93454920500438
MID_N,2.2333374652308273
MID_O,3.5086560471246724
MID_X,0.0
MID_h,8.000649559480172
MINdO,12.471855631141345
MPC10,49
MWC01,20.0
MWC02,4.59511985013459
MWC03,5.4680601411351315
MWC04,6.371611847231857
MWC05,7.267525427828172
MWC06,8.178919332848396
MWC07,9.083075020930307
MWC08,9.997842731017274
MWC09,10.905864233323411
MWC10,11.822165975321376
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,1
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.878300000000001
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.056245805348308
SRW05,2.3978952727983707
SRW06,6.618738983517219
SRW07,4.727387818712341
SRW08,8.275121630216509
SRW09,6.86171134048073
SRW10,9.979105098994717
SaaCH,19.25426351095994
SaaNH,0
SaaSe,0
SaaaC,1.6095918367346944
SaasC,0.2975491307634168
SaasN,1.3171296296296295
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7817808961051655
VE1_D,4.185966663090627
VE2_A,0.2100989386725092
VE2_D,0.23255370350503485
VE3_A,1.9179817001194028
VE3_D,2.019524324988488
VR1_A,110.9620289020635
VR1_D,91.28381300703622
VR2_A,6.1645571612257495
VR2_D,5.071322944835345
VR3_A,5.296974725727679
VR3_D,5.1017601422284935
WPath,563
Xc-3d,1.4756217301727443
Xc-4d,0.16666666666666666
Xc-5d,0.6810920318262312
Xc-6d,0.15137471507731048
Xp-0d,12.58757566981053
Xp-1d,8.693506678639471
Xp-2d,8.048535728840708
Xp-3d,6.946186969457368
Xp-4d,5.805299113755979
Xp-5d,4.44438165240903
Xp-6d,2.717318579700034
Xp-7d,1.8699083488846142
ZMIC0,56.5499893523318
ZMIC1,49.746093562569904
ZMIC2,35.73762532841673
ZMIC3,25.372709199982868
ZMIC4,24.0240396299702
ZMIC5,24.0240396299702
nAcid,0
nAtom,29
nBase,0
nRing,3
piPC1,3.4339872044851463
piPC2,4.139158578011894
piPC3,4.786449533203602
piPC4,5.408012225354668
piPC5,5.910457833263104
piPC6,6.1856619209877435
piPC7,6.564020798487506
piPC8,6.879408047180126
piPC9,6.925215244043533
AATS0Z,32.689655172413794
AATS0d,3.7586206896551726
AATS0i,155.1271585910979
AATS0m,129.891381
AATS0p,1.8910948259772073
AATS0s,5.704770942717942
AATS0v,260.1389923154444
AATS1Z,36.064516129032256
AATS1d,4.516129032258065
AATS1i,139.876844286029
AATS1m,140.3014443870969
AATS1p,2.1823286261290327
AATS1s,2.7904221425726807
AATS1v,304.38283241705375
AATS2Z,30.058823529411764
AATS2d,4.137254901960785
AATS2i,146.10147178022945
AATS2m,115.26134809803914
AATS2p,1.9715017021568615
AATS2s,4.2709392398934884
AATS2v,271.5385043622452
AATS3Z,25.723076923076924
AATS3d,3.5076923076923077
AATS3i,150.85043690971668
AATS3m,96.59347784615385
AATS3p,1.7258613241352616
AATS3s,3.485375118708453
AATS3v,227.26014671623727
AATS4Z,23.215384615384615
AATS4d,3.046153846153846
AATS4i,156.27910634170402
AATS4m,85.10396059999997
AATS4p,1.5131659050760462
AATS4s,4.282336182336182
AATS4v,206.17376626122817
AATS5Z,19.672727272727272
AATS5d,2.8
AATS5i,157.4015317042679
AATS5m,70.58906085454545
AATS5p,1.4393529193080543
AATS5s,4.16885521885522
AATS5v,197.66964205218736
AATS6Z,16.26086956521739
AATS6d,2.6956521739130435
AATS6i,154.03117828263208
AATS6m,57.08623789130434
AATS6p,1.4581961308748912
AATS6s,3.4925523349436403
AATS6v,196.6761553943767
AATS7Z,12.256410256410257
AATS7d,2.41025641025641
AATS7i,153.58255692388704
AATS7m,41.10470238461538
AATS7p,1.3675714928485638
AATS7s,2.5128205128205123
AATS7v,171.44583086492034
AATS8Z,8.5
AATS8d,2.0
AATS8i,159.1506534565847
AATS8m,26.400718533333325
AATS8p,1.1362456471213667
AATS8s,1.9555555555555555
AATS8v,130.8114595058169
AMID_C,1.6074749558335766
AMID_N,0.12407430362393485
AMID_O,0.19492533595137068
AMID_X,0.0
AMID_h,0.44448053108223173
ATS0dv,244.44444444444446
ATS0pe,183.8402
ATS0se,225.11924500000006
ATS1dv,197.0
ATS1pe,200.42160000000007
ATS1se,240.57696000000007
ATS2dv,393.6666666666667
ATS2pe,336.15480000000014
ATS2se,402.7211960000002
ATS3dv,353.66666666666663
ATS3pe,410.2629999999999
ATS3se,503.44434600000005
ATS4dv,352.0
ATS4pe,425.46199999999993
ATS4se,522.1631380000001
ATS5dv,251.0
ATS5pe,355.049
ATS5se,437.8557580000001
ATS6dv,165.0
ATS6pe,285.02850000000007
ATS6se,352.57457200000005
ATS7dv,84.0
ATS7pe,226.1185
ATS7se,283.705668
ATS8dv,36.0
ATS8pe,164.94
ATS8se,211.62798399999994
ATSC0Z,328.82758620689674
ATSC0c,0.2968983191104328
ATSC0d,19.31034482758621
ATSC0i,45.66494930935312
ATSC0m,1483.8537645517238
ATSC0p,9.357279596417309
ATSC0s,63.67611513173456
ATSC0v,1493.3971459418894
ATSC1Z,97.9429250891796
ATSC1c,-0.18831748547311697
ATSC1d,5.495838287752675
ATSC1i,-8.984792505904215
ATSC1m,420.91734341022607
ATSC1p,-1.4225928474536733
ATSC1s,-16.94818543881885
ATSC1v,20.64923579255265
ATSC2Z,29.68252080856129
ATSC2c,0.04225915207161613
ATSC2d,-0.5802615933412607
ATSC2i,-2.1246444245884177
ATSC2m,123.11126482282984
ATSC2p,0.2059849672258012
ATSC2s,24.072922426434005
ATSC2v,-273.3950608497327
ATSC3Z,0.9036860879904918
ATSC3c,0.04286568688343891
ATSC3d,-7.109393579072532
ATSC3i,-15.879228699035187
ATSC3m,24.708008246135442
ATSC3p,-1.8233072030357966
ATSC3s,11.44152816719921
ATSC3v,-109.02325250414154
ATSC4Z,-148.2342449464923
ATSC4c,-0.006062186844818908
ATSC4d,-7.2128418549346005
ATSC4i,-6.41723785552332
ATSC4m,-649.7541098228301
ATSC4p,-2.185016055632316
ATSC4s,-14.825178114433632
ATSC4v,-240.39858283757076
ATSC5Z,-155.70749108204518
ATSC5c,-0.00964616841351073
ATSC5d,-3.0023781212841847
ATSC5i,10.230894436084867
ATSC5m,-687.9060263567183
ATSC5p,0.048494278579375605
ATSC5s,-23.478283842150162
ATSC5v,3.41348608161438
ATSC6Z,-113.5196195005945
ATSC6c,-0.024882561456578026
ATSC6d,-2.8026159334126044
ATSC6i,5.584479703396868
ATSC6m,-521.2602220475625
ATSC6p,-0.08949566119659655
ATSC6s,-20.71291719065258
ATSC6v,-206.48715383641556
ATSC7Z,-38.56123662306777
ATSC7c,-0.018668612113402403
ATSC7d,-1.6932223543400713
ATSC7i,-6.819009796634841
ATSC7m,-195.3368066040428
ATSC7p,-1.2256122521562802
ATSC7s,-5.546967589534308
ATSC7v,-391.0746758679139
ATSC8Z,40.69560047562426
ATSC8c,-0.0030821932994930194
ATSC8d,1.5410225921521987
ATSC8i,-4.982961199384463
ATSC8m,176.4780438775269
ATSC8p,-0.37366623564225354
ATSC8s,5.336631997964406
ATSC8v,-66.5031486719513
AXp-0d,0.6993097594339184
AXp-1d,0.43467533393197355
AXp-2d,0.27753571478761063
AXp-3d,0.1736546742364342
AXp-4d,0.11164036757223036
AXp-5d,0.07285871561326278
AXp-6d,0.045288642995000565
AXp-7d,0.029681084902930383
GATS1Z,0.8048143537562238
GATS1c,1.649479478556326
GATS1d,0.8653225806451611
GATS1i,1.1969982495606701
GATS1m,0.786285267110116
GATS1p,1.2199301476406759
GATS1s,0.7476317892565477
GATS1v,0.8490751509829434
GATS2Z,0.8139434465061187
GATS2c,1.049295103055056
GATS2d,1.137254901960784
GATS2i,1.0495287599343772
GATS2m,0.8093454355031597
GATS2p,0.8906042461990533
GATS2s,0.5930345648424359
GATS2v,0.9295802341398721
GATS3Z,1.2170043882292199
GATS3c,1.1038921368560723
GATS3d,1.3830769230769229
GATS3i,1.180797652073235
GATS3m,1.1856215558934406
GATS3p,1.2286068990638621
GATS3s,0.8176909675722516
GATS3v,0.9943098974974895
GATS4Z,1.3958215023231795
GATS4c,1.3839364026496597
GATS4d,1.3049999999999997
GATS4i,1.1038470747877058
GATS4m,1.3698377664377948
GATS4p,1.1962958513694175
GATS4s,1.7026326609214397
GATS4v,0.9865060602024767
GATS5Z,1.2772651006711402
GATS5c,1.216666083648392
GATS5d,1.0809090909090906
GATS5i,0.8668477119976133
GATS5m,1.2683476554317314
GATS5p,0.9825475665159563
GATS5s,1.8293524639654144
GATS5v,0.9261201932380517
GATS6Z,0.9375866282462789
GATS6c,0.8051284512468796
GATS6d,0.8668478260869563
GATS6i,0.8056919164905281
GATS6m,0.9624774609875822
GATS6p,0.810108024973563
GATS6s,1.3505684569119618
GATS6v,1.0348342328213438
GATS7Z,0.7074083634486316
GATS7c,0.4586675633748383
GATS7d,0.6506410256410255
GATS7i,0.9454706327524944
GATS7m,0.7530767152866613
GATS7p,0.850813098559948
GATS7s,0.5180239861918918
GATS7v,1.2306439548400576
GATS8Z,0.6031529642058162
GATS8c,0.35569033192321264
GATS8d,0.48333333333333317
GATS8i,0.9497621549491596
GATS8m,0.6472720073082742
GATS8p,0.8532714283247176
GATS8s,0.12051730948406286
GATS8v,1.1959382794709028
MATS1Z,0.2786385040051959
MATS1c,-0.5933612922064959
MATS1d,0.26624423963133637
MATS1i,-0.18406083003236115
MATS1m,0.2653640103745756
MATS1p,-0.1422221757973891
MATS1s,-0.24899060012352686
MATS1v,0.012934956440913446
MATS2Z,0.051328711014607245
MATS2c,0.08093583687194224
MATS2d,-0.017086834733893563
MATS2i,-0.026456421427494364
MATS2m,0.04717745533659531
MATS2p,0.01251738880376439
MATS2s,0.2149711000533365
MATS2v,-0.10409818780225653
MATS3Z,0.0012261228704181775
MATS3c,0.06441495232567895
MATS3d,-0.16425824175824172
MATS3i,-0.15514259985349454
MATS3m,0.007429015697611231
MATS3p,-0.08693504484635618
MATS3s,0.08016635102679891
MATS3v,-0.03257080245338663
MATS4Z,-0.2011244837377387
MATS4c,-0.009109744996276623
MATS4d,-0.16664835164835162
MATS4i,-0.0626974384999344
MATS4m,-0.19536311601386191
MATS4p,-0.1041812748121274
MATS4s,-0.10387427408199382
MATS4v,-0.07181930984290875
MATS5Z,-0.2496758694325807
MATS5c,-0.017130987950228226
MATS5d,-0.08198051948051945
MATS5i,0.11813155808428633
MATS5m,-0.2444405879403004
MATS5p,0.0027326008868497247
MATS5s,-0.1944129086317974
MATS5v,0.0012051972381567307
MATS6Z,-0.2176420703238983
MATS6c,-0.05283570573799875
MATS6d,-0.09149844720496894
MATS6i,0.07709743032765343
MATS6m,-0.22146425922799248
MATS6p,-0.0060296560693238474
MATS6s,-0.2050712958739081
MATS6v,-0.0871681617271648
MATS7Z,-0.08719992256066074
MATS7c,-0.04675603599297534
MATS7d,-0.06520146520146519
MATS7i,-0.11103802419369158
MATS7m,-0.09788730493952688
MATS7p,-0.09739504852139642
MATS7s,-0.06477575145828586
MATS7v,-0.19472323135428016
MATS8Z,0.11963436800894849
MATS8c,-0.010035265715785443
MATS8d,0.07714285714285708
MATS8i,-0.1054827075380487
MATS8m,0.11496782667561584
MATS8p,-0.038602105529953155
MATS8s,0.08101537372414132
MATS8v,-0.04304707373001394
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,-3.5055787037037027
SdssSe,0
SdsssP,0
SpAD_A,23.732225388442796
SpAD_D,128.98052248678687
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,506
TMWC10,111.6901845597705
TSRW10,65.6297780167725
VE1_Dt,4.193058278478775
VE2_Dt,0.23294768213770972
VE3_Dt,2.021217031987423
VR1_Dt,89.68180946715701
VR2_Dt,4.982322748175389
VR3_Dt,5.084054620393304
Xc-3dv,0.9270770472939465
Xc-4dv,0.04564354645876384
Xc-5dv,0.26661844699786896
Xc-6dv,0.028390672403622863
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3695906918697222
Xch-7d,0.49445089552342975
Xp-0dv,10.33930800890516
Xp-1dv,7.001943020338833
Xp-2dv,5.80339814977084
Xp-3dv,4.567887167001786
Xp-4dv,3.3476016686538115
Xp-5dv,2.3045489048200998
Xp-6dv,1.3616491878038481
Xp-7dv,0.8225957098280421
Xpc-4d,3.695900273651038
Xpc-5d,5.979676215627341
Xpc-6d,9.185183090772405
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,31
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,1
nSpiro,0
naRing,3
piPC10,7.2517632247977835
AATS0dv,8.42911877394636
AATS0pe,6.339317241379311
AATS0se,7.762732586206899
AATS1dv,6.354838709677419
AATS1pe,6.465212903225809
AATS1se,7.760547096774196
AATS2dv,7.718954248366013
AATS2pe,6.591270588235297
AATS2se,7.89649403921569
AATS3dv,5.44102564102564
AATS3pe,6.31173846153846
AATS3se,7.745297630769231
AATS4dv,5.415384615384616
AATS4pe,6.54556923076923
AATS4se,8.033279046153847
AATS5dv,4.5636363636363635
AATS5pe,6.455436363636363
AATS5se,7.961013781818184
AATS6dv,3.5869565217391304
AATS6pe,6.196271739130436
AATS6se,7.664664608695653
AATS7dv,2.1538461538461537
AATS7pe,5.7979102564102565
AATS7se,7.2745043076923075
AATS8dv,1.2
AATS8pe,5.498
AATS8se,7.054266133333331
AATSC0Z,11.338882282996439
AATSC0c,0.010237873072773544
AATSC0d,0.6658739595719383
AATSC0i,1.5746534244604524
AATSC0m,51.167371191438754
AATSC0p,0.32266481366956234
AATSC0s,2.195728107990847
AATSC0v,51.49645330834102
AATSC1Z,3.159449196425148
AATSC1c,-0.006074757595906999
AATSC1d,0.1772851060565379
AATSC1i,-0.2898320163194908
AATSC1m,13.577978819684711
AATSC1p,-0.0458900918533443
AATSC1s,-0.5467156593167372
AATSC1v,0.6661043804049241
AATSC2Z,0.5820102119325743
AATSC2c,0.0008286108249336496
AATSC2d,-0.011377678300809033
AATSC2i,-0.041659694599772895
AATSC2m,2.413946369075095
AATSC2p,0.004038920925996102
AATSC2s,0.47201808679282364
AATSC2v,-5.360687467641818
AATSC3Z,0.013902862892161413
AATSC3c,0.0006594721058990602
AATSC3d,-0.1093752858318851
AATSC3i,-0.24429582613900286
AATSC3m,0.3801232037866991
AATSC3p,-0.028050880046704564
AATSC3s,0.17602351026460325
AATSC3v,-1.6772808077560237
AATSC4Z,-2.280526845330651
AATSC4c,-9.326441299721398e-05
AATSC4d,-0.11096679776822463
AATSC4i,-0.0987267362388203
AATSC4m,-9.996217074197386
AATSC4p,-0.03361563162511256
AATSC4s,-0.22807966329897894
AATSC4v,-3.698439735962627
AATSC5Z,-2.8310452924008214
AATSC5c,-0.00017538488024564962
AATSC5d,-0.0545886931142579
AATSC5i,0.1860162624742703
AATSC5m,-12.507382297394878
AATSC5p,0.0008817141559886474
AATSC5s,-0.4268778880390939
AATSC5v,0.06206338330207963
AATSC6Z,-2.4678178152303154
