DLiP-ID,T0023K
DLiP-Mol-ID,18141
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H30Cl2N4O4/c23-17-10-16(12-26-21(17)24)18(11-20(30)31)27-22(32)15-2-1-9-28(13-15)19(29)4-3-14-5-7-25-8-6-14/h10,12,14-15,18,25H,1-9,11,13H2,(H,27,32)(H,30,31)/t15-,18+/m1/s1"
Standard Inchi Key(RDKit),HDNLLSLLYCIFIU-QAPCUYQASA-N
Canonical SMILES(RDKit),O=C(O)C[C@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1cnc(Cl)c(Cl)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),485.412
MW Monoisotopic(RDKit),484.1644108
MolLogP(RDKit),3.0388
XLogP(SDF),
XLogP(CDK),1.532
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),111.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.488455356699236
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,12774106.754325762
qed,0.4884553566992356
Chi0,23.087211190881018
Chi1,15.3294075958929
TPSA,111.63000000000001
Chi0n,17.987240542910076
Chi0v,19.499098434946983
Chi1n,11.147565836460949
Chi1v,11.903494782479402
Chi2n,8.61127776232836
Chi2v,9.376490976519282
Chi3n,6.285098604709224
Chi3v,6.971136213427208
Chi4n,4.41676747087643
Chi4v,4.694900108400025
MolMR,121.52520000000004
MolWt,485.41200000000026
fr_SH,0
Kappa1,24.736736832911173
