DLiP-ID,T006VB
DLiP-Mol-ID,24630
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H30N3O6PS/c26-22(18-6-8-19(9-7-18)31-15-12-17-10-13-23-14-11-17)24-16-21(32(27)28)25-33(29,30)20-4-2-1-3-5-20/h1-9,17,21,23,25,32H,10-16H2,(H,24,26)(H,27,28)/t21-/m0/s1"
Standard Inchi Key(RDKit),VZYNONIAPDJFNO-NRFANRHFSA-N
Canonical SMILES(RDKit),O=C(NC[C@@H](NS(=O)(=O)c1ccccc1)[PH](=O)O)c1ccc(OCCC2CCNCC2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),495.538
MW Monoisotopic(RDKit),495.15929331
MolLogP(RDKit),1.9565
XLogP(SDF),
XLogP(CDK),1.332
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),133.83
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.350275095972282
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,22348387.756512634
qed,0.3502750959722814
Chi0,23.68358750805832
Chi1,15.848173775453851
TPSA,133.83
Chi0n,18.197303767674857
Chi0v,20.01380034860258
Chi1n,10.86929040223156
Chi1v,13.7852658049794
Chi2n,7.89007887407536
Chi2v,10.977457991684867
Chi3n,5.485813196261307
Chi3v,8.12726914328281
Chi4n,3.547543934272706
Chi4v,5.802369493018995
MolMR,126.25270000000003
MolWt,495.53800000000035
fr_SH,0
Kappa1,25.3940682672968
Kappa2,12.29374978478091
Kappa3,7.94054883782512
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1027.856503755329
MolLogP,1.9564999999999997
NOCount,9
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.4892985733504915
SMR_VSA1,27.407657009884613
SMR_VSA2,0.0
SMR_VSA3,15.355672072464749
SMR_VSA4,5.917906046161393
SMR_VSA5,29.940877577985674
SMR_VSA6,26.241151182250643
SMR_VSA7,60.160755107851486
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,194.4031259197085
NHOHCount,4
PEOE_VSA1,20.263851764565185
PEOE_VSA2,9.35958546900315
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.722094864452088
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,74.66808613753425
PEOE_VSA8,12.10820789760957
PEOE_VSA9,11.502365440030694
RingCount,3
SMR_VSA10,23.95840731501334
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,495.15929330999995
NumHDonors,4
PEOE_VSA10,11.532441066973778
PEOE_VSA11,0.0
PEOE_VSA12,18.051227585661834
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,20.092535026264798
SlogP_VSA2,51.24246873237343
SlogP_VSA3,14.588339438338913
SlogP_VSA4,5.917906046161393
SlogP_VSA5,29.620453544546848
SlogP_VSA6,59.49278709167226
SlogP_VSA7,0.0
SlogP_VSA8,0.0
