DLiP-ID,C001IT
DLiP-Mol-ID,32443
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H17N3O5/c1-21-12-8-11(9-13(22-2)14(12)23-3)16(20)24-19-15(17)10-4-6-18-7-5-10/h4-9H,1-3H3,(H2,17,19)"
Standard Inchi Key(RDKit),HLHWFRAOSSKVMM-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(C(=O)O/N=C(\N)c2ccncc2)cc(OC)c1OC
SMILES(SDF),
MW(SDF),
MW(RDKit),331.328
MW Monoisotopic(RDKit),331.116820644
MolLogP(RDKit),1.5847
XLogP(SDF),
XLogP(CDK),1.876
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),105.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.370647276348946
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,261447.75510895508
qed,0.37064727634894584
Chi0,17.526733258565955
Chi1,11.600085410374723
TPSA,105.26
Chi0n,13.477120527646614
Chi0v,13.477120527646614
Chi1n,6.855336969460962
Chi1v,6.855336969460962
Chi2n,4.505175862547347
Chi2v,4.505175862547347
Chi3n,3.103419572430907
Chi3v,3.103419572430907
Chi4n,1.9176515812441206
Chi4v,1.9176515812441206
MolMR,86.47490000000003
MolWt,331.32800000000015
fr_SH,0
Kappa1,17.070007052471965
Kappa2,7.816798117242624
Kappa3,3.721440980348524
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,721.6281441873023
MolLogP,1.5847000000000002
NOCount,8
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.236307797636737
SMR_VSA1,23.8427146292086
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,10.889380203912726
SMR_VSA5,0.0
SMR_VSA6,21.3293926238326
SMR_VSA7,47.78605840046659
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,3
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,1
fr_quatN,0
LabuteASA,138.33781057891267
NHOHCount,2
PEOE_VSA1,24.781844922298966
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,5.15571272675054
PEOE_VSA7,24.26546827384644
PEOE_VSA8,17.957138634923147
PEOE_VSA9,26.892844115529595
RingCount,2
SMR_VSA10,11.804925073709118
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,331.116820644
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,17.33464345232508
PEOE_VSA12,5.749511833283905
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,19.944256338562333
SlogP_VSA2,38.11829621848892
SlogP_VSA3,4.8375885837366335
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,41.81486814382313
SlogP_VSA7,0.0
SlogP_VSA8,0.0
