DLiP-ID,C0001V
DLiP-Mol-ID,30159
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H23N3O/c1-19(2)12-13-20(17-6-4-5-11-18-17)14-15-7-9-16(21-3)10-8-15/h4-11H,12-14H2,1-3H3"
Standard Inchi Key(RDKit),YECBIJXISLIIDS-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),285.391
MW Monoisotopic(RDKit),285.184112356
MolLogP(RDKit),2.6584
XLogP(SDF),
XLogP(CDK),3.185
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),28.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.781766859427073
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,64335.222572915576
qed,0.7817668594270732
Chi0,15.079139501373252
Chi1,10.185871848001629
TPSA,28.6
Chi0n,12.99001157404039
Chi0v,12.99001157404039
Chi1n,7.124491140227349
Chi1v,7.124491140227349
Chi2n,5.260842245147284
Chi2v,5.260842245147284
Chi3n,3.3228949525527596
Chi3v,3.3228949525527596
Chi4n,2.087452440255046
Chi4v,2.087452440255046
MolMR,86.83500000000005
MolWt,285.391
fr_SH,0
Kappa1,15.321334547987698
Kappa2,7.643445481761465
Kappa3,4.756111211982377
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,525.491301034188
MolLogP,2.658400000000001
NOCount,4
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.1048843505456873
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,39.19456404930754
SMR_VSA7,54.22486454254134
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,126.53101056280077
NHOHCount,0
PEOE_VSA1,14.536682415501005
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,43.92426373089781
PEOE_VSA8,25.8311127893508
PEOE_VSA9,7.109797541277533
RingCount,2
SMR_VSA10,5.817862777835028
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,285.184112356
NumHDonors,0
PEOE_VSA10,11.567374611118932
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,9.636772684650527
SlogP_VSA2,44.17854257025475
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,31.20164382885666
EState_VSA5,5.563451491696996
EState_VSA6,7.109797541277533
EState_VSA7,30.462311845459517
EState_VSA8,47.078243153387376
