DLiP-ID,I000ZY
DLiP-Mol-ID,29205
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H17ClN2O4S/c1-11-18(12(2)25-20-11)13-8-9-16(24-3)17(10-13)26(22,23)21-15-7-5-4-6-14(15)19/h4-10,21H,1-3H3"
Standard Inchi Key(RDKit),QQHAEBNIGSWFDN-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)Nc1ccccc1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),392.864
MW Monoisotopic(RDKit),392.059755704
MolLogP(RDKit),4.42124
XLogP(SDF),
XLogP(CDK),4.249
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),81.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.694519711435019
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Bromodomain_Histone
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,725568.930006223
qed,0.6945197114350194
Chi0,18.89697674656903
Chi1,12.330535685248812
TPSA,81.43
Chi0n,14.407871405155882
Chi0v,15.980296932102064
Chi1n,7.718625565716782
Chi1v,9.579753286320402
Chi2n,5.650154126019182
