DLiP-ID,T006ZQ
SIC2,0.8915855958585936
SIC3,0.9783171191717188
SIC4,1.0
SIC5,1.0
SaaN,8.650307067271353
SaaO,0
SaaS,1.5732204270597125
Sare,20.819999999999993
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,34.613012972913644
TIC1,64.72889087402703
TIC2,82.23866587835397
TIC3,90.23866587835398
TIC4,92.23866587835397
TIC5,92.23866587835397
Vabc,147.42748692411254
WPol,17
apol,27.567550999999995
bpol,12.332448999999999
nRot,1
ABCGG,9.84619336390676
ATS0Z,770.0
ATS0d,83.0
ATS0i,3303.4171206998435
ATS0m,3066.1854049999997
ATS0p,43.041290333943
ATS0s,66.78120713305898
ATS0v,5779.474984941501
ATS1Z,775.0
ATS1d,104.0
ATS1i,3345.994863989701
ATS1m,3020.4483339999992
ATS1p,50.43393815999999
ATS1s,73.9814814814815
ATS1v,7095.058876048742
ATS2Z,1094.0
ATS2d,155.0
ATS2i,5346.223997761061
ATS2m,4175.07306
ATS2p,71.46675910999998
ATS2s,113.04320987654322
ATS2v,9975.344037695933
ATS3Z,855.0
ATS3d,139.0
ATS3i,6177.5974457144475
ATS3m,3182.136924
ATS3p,61.56709256454701
ATS3s,118.6358024691358
ATS3v,8465.728776752418
ATS4Z,805.0
ATS4d,115.0
ATS4i,5698.246934672096
ATS4m,2997.110556
ATS4p,52.183600819396
ATS4s,97.39814814814814
ATS4v,7109.741860197297
ATS5Z,588.0
ATS5d,88.0
ATS5i,4217.491947095827
ATS5m,2161.9198639999995
ATS5p,45.647794999396
ATS5s,65.14197530864197
ATS5v,5714.888928959479
ATS6Z,484.0
ATS6d,58.0
ATS6i,3057.9056645902992
ATS6m,1810.804902
ATS6p,35.780124889697994
ATS6s,53.25925925925926
ATS6v,4495.556641026723
ATS7Z,360.0
ATS7d,42.0
ATS7i,2758.7603108791586
ATS7m,1250.433466
ATS7p,30.395724289698
ATS7s,35.888888888888886
ATS7v,3278.8993668059315
ATS8Z,60.0
ATS8d,16.0
ATS8i,1633.9208098774561
ATS8m,117.12556800000002
ATS8p,10.100028259396
ATS8s,13.296296296296298
ATS8v,855.6787347477718
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,7
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.28335335952562846
Kier1,9.2421875
Kier2,3.8677685950413223
Kier3,1.76
MID_C,21.088446635351616
MID_N,6.170176364941944
MID_O,0.0
MID_X,0.0
MID_h,8.167155954803636
MPC10,28
MWC01,16.0
MWC02,4.343805421853684
MWC03,5.198497031265826
MWC04,6.07073772800249
MWC05,6.9440872082295275
MWC06,7.823645930834952
MWC07,8.70334075304372
MWC08,9.585552436913327
MWC09,10.467692792805359
MWC10,11.35100635554442
NaaCH,6
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.6864
SRW02,3.4965075614664802
SRW03,0.0
SRW04,4.795790545596741
SRW05,3.044522437723423
SRW06,6.285998094508865
SRW07,5.2832037287379885
SRW08,7.8636512654486515
SRW09,7.29776828253138
SRW10,9.487441664883777
SaaCH,11.763370653817082
SaaNH,3.2310185185185185
SaaSe,0
SaaaC,2.033333333333334
SaasC,1.7487500000000002
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.4949435830835927
VE1_D,3.696312508478912
VE2_A,0.24963882736311377
VE2_D,0.264022322034208
VE3_A,1.5877894699974706
VE3_D,1.6438079399861127
VR1_A,69.93963177363149
VR1_D,63.30600620426969
VR2_A,4.995687983830821
VR2_D,4.521857586019264
VR3_A,4.584104703353128
VR3_D,4.484452446013668
WPath,293
Xc-3d,0.6666666666666666
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,9.38046888862398
Xp-1d,6.932652990377572
Xp-2d,6.080637243086756
Xp-3d,5.3439908824739355
Xp-4d,4.59271661234865
Xp-5d,3.2372306975800114
Xp-6d,2.2674416931912633
Xp-7d,1.5775793444156796
ZMIC0,46.04939038686974
ZMIC1,32.474237717081465
ZMIC2,24.105553815032447
ZMIC3,21.980268895930887
ZMIC4,21.752429141380528
ZMIC5,21.752429141380528
nAcid,0
nAtom,21
nBase,0
nRing,3
piPC1,3.1986731175506815
piPC2,3.8607297110405954
piPC3,4.535284058523925
piPC4,5.192262165207532
piPC5,5.614495783829436
piPC6,6.027939607384541
piPC7,6.450754248370391
piPC8,6.873531746596919
piPC9,6.882333298905457
AATS0Z,36.666666666666664
AATS0d,3.9523809523809526
AATS0i,157.30557717618302
AATS0m,146.0088288095238
AATS0p,2.049585253997286
AATS0s,3.1800574825266184
AATS0v,275.2130945210239
AATS1Z,33.69565217391305
AATS1d,4.521739130434782
AATS1i,145.4780375647696
AATS1m,131.32384060869563
AATS1p,2.1927799199999995
AATS1s,3.2165861513687606
AATS1v,308.4808206977714
AATS2Z,30.38888888888889
AATS2d,4.305555555555555
AATS2i,148.50622216002947
AATS2m,115.97425166666666
AATS2p,1.985187753055555
AATS2s,3.1400891632373114
AATS2v,277.09288993599813
AATS3Z,21.923076923076923
AATS3d,3.5641025641025643
AATS3i,158.39993450549866
AATS3m,81.59325446153846
AATS3p,1.578643399090949
AATS3s,3.041943653054764
AATS3v,217.06996863467737
AATS4Z,23.0
AATS4d,3.2857142857142856
AATS4i,162.8070552763456
AATS4m,85.63173017142857
AATS4p,1.4909600234113143
AATS4s,2.7828042328042324
AATS4v,203.13548171992275
AATS5Z,21.77777777777778
AATS5d,3.259259259259259
AATS5i,156.2034054479936
AATS5m,80.07110607407405
AATS5p,1.6906590740517036
AATS5s,2.412665752171925
AATS5v,211.66255292442514
AATS6Z,24.2
AATS6d,2.9
AATS6i,152.89528322951497
AATS6m,90.5402451
AATS6p,1.7890062444848998
AATS6s,2.662962962962963
AATS6v,224.77783205133613
AATS7Z,20.0
AATS7d,2.3333333333333335
AATS7i,153.26446171550882
AATS7m,69.46852588888889
AATS7p,1.6886513494276665
AATS7s,1.993827160493827
AATS7v,182.16107593366286
AATS8Z,6.0
AATS8d,1.6
AATS8i,163.3920809877456
AATS8m,11.712556800000002
AATS8p,1.0100028259396
AATS8s,1.3296296296296297
AATS8v,85.56787347477719
AMID_C,1.5063176168108297
AMID_N,0.44072688321013886
AMID_O,0.0
AMID_X,0.0
AMID_h,0.583368282485974
ATS0dv,184.44444444444446
ATS0pe,133.2862
ATS0se,161.78316500000005
ATS1dv,206.0
ATS1pe,152.038
ATS1se,180.17295600000003
ATS2dv,291.0
ATS2pe,236.95730000000003
ATS2se,282.7795720000001
ATS3dv,229.66666666666666
ATS3pe,249.01620000000003
ATS3se,301.50693
ATS4dv,172.0
ATS4pe,223.4894
ATS4se,272.758868
ATS5dv,101.33333333333333
ATS5pe,164.345
ATS5se,203.61923600000003
ATS6dv,70.0
ATS6pe,122.608
ATS6se,150.879036
ATS7dv,22.0
ATS7pe,105.45100000000001
ATS7se,133.58564399999997
ATS8dv,0.0
ATS8pe,53.152000000000015
ATS8se,70.673472
ATSC0Z,254.95238095238096
ATSC0c,0.366569603632092
ATSC0d,10.571428571428571
ATSC0i,40.78037413046579
ATSC0m,1137.5970712380956
ATSC0p,6.852248994057238
ATSC0s,9.063524724018551
ATSC0v,1023.0176322208449
ATSC1Z,11.861678004535143
ATSC1c,-0.22191705344008272
ATSC1d,3.1836734693877546
ATSC1i,-4.130271519431212
ATSC1m,57.885314548752675
ATSC1p,0.4519742066557907
ATSC1s,-1.7254633906603338
ATSC1v,47.00403772828668
ATSC2Z,-73.34693877551021
ATSC2c,-0.02163353045823462
ATSC2d,-1.2653061224489806
ATSC2i,-18.9710542364487
ATSC2m,-328.0982633605445
ATSC2p,-3.381036327110213
ATSC2s,0.45864244188759107
ATSC2v,-341.2963313979736
ATSC3Z,-6.0068027210884285
ATSC3c,0.1546376176300477
ATSC3d,-3.2040816326530615
ATSC3i,0.5105639703029751
ATSC3m,-38.11763101360537
ATSC3p,-0.43750783321634884
ATSC3s,1.7706531172139626
ATSC3v,-222.07259470688487
ATSC4Z,29.126984126984127
ATSC4c,-0.09979730117385979
ATSC4d,-2.0
ATSC4i,-7.04747777984417
ATSC4m,119.0740146031747
ATSC4p,-0.042345657393208815
ATSC4s,-5.28611165545322
ATSC4v,10.727652411485494
ATSC5Z,-12.653061224489798
ATSC5c,-0.02896262289388831
ATSC5d,-2.734693877551021
ATSC5i,10.00483487427938
ATSC5m,-50.91411344897956
ATSC5p,1.0951421938775503
ATSC5s,0.18326754570140846
ATSC5v,123.54131100721622
ATSC6Z,13.759637188208618
ATSC6c,0.05212652321273624
ATSC6d,-3.0204081632653064
ATSC6i,2.2257191285790383
ATSC6m,58.84252653514743
ATSC6p,0.7558250193414875
ATSC6s,-1.128107026990037
ATSC6v,-17.887590025600712
ATSC7Z,-80.05442176870747
ATSC7c,-0.03390604421086484
ATSC7d,0.08163265306122514
ATSC7i,-0.46279006737621287
ATSC7m,-359.9121713469388
ATSC7p,-1.398009167689823
ATSC7s,-1.829353414891333
ATSC7v,-262.8376002462395
ATSC8Z,-41.40589569160997
ATSC8c,0.004199012751723782
ATSC8d,2.204081632653062
ATSC8i,-5.091384112861622
ATSC8m,-174.62599554195003
ATSC8p,-1.3046633385251627
ATSC8s,2.159181185048323
ATSC8v,-28.22264329795781
AXp-0d,0.67003349204457
AXp-1d,0.43329081189859825
AXp-2d,0.2763926019584889
AXp-3d,0.17813302941579784
AXp-4d,0.11481791530871625
AXp-5d,0.07357342494500026
AXp-6d,0.04824344028066518
AXp-7d,0.03219549682480979
GATS1Z,0.6684965324584626
GATS1c,1.5395631739151117
GATS1d,0.6169212690951822
GATS1i,1.0619406269117189
GATS1m,0.6585960486620731
GATS1p,0.710741832394874
GATS1s,0.9575199121494935
GATS1v,0.6926350921355354
GATS2Z,1.0350516747603038
GATS2c,1.0853601147721843
GATS2d,1.0773273273273272
GATS2i,1.2666909504259636
GATS2m,1.0228428344241434
GATS2p,1.1587786106055935
GATS2s,0.886560218901385
GATS2v,0.9718180619966603
GATS3Z,0.6285738915548403
GATS3c,0.876903538269633
GATS3d,1.1884961884961884
GATS3i,0.9470532644437508
GATS3m,0.6576508681797387
GATS3p,0.7225528701253336
GATS3s,0.8599838507192196
GATS3v,0.9881409718639939
GATS4Z,0.750840493089279
GATS4c,1.4507665632320517
GATS4d,1.081081081081081
GATS4i,1.1206368031033491
GATS4m,0.7708488328095326
GATS4p,0.8258944722116086
GATS4s,1.4392069389240632
GATS4v,0.910290192622944
GATS5Z,1.1200348648985183
GATS5c,0.987331015459618
GATS5d,1.2962962962962963
GATS5i,0.7336603076059516
GATS5m,1.1136350797795203
GATS5p,0.9439929067345896
GATS5s,0.8912267678533036
GATS5v,0.9549102879454013
GATS6Z,0.9295853567426222
GATS6c,0.4949024787446519
GATS6d,1.0405405405405406
GATS6i,0.8403893792122388
GATS6m,0.9310717131569656
GATS6p,0.8830918796869472
GATS6s,1.072032417200287
GATS6v,1.0171908459036743
GATS7Z,2.0090897771136844
GATS7c,0.5832653962805745
GATS7d,0.6306306306306306
GATS7i,0.9274906776951295
GATS7m,1.9724100846299857
GATS7p,1.7372202191305688
GATS7s,1.2199452025834785
GATS7v,1.4893384526248838
GATS8Z,2.157265595816212
GATS8c,0.3424536610487681
GATS8d,0.5675675675675675
GATS8i,1.050567785565449
GATS8m,2.120889289363357
GATS8p,2.043142939089913
GATS8s,0.46864763771724677
GATS8v,1.5751801164656913
MATS1Z,0.04247941400984229
MATS1c,-0.5527460988328321
MATS1d,0.2749706227967097
MATS1i,-0.09247383219679665
MATS1m,0.046459164032742084
MATS1p,0.060224329572246875
MATS1s,-0.1738201355202791
MATS1v,0.04195111476873873
MATS2Z,-0.16781845349271574
MATS2c,-0.034426093459281555
MATS2d,-0.06981981981981988
MATS2i,-0.27136701270054475
MATS2m,-0.16824116241674708
MATS2p,-0.2878283017042706
MATS2s,0.029518474609048856
MATS2v,-0.19461006377438397
MATS3Z,-0.012686417056981106
MATS3c,0.2271503383479472
MATS3d,-0.1632016632016632
MATS3i,0.006741455094375592
MATS3m,-0.018042309317619017
MATS3p,-0.03438011974856171
MATS3s,0.10519402005382532
MATS3v,-0.11688708701572115
MATS4Z,0.06854688083675756
MATS4c,-0.16334791567828105
MATS4d,-0.1135135135135135
MATS4i,-0.1036892563657852
MATS4m,0.06280291200481801
MATS4p,-0.0037078913007919595
MATS4s,-0.3499374790545824
MATS4v,0.006291769803535303
MATS5Z,-0.038600423359482015
MATS5c,-0.06145213419177268
MATS5d,-0.20120120120120125
MATS5i,0.19081576374595535
MATS5m,-0.034810098423315006
MATS5p,0.1243062332737009
MATS5s,0.015726930611960566
MATS5v,0.0939257382400648
MATS6Z,0.056667911841613745
MATS6c,0.14931093257886635
MATS6d,-0.30000000000000004
MATS6i,0.05730710261586552
MATS6m,0.05431154353681829
MATS6p,0.11581836430591518
MATS6s,-0.1306900366477242
MATS6v,-0.018359380068657675
MATS7Z,-0.366330469430955
MATS7c,-0.10791143397433409
MATS7d,0.00900900900900908
MATS7i,-0.013239744773917832
MATS7m,-0.3691091897600464
MATS7p,-0.2380256025507328
MATS7s,-0.2354763423385115
MATS7v,-0.29974445923112797
MATS8Z,-0.34105341800522965
MATS8c,0.02405525905925922
MATS8d,0.437837837837838
MATS8i,-0.2621826519492818
MATS8m,-0.3223589440494813
MATS8p,-0.3998385075146842
MATS8s,0.5002778308294928
MATS8v,-0.057934046353677084
MAXaaN,4.443796296296297
MAXaaS,1.5732204270597125
MINaaN,4.206510770975056
MINaaS,1.5732204270597125
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,19.021014841450747
SpAD_D,86.10255935780906
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,379
TMWC10,100.48836565849331
TSRW10,61.554883580897304
VE1_Dt,3.7199844992476376
VE2_Dt,0.2657131785176884
VE3_Dt,1.6501917380286721
VR1_Dt,61.87866798598429
VR2_Dt,4.419904856141735
VR3_Dt,4.461647736334608
Xc-3dv,0.25716992795977855
Xc-4dv,0.0
Xc-5dv,0.033067656542238894
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.24056261216234406
Xch-6d,0.3583049857101765
Xch-7d,0.5371746679565995
Xp-0dv,8.083273677529261
Xp-1dv,5.209258249154632
Xp-2dv,3.6949285580523745
Xp-3dv,2.650783962373008
Xp-4dv,1.940251376282456
Xp-5dv,1.0611505687881007
Xp-6dv,0.6118176460501297
Xp-7dv,0.3790549666286517
Xpc-4d,1.7991137418328451
Xpc-5d,2.919189315836034
Xpc-6d,3.9535646565931812
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,23
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.982319062416683
AATS0dv,8.783068783068783
AATS0pe,6.346961904761905
AATS0se,7.703960238095241
AATS1dv,8.956521739130435
AATS1pe,6.610347826086957
AATS1se,7.833606782608697
AATS2dv,8.083333333333334
AATS2pe,6.582147222222223
AATS2se,7.854988111111114
AATS3dv,5.888888888888888
AATS3pe,6.38503076923077
AATS3se,7.730946923076924
AATS4dv,4.914285714285715
AATS4pe,6.3854114285714285
AATS4se,7.793110514285715
AATS5dv,3.753086419753086
AATS5pe,6.0868518518518515
AATS5se,7.541453185185186
AATS6dv,3.5
AATS6pe,6.1304
AATS6se,7.5439518
AATS7dv,1.2222222222222223
AATS7pe,5.858388888888889
AATS7se,7.421424666666665
AATS8dv,0.0
AATS8pe,5.315200000000002
AATS8se,7.0673472
AATSC0Z,12.140589569160998
AATSC0c,0.017455695411052
AATSC0d,0.5034013605442177
AATSC0i,1.9419225776412279
AATSC0m,54.17128910657598
AATSC0p,0.3262975711455828
AATSC0s,0.4315964154294548
AATSC0v,48.715125343849756
AATSC1Z,0.5157251306319628
AATSC1c,-0.009648567540873162
AATSC1d,0.13842058562555454
AATSC1i,-0.17957702258396574
AATSC1m,2.5167528064675078
AATSC1p,0.019651052463295248
AATSC1s,-0.07502014742001452
AATSC1v,2.043653814273334
AATSC2Z,-2.037414965986395
AATSC2c,-0.0006009314016176283
AATSC2d,-0.03514739229024946
AATSC2i,-0.5269737287902417
AATSC2m,-9.113840648904013
AATSC2p,-0.09391767575306148
AATSC2s,0.012740067830210863
AATSC2v,-9.48045364994371
AATSC3Z,-0.15402058259201099
AATSC3c,0.003965067118719172
AATSC3d,-0.08215593929879644
AATSC3i,0.013091383853922438
AATSC3m,-0.9773751541950094
AATSC3p,-0.01121814956964997
AATSC3s,0.04540136197984519
AATSC3v,-5.69416909504833
AATSC4Z,0.8321995464852607
AATSC4c,-0.00285135146211028
AATSC4d,-0.05714285714285714
AATSC4i,-0.20135650799554772
AATSC4m,3.4021147029478485
AATSC4p,-0.0012098759255202518
AATSC4s,-0.1510317615843777
AATSC4v,0.30650435461387127
AATSC5Z,-0.4686318972033259
AATSC5c,-0.0010726897368106782
AATSC5d,-0.10128495842781558
AATSC5i,0.3705494397881252
AATSC5m,-1.8857079055177617
AATSC5p,0.040560821995464826
AATSC5s,0.006787686877829943
AATSC5v,4.575604111378379
AATSC6Z,0.6879818594104309
AATSC6c,0.002606326160636812
AATSC6d,-0.1510204081632653
AATSC6i,0.11128595642895192
AATSC6m,2.9421263267573714
AATSC6p,0.03779125096707438
AATSC6s,-0.05640535134950185
AATSC6v,-0.8943795012800356
AATSC7Z,-4.447467876039304
