DLiP-ID,T002AE
Xp-6d,4.649184929516836
Xp-7d,3.3524651981106186
ZMIC0,91.9709831312869
ZMIC1,47.69082036378325
ZMIC2,30.112840485389007
ZMIC3,24.544102905439555
ZMIC4,24.241584705296777
ZMIC5,24.241584705296777
nAcid,1
nAtom,47
nBase,2
nRing,3
piPC1,3.713572066704308
piPC2,4.2626798770413155
piPC3,4.722953221644475
piPC4,5.1943447761650585
piPC5,5.720311776607412
piPC6,5.951618638560782
piPC7,6.241310884381563
piPC8,6.350667542829288
piPC9,6.691540791164998
AATS0Z,25.617021276595743
AATS0d,3.4680851063829787
AATS0i,164.26667258363258
AATS0m,101.3867183829788
AATS0p,1.4906289615347015
AATS0s,6.792553191489362
AATS0v,228.07545215725085
AATS1Z,26.591836734693878
AATS1d,4.081632653061225
AATS1i,151.13847657663973
AATS1m,101.62047187755107
AATS1p,1.7955074595102047
AATS1s,3.8180272108843534
AATS1v,271.59631196276973
AATS2Z,24.05
AATS2d,3.8375
AATS2i,154.4226742096061
AATS2m,90.96788427499996
AATS2p,1.6438106262424497
AATS2s,4.137152777777775
AATS2v,241.4293038343996
AATS3Z,20.336363636363636
AATS3d,3.3363636363636364
AATS3i,155.79472208404997
AATS3m,74.5675955090909
AATS3p,1.4826404771476804
AATS3s,3.659848484848485
AATS3v,212.3684806775842
AATS4Z,16.68503937007874
AATS4d,2.7401574803149606
AATS4i,162.78751283677659
AATS4m,59.35625814173229
AATS4p,1.244340931735693
AATS4s,3.5966754155730523
AATS4v,174.27799808916072
AATS5Z,16.177966101694917
AATS5d,2.635593220338983
AATS5i,165.05391077701378
AATS5m,58.09553430508473
AATS5p,1.1804819557535848
AATS5s,4.092984934086628
AATS5v,164.28814308245086
AATS6Z,17.347368421052632
AATS6d,2.7578947368421054
AATS6i,161.99932120548402
AATS6m,63.412698915789484
AATS6p,1.2394576664492418
AATS6s,3.5736842105263134
AATS6v,176.73969915336232
AATS7Z,18.573170731707318
AATS7d,2.841463414634146
AATS7i,161.488687182484
AATS7m,67.12638435365852
AATS7p,1.2958315954590367
AATS7s,4.510840108401082
AATS7v,184.83498098562873
AATS8Z,17.294871794871796
AATS8d,2.7564102564102564
AATS8i,162.99620372657284
AATS8m,62.387835820512805
AATS8p,1.240931971870333
AATS8s,3.927350427350426
AATS8v,175.7348806206235
AMID_C,1.42523199456059
AMID_N,0.34634573522726947
AMID_O,0.24891851308218735
AMID_X,0.0
AMID_h,0.5952642483094568
ATS0dv,434.0
ATS0pe,309.0498999999998
ATS0se,375.3356639999999
ATS1dv,411.0
ATS1pe,329.33650000000006
ATS1se,390.65544799999975
ATS2dv,569.0
ATS2pe,529.1521000000001
ATS2se,633.3885999999994
ATS3dv,587.0
ATS3pe,714.7487000000003
ATS3se,865.5124399999997
ATS4dv,555.0
ATS4pe,809.1999999999997
ATS4se,994.896264
ATS5dv,565.0
ATS5pe,745.537
ATS5se,923.3075920000001
ATS6dv,465.0
ATS6pe,597.8011
ATS6se,738.7452280000002
ATS7dv,427.0
ATS7pe,537.3011
ATS7se,656.1447799999999
ATS8dv,375.0
ATS8pe,500.5193000000001
ATS8se,616.225256
ATSC0Z,352.93617021276594
ATSC0c,1.5676215287133664
ATSC0d,30.2127659574468
ATSC0i,74.7703501745716
ATSC0m,1670.285175404255
ATSC0p,10.05188958909932
ATSC0s,125.2021276595745
ATSC0v,2173.363353794336
ATSC1Z,-9.720688094160252
ATSC1c,-1.2049467569357972
ATSC1d,7.310095065640558
ATSC1i,0.7042043949045107
ATSC1m,-37.796897549116785
ATSC1p,1.0739641262566713
ATSC1s,-16.994416779840044
ATSC1v,202.71975321761226
ATSC2Z,23.683114531462188
ATSC2c,0.6559610284555799
ATSC2d,-9.89406971480308
ATSC2i,18.91091215252232
ATSC2m,101.77455305658722
ATSC2p,0.7074566603115879
ATSC2s,35.098033298123845
ATSC2v,1.4059443474491644
ATSC3Z,-145.61656858306932
ATSC3c,0.04991535491704558
ATSC3d,-8.008601177003174
ATSC3i,-33.540099824034115
ATSC3m,-693.9096243503841
ATSC3p,-3.8641339956604033
ATSC3s,-32.90214274935869
ATSC3v,-996.6154126018757
ATSC4Z,-138.76369397917605
ATSC4c,-0.6460460468274432
ATSC4d,-4.191942055228609
ATSC4i,-29.0776026083082
ATSC4m,-654.1213297093707
ATSC4p,-3.914066736771266
ATSC4s,-39.24002816759722
ATSC4v,-766.8935378742041
ATSC5Z,71.24535989135356
ATSC5c,0.5594393743189798
ATSC5d,7.338162064282482
ATSC5i,19.118605218799072
ATSC5m,335.9396590276141
ATSC5p,2.3034618649966005
ATSC5s,27.009079020170006
ATSC5v,476.99478561136186
ATSC6Z,104.4056133997284
ATSC6c,-0.47154496484316855
ATSC6d,-4.1109099139882295
ATSC6i,-2.5099136732181186
ATSC6m,500.64988152331347
ATSC6p,0.7767277781036526
ATSC6s,-17.713520446657615
ATSC6v,552.3127035960727
ATSC7Z,-77.27161611588956
ATSC7c,0.4727823459676853
ATSC7d,-0.9244001810774107
ATSC7i,11.42640332357702
ATSC7m,-370.1661808542325
ATSC7p,-0.9189699445616419
ATSC7s,-5.100284190936071
ATSC7v,-467.8597949568256
ATSC8Z,-8.808963331824355
ATSC8c,-0.024588594100325465
ATSC8d,0.02987777274785018
ATSC8i,5.673237505370736
ATSC8m,-37.68368892621105
ATSC8p,0.8890081288184486
ATSC8s,-26.245020371208685
ATSC8v,92.3867585745624
AXp-0d,0.723528002361958
AXp-1d,0.4443135865297633
AXp-2d,0.2978825084146024
AXp-3d,0.18643859573539837
AXp-4d,0.11989873937844744
AXp-5d,0.07604100521903284
AXp-6d,0.04945941414379613
AXp-7d,0.033192724733768504
GATS1Z,0.7700415348198599
GATS1c,1.7582792193460108
GATS1d,0.8544840471399829
GATS1i,1.2187787622660495
GATS1m,0.7708253700062498
GATS1p,0.9328989921625779
GATS1s,0.7398105133803031
GATS1v,0.836575429666666
GATS2Z,0.7649045997106343
GATS2c,0.6434809195397662
GATS2d,1.4178609154929582
GATS2i,1.0122736805191792
GATS2m,0.7737388557389383
GATS2p,0.9848033925515857
GATS2s,0.43954757555159024
GATS2v,0.953837316414132
GATS3Z,1.036757130017318
GATS3c,0.8501773474628069
GATS3d,1.1626632522407174
GATS3i,1.2654795406750061
GATS3m,1.0414094325413654
GATS3p,1.1881857761285695
GATS3s,0.909839880665779
GATS3v,1.1663273090279158
GATS4Z,1.116059137712681
GATS4c,1.0091270106168488
GATS4d,0.941094599090607
GATS4i,1.128628227257545
GATS4m,1.1164842189283484
GATS4p,1.1162424254945151
GATS4s,1.0194870757562815
GATS4v,1.1109607897105078
GATS5Z,0.9521095502977444
GATS5c,0.7417247779238706
GATS5d,0.8322332298878017
GATS5i,0.8116166329810609
GATS5m,0.9520159796156621
GATS5p,0.8889344140096935
GATS5s,0.9113793874840201
GATS5v,0.9209499250428452
GATS6Z,0.8567823283794246
GATS6c,1.0209137132450181
GATS6d,1.0577613046701264
GATS6i,0.9337554400959449
GATS6m,0.855632848527388
GATS6p,0.9747757118166468
GATS6s,1.0264267957400224
GATS6v,0.8978012155598958
GATS7Z,1.1022859604651025
GATS7c,0.843623213015169
GATS7d,0.9562263826863624
GATS7i,0.8863792686173974
GATS7m,1.101416524623789
GATS7p,1.03834618655149
GATS7s,1.141609278060662
GATS7v,1.0817131319341278
GATS8Z,1.023465371940173
GATS8c,0.9483809403594228
GATS8d,0.9857439508847964
GATS8i,0.8871524161797847
GATS8m,1.020524602991982
GATS8p,0.9358799707359738
GATS8s,1.2345649357927375
GATS8v,0.9628543808040653
MATS1Z,-0.026418163117670507
MATS1c,-0.7372731462812353
MATS1d,0.23207818338603045
MATS1i,0.009033812959291334
MATS1m,-0.021705375567458673
MATS1p,0.10248111528347159
MATS1s,-0.1301956078548336
MATS1v,0.08946754220209296
MATS2Z,0.0394230769230769
MATS2c,0.24583555224197098
MATS2d,-0.19239436619718323
MATS2i,0.14859046217741642
MATS2m,0.0357978091413483
MATS2p,0.041348523006439
MATS2s,0.16469444208419481
MATS2v,0.00038005255894479727
MATS3Z,-0.17628680097332142
MATS3c,0.013604986559285668
MATS3d,-0.11325864276568513
MATS3i,-0.19166380646012116
MATS3m,-0.1775078064769532
MATS3p,-0.16425161222060536
MATS3s,-0.11228394060410372
MATS3v,-0.1959297715409687
MATS4Z,-0.14550362751557427
MATS4c,-0.15251634575971496
MATS4d,-0.05134745480758567
MATS4i,-0.1439207187736595
MATS4m,-0.14493117772561837
MATS4p,-0.14410354132892952
MATS4s,-0.1159876470110282
MATS4v,-0.13058607702937058
MATS5Z,0.08040374295488265
MATS5c,0.14214371474033316
MATS5d,0.09674146574361428
MATS5i,0.10184568688143336
MATS5m,0.0801099574664378
MATS5p,0.09127443802616546
MATS5s,0.08592388731032191
MATS5v,0.08741725039880237
MATS6Z,0.1463531024329573
MATS6c,-0.14881823357492485
MATS6d,-0.06731653076352855
MATS6i,-0.01660747558016727
MATS6m,0.1482920072767038
MATS6p,0.038229214985723986
MATS6s,-0.06999506583605755
MATS6v,0.1257265345689631
MATS7Z,-0.1254896281178872
MATS7c,0.17286379283079412
MATS7d,-0.017536928890415675
MATS7i,0.08759193903019706
MATS7m,-0.12702526721652363
MATS7p,-0.052400762152484535
MATS7s,-0.02334891328350789
MATS7v,-0.1233864280188904
MATS8Z,-0.015039447731755423
MATS8c,-0.009451391082601474
MATS8d,0.000595882990249197
MATS8i,0.045719850957971146
MATS8m,-0.01359458763898296
MATS8p,0.05329190900530768
MATS8s,-0.12631021087559446
MATS8v,0.025614191097912253
MAXdNH,7.379482445172606
MAXsOH,8.976937287359522
MINdNH,7.379482445172606
MINsOH,8.976937287359522
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,35.04584269337518
SpAD_D,334.0401768545287
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.00013506806342467037
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,840
TMWC10,133.6056969673954
TSRW10,71.08873157496791
VE1_Dt,5.249433318392074
VE2_Dt,0.1874797613711455
VE3_Dt,2.6877395486049287
VR1_Dt,166.0800810652759
VR2_Dt,5.9314314666169965
VR3_Dt,6.142089505268364
Xc-3dv,0.7993206329591611
Xc-4dv,0.0
Xc-5dv,0.10555504654827728
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.2798463222282634
Xp-0dv,14.859294559468157
Xp-1dv,8.454331336955839
Xp-2dv,6.337145894569301
Xp-3dv,4.326831278082136
Xp-4dv,2.87879495991717
Xp-5dv,1.9604339347985729
Xp-6dv,1.2130633321402182
Xp-7dv,0.6855627216336917
Xpc-4d,4.522343114200269
Xpc-5d,6.0433866431006615
Xpc-6d,8.700415263395682
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,1
nHBAcc,4
nHBDon,5
nHRing,1
nSpiro,0
naRing,2
piPC10,6.9709647923800215
AATS0dv,9.23404255319149
AATS0pe,6.575529787234038
AATS0se,7.985865191489359
AATS1dv,8.387755102040817
AATS1pe,6.721153061224491
AATS1se,7.972560163265301
AATS2dv,7.1125
AATS2pe,6.614401250000002
AATS2se,7.9173574999999925
AATS3dv,5.336363636363636
AATS3pe,6.497715454545458
AATS3se,7.868294909090907
AATS4dv,4.3700787401574805
AATS4pe,6.371653543307084
AATS4se,7.833828850393701
AATS5dv,4.788135593220339
AATS5pe,6.318110169491526
AATS5se,7.824640610169492
AATS6dv,4.894736842105263
AATS6pe,6.292643157894737
AATS6se,7.776265557894739
AATS7dv,5.2073170731707314
AATS7pe,6.552452439024391
AATS7se,8.001765609756095
AATS8dv,4.8076923076923075
AATS8pe,6.416914102564104
AATS8se,7.900323794871794
AATSC0Z,7.5092802172928925
AATSC0c,0.0333536495470929
AATSC0d,0.6428248076052511
AATSC0i,1.5908585143525873
AATSC0m,35.537982455409676
AATSC0p,0.21386999125743233
AATSC0s,2.6638750565866913
AATSC0v,46.24177348498587
AATSC1Z,-0.19838138967673985
AATSC1c,-0.024590750141546883
AATSC1d,0.1491856135845012
AATSC1i,0.014371518263357362
AATSC1m,-0.7713652561044242
AATSC1p,0.021917635229727984
AATSC1s,-0.3468248322416336
AATSC1v,4.137137820767597
AATSC2Z,0.2960389316432773
AATSC2c,0.008199512855694749
AATSC2d,-0.12367587143503851
AATSC2i,0.23638640190652901
AATSC2m,1.2721819132073402
AATSC2p,0.00884320825389485
AATSC2s,0.43872541622654804
AATSC2v,0.017574304343114557
AATSC3Z,-1.323786987118812
AATSC3c,0.00045377595379132344
AATSC3d,-0.0728054652454834
AATSC3i,-0.30490999840031013
AATSC3m,-6.308269312276219
AATSC3p,-0.03512849086964003
AATSC3s,-0.2991103886305335
AATSC3v,-9.060140114562506
AATSC4Z,-1.0926275116470556
AATSC4c,-0.005086976746672781
AATSC4d,-0.03300741775770558
AATSC4i,-0.2289575008528205
AATSC4m,-5.150561651254887
AATSC4p,-0.030819423124183197
AATSC4s,-0.30897659974485997
AATSC4v,-6.038531794285071
AATSC5Z,0.603774236367403
AATSC5c,0.004741011646771016
