DLiP-ID,T0034G
DLiP-Mol-ID,19734
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H25N3O3/c1-30(16-25-28-23-8-4-5-9-24(23)29-25)27(33)19-11-10-17-12-21(15-26(31)32)22-7-3-2-6-18(22)13-20(17)14-19/h2-11,14,21H,12-13,15-16H2,1H3,(H,28,29)(H,31,32)"
Standard Inchi Key(RDKit),KCPOMQGFJBTQPI-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN(Cc1nc2ccccc2[nH]1)C(=O)c1ccc2c(c1)Cc1ccccc1C(CC(=O)O)C2
SMILES(SDF),
MW(SDF),
MW(RDKit),439.515
MW Monoisotopic(RDKit),439.18959166
MolLogP(RDKit),4.5403
XLogP(SDF),
XLogP(CDK),4.073
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),86.29
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.478022351726975
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,42214615.766827874
qed,0.47802235172697466
Chi0,22.94901851044682
Chi1,15.974366886035767
TPSA,86.29
Chi0n,18.4147677224493
Chi0v,18.4147677224493
Chi1n,11.081789921561318
Chi1v,11.081789921561318
Chi2n,8.719851522148282
Chi2v,8.719851522148282
Chi3n,6.388427043829115
Chi3v,6.388427043829115
Chi4n,4.786976037066229
Chi4v,4.786976037066229
MolMR,126.27900000000005
MolWt,439.5150000000002
fr_SH,0
Kappa1,20.944088638618233
Kappa2,8.542535813782576
Kappa3,4.240995994584633
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
