DLiP-ID,C001E9
DLiP-Mol-ID,32241
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H17ClN2O2S/c16-14-6-1-5-13-12(14)4-2-7-15(13)21(19,20)18-10-3-8-17-9-11-18/h1-2,4-7,17H,3,8-11H2"
Standard Inchi Key(RDKit),OZSMSRIUUDGTEP-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),324.833
MW Monoisotopic(RDKit),324.069926464
MolLogP(RDKit),2.4772
XLogP(SDF),
XLogP(CDK),2.76
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),49.41
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.922968844715246
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,81538.4797148875
qed,0.9229688447152463
Chi0,14.872032720186704
Chi1,10.104190281162431
TPSA,49.410000000000004
Chi0n,11.54955846097127
Chi0v,13.12198398791745
Chi1n,6.986610085837744
Chi1v,8.804637887647608
Chi2n,5.098744529513412
Chi2v,7.412301521032105
Chi3n,3.745741235228618
Chi3v,6.03212280999641
Chi4n,2.668145869931059
Chi4v,4.59139416986143
MolMR,85.20350000000003
MolWt,324.83300000000014
fr_SH,0
Kappa1,14.782990769673768
Kappa2,5.926701502059583
Kappa3,2.786888376958648
fr_ArN,0
fr_COO,0
fr_C_O,0
