DLiP-ID,C003HA
AATSC7i,0.5877545862140552
AATSC7m,-49.28108888888888
AATSC7p,0.07328478519563972
AATSC7s,-3.9026056014692383
AATSC7v,-16.607723626909006
AATSC8Z,12.5702479338843
AATSC8c,0.011303901815642427
AATSC8d,0.5289256198347108
AATSC8i,1.121962607876045
AATSC8m,59.70652900000002
AATSC8p,0.23096316553389212
AATSC8s,1.4509297520661157
AATSC8v,71.92755675019261
ATS0are,150.22000000000003
ATS1are,154.64999999999998
ATS2are,238.52
ATS3are,296.69999999999993
ATS4are,308.62999999999994
ATS5are,281.40000000000003
ATS6are,162.51000000000002
ATS7are,64.9
ATS8are,19.360000000000003
ATSC0dv,103.45454545454547
ATSC0pe,4.122145454545454
ATSC0se,3.2257658181818174
ATSC1dv,26.115702479338836
ATSC1pe,-0.7140429752066131
ATSC1se,-0.5649268099173553
ATSC2dv,21.347107438016522
ATSC2pe,1.100652892561982
ATSC2se,0.6190962975206601
ATSC3dv,-31.272727272727273
ATSC3pe,-2.0424181818181846
ATSC3se,-1.530628363636362
ATSC4dv,-4.561983471074377
ATSC4pe,3.2518892561983477
ATSC4se,2.300924661157023
ATSC5dv,-117.61983471074379
ATSC5pe,-5.523971074380166
ATSC5se,-3.5140101157024746
ATSC6dv,76.94214876033057
ATSC6pe,3.551476033057855
ATSC6se,2.213692495867764
ATSC7dv,-48.59504132231406
ATSC7pe,-2.2761595041322322
ATSC7se,-1.413898380165287
ATSC8dv,25.917355371900825
ATSC8pe,0.591500826446283
ATSC8se,0.2768673057851225
AXp-0dv,0.5316410413926086
AXp-1dv,0.26944245591764204
AXp-2dv,0.14029453671364495
AXp-3dv,0.07162012335974188
AXp-4dv,0.03718559281170598
AXp-5dv,0.018065276189407772
AXp-6dv,0.009643269319108395
AXp-7dv,0.004986140059192692
BertzCT,553.7859331372656
ECIndex,145
ETA_eta,7.679128213516673
GATS1dv,0.48099258806449136
GATS1pe,0.8605939594754178
GATS1se,0.9227763853660356
GATS2dv,0.6653485647334504
GATS2pe,0.5437105971588787
GATS2se,0.6199576408785502
GATS3dv,0.984951669595782
GATS3pe,1.1061059333621501
GATS3se,1.1386103832595185
GATS4dv,0.9566335115731217
GATS4pe,0.5257781576250032
GATS4se,0.548385206808414
GATS5dv,1.6932144541129064
GATS5pe,1.9917809951505234
GATS5se,1.879597544874653
GATS6dv,0.5976859988283538
GATS6pe,0.3166379721847306
GATS6se,0.32105795527386405
GATS7dv,2.4584065612185113
GATS7pe,3.1155863230974146
GATS7se,2.87251581658711
GATS8dv,0.0
GATS8pe,0.0
GATS8se,0.0
LogEE_A,3.5770788730221157
LogEE_D,39.82322607860741
MATS1dv,0.24146099182394734
MATS1pe,-0.16568984185295155
MATS1se,-0.16751519024035366
MATS2dv,0.1260984182776801
MATS2pe,0.16317260502768471
MATS2se,0.11728583151639714
MATS3dv,-0.1511423550087873
MATS3pe,-0.24773727714605845
MATS3se,-0.23725038485575667
MATS4dv,-0.02064091537972552
MATS4pe,0.36926424484968023
MATS4se,0.3338830607994863
MATS5dv,-0.61005615328561
MATS5pe,-0.7190629424885628
MATS5se,-0.5845329480893492
MATS6dv,0.6060014320119766
MATS6pe,0.7020119299779501
MATS6se,0.5591693702347276
MATS7dv,-1.1482132396016405
MATS7pe,-1.3497693169488092
MATS7se,-1.071434268700912
MATS8dv,1.377855887521968
MATS8pe,0.7892139133196332
MATS8se,0.47206470266228856
MAXaaCH,1.2950925925925925
MAXaaaC,0.446666666666667
MAXaasC,0.619212962962963
MAXsCH3,1.690496976568405
MDEC-12,0.944940787421155
MDEC-13,2.3600649568042265
MDEC-22,0.944940787421155
MDEC-23,8.74762890033441
MDEC-33,7.10530015407212
MDEO-11,0.5723571212766659
MDEO-12,0.944940787421155
MINaaCH,1.2036999244142101
MINaaaC,0.18750000000000044
MINaasC,-0.1354166666666663
MINsCH3,1.690496976568405
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0
SM1_Dzi,0.6925367435132048
SM1_Dzm,0.9970623163947749
SM1_Dzp,-4.329177057356608
SM1_Dzv,-1.5959779122321027
SddssSe,0
SpAD_Dt,207.10343261451516
SpAbs_A,16.68533153100157
SpAbs_D,79.64645215721488
SpMAD_A,1.1918093950715405
SpMAD_D,5.689032296943919
SpMax_A,2.436274272730809
SpMax_D,39.82322607860741
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,70.67
TpiPC10,8.272578590513097
VAdjMat,4.906890595608519
VE1_DzZ,3.684323630862948
VE1_Dzi,3.6831789429238473
VE1_Dzm,3.684314197422786
VE1_Dzp,3.643904736394669
VE1_Dzv,3.6668118516417643
VE2_DzZ,0.2631659736330677
VE2_Dzi,0.26308421020884626
VE2_Dzm,0.2631652998159133
VE2_Dzp,0.26027890974247636
VE2_Dzv,0.261915132260126
VE3_DzZ,1.6405591988385595
VE3_Dzi,1.6402484590900905
VE3_Dzm,1.6405566384086994
VE3_Dzp,1.6295280730851784
VE3_Dzv,1.635794815869876
VR1_DzZ,61.63773253449797
VR1_Dzi,61.75634616793822
VR1_Dzm,61.63885124409886
VR1_Dzp,64.04352492527492
VR1_Dzv,62.81339886351824
VR2_DzZ,4.402695181035569
VR2_Dzi,4.411167583424159
VR2_Dzm,4.402775088864204
VR2_Dzp,4.574537494662494
VR2_Dzv,4.48667134739416
VR3_DzZ,4.457746460778383
VR3_Dzi,4.459668978799041
VR3_Dzm,4.457764610366352
VR3_Dzp,4.496035165790764
VR3_Dzv,4.476640645037184
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.03556472460805307
Xch-7dv,0.07417206413129741
Xpc-4dv,0.7780497298273085
Xpc-5dv,1.1237486787173951
Xpc-6dv,1.2649636854165363
Zagreb1,74.0
Zagreb2,87.0
fragCpx,43.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,1
nBondsM,12
nBondsO,15
nBondsS,11
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.828181818181819
AATS1are,6.72391304347826
AATS2are,6.625555555555556
AATS3are,6.743181818181816
AATS4are,6.56659574468085
AATS5are,6.863414634146342
AATS6are,6.018888888888889
AATS7are,7.211111111111112
AATS8are,4.840000000000001
AATSC0dv,4.702479338842976
AATSC0pe,0.1873702479338843
AATSC0se,0.14662571900826443
AATSC1dv,1.135465325188645
AATSC1pe,-0.03104534674811361
AATSC1se,-0.02456203521379806
AATSC2dv,0.5929752066115701
AATSC2pe,0.030573691460055057
AATSC2se,0.01719711937557389
AATSC3dv,-0.7107438016528925
AATSC3pe,-0.046418595041322376
AATSC3se,-0.03478700826446277
AATSC4dv,-0.09706347810796548
AATSC4pe,0.06918913311060314
AATSC4se,0.04895584385440475
AATSC5dv,-2.8687764563596048
AATSC5pe,-0.1347310018141504
AATSC5se,-0.08570756379762133
AATSC6dv,2.8497092133455766
AATSC6pe,0.13153614937251315
AATSC6se,0.08198861095806534
AATSC7dv,-5.399449035812673
AATSC7pe,-0.252906611570248
AATSC7se,-0.1570998200183652
AATSC8dv,6.479338842975206
AATSC8pe,0.14787520661157075
AATSC8se,0.06921682644628062
AETA_eta,0.5485091581083338
ATSC0are,4.603636363636362
ATSC1are,-0.812892561983472
ATSC2are,1.1040495867768592
ATSC3are,-2.250909090909093
ATSC4are,3.551322314049588
ATSC5are,-5.76314049586777
ATSC6are,3.6791735537190124
ATSC7are,-2.3651239669421504
ATSC8are,0.5557024793388452
BCUTZ-1h,8.038887700546802
BCUTZ-1l,5.67063322788092
BCUTc-1h,0.49654483569827956
BCUTc-1l,-0.4990745676176883
BCUTd-1h,3.278285982618244
BCUTd-1l,0.977640881715757
BCUTi-1h,13.651336641995202
BCUTi-1l,10.931429109146272
BCUTm-1h,16.01936318591506
BCUTm-1l,11.683318401063856
BCUTp-1h,2.0108834841755225
BCUTp-1l,0.7204712889348655
BCUTs-1h,7.008283304628435
BCUTs-1l,1.377345386486196
BCUTv-1h,20.913504120768373
BCUTv-1l,14.697950053647158
BalabanJ,2.099097782087187
Diameter,6
ETA_beta,19.75
GATS1are,0.8845559447764272
GATS2are,0.5695678646656136
GATS3are,1.118631516587678
GATS4are,0.5284675305031764
GATS5are,1.9564862443648134
GATS6are,0.3142443391258558
GATS7are,3.0436084781463935
GATS8are,0.0
HybRatio,0.1
Lipinski,True
LogEE_Dt,103.55171630725759
MATS1are,-0.1688989628408547
MATS2are,0.14655739863085834
MATS3are,-0.2444707740916275
MATS4are,0.3610887029007431
MATS5are,-0.6717335182830506
MATS6are,0.651190685155931
MATS7are,-1.2558364051255062
MATS8are,0.6639020537124832
NsssssAs,0
RotRatio,0.0
SM1_Dzpe,1.0348837209302326
SM1_Dzse,0.9939792008757524
SMR_VSA1,14.63020572673476
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,0.0
SMR_VSA7,34.18267620023163
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,51.602461325345416
SpAD_Dzi,53.17859129352879
SpAD_Dzm,51.617450641552196
SpAD_Dzp,76.36424549431933
SpAD_Dzv,63.90504349376211
SpAbs_Dt,207.1034326145151
SpDiam_A,4.872548545461618
SpDiam_D,55.6497859931009
SpMAD_Dt,14.793102329608226
SpMax_Dt,103.55171630725759
SsssssAs,0
VE1_Dzpe,3.6844332646758158
VE1_Dzse,3.684304263721414
VE2_Dzpe,0.26317380461970113
VE2_Dzse,0.2631645902658153
VE3_Dzpe,1.6405889552315116
VE3_Dzse,1.6405539421905617
VMcGowan,132.01999999999998
VR1_Dzpe,61.6244729217882
VR1_Dzse,61.64002567653484
VR2_Dzpe,4.401748065842014
VR2_Dzse,4.402858976895346
VR3_Dzpe,4.457531315954196
VR3_Dzse,4.457783663629415
mZagreb1,5.666666666666666
mZagreb2,3.0000000000000004
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,18
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.20925619834710735
AATSC1are,-0.03534315486884661
AATSC2are,0.030668044077134977
AATSC3are,-0.05115702479338848
AATSC4are,0.07556004923509761
AATSC5are,-0.1405644023382383
AATSC6are,0.13626568717477824
AATSC7are,-0.26279155188246117
AATSC8are,0.1389256198347113
AETA_beta,1.4107142857142858
BCUTdv-1h,6.03861968870731
BCUTdv-1l,0.9959519165672734
BCUTpe-1h,3.522322227078182
BCUTpe-1l,2.217037447152179
BCUTse-1h,3.734869730434012
BCUTse-1l,2.41315285813468
ETA_alpha,6.333333333333333
ETA_dBeta,2.25
ETA_eta_B,0.33882616190368786
ETA_eta_F,12.505354398273433
ETA_eta_L,2.5607600435919418
ETA_eta_R,20.184482611790106
ETA_psi_1,0.4922279792746114
LabuteASA,79.03281619407362
LogEE_DzZ,25.872659234145182
LogEE_Dzi,26.63876255703522
LogEE_Dzm,25.87994405770501
LogEE_Dzp,37.17507187613992
LogEE_Dzv,31.610526479974286
PEOE_VSA1,14.63020572673476
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,12.487188691387619
PEOE_VSA8,18.19910120538483
PEOE_VSA9,5.386224214464796
SM1_Dzare,1.1428571428571428
SpAD_Dzpe,51.424576263344576
SpAD_Dzse,51.63318350711107
SpAbs_DzZ,50.872350801038095
SpAbs_Dzi,52.65605672116332
SpAbs_Dzm,50.88923825444877
SpAbs_Dzp,78.67932080963645
SpAbs_Dzv,64.81703087218045
SpDiam_Dt,123.80485974122578
SpMAD_DzZ,3.68589009466753
SpMAD_Dzi,3.7984708066806276
SpMAD_Dzm,3.686960760110871
SpMAD_Dzp,5.454588963879952
SpMAD_Dzv,4.56464596384015
SpMax_DzZ,25.87265923410128
SpMax_Dzi,26.638762557015337
SpMax_Dzm,25.87994405766144
SpMax_Dzp,37.17507187613992
SpMax_Dzv,31.61052647997417
VE1_Dzare,3.6847438492915905
VE2_Dzare,0.2631959892351136
VE3_Dzare,1.6406732481209767
VR1_Dzare,61.583735153889386
VR2_Dzare,4.398838225277813
VR3_Dzare,4.456870032586478
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4523809523809524
AETA_dBeta,0.16071428571428573
AETA_eta_B,0.024201868707406277
AETA_eta_F,0.8932395998766738
AETA_eta_L,0.1829114316851387
AETA_eta_R,1.4417487579850075
BCUTare-1h,3.5741608940922935
BCUTare-1l,2.167688967533152
ETA_beta_s,8.75
ETA_dPsi_A,0.22177202072538854
ETA_dPsi_B,0.0
ETA_eta_BR,0.5108261619036878
ETA_eta_FL,4.014627356877465
ETA_eta_RL,6.575387400469407
LogEE_Dzpe,25.78620839750104
LogEE_Dzse,25.88759026794703
PEOE_VSA10,17.082043808210052
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.625586319077987
SlogP_VSA2,10.213054789681411
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.563451491696996
SlogP_VSA6,27.41078932651
SlogP_VSA7,0.0
SlogP_VSA8,10.969244356107037
SlogP_VSA9,0.0
SpAD_Dzare,50.875243355884024
SpAbs_Dzpe,50.67205991444561
SpAbs_Dzse,50.90696509317604
SpDiam_DzZ,35.39386545233023
SpDiam_Dzi,36.506162386167404
SpDiam_Dzm,35.40438956288807
SpDiam_Dzp,51.30912635918309
SpDiam_Dzv,43.505177481617636
SpMAD_Dzpe,3.673184018810327
SpMAD_Dzse,3.6880845362222194
SpMax_Dzpe,25.786208397453017
SpMax_Dzse,25.887590267903803
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,14
AETA_beta_s,0.625
AETA_eta_BR,0.036487582993120556
AETA_eta_FL,0.28675909691981893
AETA_eta_RL,0.46967052860495767
DetourIndex,723
EState_VSA1,5.625586319077987
EState_VSA2,17.082043808210052
EState_VSA3,10.949675706161791
EState_VSA4,0.0
EState_VSA5,18.19910120538483
EState_VSA6,6.923737199690624
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,4.417150937053347
ETA_beta_ns,11.0
ETA_shape_p,0.23684210526315788
ETA_shape_x,0.0
ETA_shape_y,0.4736842105263158
GhoseFilter,True
LogEE_Dzare,25.519254331066634
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,50.054981530555374
SpDiam_Dzpe,35.269054633229814
SpDiam_Dzse,35.41543689526743
SpMAD_Dzare,3.633945953991716
SpMax_Dzare,25.51925433100324
TopoPSA(NO),70.67
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,4.828564814814815
VSA_EState9,35.67143518518518
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7857142857142857
EState_VSA10,15.007591973753234
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04761904761904764
FilterItLogS,-2.3974767155600047
SpDiam_Dzare,34.88461832004372
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6939393939393942
ETA_epsilon_2,0.919047619047619
ETA_epsilon_3,0.4400000000000004
ETA_epsilon_4,0.5888888888888891
ETA_epsilon_5,0.8416666666666667
AETA_beta_ns_d,0.10714285714285714
ETA_dEpsilon_A,0.2539393939393938
ETA_dEpsilon_B,0.10505050505050506
ETA_dEpsilon_C,-0.14888888888888874
ETA_dEpsilon_D,0.07738095238095233
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7142857142857143
MDEDescriptor,"0.0,0.944940787421155,2.3600649568042265,0.0,0.944940787421155,8.74762890033441,0.0,7.10530015407212,0.0,0.0,0.5723571212766659,0.944940787421155,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,26.142343999999998
BCUTDescriptor,"11.85,15.997924725580186,-0.36095536073761053,0.2913221198103194,4.397822078922389,9.7046208595286"
BPolDescriptor,11.619655999999997
TPSADescriptor,70.67
ALOGPDescriptor,"2.4758000000000004,6.129585640000002,44.696600000000004"
XLogPDescriptor,2.275
VAdjMaDescriptor,4.906890595608519
WeightDescriptor,192.0422588
ChiPathDescriptor,"10.292528739883947,6.575387400469408,6.445150165588035,4.817007083148048,4.710291071896592,2.979231810503621,2.5052698204083943,0.9151170234175438,7.4429745794965205,4.041636838764631,3.0864798077001883,2.0053634540727727,1.4502381196565333,0.7948721523339422,0.45323365799809456,0.15955648189416616"
ChiChainDescriptor,"0.0,0.0,0.0,0.1111111111111111,0.36493967226401924,0.0,0.0,0.0,0.03556472460805307,0.07417206413129741"
AtomCountDescriptor,22
BondCountDescriptor,15
SmallRingDescriptor,"2,2,1,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.3265325677584354,0.0,0.21269039581923277,0.0,0.4529609765155375,0.0,0.06695321370826893,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,6,2,1,0,0,0"
ZagrebIndexDescriptor,74.0
LargestChainDescriptor,7
MannholdLogPDescriptor,2.12
WeightedPathDescriptor,"28.04401812800002,2.0031441520000013,10.66247908940472,10.66247908940472,0.0"
FractionalPSADescriptor,0.3679919224111938
WienerNumbersDescriptor,"271.0,22.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.4045553298037197,4.7513675348611075,6.006732960284067,0.7780497298273085,1.1237486787173956,1.1506809206188282"
FractionalCSP3Descriptor,0.1
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"10.515555555555556,3.8677685950413223,2.020408163265306"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,347.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.1
AutocorrelationDescriptorMass,"17.097876142163784,16.660459885662824,25.431204852601457,25.320919771325638,24.312234900815916"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,0
AutocorrelationDescriptorCharge,"0.36490204041496777,-0.18351462800181617,0.056208553424584196,-0.10461179645647965,0.13541654619087448"
EccentricConnectivityIndexDescriptor,145
AutocorrelationDescriptorPolarizability,"774.781197082764,911.8939073134768,1296.1303861250008,1240.5130730146489,874.0261862507325"
