DLiP-ID,C001E4
DLiP-Mol-ID,32234
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H23FN4O2/c1-12(2)8-9-22-19(26)16-11-23-25-18(16)24-13(3)15(20(25)27)10-14-6-4-5-7-17(14)21/h4-7,11-12,27H,8-10H2,1-3H3,(H,22,26)"
Standard Inchi Key(RDKit),ZRXHJPHGYAJOIF-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1nc2c(C(=O)NCCC(C)C)cnn2c(O)c1Cc1ccccc1F
SMILES(SDF),
MW(SDF),
MW(RDKit),370.428
MW Monoisotopic(RDKit),370.180504196
MolLogP(RDKit),3.24912
XLogP(SDF),
XLogP(CDK),4.273
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),79.52
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.69805547980444
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1267574.693975993
qed,0.69805547980444
Chi0,19.551677284948283
Chi1,12.879917853109722
TPSA,79.52000000000001
Chi0n,15.660489104170324
Chi0v,15.660489104170324
Chi1n,8.958973664640975
