DLiP-ID,T006K6
DLiP-Mol-ID,24143
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H27N5O5S/c1-2-31-20(29)17-5-3-4-10-26(17)14-6-8-15(9-7-14)27-13-16(32-22(27)30)11-24-19(28)18-12-25-21(23)33-18/h6-9,12,16-17H,2-5,10-11,13H2,1H3,(H2,23,25)(H,24,28)"
Standard Inchi Key(RDKit),VCNOKPHTNOZFBP-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOC(=O)C1CCCCN1c1ccc(N2CC(CNC(=O)c3cnc(N)s3)OC2=O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),473.555
MW Monoisotopic(RDKit),473.173289964
MolLogP(RDKit),2.4025
XLogP(SDF),
XLogP(CDK),1.435
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),9
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),127.09
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.587125085002456
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,39622429.62164213
qed,0.5871250850024556
Chi0,23.37166824125719
Chi1,15.956728795830726
TPSA,127.09
Chi0n,18.359680151105895
Chi0v,19.17617673203362
Chi1n,10.969324566143532
Chi1v,11.785821147071259
Chi2n,7.862566932549151
Chi2v,8.924793929639101
Chi3n,5.666233636421958
Chi3v,6.491498978978156
