DLiP-ID,T005IT
AATSC4Z,1.5049462465353083
AATSC4c,-0.0022978271443474833
AATSC4d,-0.092673988425899
AATSC4i,0.12823581885484386
AATSC4m,7.513042862899671
AATSC4p,0.05763677275532977
AATSC4s,-0.06605414974738179
AATSC4v,10.593869229506591
AATSC5Z,-1.65285547111094
AATSC5c,-0.0010007317200388017
AATSC5d,-0.2854056556460012
AATSC5i,0.04807288577611253
AATSC5m,-8.292789741962755
AATSC5p,-0.051107754374745865
AATSC5s,-0.2213438143084047
AATSC5v,-11.055271973416097
AATSC6Z,1.0810293310567718
AATSC6c,0.0035976240812974065
AATSC6d,-0.2013171534849686
AATSC6i,-0.1792789875537105
AATSC6m,5.2128770330904315
AATSC6p,-0.021702157464836978
AATSC6s,0.2923144243359047
AATSC6v,-3.236832566933669
AATSC7Z,-10.162351079263201
AATSC7c,-0.0022113874261238146
AATSC7d,-0.04618924107208276
AATSC7i,0.08421028155929468
AATSC7m,-51.62581902997099
AATSC7p,-0.04967875652555522
AATSC7s,-0.22350604536373547
AATSC7v,-8.360374742499088
AATSC8Z,-2.520793950850662
AATSC8c,-0.0012346445165809534
AATSC8d,0.08698075711308231
AATSC8i,-0.532888944004913
AATSC8m,-11.781480605254236
AATSC8p,-0.10986931751570057
AATSC8s,-0.23100506439528345
AATSC8v,-26.480768192326074
ATS0are,279.2622999999999
ATS1are,309.079
ATS2are,576.1858000000003
ATS3are,785.0215000000001
ATS4are,981.6050000000001
ATS5are,919.8098000000001
ATS6are,896.6899999999998
ATS7are,771.7369999999997
ATS8are,443.89200000000017
ATSC0dv,175.30649490069771
ATSC0pe,4.812782608695651
ATSC0se,2.995216108695651
ATSC1dv,76.16957999797741
ATSC1pe,0.14497939508506352
ATSC1se,-0.08567342013232507
ATSC2dv,57.944593546847955
ATSC2pe,1.5393956521739087
ATSC2se,0.8061789347826085
ATSC3dv,8.574438402555714
ATSC3pe,0.43721720226842814
ATSC3se,0.6008711805293009
ATSC4dv,-41.168094160112666
ATSC4pe,-0.7572296786389442
ATSC4se,-1.2067707329867663
ATSC5dv,-123.06619887408237
ATSC5pe,-2.4668879017013254
ATSC5se,-0.5000274125708872
ATSC6dv,-27.737740541073165
ATSC6pe,2.531706427221174
ATSC6se,1.3164434380907364
ATSC7dv,-148.20063478727621
ATSC7pe,-5.878568620037802
ATSC7se,-3.4653406743856294
ATSC8dv,-36.328440181412226
ATSC8pe,-1.642105293005666
ATSC8se,-0.4475960973534975
AXp-0dv,0.6634768103985627
AXp-1dv,0.33416069370756707
AXp-2dv,0.2084990725188787
AXp-3dv,0.09806685402299045
AXp-4dv,0.05311941644782974
AXp-5dv,0.029279604336932444
AXp-6dv,0.01575872756102875
AXp-7dv,0.00863525995653504
BertzCT,744.0245753552568
ECIndex,354
ETA_eta,30.315546043704202
GATS1dv,0.5290845195749554
GATS1pe,0.7158742081037519
GATS1se,0.7607778022947893
GATS2dv,0.9466052860414708
GATS2pe,0.7740358556019297
GATS2se,0.8002408982741546
GATS3dv,0.966844783429341
GATS3pe,0.8432269202873299
GATS3se,0.7876035556479983
GATS4dv,1.1296517856961725
GATS4pe,1.080427031973735
GATS4se,1.1325763013760843
GATS5dv,1.2543149692607392
GATS5pe,1.296703073337308
GATS5se,1.2220125359325045
GATS6dv,0.9483816742713406
GATS6pe,0.7081916757442922
GATS6se,0.7080007091560874
GATS7dv,1.441468686011906
GATS7pe,1.8760650038383624
GATS7se,2.0616140240955043
GATS8dv,0.8638716311001035
GATS8pe,0.9722545937449177
GATS8se,0.816758967168467
LogEE_A,4.158520429265151
LogEE_D,93.43229516211785
MATS1dv,0.40789211127138486
MATS1pe,0.02827950411559229
MATS1se,-0.026852188882850504
MATS2dv,0.165266533848819
MATS2pe,0.15992781903264816
MATS2se,0.1345777575851916
MATS3dv,0.017856443537305058
MATS3pe,0.033165632355290124
MATS3se,0.07323867831949345
MATS4dv,-0.06627244341150958
MATS4pe,-0.044401905612565455
MATS4se,-0.11370166738959389
MATS5dv,-0.2196753248310175
MATS5pe,-0.16039604921774317
MATS5se,-0.05224035843796265
MATS6dv,-0.046956877351260244
MATS6pe,0.15611449640013142
MATS6se,0.13043681174029859
MATS7dv,-0.30145339461664283
MATS7pe,-0.43555546591672556
MATS7se,-0.4125588375910652
MATS8dv,-0.12221147159725708
MATS8pe,-0.20121853592231337
MATS8se,-0.08812951040231436
MAXaaCH,2.0968428760393047
MAXaasC,1.1560298563869993
MAXdssC,0.5647019085411946
MAXsCH3,2.1278250188964476
MAXsssN,2.197337962962963
MDEC-11,1.6035674514745466
MDEC-12,3.0205767252866225
MDEC-13,6.888701127586423
MDEC-14,2.8598027439584515
MDEC-22,4.508797713853318
MDEC-23,10.842392800318345
MDEC-24,2.779864943328458
MDEC-33,8.66150229607153
MDEC-34,5.960547604343447
MDEC-44,0.25
MDEN-13,0.8164965809277259
MDEN-33,0.4999999999999999
MDEO-12,0.4999999999999999
MINaaCH,2.0099840954900476
MINaasC,1.0735563114134545
MINdssC,-0.21795729402872244
MINsCH3,1.4410128495842782
MINsssN,2.100138888888889
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.7571428571428571
SM1_Dzi,1.068869114789215
SM1_Dzm,1.7757138121862008
SM1_Dzp,-3.2666749668303154
SM1_Dzv,-1.5319089842139564
SddssSe,0
SpAD_Dt,557.2191169066797
SpAbs_A,30.317057263901223
SpAbs_D,186.86459032423568
SpMAD_A,1.2632107193292177
SpMAD_D,7.786024596843156
SpMax_A,2.7376957318570248
SpMax_D,93.43229516211785
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,56.63
TpiPC10,8.475544031972715
VAdjMat,5.754887502163468
VE1_DzZ,4.819366572068888
VE1_Dzi,4.8152021212315725
VE1_Dzm,4.819189202334012
VE1_Dzp,4.802415673919363
VE1_Dzv,4.821404921868007
VE2_DzZ,0.20080694050287032
VE2_Dzi,0.20063342171798218
VE2_Dzm,0.2007995500972505
VE2_Dzp,0.20010065307997346
VE2_Dzv,0.2008918717445003
VE3_DzZ,2.448111240197275
VE3_Dzi,2.4472467591334652
VE3_Dzm,2.4480744359832314
VE3_Dzp,2.4445877940720537
VE3_Dzv,2.448534100511053
VR1_DzZ,145.74090281798394
VR1_Dzi,147.06710179270684
VR1_Dzm,145.73114084852307
VR1_Dzp,146.36004614008957
VR1_Dzv,145.32968312548422
VR2_DzZ,6.072537617415997
VR2_Dzi,6.1277959080294515
VR2_Dzm,6.072130868688461
VR2_Dzp,6.098335255837065
VR2_Dzv,6.055403463561842
VR3_DzZ,5.857299144293357
VR3_Dzi,5.866357694760037
VR3_Dzm,5.8572321603772215
VR3_Dzp,5.861538392755537
VR3_Dzv,5.854473575610356
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.11831282222120146
Xch-6dv,0.47795050129827427
Xch-7dv,1.00113611936722
Xpc-4dv,4.8987712156182575
Xpc-5dv,8.52276980594703
Xpc-6dv,13.659552810507316
Zagreb1,144.0
Zagreb2,185.0
fragCpx,177.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,3
n5FRing,0
n5HRing,3
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,3
nBondsA,6
nBondsD,2
nBondsM,8
nBondsO,27
nBondsS,41
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,6
naHRing,0
AATS0are,6.070919565217389
AATS1are,6.307734693877551
AATS2are,6.262889130434786
AATS3are,6.230329365079365
AATS4are,6.022116564417178
AATS5are,6.257209523809524
AATS6are,5.785096774193547
AATS7are,5.982457364341084
AATS8are,5.690923076923079
AATSC0dv,3.81101075871082
AATSC0pe,0.10462570888468806
AATSC0se,0.06511339366729675
AATSC1dv,1.5544812244485184
AATSC1pe,0.0029587631650012966
AATSC1se,-0.0017484371455576545
AATSC2dv,0.6298325385526952
AATSC2pe,0.01673256143667292
AATSC2se,0.008762814508506614
AATSC3dv,0.06805109843298186
AATSC3pe,0.0034699777957811757
AATSC3se,0.004768818893089689
AATSC4dv,-0.252564994847317
AATSC4pe,-0.00464558085054567
AATSC4se,-0.0074035014293666645
AATSC5dv,-0.8371850263543019
AATSC5pe,-0.016781550351709695
AATSC5se,-0.00340154702429175
AATSC6dv,-0.1789531647811172
AATSC6pe,0.016333589853039832
AATSC6se,0.008493183471553138
AATSC7dv,-1.1488421301339242
AATSC7pe,-0.045570299380138
AATSC7se,-0.026863106002989374
AATSC8dv,-0.4657492330950285
AATSC8pe,-0.021052631961611105
AATSC8se,-0.005738411504532019
AETA_eta,1.2631477518210084
ATSC0are,4.859636956521738
ATSC1are,0.06074976370510312
ATSC2are,1.5399739130434766
ATSC3are,0.6995661625708871
ATSC4are,-1.3114874763705107
ATSC5are,-2.5311354914933824
ATSC6are,2.6054080812854448
ATSC7are,-5.337934073724005
ATSC8are,-1.3644300567107726
BCUTZ-1h,35.000418109385585
BCUTZ-1l,5.692111038665329
BCUTc-1h,0.44557519379146593
BCUTc-1l,-0.49899190844568025
BCUTd-1h,4.029562565579996
BCUTd-1l,0.9771889884448698
BCUTi-1h,14.554393724952984
BCUTi-1l,10.9525414071703
BCUTm-1h,79.90417856616878
BCUTm-1l,11.703564207844362
BCUTp-1h,3.0589140093018052
BCUTp-1l,0.7409832892639578
BCUTs-1h,7.008272027810861
BCUTs-1l,0.9991107809136472
BCUTv-1h,26.52389154471664
BCUTv-1l,14.701389322642367
BalabanJ,1.7951021147587176
Diameter,9
ETA_beta,25.0
GATS1are,0.7539111926788559
GATS2are,0.8026666422120454
GATS3are,0.8150336933765019
GATS4are,1.1235530276852055
GATS5are,1.3330140386352758
GATS6are,0.6799970325443047
GATS7are,1.8498977342915062
GATS8are,0.9325661017178942
HybRatio,0.5555555555555556
Lipinski,True
LogEE_Dt,278.60955845333984
MATS1are,0.011735524881236152
MATS2are,0.1584453660655451
MATS3are,0.0525547839781815
MATS4are,-0.07616063369603596
MATS5are,-0.16298666160191863
MATS6are,0.15911021524977564
MATS7are,-0.39168550586233464
MATS8are,-0.16558106846207604
MAXssCH2,0.6505092592592594
MAXsssCH,-0.05951388888888909
MAXssssC,-0.1518963766061978
MINssCH2,0.6505092592592594
MINsssCH,-0.3450869236583527
MINssssC,-0.3524305555555549
NsssssAs,0
RotRatio,0.037037037037037035
SM1_Dzpe,1.1395080055575773
SM1_Dzse,1.0647186232658992
SMR_VSA1,9.53140013787187
SMR_VSA2,5.409283605791522
SMR_VSA3,4.899909730850478
SMR_VSA4,5.41499046939678
SMR_VSA5,49.76574898596053
SMR_VSA6,12.009707272128011
SMR_VSA7,29.828919765543436
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,157.89597122664856
SpAD_Dzi,156.76943781271035
SpAD_Dzm,157.94188026767478
SpAD_Dzp,214.10240590333922
SpAD_Dzv,193.3893776871816
SpAbs_Dt,557.2191169066798
SpDiam_A,5.1118194983721095
SpDiam_D,123.1204585451259
SpMAD_Dt,23.217463204444986
SpMax_Dt,278.60955845333984
SsssssAs,0
VE1_Dzpe,4.821291809700398
VE1_Dzse,4.822027942668765
VE2_Dzpe,0.20088715873751659
VE2_Dzse,0.20091783094453186
VE3_Dzpe,2.448510639819347
VE3_Dzse,2.4486633119257792
VMcGowan,258.7200000000001
VR1_Dzpe,146.27993379760517
VR1_Dzse,146.16549435234404
VR2_Dzpe,6.094997241566882
VR2_Dzse,6.090228931347668
VR3_Dzpe,5.860990878061866
VR3_Dzse,5.860208240071411
mZagreb1,9.625
mZagreb2,4.958333333333331
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,3
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,44
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.10564428166351605
AATSC1are,0.0012397910960225127
AATSC2are,0.016738846880907356
AATSC3are,0.0055521124013562465
AATSC4are,-0.008045935437855894
AATSC5are,-0.01721860878566927
AATSC6are,0.016809084395389966
AATSC7are,-0.04137933390483725
AATSC8are,-0.017492693034753495
AETA_beta,1.0416666666666667
BCUTdv-1h,6.02808550280996
BCUTdv-1l,0.2560140459176221
BCUTpe-1h,3.5016021099543435
BCUTpe-1l,2.2407986177242294
BCUTse-1h,3.7145055204364392
BCUTse-1l,2.436740046304788
ETA_alpha,12.200000000000001
ETA_dBeta,-7.0
ETA_eta_B,0.6998342865741325
ETA_eta_F,16.439840385687198
ETA_eta_L,7.15333319347479
ETA_eta_R,46.7553864293914
ETA_psi_1,0.622448979591837
LabuteASA,150.14084830653215
LogEE_DzZ,78.80723050922104
LogEE_Dzi,78.42925511947138
LogEE_Dzm,78.7892984101474
LogEE_Dzp,106.6292380525031
LogEE_Dzv,96.50320022056404
PEOE_VSA1,9.636772684650527
PEOE_VSA2,15.103730520713821
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,54.90025670240604
PEOE_VSA7,23.465630652481394
PEOE_VSA8,5.687386274683562
PEOE_VSA9,17.475896863957693
SM1_Dzare,1.216023069633474
SpAD_Dzpe,158.76322217229142
SpAD_Dzse,160.11293188030618
SpAbs_DzZ,156.43168551236283
SpAbs_Dzi,155.78964112415358
SpAbs_Dzm,156.4621187575196
SpAbs_Dzp,216.52515107183655
SpAbs_Dzv,194.53830942534205
SpDiam_Dt,347.6740546088067
SpMAD_DzZ,6.578998801110356
SpMAD_Dzi,6.532059908862931
SpMAD_Dzm,6.580911677819782
SpMAD_Dzp,8.920933579305801
SpMAD_Dzv,8.0578907369659
SpMax_DzZ,78.80723050922104
SpMax_Dzi,78.42925511947138
SpMax_Dzm,78.7892984101474
SpMax_Dzp,106.6292380525031
SpMax_Dzv,96.50320022056404
VE1_Dzare,4.820764583731039
VE2_Dzare,0.2008651909887933
VE3_Dzare,2.448401280166516
VR1_Dzare,146.40877260504496
VR2_Dzare,6.100365525210207
VR3_Dzare,5.8618712592514575
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5083333333333334
AETA_dBeta,-0.2916666666666667
AETA_eta_B,0.029159761940588853
AETA_eta_F,0.6849933494036332
AETA_eta_L,0.29805554972811626
AETA_eta_R,1.9481411012246417
BCUTare-1h,3.555485976919683
BCUTare-1l,2.1907690741058765
ETA_beta_s,16.0
ETA_dPsi_A,0.09155102040816299
ETA_dPsi_B,0.0
ETA_eta_BR,1.0438342865741324
ETA_eta_FL,4.061046082324173
ETA_eta_RL,11.214379275798963
LogEE_Dzpe,79.42909058637728
LogEE_Dzse,80.1008292161225
PEOE_VSA10,18.043236227039756
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.899909730850478
SlogP_VSA2,42.06408961626758
SlogP_VSA3,13.855658631404069
SlogP_VSA4,10.824274075188303
SlogP_VSA5,32.75548471369488
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,157.11229476138908
SpAbs_Dzpe,157.71867316719704
SpAbs_Dzse,159.13693980897912
SpDiam_DzZ,105.54323519600534
SpDiam_Dzi,104.30928392326189
SpDiam_Dzm,105.53066760058836
SpDiam_Dzp,140.53256947303444
SpDiam_Dzv,127.50189152307205
SpMAD_Dzpe,6.615134257178809
SpMAD_Dzse,6.671372161679424
SpMax_Dzpe,79.42909058637728
SpMax_Dzse,80.1008292161225
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.04349309527392218
AETA_eta_FL,0.1692102534301739
AETA_eta_RL,0.46726580315829014
DetourIndex,3330
EState_VSA1,0.0
EState_VSA2,33.95801152131128
EState_VSA3,12.25644140868328
EState_VSA4,11.250837766380558
EState_VSA5,7.109797541277533
EState_VSA6,0.0
EState_VSA7,12.13273413692322
EState_VSA8,58.633709095645386
EState_VSA9,10.146146559591571
ETA_beta_ns,9.0
ETA_shape_p,0.33333333333333326
ETA_shape_x,0.08196721311475409
ETA_shape_y,0.35245901639344257
GhoseFilter,True
LogEE_Dzare,78.60681500859592
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,155.99760694755838
SpDiam_Dzpe,105.93444496497763
SpDiam_Dzse,106.86371955345007
SpMAD_Dzare,6.546345615057878
SpMax_Dzare,78.60681500859592
TopoPSA(NO),56.63
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,-0.3524305555555549
VSA_EState9,49.304886621315184
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.375
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.008333333333333378
ETA_dAlpha_B,0.0
FilterItLogS,-3.5152448273771126
SpDiam_Dzare,104.79481668519489
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5695652173913046
ETA_epsilon_2,0.8166666666666664
ETA_epsilon_3,0.4454545454545458
ETA_epsilon_4,0.5384615384615388
ETA_epsilon_5,0.7959999999999998
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.12411067193675879
ETA_dEpsilon_B,0.031103678929765843
ETA_dEpsilon_C,-0.09300699300699294
ETA_dEpsilon_D,0.02066666666666661
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.5833333333333334
MDEDescriptor,"1.6035674514745466,3.0205767252866225,6.888701127586423,2.8598027439584515,4.508797713853318,10.842392800318345,2.779864943328458,8.66150229607153,5.960547604343447,0.25,0.0,0.4999999999999999,0.0,0.0,0.0,0.8164965809277259,0.0,0.0,0.4999999999999999"
APolDescriptor,54.303445999999994
BCUTDescriptor,"11.900000000000004,78.91833744714276,-0.3178598882598288,0.2788725890703944,4.975392850267914,14.297320083123644"
BPolDescriptor,32.17455399999999
TPSADescriptor,56.63
ALOGPDescriptor,"3.3045999999999998,10.920381159999998,92.9022"
XLogPDescriptor,3.8850000000000007
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,391.08953922000006
ChiPathDescriptor,"17.438793109825923,11.214379275798965,11.745543825200688,9.884701576363236,9.33203773499934,8.137912108005759,6.813731533998461,5.279372637798301,15.923443449565504,9.02233873010431,9.382458263349545,6.668546073563351,5.790016392813444,4.596897880898391,3.3723676980601467,2.3315201882644563"
ChiChainDescriptor,"0.0,0.0,0.18774696720949113,0.7484404048982507,1.688365152378651,0.0,0.0,0.11831282222120146,0.4779505012982743,1.0011361193672208"
AtomCountDescriptor,46
BondCountDescriptor,27
SmallRingDescriptor,"4,1,1,1,0,0,3,1,0,0,0"
ChiClusterDescriptor,"3.2916328103638812,0.40652626479257087,1.102033059423205,0.18362127736332573,3.1132038436878786,0.4891210660291312,0.7336264249380955,0.1625026649594384"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,5,1,4,3,1,1"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"49.0500818788819,2.043753411620079,17.65816896372171,5.230994375301995,9.7909403286455"
FractionalPSADescriptor,0.14480060017187998
WienerNumbersDescriptor,"1080.0,50.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.656096495934522,12.980675624958966,21.420533580680583,4.898771215618262,8.522769805947018,12.785224666379605"
FractionalCSP3Descriptor,0.5555555555555556
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,1,0,0,4,3,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.415637860082306,5.497283950617284,2.1980968858131487"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1849.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.5555555555555556
AutocorrelationDescriptorMass,"69.88696976622673,34.8122249248054,65.77845930759722,85.09803080178632,83.74865816622496"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.5077968591582978,-0.3230211094430095,0.0163557941765671,0.25826585348714404,-0.3569404826295351"
EccentricConnectivityIndexDescriptor,354
AutocorrelationDescriptorPolarizability,"2371.5408594473943,3066.77249823271,5153.426116677458,5380.620209866034,4776.204962574737"
