DLiP-ID,P00033
DLiP-Mol-ID,22835
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H21NO2/c22-19-11-5-4-10-18(19)20(23)12-14-21-13-6-9-17(15-21)16-7-2-1-3-8-16/h1-5,7-8,10-12,14,17,22H,6,9,13,15H2/b14-12+/t17-/m0/s1"
Standard Inchi Key(RDKit),DGYJHACBCFLLBR-VSOYFRJCSA-N
Canonical SMILES(RDKit),O=C(/C=C/N1CCC[C@H](c2ccccc2)C1)c1ccccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),307.393
MW Monoisotopic(RDKit),307.157228912
MolLogP(RDKit),3.9682
XLogP(SDF),
XLogP(CDK),4.816
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),40.54
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.686166611728907
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,PB1-5/H3
Common Target Pref Name,PB1-5/H3
RDKit Descriptors
Ipc,247607.6197758978
qed,0.6861666117289072
Chi0,16.070703332935974
Chi1,11.237183443017884
TPSA,40.540000000000006
Chi0n,13.059305836485482
Chi0v,13.059305836485482
Chi1n,8.033599419926018
Chi1v,8.033599419926018
Chi2n,5.9419093994865015
Chi2v,5.9419093994865015
Chi3n,4.330023201199597
Chi3v,4.330023201199597
Chi4n,3.083988391567879
Chi4v,3.083988391567879
MolMR,91.56730000000005
MolWt,307.39300000000003
fr_SH,0
Kappa1,15.34969791816509
Kappa2,7.140650100706155
