DLiP-ID,C000IN
DLiP-Mol-ID,30886
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H5N3O5/c13-9-7(12(16)17)4-6(11(14)15)5-2-1-3-10-8(5)9/h1-4,13H"
Standard Inchi Key(RDKit),YPEUTQKEMPFPKO-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=[N+]([O-])c1cc([N+](=O)[O-])c2cccnc2c1O
SMILES(SDF),
MW(SDF),
MW(RDKit),235.155
MW Monoisotopic(RDKit),235.02292026
MolLogP(RDKit),1.7568
XLogP(SDF),
XLogP(CDK),2.361
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),119.4
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.624930027075947
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,6767.303334176249
qed,0.6249300270759467
Chi0,12.576985790260121
Chi1,8.01974450780358
TPSA,119.4
Chi0n,8.231248620613789
Chi0v,8.231248620613789
Chi1n,4.415614894538404
Chi1v,4.415614894538404
Chi2n,3.1772140894243366
Chi2v,3.1772140894243366
Chi3n,2.217420109698788
Chi3v,2.217420109698788
Chi4n,1.4878448170789191
