DLiP-ID,I000GO
DLiP-Mol-ID,28373
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H21N3O3S/c1-11-4-5-14(16-12(2)18-22-13(16)3)10-15(11)23(20,21)19-8-6-17-7-9-19/h4-5,10,17H,6-9H2,1-3H3"
Standard Inchi Key(RDKit),HYOQSAJMQNECHX-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)N1CCNCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),335.429
MW Monoisotopic(RDKit),335.130362532
MolLogP(RDKit),1.86076
XLogP(SDF),
XLogP(CDK),1.737
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),75.44
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.926491260513491
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Bromodomain_Histone
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,189846.5624148171
qed,0.9264912605134913
Chi0,16.61251969619286
Chi1,10.908720733802744
TPSA,75.44
Chi0n,13.587898285170438
Chi0v,14.404394866098164
Chi1n,7.657932978150097
Chi1v,9.097996306950735
Chi2n,5.833532397028747
