DLiP-ID,T007X6
DLiP-Mol-ID,26254
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H21N3O3S/c23-18(24)11-17(13-5-3-9-20-12-13)26-16-8-2-1-6-14(16)22-19(25)15-7-4-10-21-15/h1-3,5-6,8-9,12,15,17,21H,4,7,10-11H2,(H,22,25)(H,23,24)/t15-,17?/m1/s1"
Standard Inchi Key(RDKit),ZDBCMCZLDVNRQF-LDCVWXEPSA-N
Canonical SMILES(RDKit),O=C(O)CC(Sc1ccccc1NC(=O)[C@H]1CCCN1)c1cccnc1
SMILES(SDF),
MW(SDF),
MW(RDKit),371.462
MW Monoisotopic(RDKit),371.130362532
MolLogP(RDKit),3.0802
XLogP(SDF),
XLogP(CDK),1.516
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),91.32
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.648081193331152
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1180532.6230615308
qed,0.6480811933311524
Chi0,18.355160383312143
Chi1,12.631030293135236
TPSA,91.32000000000001
Chi0n,14.221101879033958
Chi0v,15.037598459961684
Chi1n,8.549075244280244
Chi1v,9.428728055535139
Chi2n,6.1250630748109405
Chi2v,7.369627334562754
Chi3n,4.207174068478559
Chi3v,5.540453918972948
Chi4n,2.9067031566742343
Chi4v,4.11782124676597
MolMR,101.18420000000003
MolWt,371.4620000000001
fr_SH,0
Kappa1,18.412249175940197
Kappa2,8.821650602180448
