DLiP-ID,C100NQ
AATSC4c,0.0002536763018461474
AATSC4d,-0.09704840613931522
AATSC4i,-0.5181218659368654
AATSC4m,-10.57137934587528
AATSC4p,-0.08195777308955739
AATSC4s,-0.047422868101003594
AATSC4v,-8.691761729072407
AATSC5Z,-0.5855962219598577
AATSC5c,-0.003814196112759222
AATSC5d,0.02080873671782763
AATSC5i,0.20984249562762583
AATSC5m,-3.086082310032104
AATSC5p,0.04190977006724896
AATSC5s,-0.9089768239402602
AATSC5v,0.00275907017483114
AATSC6Z,1.2441811435317929
AATSC6c,0.00246411329364637
AATSC6d,-0.023950075898127837
AATSC6i,0.33887960610655155
AATSC6m,5.954647064072181
AATSC6p,0.006297334153092424
AATSC6s,0.6838919134700608
AATSC6v,5.259478491352946
AATSC7Z,-1.7800485088034501
AATSC7c,0.003365686352498593
AATSC7d,-0.08569888609414299
AATSC7i,0.05273695615938393
AATSC7m,-7.860743926904721
AATSC7p,-0.020822574237662594
AATSC7s,0.19358929287014495
AATSC7v,-2.9167519596609055
AATSC8Z,-0.2285558938668988
AATSC8c,-0.0046854806590454325
AATSC8d,-0.12944758590691605
AATSC8i,-0.15311491457253515
AATSC8m,-1.308448830049151
AATSC8p,-0.0159410987797076
AATSC8s,-0.6380468513663125
AATSC8v,-4.354508991024064
ATS0are,295.5820999999999
ATS1are,299.44980000000004
ATS2are,489.829
ATS3are,627.4850000000002
ATS4are,676.7227999999998
ATS5are,739.4496
ATS6are,645.61
ATS7are,593.9499999999999
ATS8are,599.642
ATSC0dv,202.21212121212125
ATSC0pe,8.191643181818177
ATSC0se,5.9631289090909085
ATSC1dv,8.87419651056014
ATSC1pe,-0.780015599173553
ATSC1se,-0.19216522314049583
ATSC2dv,36.7444903581267
ATSC2pe,2.8659445764462816
ATSC2se,1.9831866776859506
ATSC3dv,-89.82644628099175
ATSC3pe,-2.908953305785122
ATSC3se,-1.7994518016528924
ATSC4dv,-17.35468319559228
ATSC4pe,-1.0783575929752083
ATSC4se,-1.6656340330578505
ATSC5dv,-101.81267217630851
ATSC5pe,-5.916005371900823
ATSC5se,-4.01360367768595
ATSC6dv,80.01239669421489
ATSC6pe,4.214708367768594
ATSC6se,3.12985188429752
ATSC7dv,4.026170798898073
ATSC7pe,0.9502665289256202
ATSC7se,0.7367559173553724
ATSC8dv,-98.88728191000916
ATSC8pe,-2.4392682334710734
ATSC8se,-1.5065279173553705
AXp-0dv,0.5811619718888382
AXp-1dv,0.35132501629311463
AXp-2dv,0.19732241637416356
AXp-3dv,0.11682796721890262
AXp-4dv,0.06496792150547744
AXp-5dv,0.03537603686473261
AXp-6dv,0.021568524260590645
AXp-7dv,0.012997350743469452
BertzCT,1178.4026963911554
ECIndex,585
ETA_eta,21.852288286540055
GATS1dv,0.6402553443793612
GATS1pe,0.6691712315654191
GATS1se,0.6532490552314455
GATS2dv,0.6955951845746539
GATS2pe,0.46407937727371645
GATS2se,0.4977072336653198
GATS3dv,1.0949894475248512
GATS3pe,1.0055926591484727
GATS3se,0.9993636323342839
GATS4dv,0.9245124274796084
GATS4pe,0.8647192934970699
GATS4se,0.9263870781402973
GATS5dv,1.2372821712230522
GATS5pe,1.3378187605748513
GATS5se,1.3297670943503803
GATS6dv,0.8139451194834293
GATS6pe,0.7375306298145028
GATS6se,0.7473077578625296
GATS7dv,0.9036255231443171
GATS7pe,0.7938095870358771
GATS7se,0.8153278888430123
GATS8dv,1.1669524478061628
GATS8pe,0.9874727244565981
GATS8se,0.977397938920576
LogEE_A,4.256126337934634
LogEE_D,147.43759170295033
MATS1dv,0.04197751266731384
MATS1pe,-0.09108085654003717
MATS1se,-0.030824457468714588
MATS2dv,0.10660472551076469
MATS2pe,0.20525236685687362
MATS2se,0.1951105762281988
MATS3dv,-0.2036003296867975
MATS3pe,-0.16275980722778358
MATS3se,-0.13830805186299036
MATS4dv,-0.03596440524359
MATS4pe,-0.05516392398794459
MATS4se,-0.11704928509821264
MATS5dv,-0.19780137440859746
MATS5pe,-0.28372146051124875
MATS5se,-0.26442039027075226
MATS6dv,0.17765469742520115
MATS6pe,0.23100591672153423
MATS6se,0.23565474484024987
MATS7dv,0.009522475387512299
MATS7pe,0.05548035801308118
MATS7se,0.059090039987986454
MATS8dv,-0.22649693317664002
MATS8pe,-0.13791693737594668
MATS8se,-0.11701244584883001
MAXaaCH,1.6872828429019806
MAXaaaC,0.44723586965650486
MAXaasC,0.24635145323051177
MAXdssC,-1.0679386064784515
MAXsCH3,1.48681834449421
MAXssNH,2.471011904761905
MDEC-12,1.6135562792830798
MDEC-13,2.0155921955967924
MDEC-22,8.0262869772741
MDEC-23,20.90704213403663
MDEC-33,9.744287858565006
MDEO-11,1.7117768118155856
MINaaCH,1.0601516778275437
MINaaaC,0.3809415154950875
MINaasC,-0.5426943348422564
MINdssC,-1.0679386064784515
MINsCH3,1.48681834449421
MINssNH,2.471011904761905
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.9761904761904763
SM1_Dzi,1.270822717826111
SM1_Dzm,3.007334451759004
SM1_Dzp,-7.079581945672167
SM1_Dzv,-2.5457989334913287
SddssSe,0
SpAD_Dt,571.435548007184
SpAbs_A,34.61529127656619
SpAbs_D,294.87518340590077
SpMAD_A,1.2362604027345068
SpMAD_D,10.531256550210738
SpMax_A,2.4844146479929052
SpMax_D,147.43759170295033
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,137.38
TpiPC10,8.981015647133717
VAdjMat,5.906890595608519
VE1_DzZ,5.190960683104171
VE1_Dzi,5.1926742583340255
VE1_Dzm,5.1914088103527405
VE1_Dzp,5.164501167272447
VE1_Dzv,5.194579858888643
VE2_DzZ,0.1853914529680061
VE2_Dzi,0.18545265208335807
VE2_Dzm,0.18540745751259788
VE2_Dzp,0.18444647025973024
VE2_Dzv,0.18552070924602296
VE3_DzZ,2.676538199947128
VE3_Dzi,2.676868253007559
VE3_Dzm,2.676624524605315
VE3_Dzp,2.6714279356641653
VE3_Dzv,2.6772351643307037
VR1_DzZ,173.43576666426034
VR1_Dzi,173.5515026544426
VR1_Dzm,173.39175747945285
VR1_Dzp,176.40006180534982
VR1_Dzv,173.62150396450534
VR2_DzZ,6.194134523723584
VR2_Dzi,6.198267951944379
VR2_Dzm,6.192562767123316
VR2_Dzp,6.300002207333923
VR2_Dzv,6.200767998732333
VR3_DzZ,6.185426727064103
VR3_Dzi,6.1860938177887945
VR3_Dzm,6.185172945677217
VR3_Dzp,6.202373911124252
VR3_Dzv,6.186497082499338
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.069876234906188
Xch-7dv,0.15040946714271766
Xpc-4dv,2.7771234905168805
Xpc-5dv,3.9947819714496267
Xpc-6dv,5.214573215508186
Zagreb1,148.0
Zagreb2,174.0
fragCpx,144.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,30
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,1
nHetero,9
naHRing,0
AATS0are,6.717774999999998
AATS1are,6.509778260869566
AATS2are,6.531053333333333
AATS3are,6.536302083333336
AATS4are,6.444979047619046
AATS5are,6.602228571428571
AATS6are,6.587857142857143
AATS7are,6.455978260869564
AATS8are,6.31202105263158
AATSC0dv,4.5957300275482105
AATSC0pe,0.18617370867768585
AATSC0se,0.13552565702479338
AATSC1dv,0.19291731544695956
AATSC1pe,-0.01695686085159898
AATSC1se,-0.004177504850880344
AATSC2dv,0.48992653810835596
AATSC2pe,0.03821259435261709
AATSC2se,0.026442489035812675
AATSC3dv,-0.9356921487603307
AATSC3pe,-0.030301596935261688
AATSC3se,-0.018744289600550964
AATSC4dv,-0.16528269710087887
AATSC4pe,-0.010270072314049602
AATSC4se,-0.015863181267217624
AATSC5dv,-0.9090417158598975
AATSC5pe,-0.05282147653482878
AATSC5se,-0.035835747122195984
AATSC6dv,0.8164530274919887
AATSC6pe,0.04300722824253667
AATSC6se,0.0319372641254849
AATSC7dv,0.04376272607497905
AATSC7pe,0.01032898401006109
AATSC7se,0.008008216492993178
AATSC8dv,-1.040918756947465
AATSC8pe,-0.02567650772074814
AATSC8se,-0.015858188603740744
AETA_eta,0.7804388673764305
ATSC0are,9.217043181818182
ATSC1are,-1.0682655991735537
ATSC2are,3.3916536673553717
ATSC3are,-3.387830578512394
ATSC4are,-1.2689394111570238
ATSC5are,-6.458607644628096
ATSC6are,4.640467458677685
ATSC7are,1.4346642561983471
ATSC8are,-2.8140705061983455
BCUTZ-1h,16.01323038583128
BCUTZ-1l,5.654697529002577
BCUTc-1h,0.46343119936746163
BCUTc-1l,-0.3618219475200948
BCUTd-1h,4.043948561881389
BCUTd-1l,0.9706167791771286
BCUTi-1h,17.424772290279126
BCUTi-1l,10.319739549493539
BCUTm-1h,32.066735661583536
BCUTm-1l,11.666227828619434
BCUTp-1h,2.9546539210989593
BCUTp-1l,0.5458528062189323
BCUTs-1h,8.001922098316594
BCUTs-1l,0.29892152055265453
BCUTv-1h,24.442001275999353
BCUTv-1l,13.304118896749449
BalabanJ,1.7168324014368996
Diameter,13
ETA_beta,39.25
GATS1are,0.7021587125337077
GATS2are,0.46089451713175933
GATS3are,1.021320054161851
GATS4are,0.8660186130110297
GATS5are,1.332399182830874
GATS6are,0.7411829554621704
GATS7are,0.7699876893935431
GATS8are,0.9773127924902896
HybRatio,0.10526315789473684
Lipinski,True
LogEE_Dt,285.717774003592
MATS1are,-0.11086193789244421
MATS2are,0.21587944335990877
MATS3are,-0.16846570545326223
MATS4are,-0.05769160765243857
MATS5are,-0.27528461091612
MATS6are,0.22604593950896126
MATS7are,0.07444293806250851
MATS8are,-0.14140749322547502
MAXddssS,-4.036986712123119
MAXssCH2,-0.29646774598524206
MINddssS,-4.036986712123119
MINssCH2,-0.29646774598524206
NsssssAs,0
RotRatio,0.2
SM1_Dzpe,1.8373411580546555
SM1_Dzse,1.8389492025260181
SMR_VSA1,27.815804005756988
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,16.714704150726174
SMR_VSA6,10.474948471198877
SMR_VSA7,59.911608880435764
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,178.629767899476
SpAD_Dzi,232.65114791339244
SpAD_Dzm,178.44474541931254
SpAD_Dzp,256.60504038875746
SpAD_Dzv,253.38129637111314
SpAbs_Dt,571.435548007184
SpDiam_A,4.968829295985811
SpDiam_D,210.47269806955902
SpMAD_Dt,20.408412428828
SpMax_Dt,285.717774003592
SsssssAs,0
VE1_Dzpe,5.195768847581423
VE1_Dzse,5.19599468261903
VE2_Dzpe,0.18556317312790796
VE2_Dzse,0.18557123866496536
VE3_Dzpe,2.677464028391297
VE3_Dzse,2.677507492628524
VMcGowan,281.0800000000004
VR1_Dzpe,173.05797621046776
VR1_Dzse,173.04171150869422
VR2_Dzpe,6.180642007516705
VR2_Dzse,6.180061125310508
VR3_Dzpe,6.183246078141759
VR3_Dzse,6.183152089603991
mZagreb1,10.8125
mZagreb2,6.013888888888887
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,35
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.20947825413223142
AATSC1are,-0.02322316519942508
AATSC2are,0.045222048898071625
AATSC3are,-0.035289901859504105
AATSC4are,-0.012085137249114513
AATSC5are,-0.05766613968417943
AATSC6are,0.0473517087620172
AATSC7are,0.015594176697808122
AATSC8are,-0.029621794802087847
AETA_beta,1.4017857142857142
BCUTdv-1h,7.0040603643646735
BCUTdv-1l,0.644185462649547
BCUTpe-1h,3.988676105586637
BCUTpe-1l,2.2020868053706226
BCUTse-1h,4.009964477437402
BCUTse-1l,2.3987102192778016
ETA_alpha,13.51904761904762
ETA_dBeta,5.75
ETA_eta_B,0.7278358294677201
ETA_eta_F,33.050924328854336
ETA_eta_L,5.607169748327633
ETA_eta_R,54.903212615394395
ETA_psi_1,0.5305550364417869
LabuteASA,164.61426130923638
LogEE_DzZ,88.9890848501582
LogEE_Dzi,116.37096048233288
LogEE_Dzm,88.8991856344567
LogEE_Dzp,126.16356702873998
LogEE_Dzv,126.05419845218371
PEOE_VSA1,10.213054789681411
PEOE_VSA2,9.51663204852391
PEOE_VSA3,12.808212032003757
PEOE_VSA4,0.0
PEOE_VSA5,11.761884949391115
PEOE_VSA6,24.26546827384644
PEOE_VSA7,36.75265696523406
PEOE_VSA8,10.772448428929591
PEOE_VSA9,21.2312068324659
SM1_Dzare,1.9553027555845972
SpAD_Dzpe,226.7370738320975
SpAD_Dzse,223.271431157866
SpAbs_DzZ,176.29133252532642
SpAbs_Dzi,231.4710982468397
SpAbs_Dzm,176.08183977864473
SpAbs_Dzp,259.40671600315216
SpAbs_Dzv,254.65419583785877
SpDiam_Dt,405.6588365575432
SpMAD_DzZ,6.379634567838429
SpMAD_Dzi,8.308969568335444
SpMAD_Dzm,6.373026622118305
SpMAD_Dzp,9.16446572816991
SpMAD_Dzv,9.049332013254041
SpMax_DzZ,88.9890848501582
SpMax_Dzi,116.37096048233288
SpMax_Dzm,88.8991856344567
SpMax_Dzp,126.16356702873998
SpMax_Dzv,126.05419845218371
VE1_Dzare,5.195316221437317
VE2_Dzare,0.18554700790847561
VE3_Dzare,2.6773769102238707
VR1_Dzare,173.07268315627212
VR2_Dzare,6.181167255581147
VR3_Dzare,6.183331057298706
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48282312925170073
AETA_dBeta,0.20535714285714285
AETA_eta_B,0.025994136766704288
AETA_eta_F,1.1803901546019406
AETA_eta_L,0.20025606244027258
AETA_eta_R,1.9608290219783713
BCUTare-1h,4.107722801429452
BCUTare-1l,2.15153213409362
ETA_beta_s,16.75
ETA_dPsi_A,0.18344496355821305
ETA_dPsi_B,0.0
ETA_eta_BR,0.9858358294677201
ETA_eta_FL,7.579207984577743
ETA_eta_RL,13.186377732905376
LogEE_Dzpe,113.43415624312213
LogEE_Dzse,111.70139233616607
PEOE_VSA10,11.5667326743298
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,4.722094864452088
SlogP_VSA2,30.353010668708983
SlogP_VSA3,14.817828337479405
SlogP_VSA4,12.740958040736519
SlogP_VSA5,5.563451491696996
SlogP_VSA6,58.32190349872843
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
SpAD_Dzare,227.85804125665402
SpAbs_Dzpe,225.03097132818965
SpAbs_Dzse,221.56383546980624
SpDiam_DzZ,126.09215446369431
SpDiam_Dzi,167.39466547177125
SpDiam_Dzm,125.99145842663782
SpDiam_Dzp,181.44341164045233
SpDiam_Dzv,184.0491941473794
SpMAD_Dzpe,8.097752636860625
SpMAD_Dzse,7.9739796842095005
SpMax_Dzpe,113.43415624312213
SpMax_Dzse,111.70139233616607
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.5982142857142857
AETA_eta_BR,0.03520842248099
AETA_eta_FL,0.27068599944920513
AETA_eta_RL,0.4709420618894777
DetourIndex,3925
EState_VSA1,21.809817282405326
EState_VSA2,32.5441701574468
EState_VSA3,10.772448428929591
EState_VSA4,23.894619086314336
EState_VSA5,19.056471336613843
EState_VSA6,24.26546827384644
EState_VSA7,0.0
EState_VSA8,4.722094864452088
EState_VSA9,5.106527394840706
ETA_beta_ns,22.5
ETA_shape_p,0.18140190207819654
ETA_shape_x,0.061641423036280375
ETA_shape_y,0.332863684395914
GhoseFilter,True
LogEE_Dzare,113.99885286959787
SlogP_VSA10,10.077801322358383
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,226.04240298361123
SpDiam_Dzpe,163.6885251575551
SpDiam_Dzse,161.09149196706744
SpMAD_Dzare,8.137787187737644
SpMax_Dzare,113.99885286959787
TopoPSA(NO),103.7
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,39.009996571135844
VSA_EState9,44.899872632673876
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8035714285714286
EState_VSA10,22.709276610916284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.01717687074829926
FilterItLogS,-5.239830699098197
SpDiam_Dzare,164.48633421656444
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6882034632034632
ETA_epsilon_2,0.9100340136054417
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.5846825396825392
ETA_epsilon_5,0.8509984639016893
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.24820346320346331
ETA_dEpsilon_B,0.1035209235209239
ETA_dEpsilon_C,-0.1446825396825394
ETA_dEpsilon_D,0.059035549703752355
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.6428571428571429
MDEDescriptor,"0.0,1.6135562792830798,2.0155921955967924,0.0,8.0262869772741,20.90704213403663,0.0,9.744287858565006,0.0,0.0,1.7117768118155856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,55.57568799999997
BCUTDescriptor,"11.850000000000007,31.973073799123593,-0.3587428451663019,0.26936875239124525,4.334338906113128,12.470036131755455"
BPolDescriptor,29.068312
TPSADescriptor,137.38000000000002
ALOGPDescriptor,"4.261500000000002,18.160382250000012,104.1828"
XLogPDescriptor,3.821
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,421.0453929599999
ChiPathDescriptor,"20.474327015758654,13.18637773290538,12.89304826072326,9.843149297527878,8.37055120304294,6.432760449501519,4.857876576903489,3.1096481349137055,15.659780402857983,9.42668347142786,7.443295126674531,5.397354192969998,3.8332537562786593,2.5887454079028522,1.6374712256037045,0.9902923798816615"
ChiChainDescriptor,"0.0,0.0,0.0,0.19673563623996193,0.4399894802074488,0.0,0.0,0.0,0.069876234906188,0.13566887737114428"
AtomCountDescriptor,44
BondCountDescriptor,30
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.898902581343017,0.20412414523193154,0.6662405324940669,0.08333333333333333,1.0363195626428336,0.025499585890087693,0.1991157927866701,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,13,3,2,0,0,0"
ZagrebIndexDescriptor,148.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"56.28145632444736,2.0100520115874057,24.492661962778,12.375551422357972,3.081619736324584"
FractionalPSADescriptor,0.3262831093678571
WienerNumbersDescriptor,"1989.0,47.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.357711644458776,8.926881750368436,12.49386254110361,2.059617246951846,2.879278054193137,3.457465482164562"
FractionalCSP3Descriptor,0.10526315789473684
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"22.68,9.427685950413224,5.389030612244898"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1360.09
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.10526315789473684
AutocorrelationDescriptorMass,"45.98987569492388,43.97985276408889,60.32924037792004,71.34100246997325,65.60629995459404"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5204595609739021,-0.2383523384271683,-0.025200567468054037,0.11532090747453015,-0.027012421827894182"
EccentricConnectivityIndexDescriptor,585
AutocorrelationDescriptorPolarizability,"2374.929885062475,2821.380461218972,4096.235548725453,4362.151707314248,4046.498952750183"
