DLiP-ID,T003OO
AATSC4v,-4.429748232223462
AATSC5Z,-1.4802991452991454
AATSC5c,0.0006388724315623775
AATSC5d,-0.09561965811965811
AATSC5i,0.060485405025300434
AATSC5m,-6.736463709871796
AATSC5p,0.0009612199255327366
AATSC5s,0.05914475872873504
AATSC5v,-2.586521698213095
AATSC6Z,-2.7937087087087082
AATSC6c,-0.003338444125152371
AATSC6d,-0.06456456456456457
AATSC6i,-0.13017495291726208
AATSC6m,-13.041100496756759
AATSC6p,-0.03472896359650251
AATSC6s,-0.3049045972412742
AATSC6v,-11.568610952353065
AATSC7Z,0.05486111111111125
AATSC7c,0.003454269836065118
AATSC7d,0.051736111111111094
AATSC7i,-0.04792825234437496
AATSC7m,0.2272489824999968
AATSC7p,-0.008606121026469385
AATSC7s,0.04286618786675046
AATSC7v,-1.2693797556849977
AATSC8Z,1.0724397824397824
AATSC8c,-0.002444065309266098
AATSC8d,0.10309829059829058
AATSC8i,0.003302829089504446
AATSC8m,5.142723360349648
AATSC8p,0.013983998818280313
AATSC8s,-0.025734235923922186
AATSC8v,5.877485078888431
ATS0are,372.98849999999993
ATS1are,391.7708
ATS2are,705.6220000000003
ATS3are,886.0610000000003
ATS4are,995.5590000000002
ATS5are,1005.0099999999999
ATS6are,913.4430000000002
ATS7are,935.9889999999999
ATS8are,822.7460000000002
ATSC0dv,249.85925925925926
ATSC0pe,8.239364999999998
ATSC0se,5.834891649999997
ATSC1dv,37.80839506172838
ATSC1pe,0.34573450000001155
ATSC1se,0.36288049499999675
ATSC2dv,48.68629629629628
ATSC2pe,1.4203847500000188
ATSC2se,1.1564065974999926
ATSC3dv,22.974814814814813
ATSC3pe,0.5261140000000072
ATSC3se,-0.32321736000000345
ATSC4dv,-92.48864197530864
ATSC4pe,-1.884324499999978
ATSC4se,-1.6312158450000138
ATSC5dv,-144.6748148148148
ATSC5pe,-2.252838999999966
ATSC5se,-1.0436761900000207
ATSC6dv,-154.500987654321
ATSC6pe,-5.954361999999984
ATSC6se,-3.474084520000005
ATSC7dv,83.94938271604933
ATSC7pe,1.453149999999978
ATSC7se,1.0966139500000118
ATSC8dv,89.40580246913579
ATSC8pe,1.0571417499999707
ATSC8se,-0.06281373249998595
AXp-0dv,0.6053983258286192
AXp-1dv,0.35907276276239436
AXp-2dv,0.20717571880594726
AXp-3dv,0.12522928677040038
AXp-4dv,0.07472067401153518
AXp-5dv,0.04555489070204294
AXp-6dv,0.029250485878712682
AXp-7dv,0.017949855383330094
BertzCT,954.5661467039671
ECIndex,827
ETA_eta,28.941234101215947
GATS1dv,0.6451337957521607
GATS1pe,0.6507674418927875
GATS1se,0.6468745929995674
GATS2dv,0.9223130218653625
GATS2pe,0.9023668911597168
GATS2se,0.9077794324819436
GATS3dv,0.934510662792881
GATS3pe,0.8934423007382511
GATS3se,0.9413276373063987
GATS4dv,1.2671803235501733
GATS4pe,1.27231047292441
GATS4se,1.3441556473959788
GATS5dv,1.4607782044820674
GATS5pe,1.4871400579522498
GATS5se,1.5370779058873425
GATS6dv,1.2394319885388931
GATS6pe,1.3631326728619415
GATS6se,1.34256915128928
GATS7dv,0.739145278082476
GATS7pe,0.7940282715961725
GATS7se,0.7499107186720426
GATS8dv,0.724911594882838
GATS8pe,0.7913625837458558
GATS8se,0.7963893502512719
LogEE_A,4.343237771988493
LogEE_D,203.52866871074642
MATS1dv,0.146437516556513
MATS1pe,0.040607713603361385
MATS1se,0.06018529454281165
MATS2dv,0.10532696284675172
MATS2pe,0.09318382430448839
MATS2se,0.10712874973390359
MATS3dv,0.038312926783473165
MATS3pe,0.02660571132200961
MATS3se,-0.02308078848387896
MATS4dv,-0.14056821111481793
MATS4pe,-0.08684725896022043
MATS4se,-0.10616290622351089
MATS5dv,-0.222702011160699
MATS5pe,-0.1051630239055468
MATS5se,-0.0687954367123128
MATS6dv,-0.2506832675372001
MATS6pe,-0.29297531309033337
MATS6se,-0.24137768577814908
MATS7dv,0.12599500459517943
MATS7pe,0.06613753001596506
MATS7se,0.07047778363630877
MATS8dv,0.15013621758159423
MATS8pe,0.053833757701105225
MATS8se,-0.004516864034271546
MAXaaCH,1.9163152070592546
MAXaasC,1.0122196963646835
MAXdssC,-0.48386211892164144
MAXsCH3,1.5969755811098842
MAXsssN,1.2927486561658639
MDEC-11,0.16666666666666669
MDEC-12,3.424590603445393
MDEC-13,2.0747157603921083
MDEC-22,19.847223388690484
MDEC-23,18.88441789964283
MDEC-33,3.235227540585364
MDEO-11,0.814325284978472
MDEO-12,1.185162944157964
MDEO-22,0.516459056608978
MINaaCH,1.5503372389849455
MINaasC,0.195992758168118
MINdssC,-0.48386211892164144
MINsCH3,1.5969755811098842
MINsssN,1.2927486561658639
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.267857142857143
SM1_Dzi,1.1771542054576627
SM1_Dzm,2.2634523555072885
SM1_Dzp,-6.587809473182247
SM1_Dzv,-2.5557126214201147
SddssSe,0
SpAD_Dt,643.1104722810114
SpAbs_A,40.220729800921795
SpAbs_D,407.0573374214929
SpMAD_A,1.2974428968039289
SpMAD_D,13.13088185230622
SpMax_A,2.4577878990064326
SpMax_D,203.52866871074642
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,90.52
TpiPC10,7.627939881891721
VAdjMat,6.044394119358453
VE1_DzZ,5.498972180500016
VE1_Dzi,5.499996101221548
VE1_Dzm,5.498966897169047
VE1_Dzp,5.491287507394895
VE1_Dzv,5.500679597635405
VE2_DzZ,0.17738619937096825
VE2_Dzi,0.17741922907166283
VE2_Dzm,0.177386028940937
VE2_Dzp,0.1771383066901579
VE2_Dzv,0.17744127734307757
VE3_DzZ,2.835963309993255
VE3_Dzi,2.8361494948604653
VE3_Dzm,2.8359623492076147
VE3_Dzp,2.8345648581685046
VE3_Dzv,2.836273759302659
VR1_DzZ,193.54801333978787
VR1_Dzi,193.8927535826137
VR1_Dzm,193.5488102314807
VR1_Dzp,194.80759438651674
VR1_Dzv,193.99103628293892
VR2_DzZ,6.2434843012834795
VR2_Dzi,6.254604954277861
VR2_Dzm,6.243510007467119
VR2_Dzp,6.284115947952153
VR2_Dzv,6.257775363965772
VR3_DzZ,6.3969277241365194
VR3_Dzi,6.398707301110537
VR3_Dzm,6.3969318414097405
VR3_Dzp,6.403414487496685
VR3_Dzv,6.399214064759838
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.1206809986080039
Xch-7dv,0.18726771325747787
Xpc-4dv,2.8749288569099027
Xpc-5dv,4.182198646530128
Xpc-6dv,5.8160888433425635
Zagreb1,156.0
Zagreb2,181.0
fragCpx,159.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,33
nBondsS,47
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.216474999999999
AATS1are,6.318883870967742
AATS2are,6.356954954954958
AATS3are,6.153201388888891
AATS4are,6.3010063291139256
AATS5are,6.442371794871794
AATS6are,6.1719121621621635
AATS7are,5.849931249999999
AATS8are,5.753468531468533
AATSC0dv,4.164320987654321
AATSC0pe,0.13732274999999997
AATSC0se,0.09724819416666661
AATSC1dv,0.6098128235762642
AATSC1pe,0.005576362903225993
AATSC1se,0.005852911209677367
AATSC2dv,0.4386152819486151
AATSC2pe,0.01279625900900918
AATSC2se,0.01041807745495489
AATSC3dv,0.15954732510288064
AATSC3pe,0.0036535694444444944
AATSC3se,-0.002244565000000024
AATSC4dv,-0.5853711517424597
AATSC4pe,-0.011926104430379607
AATSC4se,-0.010324150917721606
AATSC5dv,-0.9274026590693256
AATSC5pe,-0.014441275641025424
AATSC5se,-0.00669023198717962
AATSC6dv,-1.0439255922589257
AATSC6pe,-0.040232175675675566
AATSC6se,-0.023473544054054087
AATSC7dv,0.5246836419753083
AATSC7pe,0.009082187499999863
AATSC7se,0.006853837187500074
AATSC8dv,0.6252154018820685
AATSC8pe,0.007392599650349445
AATSC8se,-0.0004392568706292724
AETA_eta,0.9335881968134176
ATSC0are,8.858565000000002
ATSC1are,-0.0069954999999931235
ATSC2are,1.6978147500000134
ATSC3are,0.46723900000000457
ATSC4are,-2.298919499999982
ATSC5are,-2.00474899999997
ATSC6are,-5.940126999999987
ATSC7are,1.6573549999999821
ATSC8are,0.7265517499999771
BCUTZ-1h,16.013123941700506
BCUTZ-1l,5.692875604226419
BCUTc-1h,0.4561633147977031
BCUTc-1l,-0.5296045361530292
BCUTd-1h,4.0485383962608665
BCUTd-1l,0.9714409900962855
BCUTi-1h,14.542704219150993
BCUTi-1l,10.319763201710705
BCUTm-1h,32.06654443371826
BCUTm-1l,11.704472999581704
BCUTp-1h,2.95462065821627
BCUTp-1l,0.7413645706805037
BCUTs-1h,7.014578005911042
BCUTs-1l,0.29758411439515015
BCUTv-1h,24.441834257537305
BCUTv-1l,14.699970434449664
BalabanJ,1.4614411762222044
Diameter,16
ETA_beta,36.75
GATS1are,0.6932806582322921
GATS2are,0.9076651083285334
GATS3are,0.8990858862455582
GATS4are,1.306168384117017
GATS5are,1.5086638518622133
GATS6are,1.3548689426102971
GATS7are,0.7719091988939513
GATS8are,0.7863857916434147
HybRatio,0.43478260869565216
Lipinski,True
LogEE_Dt,321.55523614050577
MATS1are,-0.00076421392287247
MATS2are,0.10359891277003777
MATS3are,0.021976800606719995
MATS4are,-0.09854952862718556
MATS5are,-0.08704088164305347
MATS6are,-0.27184533777136466
MATS7are,0.0701590071303866
MATS8are,0.03441267159092679
MAXddssS,-3.740495811532742
MAXssCH2,0.795814403359844
MAXsssCH,-0.7816023441312046
MINddssS,-3.740495811532742
MINssCH2,0.21635235575711786
MINsssCH,-0.7816023441312046
NsssssAs,0
RotRatio,0.2727272727272727
SM1_Dzpe,1.725137698898409
SM1_Dzse,1.7025878985853349
SMR_VSA1,27.422923029800906
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,43.04143241929579
SMR_VSA6,27.37123345298056
SMR_VSA7,54.09438803938988
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SpAD_DzZ,310.6917372077355
SpAD_Dzi,343.4926204463329
SpAD_Dzm,310.75964270719976
SpAD_Dzp,475.0131107649761
SpAD_Dzv,416.34140274579715
SpAbs_Dt,643.1104722810113
SpDiam_A,4.915575798012865
SpDiam_D,312.1935699542805
SpMAD_Dt,20.745499105839077
SpMax_Dt,321.55523614050577
SsssssAs,0
VE1_Dzpe,5.501255870699069
VE1_Dzse,5.5014707053005845
VE2_Dzpe,0.17745986679674416
VE2_Dzse,0.17746679694518014
VE3_Dzpe,2.8363785177909904
VE3_Dzse,2.836417568948003
VMcGowan,333.80000000000115
VR1_Dzpe,193.6187501851444
VR1_Dzse,193.58109804381817
VR2_Dzpe,6.245766135004658
VR2_Dzse,6.244551549800586
VR3_Dzpe,6.397293131773784
VR3_Dzse,6.397098647495874
mZagreb1,10.340277777777779
mZagreb2,7.055555555555557
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,53
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14764275000000004
AATSC1are,-0.0001128306451611794
AATSC2are,0.015295628378378499
AATSC3are,0.0032447152777778094
AATSC4are,-0.014550123417721406
AATSC5are,-0.012850955128204937
AATSC6are,-0.04013599324324316
AATSC7are,0.010358468749999888
AATSC8are,0.005080781468531308
AETA_beta,1.185483870967742
BCUTdv-1h,6.0289078115809795
BCUTdv-1l,0.6449083949623706
BCUTpe-1h,3.5372940803416286
BCUTpe-1l,2.241633444943684
BCUTse-1h,3.7685112087509234
BCUTse-1l,2.437672636472368
ETA_alpha,14.733333333333334
ETA_dBeta,-1.75
ETA_eta_B,0.4631567284599978
ETA_eta_F,30.293608881048705
ETA_eta_L,7.851185435977529
ETA_eta_R,59.23484298226465
ETA_psi_1,0.5463535228677383
LabuteASA,183.51979678157727
LogEE_DzZ,155.0296904632653
LogEE_Dzi,171.78428293947155
LogEE_Dzm,155.06317580166325
LogEE_Dzp,236.25016213437675
LogEE_Dzv,207.75848965976633
PEOE_VSA1,14.210588861400147
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,61.93302788017349
PEOE_VSA8,12.611123474374185
PEOE_VSA9,25.72196052258576
SM1_Dzare,1.8753633027942849
SpAD_Dzpe,335.1931368166868
SpAD_Dzse,334.7177071440078
SpAbs_DzZ,308.75928859547423
SpAbs_Dzi,342.4672627707461
SpAbs_Dzm,308.83081467585305
SpAbs_Dzp,479.08813374193596
SpAbs_Dzv,418.07269194095284
SpDiam_Dt,484.8716446406878
SpMAD_DzZ,10.02231410347534
SpMAD_Dzi,11.080407111172029
SpMAD_Dzm,10.024504603458057
SpMAD_Dzp,15.323003573063746
SpMAD_Dzv,13.430367830509585
SpMax_DzZ,155.0296904632653
SpMax_Dzi,171.78428293947155
SpMax_Dzm,155.06317580166325
SpMax_Dzp,236.25016213437675
SpMax_Dzv,207.75848965976633
VE1_Dzare,5.501009250235628
VE2_Dzare,0.17745191129792348
VE3_Dzare,2.8363336869382936
VR1_Dzare,193.62977461996877
VR2_Dzare,6.246121761934477
VR3_Dzare,6.397350069033044
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4752688172043011
AETA_dBeta,-0.056451612903225805
AETA_eta_B,0.014940539627741865
AETA_eta_F,0.9772131897112486
AETA_eta_L,0.2532640463218558
AETA_eta_R,1.9108013865246662
BCUTare-1h,3.5813341764574513
BCUTare-1l,2.189390845853471
ETA_beta_s,19.25
ETA_dPsi_A,0.16764647713226166
ETA_dPsi_B,0.0
ETA_eta_BR,0.7211567284599978
ETA_eta_FL,7.099871397935569
ETA_eta_RL,14.951056833913098
LogEE_Dzpe,167.65221801153368
LogEE_Dzse,167.41377576228084
PEOE_VSA10,17.54086449571577
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,9.473725907600098
SlogP_VSA2,52.10539254570554
SlogP_VSA3,25.975512914205463
SlogP_VSA4,0.0
SlogP_VSA5,31.246737983401033
SlogP_VSA6,53.42642002321065
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,332.798775196416
SpAbs_Dzpe,333.6179927058269
SpAbs_Dzse,333.15484065347255
SpDiam_DzZ,245.52065741517947
SpDiam_Dzi,268.0175390639811
SpDiam_Dzm,245.57723272783147
SpDiam_Dzp,374.71803367070663
SpDiam_Dzv,326.17256226821144
SpMAD_Dzpe,10.812681832796347
SpMAD_Dzse,10.797345391742187
SpMax_Dzpe,167.65221801153368
SpMax_Dzse,167.41377576228084
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6209677419354839
AETA_eta_BR,0.023263120272903153
AETA_eta_FL,0.22902810961082481
AETA_eta_RL,0.4822921559326806
DetourIndex,4820
EState_VSA1,22.034437270507393
EState_VSA2,11.502365440030694
EState_VSA3,37.30624494125841
EState_VSA4,18.405094737549014
EState_VSA5,4.305215991296234
EState_VSA6,50.61779749332472
EState_VSA7,12.13273413692322
EState_VSA8,0.0
EState_VSA9,14.210588861400147
ETA_beta_ns,17.5
ETA_shape_p,0.13574660633484162
ETA_shape_x,0.05656108597285068
ETA_shape_y,0.23076923076923075
GhoseFilter,True
LogEE_Dzare,166.45988318862072
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,331.0957932580128
SpDiam_Dzpe,261.6982613611759
SpDiam_Dzse,261.6178715622476
SpMAD_Dzare,10.735444361174709
SpMax_Dzare,166.45988318862072
TopoPSA(NO),82.14
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.357313383619996
VSA_EState9,50.966515761246086
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5645161290322581
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.024731182795698893
FilterItLogS,-5.1591584519356
SpDiam_Dzare,259.6355429504921
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5944444444444438
ETA_epsilon_2,0.8698924731182791
ETA_epsilon_3,0.4393258426966286
ETA_epsilon_4,0.5453703703703694
ETA_epsilon_5,0.8698924731182791
AETA_beta_ns_d,0.03225806451612903
ETA_dEpsilon_A,0.15511860174781517
ETA_dEpsilon_B,0.04907407407407438
ETA_dEpsilon_C,-0.10604452767374078
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7741935483870968
MDEDescriptor,"0.16666666666666669,3.424590603445393,2.0747157603921083,0.0,19.847223388690484,18.88441789964283,0.0,3.235227540585364,0.0,0.0,0.814325284978472,1.185162944157964,0.516459056608978,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,68.62899699999997
BCUTDescriptor,"11.85000000000002,31.972072585975297,-0.34955530100407106,0.2801050188509955,4.883809127807613,12.702915421160997"
BPolDescriptor,46.86500299999999
TPSADescriptor,90.52
ALOGPDescriptor,"1.4062000000000006,1.9773984400000015,109.28059999999999"
XLogPDescriptor,3.836000000000001
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,447.17155887999996
ChiPathDescriptor,"22.26937394568523,14.951056833913096,13.094526312301713,10.839880519532729,8.63241541031576,6.963946120439081,4.061629676122814,2.7957866776345215,18.15459329065771,10.768679277055,7.904106028089815,5.820599356603959,4.128245138759044,2.9299128610816347,1.551072323112038,0.9443101203719902"
ChiChainDescriptor,"0.0,0.0,0.0,0.25343678769327627,0.2851477927045248,0.0,0.0,0.0,0.12068099860800388,0.12806044065283534"
AtomCountDescriptor,60
BondCountDescriptor,33
SmallRingDescriptor,"3,2,3,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.157029759597388,0.16666666666666666,0.7092756949471919,0.15137471507731048,0.815413244719563,0.022807522979332223,0.17319986756280822,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,1,2,6,0,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"62.51426756635053,2.016589276333888,23.137247073295327,16.174278531152822,3.450364782151778"
FractionalPSADescriptor,0.2024279008860028
WienerNumbersDescriptor,"3060.0,49.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.015088292584948,7.840030472712392,11.464245945672031,1.8200776701802246,2.5819641284006516,3.1927632338154535"
FractionalCSP3Descriptor,0.43478260869565216
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,7,0,0,8,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.619834710743802,12.459259259259259,6.991676575505351"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2914.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.43478260869565216
AutocorrelationDescriptorMass,"42.134547552972165,44.55304708516848,57.9885576103419,64.26786665056048,64.36722369014402"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.7882166024802457,-0.47611619032532787,0.11362960348118842,0.06842820357859022,-0.1773283044162548"
EccentricConnectivityIndexDescriptor,827
AutocorrelationDescriptorPolarizability,"2234.166001248182,2587.2844433105806,3568.804290644278,3722.5118962034226,3364.0339014975216"
