DLiP-ID,C001T5
SdO,12.593330026455027
SdS,0
Spe,36.94117647058822
SsF,0
SsI,0
Sse,38.19737800437001
StN,9.394237016565885
fMF,0.39473684210526316
nBr,0
nCl,0
AMID,2.0242049177852475
BIC0,0.2803726853393677
BIC1,0.6910252452915385
BIC2,0.8049838802494732
BIC3,0.833409879195267
BIC4,0.833409879195267
BIC5,0.833409879195267
CIC0,3.6905725211426113
CIC1,1.4095663897194002
CIC2,0.7765730264296549
CIC3,0.6186782895875487
CIC4,0.6186782895875487
CIC5,0.6186782895875487
GGI1,5.5
GGI2,2.6666666666666674
GGI3,2.5277777777777777
GGI4,2.1811111111111114
GGI5,1.0969444444444443
GGI6,0.685079365079365
GGI7,0.23001700680272108
GGI8,0.062499999999999986
GGI9,0.0
JGI1,0.2391304347826087
JGI2,0.07619047619047621
JGI3,0.07021604938271604
JGI4,0.05452777777777778
JGI5,0.031341269841269837
JGI6,0.026349206349206348
JGI7,0.025557445200302342
JGI8,0.010416666666666664
JGI9,0.0
MIC0,14.461949416342499
MIC1,35.970803139991375
MIC2,37.767070976503234
MIC3,37.92622887124007
MIC4,37.92622887124007
MIC5,37.92622887124007
MPC2,35
MPC3,47
MPC4,69
MPC5,86
MPC6,103
MPC7,105
MPC8,112
MPC9,92
Mare,0.985368421052632
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,1
RNCG,0.23534412782913364
RPCG,0.10841722465850422
SIC0,0.29675619343283743
SIC1,0.7314051335296605
SIC2,0.8520229129612953
SIC3,0.8821099780813123
SIC4,0.8821099780813123
SIC5,0.8821099780813123
SaaN,0
SaaO,0
SaaS,0
Sare,37.44400000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.607868008314437
SssS,0
StCH,0
StsC,2.089607426303855
TIC0,59.17948970743702
TIC1,145.85772270151904
TIC2,169.91147050652935
TIC3,175.91147050652938
TIC4,175.91147050652938
TIC5,175.91147050652938
Vabc,269.43836874818135
WPol,36
apol,42.95948099999999
bpol,20.228518999999995
nRot,1
ABCGG,14.529415214181777
ATS0Z,868.0
ATS0d,133.0
ATS0i,6176.932541887233
ATS0m,3426.0231729999996
ATS0p,57.09722738243301
ATS0s,187.25694444444446
ATS0v,8467.418156908858
ATS1Z,993.0
ATS1d,167.0
ATS1i,5880.012046804499
ATS1m,3769.5266109999993
ATS1p,73.77845724
ATS1s,134.24999999999997
ATS1v,10835.711612634092
ATS2Z,1542.0
ATS2d,292.0
ATS2i,10669.085159049939
ATS2m,5826.495146999999
ATS2p,117.38464050364097
ATS2s,204.22222222222226
ATS2v,16862.43489137748
ATS3Z,1788.0
ATS3d,320.0
ATS3i,14770.27426189565
ATS3m,6432.039747999998
ATS3p,144.89671472054692
ATS3s,289.625
ATS3v,20151.876764843262
ATS4Z,1963.0
ATS4d,341.0
ATS4i,20207.57411894606
ATS4m,7224.135063999999
ATS4p,147.836470355658
ATS4s,399.5277777777778
ATS4v,20353.111264466857
ATS5Z,1784.0
ATS5d,280.0
ATS5i,15435.963255323295
ATS5m,6418.337467
ATS5p,129.02090244479197
ATS5s,390.66666666666674
ATS5v,18466.42748820829
ATS6Z,1442.0
ATS6d,216.0
ATS6i,13801.718360756397
ATS6m,5060.134402
ATS6p,111.40186758339601
ATS6s,360.24999999999994
ATS6v,15256.095839794152
ATS7Z,736.0
ATS7d,158.0
ATS7i,14366.034316008583
ATS7m,2147.110125
ATS7p,85.279192163282
ATS7s,233.0
ATS7v,10077.698725150345
ATS8Z,406.0
ATS8d,86.0
ATS8i,9954.240974768973
ATS8m,1244.62435
ATS8p,51.723392715771986
ATS8s,120.5
ATS8v,5793.4893574005555
C1SP1,1
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,5
C2SP3,2
C3SP2,2
C3SP3,1
C4SP3,1
FCSP3,0.375
GGI10,0.0
JGI10,0.0
JGT10,0.533729326191024
Kier1,15.879017013232515
Kier2,5.893877551020408
Kier3,2.933454051607062
MAXdO,12.593330026455027
MAXtN,9.394237016565885
MID_C,33.1345578351518
MID_N,5.548447001702345
MID_O,3.825298436636049
MID_X,0.0
MID_h,9.373745438338394
MINdO,12.593330026455027
MINtN,9.394237016565885
MPC10,80
MWC01,23.0
MWC02,4.762173934797756
MWC03,5.638354669333745
MWC04,6.577861357721047
MWC05,7.478169694159785
MWC06,8.42222295382501
MWC07,9.331406899955626
MWC08,10.275499284385074
MWC09,11.188925129844336
MWC10,12.1322484792536
NaaCH,3
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,5
NdssS,0
NsCH3,2
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.46558
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.231108616854587
SRW05,2.3978952727983707
SRW06,6.807934943699926
SRW07,4.442651256490317
SRW08,8.490233009833455
SRW09,6.293419278846481
SRW10,10.233762051368387
SaaCH,5.4713929043839755
SaaNH,3.0832648337112625
SaaSe,0
SaaaC,0
SaasC,0.7901445578231296
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,1.5986862244897961
SdssS,0
SsCH3,4.0583405769715295
SsNH2,5.902551965230536
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.0940548107551145
VE1_D,4.514256053213468
VE2_A,0.1949549909883388
VE2_D,0.2149645739625461
VE3_A,2.1514732199480093
VE3_D,2.249177745754657
VR1_A,125.79578149425652
VR1_D,115.53547861113279
VR2_A,5.99027530925031
VR2_D,5.50168945767299
VR3_A,5.576597155001476
VR3_D,5.491515001645276
WPath,803
Xc-3d,2.3701496210210893
Xc-4d,0.25
Xc-5d,0.36830153430757584
Xc-6d,0.0
Xp-0d,15.198306133819765
Xp-1d,9.926652133999388
Xp-2d,9.794151682129781
Xp-3d,7.650566365799458
Xp-4d,7.333409309674003
Xp-5d,5.267014893395757
Xp-6d,4.391588008313247
Xp-7d,2.6660636621723395
ZMIC0,68.91819545118167
ZMIC1,28.87476640190869
ZMIC2,24.592375599218528
ZMIC3,23.948184148312315
ZMIC4,23.948184148312315
ZMIC5,23.948184148312315
nAcid,0
nAtom,38
nBase,0
nRing,3
piPC1,3.449987545831587
piPC2,4.0118683403978626
piPC3,4.525856379268366
piPC4,5.106324190057351
piPC5,5.43208310671103
piPC6,5.822305976840308
piPC7,6.044412721426077
piPC8,6.312641838693557
piPC9,6.214858067177399
AATS0Z,22.842105263157894
AATS0d,3.5
AATS0i,162.5508563654535
AATS0m,90.15850455263157
AATS0p,1.5025586153271846
AATS0s,4.927814327485381
AATS0v,222.82679360286468
AATS1Z,24.825
AATS1d,4.175
AATS1i,147.00030117011246
AATS1m,94.23816527499999
AATS1p,1.8444614309999998
AATS1s,3.3562499999999993
AATS1v,270.89279031585227
AATS2Z,21.718309859154928
AATS2d,4.112676056338028
AATS2i,150.2688050570414
AATS2m,82.06331192957745
AATS2p,1.653304795825929
AATS2s,2.876369327073553
AATS2v,237.49908297714762
AATS3Z,18.432989690721648
AATS3d,3.2989690721649483
AATS3i,152.27086867933662
AATS3m,66.30968812371133
AATS3p,1.4937805641293498
AATS3s,2.9858247422680413
AATS3v,207.75130685405426
AATS4Z,15.830645161290322
AATS4d,2.75
AATS4i,162.96430741085533
AATS4m,58.25915374193548
AATS4p,1.1922295996424033
AATS4s,3.221998207885305
AATS4v,164.1379940682811
AATS5Z,18.583333333333332
AATS5d,2.9166666666666665
AATS5i,160.79128390961765
AATS5m,66.85768194791667
AATS5p,1.3439677337999163
AATS5s,4.0694444444444455
AATS5v,192.35861966883635
AATS6Z,16.767441860465116
AATS6d,2.511627906976744
AATS6i,160.48509721809762
AATS6m,58.83877211627907
AATS6p,1.2953705532953024
AATS6s,4.188953488372093
AATS6v,177.39646325342036
AATS7Z,8.658823529411764
AATS7d,1.8588235294117648
AATS7i,169.01216842363038
AATS7m,25.26011911764706
AATS7p,1.0032846136856706
AATS7s,2.7411764705882353
AATS7v,118.561161472357
AATS8Z,7.0
AATS8d,1.4827586206896552
AATS8i,171.6248443925685
AATS8m,21.45904051724138
AATS8p,0.8917826330305515
AATS8s,2.0775862068965516
AATS8v,99.88774754138889
AMID_C,1.5778360873881812
AMID_N,0.26421176198582597
AMID_O,0.18215706841124044
AMID_X,0.0
AMID_h,0.44636883039706643
ATS0dv,296.0
ATS0pe,237.71200000000002
ATS0se,292.17048399999993
ATS1dv,302.0
ATS1pe,259.968
ATS1se,310.31619599999993
ATS2dv,429.0
ATS2pe,445.2456000000001
ATS2se,540.469756
ATS3dv,494.0
ATS3pe,613.6050000000002
ATS3se,748.10652
ATS4dv,547.0
ATS4pe,748.7683
ATS4se,935.88104
ATS5dv,446.0
ATS5pe,631.7398999999999
ATS5se,770.5998040000001
ATS6dv,284.0
ATS6pe,550.6802
ATS6se,673.0772400000001
ATS7dv,66.0
ATS7pe,503.76699999999994
ATS7se,638.010948
ATS8dv,22.0
ATS8pe,318.142
ATS8se,413.61096799999996
ATSC0Z,275.89473684210526
ATSC0c,0.8157705522777003
ATSC0d,28.552631578947366
ATSC0i,58.658859838644496
ATSC0m,1313.484868763158
ATSC0p,8.530990335344553
ATSC0s,65.27430555555557
ATSC0v,1881.4103779612842
ATSC1Z,5.742382271468157
ATSC1c,-0.41749007588796627
ATSC1d,11.681440443213292
ATSC1i,4.969925685029531
ATSC1m,30.140162433518583
ATSC1p,0.599271001636237
ATSC1s,-2.2152777777777786
ATSC1v,142.9138660940689
ATSC2Z,98.30193905817175
ATSC2c,0.21197933975503214
ATSC2d,-0.26939058171745445
ATSC2i,6.21649830491701
ATSC2m,465.9815249951528
ATSC2p,1.4717235231619181
ATSC2s,9.30381944444445
ATSC2v,507.51874138662487
ATSC3Z,-174.2576177285318
ATSC3c,-0.5633100256468218
ATSC3d,1.3788088642659266
ATSC3i,-33.928778743339514
ATSC3m,-833.9564734480601
ATSC3p,-5.609593278193328
ATSC3s,-20.557291666666668
ATSC3v,-1294.4246710327368
ATSC4Z,342.5013850415511
ATSC4c,0.3017293140065007
ATSC4d,-1.2243767313019382
ATSC4i,-0.4946974300285568
ATSC4m,1620.3533276675898
ATSC4p,3.763543339142458
ATSC4s,42.98611111111112
ATSC4v,1542.6425653838703
ATSC5Z,-150.41828254847644
ATSC5c,0.2568794187089979
ATSC5d,-19.817174515235457
ATSC5i,6.591102082666047
ATSC5m,-700.6180101648195
ATSC5p,0.6698415171765779
ATSC5s,-34.555555555555564
ATSC5v,-403.66391130179863
ATSC6Z,-194.28808864265926
ATSC6c,-0.019703005268687304
ATSC6d,-23.43490304709141
ATSC6i,-38.93346813568832
ATSC6m,-936.5603266218832
ATSC6p,-6.8392013117120385
ATSC6s,14.458333333333325
ATSC6v,-1581.1668345916898
ATSC7Z,-232.97506925207756
ATSC7c,-0.27005479757720774
ATSC7d,-1.2887811634349018
ATSC7i,4.375920050666782
ATSC7m,-1101.3043165754852
ATSC7p,-2.2981935576702126
ATSC7s,-46.42534722222222
ATSC7v,-970.9167316550299
ATSC8Z,109.73961218836558
ATSC8c,0.08954644282524363
ATSC8d,6.682825484764545
ATSC8i,12.737856926716582
ATSC8m,524.7293321509686
ATSC8p,2.7340897477848904
ATSC8s,11.954861111111125
ATSC8v,745.1237194854202
AXp-0d,0.7237288635152269
AXp-1d,0.43159357104345164
AXp-2d,0.279832905203708
AXp-3d,0.1627780077829672
AXp-4d,0.1062812943431015
AXp-5d,0.061244359225532057
AXp-6d,0.04263677677974026
AXp-7d,0.025391082496879422
GATS1Z,0.7945965280427317
GATS1c,1.492479809447297
GATS1d,0.8747004608294932
GATS1i,1.0936781242839522
GATS1m,0.7977185645458953
GATS1p,0.9873915555239053
GATS1s,0.6136815788073832
GATS1v,0.8986835682853546
GATS2Z,0.6724344541111608
GATS2c,0.7019071593644367
GATS2d,1.5513727526449017
GATS2i,1.000510374885063
GATS2m,0.6784642924535218
GATS2p,0.9723451931995247
GATS2s,0.4509649524360374
GATS2v,0.8657047072359007
GATS3Z,1.1489142021027623
GATS3c,1.2572193942962953
GATS3d,1.0086274882417217
GATS3i,1.249971754671981
GATS3m,1.150986694576707
GATS3p,1.2862882761592076
GATS3s,0.8819722259848212
GATS3v,1.2416136379039215
GATS4Z,0.6305291627179973
GATS4c,0.7684320412152952
GATS4d,1.0032406719191318
GATS4i,0.9075505246428679
GATS4m,0.6327739875117024
GATS4p,0.8473094610112346
GATS4s,0.7451503082696572
GATS4v,0.7499117021929521
GATS5Z,1.2426048025562764
GATS5c,1.3185930388296603
GATS5d,1.2823540706605223
GATS5i,0.9644554673259078
GATS5m,1.228033575819384
GATS5p,0.9046001346519457
GATS5s,1.809504494919942
GATS5v,0.9734798630845479
GATS6Z,1.274036627241511
GATS6c,1.2998189068708013
GATS6d,1.258182402743543
GATS6i,1.3548933152297753
GATS6m,1.2749615552809566
GATS6p,1.2774338466113333
GATS6s,1.1889926109379885
GATS6v,1.2784417864094362
GATS7Z,1.398679219875665
GATS7c,1.0825593470759667
GATS7d,0.8308701545134184
GATS7i,0.9015190870867097
GATS7m,1.3955907039131679
GATS7p,1.0286227674849107
GATS7s,1.4809354690330832
GATS7v,1.1900476734655987
GATS8Z,0.7722835453696273
GATS8c,0.5785809883786248
GATS8d,0.4468457015731766
GATS8i,0.6802084665830492
GATS8m,0.7773280901546973
GATS8p,0.7437220554375038
GATS8s,0.33778209038998763
GATS8v,0.7976141040937714
MATS1Z,0.019772987409385774
MATS1c,-0.48618520365338486
MATS1d,0.38866359447004595
MATS1i,0.08048962106944284
MATS1m,0.02179937888344694
MATS1p,0.06673404014956393
MATS1s,-0.032241076653013456
MATS1v,0.07216297644562014
MATS2Z,0.19069702457399876
MATS2c,0.13907554130229838
MATS2d,-0.0050496527552411795
MATS2i,0.056720160381484
MATS2m,0.18987547447600828
MATS2p,0.09233195460708563
MATS2s,0.0762858977365443
MATS2v,0.1443755982708526
MATS3Z,-0.24743448042574442
MATS3c,-0.27051497968510063
MATS3d,0.01891776331417168
MATS3i,-0.22659299131574193
MATS3m,-0.24873114690180856
MATS3p,-0.2575987708416639
MATS3s,-0.12337736762703433
MATS3v,-0.269528757236168
MATS4Z,0.38043531771916633
MATS4c,0.11334735567409819
MATS4d,-0.01314107328675486
MATS4i,-0.002584448892261919
MATS4m,0.3780476673510729
MATS4p,0.1351946117829961
MATS4s,0.20181238192148174
MATS4v,0.25127176283960373
MATS5Z,-0.21580901055576748
MATS5c,0.12464465196544358
MATS5d,-0.27473118279569897
MATS5i,0.04447713294971309
MATS5m,-0.2111390614024
MATS5p,0.031080283780248033
MATS5s,-0.20955015337695268
MATS5v,-0.08492758062178074
MATS6Z,-0.31116296815523986
MATS6c,-0.010672092842653904
MATS6d,-0.36266209409495226
MATS6i,-0.2932747139365913
MATS6m,-0.31506185672339054
MATS6p,-0.35423468481691756
MATS6s,0.09787259836928479
MATS6v,-0.37134647557126194
MATS7Z,-0.3775119509841327
MATS7c,-0.14799551142934803
MATS7d,-0.020178910273786915
MATS7i,0.03335035278713426
MATS7m,-0.3748408708961514
MATS7p,-0.12043475232625761
MATS7s,-0.31796372147454643
MATS7v,-0.23070824785662541
MATS8Z,0.26060071833598636
MATS8c,0.07191772113934976
MATS8d,0.15334498649292871
MATS8i,0.1422716447640547
MATS8m,0.26173745226096223
MATS8p,0.20997564282328499
MATS8s,0.11999354331026423
MATS8v,0.25947794887724596
MAXssO,5.607868008314437
MAXtsC,2.089607426303855
MINssO,5.607868008314437
MINtsC,2.089607426303855
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.912821552855647
SpAD_D,158.02242007175244
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.0929620181405897
SssNH2,0
SsssAs,0
SsssCH,-0.44689814814814866
SsssNH,0
SssssB,0
SssssC,-0.1521540769085412
SssssN,0
TMPC10,773
TMWC10,119.80686240327599
TSRW10,68.74715203160159
VE1_Dt,4.560913873561725
VE2_Dt,0.21718637493151075
VE3_Dt,2.259460359044896
VR1_Dt,109.27097343337815
VR2_Dt,5.2033796873037215
VR3_Dt,5.435768136786839
Xc-3dv,1.710209597862276
Xc-4dv,0.25
Xc-5dv,0.11559473726034589
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.1768067769284536
Xch-7d,0.4642503119726128
Xp-0dv,12.06467508474891
Xp-1dv,6.898910270054413
Xp-2dv,6.328061627692414
Xp-3dv,4.008464619831461
Xp-4dv,3.119524887832623
Xp-5dv,2.078714533327306
Xp-6dv,1.4210488864671822
Xp-7dv,0.7875363488028843
Xpc-4d,4.043399422079726
Xpc-5d,7.937132354355085
Xpc-6d,12.532509858619914
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,40
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,2
nSpiro,0
naRing,1
piPC10,6.423044020864127
AATS0dv,7.7894736842105265
AATS0pe,6.255578947368422
AATS0se,7.6886969473684195
AATS1dv,7.55
AATS1pe,6.4992
AATS1se,7.757904899999998
AATS2dv,6.042253521126761
AATS2pe,6.271064788732396
AATS2se,7.612250084507042
AATS3dv,5.092783505154639
AATS3pe,6.325824742268043
AATS3se,7.712438350515464
AATS4dv,4.411290322580645
AATS4pe,6.038454032258064
AATS4se,7.547427741935484
AATS5dv,4.645833333333333
AATS5pe,6.580623958333333
AATS5se,8.027081291666667
AATS6dv,3.302325581395349
AATS6pe,6.403258139534884
AATS6se,7.826479534883722
AATS7dv,0.7764705882352941
AATS7pe,5.926670588235293
AATS7se,7.506011152941176
AATS8dv,0.3793103448275862
AATS8pe,5.485206896551724
AATS8se,7.131223586206896
AATSC0Z,7.260387811634349
AATSC0c,0.02146764611257106
AATSC0d,0.7513850415512465
AATSC0i,1.5436542062801184
AATSC0m,34.565391283241
AATSC0p,0.22449974566696193
AATSC0s,1.717744883040936
AATSC0v,49.5107994200338
AATSC1Z,0.14355955678670393
AATSC1c,-0.010437251897199157
AATSC1d,0.2920360110803323
AATSC1i,0.12424814212573827
AATSC1m,0.7535040608379646
AATSC1p,0.014981775040905925
AATSC1s,-0.05538194444444446
AATSC1v,3.5728466523517226
AATSC2Z,1.3845343529319964
AATSC2c,0.002985624503592002
AATSC2d,-0.0037942335453162598
AATSC2i,0.08755631415376071
AATSC2m,6.563120070354265
AATSC2p,0.020728500326224197
AATSC2s,0.1310397104851331
AATSC2v,7.148151287135562
AATSC3Z,-1.7964702858611528
AATSC3c,-0.0058073198520290905
AATSC3d,0.014214524373875532
AATSC3i,-0.34978122415813934
AATSC3m,-8.59748941699031
AATSC3p,-0.05783085853807555
AATSC3s,-0.21193084192439865
AATSC3v,-13.344584237450896
AATSC4Z,2.7621079438834766
AATSC4c,0.0024333009194072636
AATSC4d,-0.009874005897596277
AATSC4i,-0.003989495403456104
AATSC4m,13.06736554570637
AATSC4p,0.030351155960826274
AATSC4s,0.3466621863799284
AATSC4v,12.440665849869921
AATSC5Z,-1.5668571098799629
AATSC5c,0.002675827278218728
AATSC5d,-0.20642890120036936
AATSC5i,0.06865731336110466
