DLiP-ID,T0051R
DLiP-Mol-ID,21807
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H22N4O5/c1-3-25(4-2)17-16(18(26)19(17)27)24-15(20(28)29)12-13-6-8-14(9-7-13)30-21-22-10-5-11-23-21/h5-11,15,24H,3-4,12H2,1-2H3,(H,28,29)/t15-/m0/s1"
Standard Inchi Key(RDKit),PWARPDYCBZDQLI-HNNXBMFYSA-N
Canonical SMILES(RDKit),CCN(CC)c1c(N[C@@H](Cc2ccc(Oc3ncccn3)cc2)C(=O)O)c(=O)c1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),410.43
MW Monoisotopic(RDKit),410.159019804
MolLogP(RDKit),1.8189
XLogP(SDF),
XLogP(CDK),0.383000000000001
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),121.72
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.481943612643167
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,4718435.697857921
qed,0.4819436126431673
Chi0,21.67299762850793
Chi1,14.439090705625686
TPSA,121.72
Chi0n,16.661970040931937
Chi0v,16.661970040931937
Chi1n,9.555300613020016
Chi1v,9.555300613020016
Chi2n,6.57080860808122
Chi2v,6.57080860808122
Chi3n,4.69590335745432
Chi3v,4.69590335745432
Chi4n,3.102218020310867
Chi4v,3.102218020310867
MolMR,112.21350000000008
MolWt,410.4300000000001
fr_SH,0
Kappa1,20.970808207377242
Kappa2,9.165435361290074
Kappa3,4.454081632653061
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1071.2973138199077
MolLogP,1.8189
NOCount,9
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,1.7276083254984753
SMR_VSA1,14.637927532712576
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,26.31013685145522
SMR_VSA6,23.30621114668196
SMR_VSA7,68.73562912917592
SMR_VSA8,0.0
SMR_VSA9,11.759976672870742
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,172.2205483100755
NHOHCount,2
PEOE_VSA1,20.06008868349756
PEOE_VSA2,9.589074368143644
PEOE_VSA3,14.76249422596624
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,37.61002709646307
PEOE_VSA8,31.90402157797731
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,17.344077837318974
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,410.1590198039999
NumHDonors,2
PEOE_VSA10,23.166125211798988
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.857580783801081
PEOE_VSA14,11.979770127538686
SlogP_VSA1,25.81114207245794
SlogP_VSA2,40.17514336566008
SlogP_VSA3,11.21535880699783
SlogP_VSA4,0.0
SlogP_VSA5,19.410925891078243
SlogP_VSA6,52.31459685367785
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,22.868726900900892
EState_VSA2,23.806059011879974
EState_VSA3,18.839024645109056
EState_VSA4,5.563451491696996
EState_VSA5,0.0
