DLiP-ID,P000ES
AATSC4v,1.1243781924509428
AATSC5Z,-0.8077146373748866
AATSC5c,-0.0017524563789484415
AATSC5d,-0.07141032488794963
AATSC5i,-0.1775713557467562
AATSC5m,-4.062969557320494
AATSC5p,-0.03639299682007072
AATSC5s,-0.08597915257733806
AATSC5v,-9.145747882750955
AATSC6Z,0.945826124567474
AATSC6c,0.0015069931883890824
AATSC6d,-0.08298010380622836
AATSC6i,-0.07366877919843762
AATSC6m,4.216149772443292
AATSC6p,-0.0012335818482740255
AATSC6s,0.0854087825940377
AATSC6v,-0.5651751402367972
AATSC7Z,-0.6601787773933102
AATSC7c,0.00018780904846028146
AATSC7d,-0.20556997308727412
AATSC7i,-0.25824370031609434
AATSC7m,-3.1986075268486487
AATSC7p,-0.0496027753489279
AATSC7s,-0.025064451624203826
AATSC7v,-8.651915112481408
AATSC8Z,-1.6715424137569468
AATSC8c,-0.0005485055156997919
AATSC8d,-0.17374436405578272
AATSC8i,-0.11303148626621147
AATSC8m,-7.679979627215056
AATSC8p,-0.045969847768315905
AATSC8s,-0.17927866353574246
AATSC8v,-7.090327831038646
ATS0are,313.5483
ATS1are,345.93399999999997
ATS2are,618.8819999999998
ATS3are,801.3128999999999
ATS4are,923.4028999999999
ATS5are,893.4827
ATS6are,943.0428
ATS7are,870.4527999999999
ATS8are,809.5619999999999
ATSC0dv,202.72331154684096
ATSC0pe,5.619815686274507
ATSC0se,3.654842627450979
ATSC1dv,53.08270323379899
ATSC1pe,0.13556935793925623
ATSC1se,0.2670276174548227
ATSC2dv,98.16019479687301
ATSC2pe,1.1680558246828157
ATSC2se,0.7238612133794657
ATSC3dv,53.88829082831391
ATSC3pe,1.102773740868897
ATSC3se,0.09785391041906649
ATSC4dv,-118.52167969584349
ATSC4pe,-3.7353455209534743
ATSC4se,-2.3546190953479496
ATSC5dv,-82.75590584817803
ATSC5pe,-1.1959536716647423
ATSC5se,-0.3053578331410953
ATSC6dv,-15.129779144773387
ATSC6pe,2.325440984236829
ATSC6se,1.508919678585166
ATSC7dv,-61.34948096885813
ATSC7pe,0.3727361014994235
ATSC7se,0.19242436562860327
ATSC8dv,-75.53223119313087
ATSC8pe,-1.5612249134948073
ATSC8se,-0.9843079965397985
AXp-0dv,0.6015554448161995
AXp-1dv,0.35490837238004225
AXp-2dv,0.2041454610094524
AXp-3dv,0.10734010678288133
AXp-4dv,0.05245686187853252
AXp-5dv,0.027533525633310563
AXp-6dv,0.01526511320837035
AXp-7dv,0.008738933326978794
BertzCT,1266.0231928779963
ECIndex,501
ETA_eta,26.117796431213236
GATS1dv,0.5488398221874847
GATS1pe,0.6142631088376291
GATS1se,0.5440990396413545
GATS2dv,0.7372950352531222
GATS2pe,0.745841168639558
GATS2se,0.7264047929395586
GATS3dv,0.8924420286859834
GATS3pe,0.8119586027442542
GATS3se,0.8891307276017508
GATS4dv,1.2879246118767878
GATS4pe,1.3289846261132043
GATS4se,1.3728702826749493
GATS5dv,1.0075336562214874
GATS5pe,0.7753395029152033
GATS5se,0.6672525841749588
GATS6dv,0.9287597393874261
GATS6pe,0.6404291441070217
GATS6se,0.5737467454139036
GATS7dv,1.072205803331542
GATS7pe,0.9469468330899136
GATS7se,0.9483878952571766
GATS8dv,1.2076718284402324
GATS8pe,1.389897168365847
GATS8se,1.4692128782041862
LogEE_A,4.324029371065242
LogEE_D,130.2464492333147
MATS1dv,0.24280455278198437
MATS1pe,0.02236901978439836
MATS1se,0.06774776709528596
MATS2dv,0.24944034650644006
MATS2pe,0.10707214639379065
MATS2se,0.10202852457478281
MATS3dv,0.10428396643657258
MATS3pe,0.07698235059103785
MATS3se,0.010503555335448576
MATS4dv,-0.2014663723368721
MATS4pe,-0.22904307673424712
MATS4se,-0.22200381666009242
MATS5dv,-0.13972663899397378
MATS5pe,-0.07284104906979527
MATS5se,-0.028597251265844417
MATS6dv,-0.02378915905427191
MATS6pe,0.13189655232569894
MATS6se,0.13159749859995107
MATS7dv,-0.10718027941966683
MATS7pe,0.02349021924985796
MATS7se,0.018646574724794876
MATS8dv,-0.14395437448097312
MATS8pe,-0.10733457615568734
MATS8se,-0.10405395132160801
MAXaaCH,1.9372930839002267
MAXaaNH,3.1548996519904255
MAXaaaC,0.9108271919879066
MAXaasC,1.0828228405559759
MAXaasN,1.5687211041824136
MAXsCH3,1.7340817770009238
MAXsssN,2.335748299319728
MDEC-11,0.1111111111111111
MDEC-12,3.4494296382027825
MDEC-13,3.4870176251034644
MDEC-22,10.960871292071356
MDEC-23,26.077362433229023
MDEC-33,12.866756532455959
MDEN-23,0.5773502691896258
MDEN-33,0.19999999999999996
MDEO-11,0.5503212081491045
MINaaCH,1.721072767069791
MINaaNH,3.1548996519904255
MINaaaC,0.5814570998152351
MINaasC,0.3343617724867727
MINaasN,1.5687211041824136
MINsCH3,1.6617950189207404
MINsssN,2.335748299319728
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8035714285714286
SM1_Dzi,1.1082508187380549
SM1_Dzm,1.8006559751755822
SM1_Dzp,-4.377290316528427
SM1_Dzv,-1.9973784437328954
SddssSe,0
SpAD_Dt,780.253939805298
SpAbs_A,36.76132301860651
SpAbs_D,260.4928984666294
SpMAD_A,1.312904393521661
SpMAD_D,9.303317802379622
SpMax_A,2.579991472810884
SpMax_D,130.2464492333147
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,83.55
TpiPC10,9.807366340809308
VAdjMat,6.0
VE1_DzZ,5.198403157912851
VE1_Dzi,5.1855285871466545
VE1_Dzm,5.198397998006389
VE1_Dzp,5.1783432166006556
VE1_Dzv,5.1830234992536734
VE2_DzZ,0.18565725563974467
VE2_Dzi,0.18519744954095194
VE2_Dzm,0.18565707135737103
VE2_Dzp,0.18494082916430912
VE2_Dzv,0.18510798211620264
VE3_DzZ,2.6779709105915215
VE3_Dzi,2.6754911991143286
VE3_Dzm,2.677969917996514
VE3_Dzp,2.674104579936989
VE3_Dzv,2.6750079902880914
VR1_DzZ,182.70983642834156
VR1_Dzi,185.0743590844788
VR1_Dzm,182.71016093615606
VR1_Dzp,186.09256094427045
VR1_Dzv,185.8205234055727
VR2_DzZ,6.525351301012199
VR2_Dzi,6.609798538731385
VR2_Dzm,6.525362890577002
VR2_Dzp,6.646162890866802
VR2_Dzv,6.6364472644847385
VR3_DzZ,6.237518718351426
VR3_Dzi,6.250377102500022
VR3_Dzm,6.237520494432739
VR3_Dzp,6.255863606598219
VR3_Dzv,6.254400697124685
Xch-3dv,0.28867513459481287
Xch-4dv,0.2041241452319315
Xch-5dv,0.1273714847418793
Xch-6dv,0.21198687069932914
Xch-7dv,0.3036064606904515
Xpc-4dv,3.3155108387886414
Xpc-5dv,4.296375844219072
Xpc-6dv,5.773918383816224
Zagreb1,164.0
Zagreb2,204.0
fragCpx,268.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,1
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,1
n7FRing,0
n7HRing,1
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,32
nBondsS,36
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,2
AATS0are,6.14800588235294
AATS1are,6.28970909090909
AATS2are,6.251333333333331
AATS3are,6.163945384615384
AATS4are,6.239208783783783
AATS5are,5.996528187919464
AATS6are,5.8940175
AATS7are,6.044811111111111
AATS8are,6.133045454545454
AATSC0dv,3.974966893075313
AATSC0pe,0.11019246443675502
AATSC0se,0.07166358093041135
AATSC1dv,0.9651400587963452
AATSC1pe,0.002464897417077386
AATSC1se,0.004855047590087685
AATSC2dv,0.9915171191603335
AATSC2pe,0.011798543683664805
AATSC2se,0.007311729428075411
AATSC3dv,0.41452531406395315
AATSC3pe,0.008482874929760745
AATSC3se,0.000752722387838973
AATSC4dv,-0.8008221601070507
AATSC4pe,-0.025238821087523476
AATSC4se,-0.01590958848208074
AATSC5dv,-0.5554087640817318
AATSC5pe,-0.008026534709159344
AATSC5se,-0.00204938143047715
AATSC6dv,-0.09456111965483367
AATSC6pe,0.014534006151480181
AATSC6se,0.009430747991157288
AATSC7dv,-0.42603806228373703
AATSC7pe,0.002588445149301552
AATSC7se,0.0013362803168653005
AATSC8dv,-0.5722138726752338
AATSC8pe,-0.011827461465869752
AATSC8se,-0.00745687876166514
AETA_eta,0.9327784439719012
ATSC0are,5.949035294117644
ATSC1are,-0.14027335640138483
ATSC2are,1.2333667820069196
ATSC3are,1.0997512110726626
ATSC4are,-3.912273010380623
ATSC5are,-1.0811148788927323
ATSC6are,2.4673069204152243
ATSC7are,0.4738121107266435
ATSC8are,-1.5509325259515567
BCUTZ-1h,16.01301240829619
BCUTZ-1l,5.672820917890491
BCUTc-1h,0.47150193027632237
BCUTc-1l,-0.44052768859619795
BCUTd-1h,4.043807462628472
BCUTd-1l,0.9712532325888551
BCUTi-1h,14.552479342336229
BCUTi-1l,10.311683717058955
BCUTm-1h,32.0664890551396
BCUTm-1l,11.68521195691639
BCUTp-1h,2.956954760486941
BCUTp-1l,0.7485229872316863
BCUTs-1h,7.014575790424378
BCUTs-1l,0.29519036789017683
BCUTv-1h,24.44329235028692
BCUTv-1l,14.701057934039161
BalabanJ,1.4685609621192954
Diameter,10
ETA_beta,35.75
GATS1are,0.6563707448724891
GATS2are,0.7533306977556958
GATS3are,0.8203592536544195
GATS4are,1.3527857664969367
GATS5are,0.7463733400056156
GATS6are,0.6153650035695356
GATS7are,0.9417347380648523
GATS8are,1.4100739247166845
HybRatio,0.38095238095238093
Lipinski,True
LogEE_Dt,388.17876618299
MATS1are,-0.02186432779826086
MATS2are,0.10680231921243809
MATS3are,0.0725228273826365
MATS4are,-0.22661626050336636
MATS5are,-0.062202695744397164
MATS6are,0.13219859052777713
MATS7are,0.02820767529287992
MATS8are,-0.10072623557533619
MAXddssS,-3.3179059980473666
MAXssCH2,1.239380014542803
MAXsssCH,0.6886355846350882
MINddssS,-3.3179059980473666
MINssCH2,0.06514495149911848
MINsssCH,0.6886355846350882
NsssssAs,0
RotRatio,0.125
SM1_Dzpe,1.2713433292533662
SM1_Dzse,1.237629484152691
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,12.965578028838582
SMR_VSA5,31.205620326972994
SMR_VSA6,17.197519743509844
SMR_VSA7,46.51004391943181
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,185.05998881185886
SpAD_Dzi,201.3284465807278
SpAD_Dzm,185.07336297715227
SpAD_Dzp,231.11287120536414
SpAD_Dzv,225.78564783628832
SpAbs_Dt,780.2539398052986
SpDiam_A,5.057345521049161
SpDiam_D,174.72360103319926
SpMAD_Dt,27.866212135903503
SpMax_Dt,388.17876618299
SsssssAs,0
VE1_Dzpe,5.188270130479041
VE1_Dzse,5.189634029401529
VE2_Dzpe,0.18529536180282288
VE2_Dzse,0.18534407247862603
VE3_Dzpe,2.676019750606571
VE3_Dzse,2.6762825973065074
VMcGowan,286.25000000000057
VR1_Dzpe,184.68172357973026
VR1_Dzse,184.51314581767141
VR2_Dzpe,6.595775842133223
VR2_Dzse,6.589755207773979
VR3_Dzpe,6.248253347566792
VR3_Dzse,6.247340129167794
mZagreb1,9.034722222222221
mZagreb2,5.847222222222223
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,1
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,46
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.11664775086505184
AATSC1are,-0.0025504246618433604
AATSC2are,0.012458250323302219
AATSC3are,0.008459624700558943
AATSC4are,-0.02643427709716637
AATSC5are,-0.007255804556327062
AATSC6are,0.015420668252595152
AATSC7are,0.0032903618800461353
AATSC8are,-0.011749488832966339
AETA_beta,1.2767857142857142
BCUTdv-1h,6.022777363955849
BCUTdv-1l,0.6397433391969172
BCUTpe-1h,3.5358717220760156
BCUTpe-1l,2.2183694790356077
BCUTse-1h,3.7671684190847348
BCUTse-1l,2.414870871796302
ETA_alpha,13.533333333333335
ETA_dBeta,-1.75
ETA_eta_B,0.5280349844584595
ETA_eta_F,28.175978113132665
ETA_eta_L,7.1465657305969295
ETA_eta_R,54.2937745443459
ETA_psi_1,0.5791726105563484
LabuteASA,163.26357050600043
LogEE_DzZ,92.20241197161259
LogEE_Dzi,100.66098314891391
LogEE_Dzm,92.20871323744251
LogEE_Dzp,114.88559591474743
LogEE_Dzv,112.67881908488705
PEOE_VSA1,14.450987899589041
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.923737199690624
PEOE_VSA7,42.52210198909525
PEOE_VSA8,54.73138541027084
PEOE_VSA9,10.648337082264565
SM1_Dzare,1.389555950537421
SpAD_Dzpe,201.1825572439975
SpAD_Dzse,200.58710025245946
SpAbs_DzZ,183.5859239890155
SpAbs_Dzi,200.37851730752385
SpAbs_Dzm,183.6014922448099
SpAbs_Dzp,234.20698858803968
SpAbs_Dzv,227.35501661350713
SpDiam_Dt,479.21808949583533
SpMAD_DzZ,6.609285314709245
SpMAD_Dzi,7.190301663597422
SpMAD_Dzm,6.609762963469724
SpMAD_Dzp,8.254031114477291
SpMAD_Dzv,8.063773137010298
SpMax_DzZ,92.20241197161259
SpMax_Dzi,100.66098314891391
SpMax_Dzm,92.20871323744251
SpMax_Dzp,114.88559591474743
SpMax_Dzv,112.67881908488705
VE1_Dzare,5.187414749202989
VE2_Dzare,0.1852648124715353
VE3_Dzare,2.6758548687143566
VR1_Dzare,184.74769378545523
VR2_Dzare,6.598131920909116
VR3_Dzare,6.248610494038217
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4833333333333334
AETA_dBeta,-0.0625
AETA_eta_B,0.01885839230208784
AETA_eta_F,1.0062849326118808
AETA_eta_L,0.25523449037846174
AETA_eta_R,1.9390633765837821
BCUTare-1h,3.5801281512387915
BCUTare-1l,2.167677782876367
ETA_beta_s,18.75
ETA_dPsi_A,0.13482738944365158
ETA_dPsi_B,0.0
ETA_eta_BR,0.9580349844584595
ETA_eta_FL,6.239612847317707
ETA_eta_RL,13.386178577914636
LogEE_Dzpe,100.63668374090066
LogEE_Dzse,100.33775117923518
PEOE_VSA10,5.516700717616262
PEOE_VSA11,9.837253136417502
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052008
SlogP_VSA1,10.459176625902487
SlogP_VSA2,30.266485165726866
SlogP_VSA3,23.42968152500727
SlogP_VSA4,5.917906046161393
SlogP_VSA5,25.328831937239638
SlogP_VSA6,40.28280900820057
SlogP_VSA7,0.0
SlogP_VSA8,22.02982791547505
SlogP_VSA9,0.0
SpAD_Dzare,200.78618389446984
SpAbs_Dzpe,200.09059526500937
SpAbs_Dzse,199.50755784707889
SpDiam_DzZ,123.03131214866282
SpDiam_Dzi,135.31507373358332
SpDiam_Dzm,123.03794095617336
SpDiam_Dzp,151.45445704582835
SpDiam_Dzv,146.99168575430593
SpMAD_Dzpe,7.185091330142768
SpMAD_Dzse,7.163825009016409
SpMax_Dzpe,100.63668374090066
SpMax_Dzse,100.33775117923518
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6696428571428571
AETA_eta_BR,0.034215535159230696
AETA_eta_FL,0.2228433159756324
AETA_eta_RL,0.47807780635409414
DetourIndex,5406
EState_VSA1,9.837253136417502
EState_VSA2,11.312120501798796
EState_VSA3,22.874846645208002
EState_VSA4,34.30872137015192
EState_VSA5,12.841643245852019
EState_VSA6,30.67124296708239
EState_VSA7,18.460054211687762
EState_VSA8,9.883888251797686
EState_VSA9,0.0
ETA_beta_ns,17.0
ETA_shape_p,0.14778325123152705
ETA_shape_x,0.06157635467980295
ETA_shape_y,0.3916256157635468
GhoseFilter,True
LogEE_Dzare,100.43515478468477
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,199.59513593686637
SpDiam_Dzpe,134.70563959579744
SpDiam_Dzse,134.06832398295953
SpMAD_Dzare,7.170935139088209
SpMax_Dzare,100.43515478468477
TopoPSA(NO),75.17
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.62086774061476
VSA_EState9,41.28037159076594
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.6071428571428571
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.016666666666666607
FilterItLogS,-5.394269217255609
SpDiam_Dzare,134.67410401448623
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5934640522875818
ETA_epsilon_2,0.8345238095238091
ETA_epsilon_3,0.4473684210526316
ETA_epsilon_4,0.5375661375661375
ETA_epsilon_5,0.8160919540229882
AETA_beta_ns_d,0.017857142857142856
ETA_dEpsilon_A,0.14609563123495023
ETA_dEpsilon_B,0.05589791472144434
ETA_dEpsilon_C,-0.09019771651350589
ETA_dEpsilon_D,0.018431855500820937
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.1111111111111111,3.4494296382027825,3.4870176251034644,0.0,10.960871292071356,26.077362433229023,0.0,12.866756532455959,0.0,0.0,0.5503212081491045,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.19999999999999996"
APolDescriptor,60.90223899999997
BCUTDescriptor,"11.899999999999999,31.97207240859696,-0.27352480813539565,0.24905425042297846,5.357660359732621,12.86354495455795"
BPolDescriptor,37.19776099999999
TPSADescriptor,83.55
ALOGPDescriptor,"2.9661999999999984,8.79834243999999,103.94869999999997"
XLogPDescriptor,4.374
VAdjMaDescriptor,6.0
WeightDescriptor,397.14601278000004
ChiPathDescriptor,"19.62902755413791,13.386178577914638,13.169271926829639,11.39752564916555,9.183263187246197,7.9602775401438,6.734745347570021,5.52249670615807,16.230797644824104,10.117095222433996,8.497518214032686,6.106470841259377,4.303387247728786,3.2008692459996175,2.3129880936258296,1.640376799203422"
ChiChainDescriptor,"0.2886751345948129,0.20412414523193154,0.09622504486493763,0.4439295108390274,0.7802999664194978,0.2886751345948129,0.20412414523193154,0.036084391824351615,0.21198687069932914,0.278983753230852"
AtomCountDescriptor,51
BondCountDescriptor,32
SmallRingDescriptor,"5,3,2,2,1,0,1,2,1,0,0"
ChiClusterDescriptor,"2.81586637670294,0.20412414523193154,0.8885417868850777,0.10206207261596577,1.3284074468656666,0.03606186020065962,0.244576503918011,0.012020620066886539"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,6,4,4,2,1,0"
ZagrebIndexDescriptor,164.0
LargestChainDescriptor,11
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"57.686141701844555,2.0602193464944483,20.783604409785735,7.449935161272407,9.951928179845511"
FractionalPSADescriptor,0.21037602622560564
WienerNumbersDescriptor,"1758.0,56.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.550725513046876,9.914990252248373,14.798483903703639,2.537571477496701,3.500552969433959,4.50415169967809"
FractionalCSP3Descriptor,0.38095238095238093
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,4,0,0,5,1,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.93359375,7.3008,3.4489795918367347"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2269.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.38095238095238093
AutocorrelationDescriptorMass,"37.531101048902286,42.11391675498659,56.493383530553295,65.06984136662699,62.68601388211481"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.4708819873572545,-0.23603278585513335,0.005854112581875315,0.03512108579545785,-0.023625768293645006"
EccentricConnectivityIndexDescriptor,501
AutocorrelationDescriptorPolarizability,"2634.133939718519,3260.1583685618994,4884.208179951568,5715.828034002662,5400.859245734051"
