DLiP-ID,C000XR
DLiP-Mol-ID,31527
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H16O8/c1-23-12-6-8(4-5-9(12)19)11-7-10(20)13-14(21)17(24-2)18(25-3)15(22)16(13)26-11/h4-7,19,21-22H,1-3H3"
Standard Inchi Key(RDKit),CSDGLNFYKPCMSZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)c(O)c3o2)ccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),360.318
MW Monoisotopic(RDKit),360.084517472
MolLogP(RDKit),2.6026
XLogP(SDF),
XLogP(CDK),3.145
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),118.59
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.607669866025315
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,675691.8506148362
qed,0.6076698660253154
Chi0,19.007707210578264
Chi1,12.421452615420643
TPSA,118.59000000000002
Chi0n,14.192283315577694
Chi0v,14.192283315577694
Chi1n,7.435694276935327
Chi1v,7.435694276935327
Chi2n,5.329363530076506
Chi2v,5.329363530076506
Chi3n,3.908418636132003
Chi3v,3.908418636132003
Chi4n,2.6681730724335395
Chi4v,2.6681730724335395
MolMR,92.5704
MolWt,360.31800000000004
fr_SH,0
Kappa1,17.27878542662501
Kappa2,6.396026834176765
Kappa3,2.516108834919801
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1051.4660535526039
MolLogP,2.602600000000001
NOCount,8
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.3532755633933036
SMR_VSA1,33.94732198297561
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
