DLiP-ID,T002U3
DLiP-Mol-ID,19278
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H21N3O3S2/c27-23(25-16-19-11-6-14-30-19)20(15-17-7-2-1-3-8-17)26-31(28,29)21-12-4-9-18-10-5-13-24-22(18)21/h1-14,20,26H,15-16H2,(H,25,27)"
Standard Inchi Key(RDKit),JIZAZVKPOWRGIP-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NCc1cccs1)C(Cc1ccccc1)NS(=O)(=O)c1cccc2cccnc12
SMILES(SDF),
MW(SDF),
MW(RDKit),451.573
MW Monoisotopic(RDKit),451.102433532
MolLogP(RDKit),3.5023
XLogP(SDF),
XLogP(CDK),2.889
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),88.16
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.429188438247211
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,16112817.328328008
qed,0.42918843824721076
Chi0,21.683587508058327
Chi1,15.026806570407935
TPSA,88.16000000000001
Chi0n,16.56292264803676
Chi0v,18.19591580989221
Chi1n,9.728980734489236
Chi1v,12.091796793338526
Chi2n,6.992034326007384
Chi2v,9.706681749778651
Chi3n,4.798714492138286
Chi3v,7.178382761853671
Chi4n,3.292109574187424
Chi4v,5.311398097390465
MolMR,122.16420000000002
MolWt,451.57300000000015
fr_SH,0
Kappa1,21.17306849765263
Kappa2,9.382508800059528
Kappa3,5.164146365243909
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1268.6926923483757
MolLogP,3.5023000000000017
NOCount,6
fr_Ar_N,1
fr_COO2,0
