DLiP-ID,T000X1
DLiP-Mol-ID,16670
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H27N3O4/c1-17-5-3-4-6-23(17)29-26(33)28-22-11-7-19(8-12-22)16-24(30)27-21-13-9-20(10-14-21)18(2)15-25(31)32/h3-14,18H,15-16H2,1-2H3,(H,27,30)(H,31,32)(H2,28,29,33)"
Standard Inchi Key(RDKit),CQECYVMYMPYNBF-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccccc1NC(=O)Nc1ccc(CC(=O)Nc2ccc(C(C)CC(=O)O)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),445.519
MW Monoisotopic(RDKit),445.200156344
MolLogP(RDKit),5.39842
XLogP(SDF),
XLogP(CDK),3.591
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),107.53
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.372341242739606
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,18625793.267680585
qed,0.37234124273960567
Chi0,23.794317972067564
Chi1,15.795734091081686
TPSA,107.53000000000002
Chi0n,18.591725528729782
Chi0v,18.591725528729782
Chi1n,10.640997778755361
Chi1v,10.640997778755361
Chi2n,7.93684067675141
Chi2v,7.93684067675141
Chi3n,5.214035816671
Chi3v,5.214035816671
Chi4n,3.3690817484607196
Chi4v,3.3690817484607196
MolMR,129.7059
MolWt,445.5190000000002
fr_SH,0
Kappa1,23.53138353161618
Kappa2,10.948770047548832
Kappa3,7.207860136707588
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,0
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1125.0337606262817
