DLiP-ID,C003C8
DLiP-Mol-ID,33830
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H25NO5/c1-4-12-9-11(2)18(3,22)17(21)23-10-13-5-7-19-8-6-14(15(13)19)24-16(12)20/h4-5,11,14-15,22H,6-10H2,1-3H3/b12-4-/t11-,14-,15-,18-/m1/s1"
Standard Inchi Key(RDKit),HKODIGSRFALUTA-JTLQZVBZSA-N
Canonical SMILES(RDKit),C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
SMILES(SDF),
MW(SDF),
MW(RDKit),335.4
MW Monoisotopic(RDKit),335.1732729
MolLogP(RDKit),1.1928
XLogP(SDF),
XLogP(CDK),1.203
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),76.07
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.407120168225194
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,294773.0742961839
qed,0.4071201682251943
Chi0,17.48276318419594
Chi1,11.340572386380881
TPSA,76.07
Chi0n,14.449705604736238
Chi0v,14.449705604736238
Chi1n,8.529721258118844
Chi1v,8.529721258118844
Chi2n,7.093988213809968
Chi2v,7.093988213809968
Chi3n,5.552206711450264
Chi3v,5.552206711450264
Chi4n,3.683210502316619
Chi4v,3.683210502316619
MolMR,87.06180000000003
MolWt,335.40000000000003
fr_SH,0
Kappa1,17.172394272052525
Kappa2,6.332098836126802
Kappa3,2.8863710463740055
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,606.5303777006083
MolLogP,1.1927999999999999
NOCount,6
fr_Ar_N,0
