DLiP-ID,C002HC
DLiP-Mol-ID,31198
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H13N3O3/c1-10(11-2-8-14(18)9-3-11)15-16-12-4-6-13(7-5-12)17(19)20/h2-9,16,18H,1H3/b15-10+"
Standard Inchi Key(RDKit),HMVKGJOHYRCQRV-XNTDXEJSSA-N
Canonical SMILES(RDKit),C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),271.276
MW Monoisotopic(RDKit),271.095691276
MolLogP(RDKit),3.1365
XLogP(SDF),
XLogP(CDK),4.008
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),87.76
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.507699079213649
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,33997.28176810619
qed,0.5076990792136491
Chi0,14.535169427003234
Chi1,9.5585506480638
TPSA,87.76
Chi0n,10.776939520944609
Chi0v,10.776939520944609
Chi1n,5.902309972761865
Chi1v,5.902309972761865
Chi2n,4.159874828143944
Chi2v,4.159874828143944
Chi3n,2.715908755355985
Chi3v,2.715908755355985
Chi4n,1.5732662499351382
Chi4v,1.5732662499351382
MolMR,77.03690000000003
MolWt,271.276
fr_SH,0
Kappa1,13.539548732956249
Kappa2,5.833524734894064
Kappa3,3.3181573806482394
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,633.7186338750307
MolLogP,3.1365000000000007
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.0780279155122114
