DLiP-ID,C001DR
DLiP-Mol-ID,32214
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H12O6/c20-16-10-5-1-3-7-14(10)24-18(22)12(16)9-13-17(21)11-6-2-4-8-15(11)25-19(13)23/h1-8,20-21H,9H2"
Standard Inchi Key(RDKit),DOBMPNYZJYQDGZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),336.299
MW Monoisotopic(RDKit),336.063388104
MolLogP(RDKit),2.9014
XLogP(SDF),
XLogP(CDK),4.221
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),100.88
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.545910035693609
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,639441.2200646884
qed,0.5459100356936089
Chi0,17.551677284948287
Chi1,12.058550648063804
TPSA,100.88
Chi0n,12.853329287558925
Chi0v,12.853329287558925
Chi1n,7.533765786457347
Chi1v,7.533765786457347
Chi2n,5.602455009343659
Chi2v,5.602455009343659
Chi3n,4.107718269356788
Chi3v,4.107718269356788
Chi4n,2.8325131179982
Chi4v,2.8325131179982
MolMR,91.10360000000003
MolWt,336.29900000000004
fr_SH,0
Kappa1,15.015094539184572
Kappa2,5.521483200874313
Kappa3,2.3507895352615047
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1135.0684424393062
MolLogP,2.9014000000000006
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9454274018179323
SMR_VSA1,19.047356663788108
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,6.4208216229260096
SMR_VSA6,0.0
SMR_VSA7,80.4980865373865
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,2
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,139.73791385592565
NHOHCount,2
PEOE_VSA1,19.047356663788108
PEOE_VSA2,0.0
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,24.26546827384644
PEOE_VSA8,6.4208216229260096
PEOE_VSA9,21.899351412323583
RingCount,4
SMR_VSA10,21.938488712214074
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,336.06338810399996
NumHDonors,2
PEOE_VSA10,22.665063949852296
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,11.251172638155975
SlogP_VSA1,11.251172638155975
SlogP_VSA2,10.213054789681411
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,0.0
SlogP_VSA5,11.126902983393991
SlogP_VSA6,66.95431278994322
SlogP_VSA7,0.0
SlogP_VSA8,21.938488712214074
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.251172638155975
EState_VSA2,40.2127885561723
EState_VSA3,10.772448428929591
EState_VSA4,0.0
