DLiP-ID,C002A8
ATS3Z,2824.0
ATS3d,443.0
ATS3i,22009.16496994218
ATS3m,10425.935560187201
ATS3p,200.15038047388597
ATS3s,451.85339506172846
ATS3v,27542.500024307963
ATS4Z,2908.0
ATS4d,436.0
ATS4i,24432.231696973802
ATS4m,10866.2594724256
ATS4p,192.260825747168
ATS4s,456.5185185185185
ATS4v,26227.94484076466
ATS5Z,2326.0
ATS5d,398.0
ATS5i,21786.85122746676
ATS5m,8548.217420384
ATS5p,174.671916204923
ATS5s,408.0401234567902
ATS5v,24054.88628730473
ATS6Z,2353.0
ATS6d,379.0
ATS6i,20855.34159607507
ATS6m,8555.940757271997
ATS6p,174.08398149603698
ATS6s,428.550925925926
ATS6v,23498.62369799425
ATS7Z,2330.0
ATS7d,368.0
ATS7i,21488.840518441295
ATS7m,8562.575588910397
ATS7p,164.37974805577198
ATS7s,438.8703703703705
ATS7v,21728.032772141556
ATS8Z,1794.0
ATS8d,314.0
ATS8i,18824.499665970103
ATS8m,6274.632756431998
ATS8p,134.06405562758403
ATS8s,346.2777777777778
ATS8v,18015.62525111736
C1SP1,1
C1SP2,2
C1SP3,4
C2SP1,0
C2SP2,8
C2SP3,4
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.34782608695652173
GGI10,0.1522314049586777
JGI10,0.005249358791678541
JGT10,0.47779759934975
Kier1,25.641274238227147
Kier2,10.775510204081632
Kier3,6.1234567901234565
MAXsF,14.298923493096723
MAXtN,8.996932269464558
MID_C,49.01554596230137
MID_N,12.243802019859949
MID_O,0.0
MID_X,6.842312978906728
MID_h,21.15890973134214
MINsF,12.767460568556732
MINtN,8.996932269464558
MPC10,209
MWC01,38.0
MWC02,5.241747015059643
MWC03,6.09807428216624
MWC04,7.00397413672268
MWC05,7.876638460975463
MWC06,8.783089671796096
MWC07,9.663769906600864
MWC08,10.569289229700592
MWC09,11.454946714746377
MWC10,12.359424434900841
NaaCH,5
NaaNH,1
NaaSe,0
NaaaC,4
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,5.3646800000000034
SRW02,4.343805421853684
SRW03,0.0
SRW04,5.707110264748875
SRW05,3.044522437723423
SRW06,7.242082359256962
SRW07,5.476463551931511
SRW08,8.854379458771108
SRW09,7.627057417018934
SRW10,10.508540952336965
SaaCH,8.396178525367704
SaaNH,2.7751938179980256
SaaSe,0
SaaaC,2.177410923402962
SaasC,1.1684549542733798
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.3885776746827845
SssPH,0
SssSe,0
SsssB,0
SsssN,2.2745087684982166
SsssP,0
VE1_A,4.941415980069755
VE1_D,5.746487625003475
VE2_A,0.14533576411969867
VE2_D,0.1690143419118669
VE3_A,2.8214273573914506
VE3_D,2.972364251962348
VR1_A,337.3276979902284
VR1_D,235.6430920035447
VR2_A,9.921402882065541
VR2_D,6.930679176574844
VR3_A,7.044830287099313
VR3_D,6.686093769915641
WPath,4100
Xc-3d,3.508439036079998
Xc-4d,0.3535533905932738
Xc-5d,0.3789166102287077
Xc-6d,0.0
Xp-0d,23.871668241257193
Xp-1d,16.286139497841102
Xp-2d,15.941446851319988
Xp-3d,12.478028771749326
Xp-4d,10.971165412655417
Xp-5d,8.822432033358615
Xp-6d,6.304968347559881
Xp-7d,4.921529424722184
ZMIC0,109.50026198077686
ZMIC1,44.067728685455926
ZMIC2,34.23937802300129
ZMIC3,33.55310672622422
ZMIC4,33.55310672622422
ZMIC5,33.55310672622422
nAcid,0
nAtom,54
nBase,1
nRing,5
piPC1,3.9318256327243257
piPC2,4.56954300834494
piPC3,5.188781479479729
piPC4,5.847882818629958
piPC5,6.371184405464288
piPC6,6.738152494595957
piPC7,7.126112393562386
piPC8,7.485947452490495
piPC9,7.445449499824678
AATS0Z,31.88888888888889
AATS0d,3.8518518518518516
AATS0i,170.43720840694593
AATS0m,129.3920972888719
AATS0p,1.6657028536477771
AATS0s,7.685377292587511
AATS0v,243.1000356977505
AATS1Z,30.24137931034483
AATS1d,4.5344827586206895
AATS1i,149.47125201328973
AATS1m,117.81395936794485
AATS1p,1.9437845203448278
AATS1s,3.432604299702001
AATS1v,287.28339388736646
AATS2Z,27.78640776699029
AATS2d,4.029126213592233
AATS2i,159.2952217738349
AATS2m,107.88146396723604
AATS2p,1.7027392529038252
AATS2s,4.82808941627712
AATS2v,246.33067473921386
AATS3Z,20.764705882352942
AATS3d,3.2573529411764706
AATS3i,161.8320953672219
AATS3m,76.66129088372942
AATS3p,1.471693974072691
AATS3s,3.322451434277415
AATS3v,202.5183825316762
AATS4Z,19.64864864864865
AATS4d,2.945945945945946
AATS4i,165.08264660117433
AATS4m,73.42067211098379
AATS4p,1.299059633426811
AATS4s,3.0845845845845843
AATS4v,177.21584351868015
AATS5Z,17.48872180451128
AATS5d,2.992481203007519
AATS5i,163.81091148471248
AATS5m,64.27231143145865
AATS5p,1.3133226782325038
AATS5s,3.067970853058573
AATS5v,180.86380667146412
AATS6Z,18.52755905511811
AATS6d,2.984251968503937
AATS6i,164.21528815807144
AATS6m,67.36961226198423
AATS6p,1.3707400117798187
AATS6s,3.37441673957422
AATS6v,185.02853305507284
AATS7Z,17.923076923076923
AATS7d,2.830769230769231
AATS7i,165.2987732187792
AATS7m,65.86596606854151
AATS7p,1.2644596004290152
AATS7s,3.3759259259259267
AATS7v,167.1387136318581
AATS8Z,16.30909090909091
AATS8d,2.8545454545454545
AATS8i,171.13181514518274
AATS8m,57.04211596756362
AATS8p,1.2187641420689457
AATS8s,3.1479797979797985
AATS8v,163.77841137379417
AMID_C,1.4416337047735697
AMID_N,0.36011182411352793
AMID_O,0.0
AMID_X,0.20124449937960964
AMID_h,0.6223208744512394
ATS0dv,582.4444444444445
ATS0pe,371.82509999999985
ATS0se,441.75481299999984
ATS1dv,518.3333333333334
ATS1pe,391.18399999999997
ATS1se,460.9099239999998
ATS2dv,810.3333333333334
ATS2pe,702.4300999999999
ATS2se,832.4067119999997
ATS3dv,717.3333333333333
ATS3pe,881.0223000000002
ATS3se,1068.7868179999998
ATS4dv,613.0
ATS4pe,927.6819999999999
ATS4se,1142.571324
ATS5dv,574.0
ATS5pe,833.3464999999999
ATS5se,1023.01661
ATS6dv,586.6666666666667
ATS6pe,815.8220000000001
ATS6se,993.0527760000002
ATS7dv,561.6666666666667
ATS7pe,817.1317000000001
ATS7se,1004.737392
ATS8dv,368.3333333333333
ATS8pe,713.0754000000002
ATS8se,874.3351859999999
ATSC0Z,546.0
ATSC0c,1.0185175094469794
ATSC0d,37.33333333333333
ATSC0i,175.8426524590633
ATSC0m,2567.9016836031496
ATSC0p,15.338122554394817
ATSC0s,187.94628137225027
ATSC0v,2541.2160079799405
ATSC1Z,21.11111111111108
ATSC1c,-0.5375794061204734
ATSC1d,3.6419753086419804
ATSC1i,-15.764216305322932
ATSC1m,98.0041021488845
ATSC1p,0.4751283942655735
ATSC1s,-5.343495503263766
ATSC1v,85.75594520353718
ATSC2Z,107.11111111111106
ATSC2c,0.05074016828743352
ATSC2d,-4.35802469135802
ATSC2i,59.58042965163992
ATSC2m,524.9815020089392
ATSC2p,2.5140024810261155
ATSC2s,114.9294523345489
ATSC2v,128.7347844905891
ATSC3Z,-168.88888888888886
ATSC3c,-0.14924044352913027
ATSC3d,-5.39506172839506
ATSC3i,-24.16129128957226
ATSC3m,-795.2271758115946
ATSC3p,-3.0598060478450124
ATSC3s,-0.6616082500220973
ATSC3v,-700.2524129107773
ATSC4Z,316.4444444444444
ATSC4c,0.26648206409370245
ATSC4d,2.4197530864197505
ATSC4i,-42.35945100771205
ATSC4m,1493.9957744229628
ATSC4p,-2.664446691272233
ATSC4s,25.92492246317091
ATSC4v,500.79872174200665
ATSC5Z,93.77777777777784
ATSC5c,-0.2924643687567044
ATSC5d,-6.543209876543211
ATSC5i,-46.87141779002171
ATSC5m,458.32284485101343
ATSC5p,-0.5646344272783033
ATSC5s,-3.242761279003676
ATSC5v,290.15392643736925
ATSC6Z,-135.88888888888886
ATSC6c,-0.04046225154657212
ATSC6d,-8.950617283950617
ATSC6i,27.305540085845426
ATSC6m,-648.766010365457
ATSC6p,-3.295599587809694
ATSC6s,4.209287372681082
ATSC6v,-1116.1864355708644
ATSC7Z,88.44444444444449
ATSC7c,0.3639121099110943
ATSC7d,-8.691358024691358
ATSC7i,-21.97350713865638
ATSC7m,479.3304824491187
ATSC7p,-5.43766836162737
ATSC7s,64.8513463865227
ATSC7v,-443.6736307202644
ATSC8Z,-299.77777777777777
ATSC8c,-0.1633469744822425
ATSC8d,-5.012345679012346
ATSC8i,1.5749240232220623
ATSC8m,-1414.5824667880913
ATSC8p,-2.120902724077292
ATSC8s,-58.90363805671749
ATSC8v,-502.45781760632144
AXp-0d,0.702107889448741
AXp-1d,0.42858261836423955
AXp-2d,0.28466869377357124
AXp-3d,0.1733059551631851
AXp-4d,0.11081985265308501
AXp-5d,0.07172708970210256
AXp-6d,0.046360061379116774
AXp-7d,0.030379811263717187
GATS1Z,0.6443412908930151
GATS1c,1.6276952732076562
GATS1d,0.9913023399014779
GATS1i,0.9933275999624203
GATS1m,0.6341576165884046
GATS1p,0.9046899377180819
GATS1s,0.5227107039456936
GATS1v,0.8616136301457322
GATS2Z,0.7365037874746613
GATS2c,0.9974117570761888
GATS2d,1.1370925797503468
GATS2i,0.7782238170651328
GATS2m,0.7236408435215818
GATS2p,0.8737713091879775
GATS2s,0.3745540463091178
GATS2v,0.8927418506848169
GATS3Z,1.0863229907347556
GATS3c,0.9671610777049828
GATS3d,0.9394695378151261
GATS3i,0.9110360984694701
GATS3m,1.0751559702800793
GATS3p,1.0800967152405474
GATS3s,0.669071008693779
GATS3v,1.1098936314650802
GATS4Z,0.8152534402534403
GATS4c,0.7871138864905457
GATS4d,0.8872767857142858
GATS4i,0.8254535580942293
GATS4m,0.805417867856321
GATS4p,1.048630806531096
GATS4s,0.5611635074259586
GATS4v,0.9905436211929006
GATS5Z,0.7900589385551791
GATS5c,0.7971449127027771
GATS5d,1.014030612244898
GATS5i,0.8812913654423681
GATS5m,0.800286398131324
GATS5p,0.9050809224559289
GATS5s,0.6642577053423757
GATS5v,1.0067640262567015
GATS6Z,0.9684029880880275
GATS6c,0.8766179450081455
GATS6d,0.938976377952756
GATS6i,0.7151046206479336
GATS6m,0.9728323570781153
GATS6p,0.9798286891541387
GATS6s,0.6179738818401086
GATS6v,1.182902183523367
GATS7Z,1.0069103972950126
GATS7c,0.6472956480942599
GATS7d,1.0210508241758243
GATS7i,0.8134082812818128
GATS7m,0.9852560238820948
GATS7p,1.173474449646567
GATS7s,0.5031577712147842
GATS7v,1.1514773324775247
GATS8Z,1.366916416916417
GATS8c,1.0843524848976567
GATS8d,1.0389204545454547
GATS8i,0.9038075823837637
GATS8m,1.3610022656715979
GATS8p,1.0786283432728467
GATS8s,1.0751208077073047
GATS8v,1.116052714467328
MATS1Z,0.03599848427434629
MATS1c,-0.49140536090618486
MATS1d,0.09082512315270949
MATS1i,-0.08346683110537252
MATS1m,0.03553297976127305
MATS1p,0.028840617046199897
MATS1s,-0.026470215508816855
MATS1v,0.031418715227407815
MATS2Z,0.1028486077029766
MATS2c,0.026118001290783163
MATS2d,-0.061199722607489536
MATS2i,0.17763802651000224
MATS2m,0.10718207096017511
MATS2p,0.08593103318438508
MATS2s,0.32059307341058246
MATS2v,0.026558947655325196
MATS3Z,-0.12281835811247574
MATS3c,-0.058179888299474354
MATS3d,-0.05737920168067225
MATS3i,-0.054557035851255556
MATS3m,-0.12296108098006356
MATS3p,-0.07920936772261016
MATS3s,-0.0013977259431423546
MATS3v,-0.10941273719781316
MATS4Z,0.21146421146421146
MATS4c,0.09546221974843769
MATS4d,0.023648648648648626
MATS4i,-0.08789377976015691
MATS4m,0.2122770391967061
MATS4p,-0.06338213679692674
MATS4s,0.05032870702252459
MATS4v,0.07190410313767262
MATS5Z,0.06973477650169385
MATS5c,-0.11658604842260288
MATS5d,-0.07116004296455426
MATS5i,-0.10822459846896018
MATS5m,0.07246615720164953
MATS5p,-0.014946423032235565
MATS5s,-0.007005245504141109
MATS5v,0.04635845869873835
MATS6Z,-0.10582331054771998
MATS6c,-0.016891630981171385
MATS6d,-0.10194038245219349
MATS6i,0.06602624266887304
MATS6m,-0.10742360815886688
MATS6p,-0.09135919731544677
MATS6s,0.009522804708868411
MATS6v,-0.18676057264182372
MATS7Z,0.06728655959425194
MATS7c,0.14841521172404828
MATS7d,-0.0967032967032967
MATS7i,-0.05190695592792415
MATS7m,0.07753665545904902
MATS7p,-0.14726207676157127
MATS7s,0.1433295268161531
MATS7v,-0.0725224458976758
MATS8Z,-0.2695304695304695
MATS8c,-0.07873061975082568
MATS8d,-0.06590909090909093
MATS8i,0.0043967974190495165
MATS8m,-0.2704275624028137
MATS8p,-0.06788121717576655
MATS8s,-0.15385423536201304
MATS8v,-0.09706420457242457
MAXaaN,4.271965170932419
MAXaaS,1.0404977398818567
MAXtsC,1.826231430200228
MINaaN,4.124326654029128
MINaaS,1.0404977398818567
MINtsC,1.826231430200228
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.800527886126055
SpAD_D,498.70013799865916
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.9931095383802107
SssNH2,0
SsssAs,0
SsssCH,0.14176041371680803
SsssNH,0
SssssB,0
SssssC,-4.259786412928535
SssssN,0
TMPC10,1298
TMWC10,151.05095385266875
TSRW10,86.80396186364146
VE1_Dt,5.773413903343825
VE2_Dt,0.1698062912748184
VE3_Dt,2.9770390015354598
VR1_Dt,232.87437700941024
VR2_Dt,6.849246382629713
VR3_Dt,6.674274585325734
Xc-3dv,1.3679071734302666
Xc-4dv,0.019090088708030313
Xc-5dv,0.10194924261592352
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.17479246499677625
Xch-6d,0.6562885026633027
Xch-7d,1.0965101058675033
Xp-0dv,18.73219944768537
Xp-1dv,11.597791316409388
Xp-2dv,9.561450962353582
Xp-3dv,7.044185667315927
Xp-4dv,5.4000771977924416
Xp-5dv,3.7729801390874735
Xp-6dv,2.2790524018398997
Xp-7dv,1.5109133163670265
Xpc-4d,5.42196429407279
Xpc-5d,9.242029803690917
Xpc-6d,13.081530987074135
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,58
nFRing,2
nHBAcc,6
nHBDon,2
nHRing,4
nSpiro,0
naRing,4
piPC10,7.563975052251579
AATS0dv,10.786008230452675
AATS0pe,6.885649999999997
AATS0se,8.180644685185182
AATS1dv,8.936781609195403
AATS1pe,6.7445517241379305
AATS1se,7.946722827586203
AATS2dv,7.867313915857606
AATS2pe,6.8197097087378635
AATS2se,8.081618563106794
AATS3dv,5.274509803921568
AATS3pe,6.478105147058825
AATS3se,7.858726602941175
AATS4dv,4.141891891891892
AATS4pe,6.268121621621621
AATS4se,7.720076513513513
AATS5dv,4.315789473684211
AATS5pe,6.265763157894736
AATS5se,7.691854210526316
AATS6dv,4.619422572178478
AATS6pe,6.423795275590552
AATS6se,7.819313196850396
AATS7dv,4.320512820512821
AATS7pe,6.2856284615384626
AATS7se,7.7287491692307695
AATS8dv,3.348484848484848
AATS8pe,6.482503636363638
AATS8se,7.94850169090909
AATSC0Z,10.11111111111111
AATSC0c,0.01886143536012925
AATSC0d,0.691358024691358
AATSC0i,3.2563454159085796
AATSC0m,47.55373488153981
AATSC0p,0.28403930656286697
AATSC0s,3.4804866920787085
AATSC0v,47.05955570333223
AATSC1Z,0.3639846743295014
AATSC1c,-0.00926861045035299
AATSC1d,0.06279267773520655
AATSC1i,-0.2717968328503954
AATSC1m,1.6897258991186983
AATSC1p,0.00819186886664782
AATSC1s,-0.0921292328148925
AATSC1v,1.4785507793713306
AATSC2Z,1.0399137001078744
AATSC2c,0.0004926229930818788
AATSC2d,-0.04231091933357301
AATSC2i,0.5784507733168924
AATSC2m,5.096907786494555
AATSC2p,0.02440779107792345
AATSC2s,1.1158199255781447
AATSC2v,1.2498522766076612
AATSC3Z,-1.241830065359477
AATSC3c,-0.0010973562024200756
AATSC3d,-0.039669571532316615
