DLiP-ID,T002YD
AATSC4c,-0.0015008357405856133
AATSC4d,-0.060430483467896964
AATSC4i,-0.11576061959042928
AATSC4m,10.465367504844894
AATSC4p,0.02280135244716019
AATSC4s,-0.6080956483836517
AATSC4v,-1.037646503308113
AATSC5Z,0.7600834676034762
AATSC5c,-0.0002836591481325119
AATSC5d,0.03032010588998359
AATSC5i,-0.013520219385361815
AATSC5m,3.41838880622544
AATSC5p,-0.031262046716939114
AATSC5s,0.168689973355031
AATSC5v,-2.0384025194715774
AATSC6Z,1.4609765474817378
AATSC6c,0.003558776246215228
AATSC6d,-0.035718862708482096
AATSC6i,-0.07110163638380446
AATSC6m,6.921845690650115
AATSC6p,0.02386251054335013
AATSC6s,0.2170098189235896
AATSC6v,3.631021879275445
AATSC7Z,-3.0944142362827485
AATSC7c,-0.005772065891568571
AATSC7d,-0.06255835667600375
AATSC7i,-0.09018158640679676
AATSC7m,-14.148463904377438
AATSC7p,-0.017803554479027962
AATSC7s,-0.45988693196122116
AATSC7v,-5.916493879523902
AATSC8Z,0.46676057200600185
AATSC8c,0.003232426125974444
AATSC8d,-0.009853255895452046
AATSC8i,0.026320606832516306
AATSC8m,1.8987947959055915
AATSC8p,-0.034061372578559075
AATSC8s,-0.11677838017233926
AATSC8v,-1.576169056388667
ATS0are,336.1212
ATS1are,345.2248
ATS2are,591.3910000000001
ATS3are,755.2239
ATS4are,838.0640999999999
ATS5are,854.7232
ATS6are,796.4499999999999
ATS7are,771.033
ATS8are,725.4701999999999
ATSC0dv,224.0062938755749
ATSC0pe,8.4215294117647
ATSC0se,6.452768156862745
ATSC1dv,9.73129518086584
ATSC1pe,-0.4574560553633198
ATSC1se,-0.12262116301422452
ATSC2dv,11.033434434049553
ATSC2pe,1.9449245674740512
ATSC2se,1.482850350634371
ATSC3dv,-40.88250957608898
ATSC3pe,-2.593114532871971
ATSC3se,-2.5375136147635526
ATSC4dv,-76.46508228079422
ATSC4pe,-3.5689934256055302
ATSC4se,-2.3168200015378737
ATSC5dv,20.33459590565831
ATSC5pe,3.033216608996542
ATSC5se,2.7073043029603974
ATSC6dv,-4.876600168026541
ATSC6pe,1.199568512110721
ATSC6se,0.3634144555940089
ATSC7dv,-39.24659081739692
ATSC7pe,-4.444594117647055
ATSC7se,-3.614093424836604
ATSC8dv,30.953375007713092
ATSC8pe,2.2935211072664354
ATSC8se,2.2080484955786233
AXp-0dv,0.6046991328720149
AXp-1dv,0.3470344236309853
AXp-2dv,0.202520884610897
AXp-3dv,0.11887924870242489
AXp-4dv,0.07317126761064091
AXp-5dv,0.04011997858605991
AXp-6dv,0.024429732699741462
AXp-7dv,0.014286402420672353
BertzCT,1071.0989494875716
ECIndex,756
ETA_eta,27.254180316043474
GATS1dv,0.6876137867137693
GATS1pe,0.6612096157541361
GATS1se,0.6562535308646958
GATS2dv,0.8740629874176455
GATS2pe,0.6659518787049068
GATS2se,0.6664867448973065
GATS3dv,1.0056607987435657
GATS3pe,1.0179901736207009
GATS3se,1.0535466881972657
GATS4dv,1.1638119245545027
GATS4pe,1.1912316275337724
GATS4se,1.1579786522301418
GATS5dv,0.9706004126098685
GATS5pe,0.8848572249392236
GATS5se,0.8502807727287127
GATS6dv,0.9992965490766373
GATS6pe,0.8827478879551304
GATS6se,0.8846563525141794
GATS7dv,1.080656540472614
GATS7pe,1.2743398771855254
GATS7se,1.2932133108476727
GATS8dv,0.9449090490567705
GATS8pe,0.9159231149334788
GATS8se,0.8688441710147826
LogEE_A,4.357026353666618
LogEE_D,188.18487543429433
MATS1dv,0.041802738364113745
MATS1pe,-0.05227002616569373
MATS1se,-0.01828578781186859
MATS2dv,0.027911177871193793
MATS2pe,0.13086980614577975
MATS2se,0.13022037130929734
MATS3dv,-0.07955393033361847
MATS3pe,-0.13421932295198297
MATS3se,-0.1714141359710708
MATS4dv,-0.13600759020716044
MATS4pe,-0.16885541194312878
MATS4se,-0.1430561190054518
MATS5dv,0.035340623395783005
MATS5pe,0.14022044340136644
MATS5se,0.16333900001941526
MATS6dv,-0.008811636220672603
MATS6pe,0.05765456749174927
MATS6se,0.022795848802935777
MATS7dv,-0.07508703082473575
MATS7pe,-0.22618528740862254
MATS7se,-0.24003608132511686
MATS8dv,0.06236479816109914
MATS8pe,0.12291460905769519
MATS8se,0.15443803908815487
MAXaaCH,1.6521192699722156
MAXaasC,0.5838848666698597
MAXdssC,-0.5786869855967074
MAXsCH3,1.5041971559521023
MAXssNH,2.661542781207133
MAXsssN,1.0517589968085996
MDEC-12,1.429278569259638
MDEC-13,1.1894669861819103
MDEC-22,8.784472119013524
MDEC-23,21.338529977397027
MDEC-33,7.879480969081891
MDEN-23,0.33333333333333337
MDEO-11,1.8309342388435295
MDEO-12,0.550248589646357
MINaaCH,1.2645249172711988
MINaasC,-0.11135150706312147
MINdssC,-1.103912548815823
MINsCH3,1.5041971559521023
MINssNH,2.661542781207133
MINsssN,1.0517589968085996
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.704831932773109
SM1_Dzi,1.6657256161061893
SM1_Dzm,3.7283220685451877
SM1_Dzp,-6.638101383107185
SM1_Dzv,-2.7084599901883255
SddssSe,0
SpAD_Dt,542.4313217639803
SpAbs_A,37.159392072658854
SpAbs_D,376.36975086858877
SpMAD_A,1.1986900668599632
SpMAD_D,12.140959705438343
SpMax_A,2.5104198871616203
SpMax_D,188.18487543429433
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,121.38999999999999
TpiPC10,7.917126433872304
VAdjMat,6.044394119358453
VE1_DzZ,5.486178452592584
VE1_Dzi,5.485869664182675
VE1_Dzm,5.486257082828325
VE1_Dzp,5.477139069773115
VE1_Dzv,5.492137236514367
VE2_DzZ,0.1769734984707285
VE2_Dzi,0.17696353755427985
VE2_Dzm,0.17697603492994596
VE2_Dzp,0.17668190547655208
VE2_Dzv,0.17716571730691505
VE3_DzZ,2.833634032203783
VE3_Dzi,2.833577745828313
VE3_Dzm,2.8336483645250783
VE3_Dzp,2.8319850085666567
VE3_Dzv,2.834719587524963
VR1_DzZ,196.70935264052144
VR1_Dzi,197.5923682309442
VR1_Dzm,196.68709137136204
VR1_Dzp,198.1731107006779
VR1_Dzv,196.75065164400203
VR2_DzZ,6.345462988403917
VR2_Dzi,6.373947362288523
VR2_Dzm,6.344744882947163
VR2_Dzp,6.392680990344449
VR2_Dzv,6.346795214322646
VR3_DzZ,6.413129383496079
VR3_Dzi,6.417608273745972
VR3_Dzm,6.413016208760912
VR3_Dzp,6.420543056679172
VR3_Dzv,6.413339310823799
Xch-3dv,0.0
Xch-4dv,0.12909944487358058
Xch-5dv,0.22266360544520925
Xch-6dv,0.39767454192914337
Xch-7dv,0.501275703954906
Xpc-4dv,3.399877506168224
Xpc-5dv,4.810200029282033
Xpc-6dv,6.232981986076508
Zagreb1,162.0
Zagreb2,190.0
fragCpx,159.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,1
n4FRing,0
n4HRing,1
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,33
nBondsS,37
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,11
naHRing,0
AATS0are,6.590611764705882
AATS1are,6.513675471698114
AATS2are,6.571011111111112
AATS3are,6.4549051282051275
AATS4are,6.5473757812499995
AATS5are,6.524604580152672
AATS6are,6.321031746031745
AATS7are,6.479268907563025
AATS8are,6.420090265486724
AATSC0dv,4.392280272070096
AATSC0pe,0.1651280276816608
AATSC0se,0.12652486582083813
AATSC1dv,0.18360934303520454
AATSC1pe,-0.008631246327609808
AATSC1se,-0.0023136068493249907
AATSC2dv,0.12259371593388392
AATSC2pe,0.0216102729719339
AATSC2se,0.016476115007048566
AATSC3dv,-0.34942315876999125
AATSC3pe,-0.022163372075828813
AATSC3se,-0.021688150553534638
AATSC4dv,-0.5973834553187048
AATSC4pe,-0.027882761137543205
AATSC4se,-0.01810015626201464
AATSC5dv,0.15522592294395657
AATSC5pe,0.02315432525951559
AATSC5se,0.02066644506076639
AATSC6dv,-0.03870317593671858
AATSC6pe,0.009520385016751754
AATSC6se,0.0028842417110635627
AATSC7dv,-0.32980328417980603
AATSC7pe,-0.037349530400395424
AATSC7se,-0.030370532981820204
AATSC8dv,0.27392367263462913
AATSC8pe,0.020296646966959604
AATSC8se,0.019540252173262152
AETA_eta,0.8791671069691444
ATSC0are,8.611835294117645
ATSC1are,-0.7627543252595156
ATSC2are,2.4128671280276808
ATSC3are,-2.194051557093425
ATSC4are,-4.30940034602076
ATSC5are,2.143168166089965
ATSC6are,1.0635128027681653
ATSC7are,-3.9255176470588222
ATSC8are,1.9170041522491346
BCUTZ-1h,17.002129290163445
BCUTZ-1l,5.693305224114306
BCUTc-1h,0.4519889597584651
BCUTc-1l,-0.5293745965949539
BCUTd-1h,4.048546198040196
BCUTd-1l,0.9706253358769056
BCUTi-1h,14.54326443602289
BCUTi-1l,10.319764449787924
BCUTm-1h,35.451528979232506
BCUTm-1l,11.704695996027105
BCUTp-1h,2.9546243371601912
BCUTp-1l,0.7414389990836665
BCUTs-1h,7.01503547781356
BCUTs-1l,0.29758329894298546
BCUTv-1h,24.441834722365016
BCUTv-1l,14.69996601006548
BalabanJ,1.6125028381146482
Diameter,15
ETA_beta,39.25
GATS1are,0.7247594990844233
GATS2are,0.6722563673582518
GATS3are,1.005235560280191
GATS4are,1.270480855860471
GATS5are,0.9537535753732297
GATS6are,0.9204410253120918
GATS7are,1.2523048210767982
GATS8are,0.9462024695914406
HybRatio,0.3
Lipinski,True
LogEE_Dt,271.21566088199023
MATS1are,-0.08522819098451563
MATS2are,0.15876887165770043
MATS3are,-0.11105431250143179
MATS4are,-0.19937988149175004
MATS5are,0.09688564059448643
MATS6are,0.049985798971463
MATS7are,-0.19535495610691717
MATS8are,0.10046599066756524
MAXddssS,-4.003164013073598
MAXssCH2,0.30730670682465444
MAXsssCH,-0.8317829847988574
MINddssS,-4.003164013073598
MINssCH2,-0.35968259564309424
MINsssCH,-0.9608329659024111
NsssssAs,0
RotRatio,0.24242424242424243
SM1_Dzpe,2.272397858791814
SM1_Dzse,2.2624192370211613
SMR_VSA1,27.850261701113336
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,0.0
SMR_VSA5,29.820808379665717
SMR_VSA6,13.65455394719011
SMR_VSA7,58.073287598410914
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,273.7286790546234
SpAD_Dzi,305.639776666104
SpAD_Dzm,273.6438052184722
SpAD_Dzp,393.30505824748394
SpAD_Dzv,371.8877180457909
SpAbs_Dt,542.4313217639803
SpDiam_A,5.020839774323241
SpDiam_D,277.9964334933474
SpMAD_Dt,17.497784573031623
SpMax_Dt,271.21566088199023
SsssssAs,0
VE1_Dzpe,5.4904235048743715
VE1_Dzse,5.490741467070654
VE2_Dzpe,0.17711043564110876
VE2_Dzse,0.17712069248615012
VE3_Dzpe,2.8344075051801876
VE3_Dzse,2.83446541564728
VMcGowan,321.6900000000008
VR1_Dzpe,196.8181683812664
VR1_Dzse,196.74911523864648
VR2_Dzpe,6.348973173589238
VR2_Dzse,6.346745652859564
VR3_Dzpe,6.413682410858616
VR3_Dzse,6.413331501897417
mZagreb1,12.17361111111111
mZagreb2,6.750000000000001
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,1
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,43
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1688595155709342
AATSC1are,-0.01439159104263237
AATSC2are,0.02680963475586312
AATSC3are,-0.018752577411054915
AATSC4are,-0.033667190203287185
AATSC5are,0.016360062336564618
AATSC6are,0.008440577799747344
AATSC7are,-0.03298754325259515
AATSC8are,0.016964638515479066
AETA_beta,1.2661290322580645
BCUTdv-1h,6.0243374349209216
BCUTdv-1l,0.6449012265754694
BCUTpe-1h,3.5373391850913816
BCUTpe-1l,2.239683936639491
BCUTse-1h,3.768554972993353
BCUTse-1l,2.4385348157745703
ETA_alpha,15.061904761904762
ETA_dBeta,-0.25
ETA_eta_B,0.8027842281631195
ETA_eta_F,34.95615041034914
ETA_eta_L,6.9107683905863135
ETA_eta_R,62.21033072639261
ETA_psi_1,0.5241093620546813
LabuteASA,189.31003046898485
LogEE_DzZ,136.64148075856053
LogEE_Dzi,152.8736214174425
LogEE_Dzm,136.6003751366764
LogEE_Dzp,195.39248872634326
LogEE_Dzv,185.5070106373812
PEOE_VSA1,15.160178952647087
PEOE_VSA2,9.589074368143644
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,35.33461391738825
PEOE_VSA7,42.316108456931055
PEOE_VSA8,16.590023033395227
PEOE_VSA9,24.46794346886928
SM1_Dzare,2.2942466029404613
SpAD_Dzpe,305.68531605209546
SpAD_Dzse,305.2582544811915
SpAbs_DzZ,270.5018899518856
SpAbs_Dzi,304.08151721877897
SpAbs_Dzm,270.39655696522334
SpAbs_Dzp,397.42307883579394
SpAbs_Dzv,373.7224812649507
SpDiam_Dt,396.6875015558005
SpMAD_DzZ,8.82995738885882
SpMAD_Dzi,9.859347634390453
SpMAD_Dzm,8.827219523176522
SpMAD_Dzp,12.687259943467224
SpMAD_Dzv,11.996378001477126
SpMax_DzZ,136.64148075856053
SpMax_Dzi,152.8736214174425
SpMax_Dzm,136.6003751366764
SpMax_Dzp,195.39248872634326
SpMax_Dzv,185.5070106373812
VE1_Dzare,5.489319859624676
VE2_Dzare,0.17707483418144118
VE3_Dzare,2.8342064722021347
VR1_Dzare,196.97236317404622
VR2_Dzare,6.353947199162781
VR3_Dzare,6.414465541931125
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4858678955453149
AETA_dBeta,-0.008064516129032258
AETA_eta_B,0.025896265424616757
AETA_eta_F,1.1276177551725528
AETA_eta_L,0.2229280125995585
AETA_eta_R,2.0067848621416973
BCUTare-1h,3.5813710264796845
BCUTare-1l,2.1844096083453852
ETA_beta_s,19.75
ETA_dPsi_A,0.18989063794531869
ETA_dPsi_B,0.0
ETA_eta_BR,1.0607842281631195
ETA_eta_FL,7.700660943623663
ETA_eta_RL,14.611429334209976
LogEE_Dzpe,152.91596118278298
LogEE_Dzse,152.7021085063061
PEOE_VSA10,11.791352662431866
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,49.4024201641073
SlogP_VSA3,19.612365521551226
SlogP_VSA4,0.0
SlogP_VSA5,24.446935566696975
SlogP_VSA6,47.360052954749044
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,304.5507882624455
SpAbs_Dzpe,303.5595245067741
SpAbs_Dzse,303.14179777559104
SpDiam_DzZ,205.85685457349615
SpDiam_Dzi,228.1875058842588
SpDiam_Dzm,205.8270256416878
SpDiam_Dzp,297.1839178749983
SpDiam_Dzv,282.8123788047981
SpMAD_Dzpe,9.860816646841789
SpMAD_Dzse,9.84704046713521
SpMax_Dzpe,152.91596118278298
SpMax_Dzse,152.7021085063061
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6370967741935484
AETA_eta_BR,0.03421884606977805
AETA_eta_FL,0.24840841753624718
AETA_eta_RL,0.4713364301358057
DetourIndex,4052
EState_VSA1,33.98345782900686
EState_VSA2,27.906328131839015
EState_VSA3,17.733784947906912
EState_VSA4,4.305215991296234
EState_VSA5,25.30889874666236
EState_VSA6,24.26546827384644
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,27.938742734265084
ETA_beta_ns,19.5
ETA_shape_p,0.23869743914005692
ETA_shape_x,0.055327220992728424
ETA_shape_y,0.32532405943724313
GhoseFilter,False
LogEE_Dzare,152.34940208615632
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,302.4045575693722
SpDiam_Dzpe,229.7267174167385
SpDiam_Dzse,229.6091800181029
SpMAD_Dzare,9.82421897620792
SpMax_Dzare,152.34940208615632
TopoPSA(NO),113.00999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,26.968692710639097
VSA_EState9,51.17373003945985
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6290322580645161
EState_VSA10,23.113398747313287
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.014132104454685107
FilterItLogS,-4.739136799165138
SpDiam_Dzare,228.53323960037983
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6811391223155923
ETA_epsilon_2,0.9270353302611364
ETA_epsilon_3,0.4393258426966286
ETA_epsilon_4,0.6085411942554789
ETA_epsilon_5,0.8890331890331887
AETA_beta_ns_d,0.04838709677419355
ETA_dEpsilon_A,0.24181327961896365
ETA_dEpsilon_B,0.07259792806011334
ETA_dEpsilon_C,-0.1692153515588503
ETA_dEpsilon_D,0.03800214122794765
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.6451612903225806
MDEDescriptor,"0.0,1.429278569259638,1.1894669861819103,0.0,8.784472119013524,21.338529977397027,0.0,7.879480969081891,0.0,0.0,1.8309342388435295,0.550248589646357,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,62.80785999999997
BCUTDescriptor,"11.850000000000014,34.969855917792366,-0.3488092803718839,0.26097900503913335,4.1603901447370495,12.623953429904534"
BPolDescriptor,35.652139999999996
TPSADescriptor,121.38999999999999
ALOGPDescriptor,"2.8697,8.23517809,110.3557"
XLogPDescriptor,3.0450000000000004
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,486.04191288
ChiPathDescriptor,"22.758784066134826,14.611429334209978,14.075107592841208,10.829216440520405,8.62801289887014,6.762382749969195,4.176693887779727,2.8656055279003696,18.132918309002978,10.371414085718502,8.302201143145249,5.836299420852941,4.096530932232023,2.6012135449987124,1.5241841539788712,0.9081630560801784"
ChiChainDescriptor,"0.0,0.16666666666666666,0.17955837819827097,0.5785328532178295,0.8382024295906081,0.0,0.12909944487358055,0.14355729962678648,0.25397820788015535,0.3073879947239808"
AtomCountDescriptor,51
BondCountDescriptor,33
SmallRingDescriptor,"3,2,3,2,0,1,0,2,0,0,0"
ChiClusterDescriptor,"3.0677133621203474,0.16666666666666666,0.792609028280525,0.15137471507731048,1.2811350883711587,0.022807522979332223,0.21063994276104042,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,1,4,0,0"
ZagrebIndexDescriptor,162.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"61.786987312967995,1.9931286229989675,30.101095069093915,15.142165090789003,6.432523970734016"
FractionalPSADescriptor,0.249752123804949
WienerNumbersDescriptor,"2818.0,49.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.982079349698504,8.976944818297666,13.091933070671923,2.3608252359395516,3.18509820727266,3.6618329403188152"
FractionalCSP3Descriptor,0.3
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,3,0,0,7,2,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"25.619834710743802,10.950520833333334,6.320881483472185"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1879.11
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.3
AutocorrelationDescriptorMass,"57.92042766994621,48.12476827614043,67.01728167725666,70.04604455324595,87.47062074783557"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.7915432084640966,-0.39895531682141844,0.1277742688464287,-0.027436191174564757,-0.2526967899114474"
EccentricConnectivityIndexDescriptor,756
AutocorrelationDescriptorPolarizability,"2399.63747709242,2841.4064858791653,3879.534192464566,4062.5382908205183,3805.5041664190167"
