DLiP-ID,C001OR
DLiP-Mol-ID,32687
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H9FN2O3S/c16-9-3-5-10(6-4-9)18-14(20)12(13(19)17-15(18)22)8-11-2-1-7-21-11/h1-8H,(H,17,19,22)/b12-8+"
Standard Inchi Key(RDKit),IAYFTVLDDWMEDT-XYOKQWHBSA-N
Canonical SMILES(RDKit),O=C1NC(=S)N(c2ccc(F)cc2)C(=O)/C1=C/c1ccco1
SMILES(SDF),
MW(SDF),
MW(RDKit),316.313
MW Monoisotopic(RDKit),316.031791368
MolLogP(RDKit),2.25
XLogP(SDF),
XLogP(CDK),1.512
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),62.55
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.524285508934443
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,140502.92093907064
qed,0.5242855089344427
Chi0,15.689869965382487
Chi1,10.558550648063802
TPSA,62.550000000000004
Chi0n,11.076973383881645
Chi0v,11.893469964809372
Chi1n,6.266060746574817
Chi1v,6.67430903703868
Chi2n,4.449688529693676
Chi2v,4.836386860760664
Chi3n,3.016282758585757
Chi3v,3.3009190170367773
Chi4n,1.9977642814647802
Chi4v,2.278782585862135
MolMR,81.31169999999999
MolWt,316.31300000000005
fr_SH,0
Kappa1,14.150516197935207
Kappa2,5.531196581196581
Kappa3,2.534740908784618
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,1
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,781.6287112105091
MolLogP,2.25
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.0060507497660107
SMR_VSA1,18.39664035287181
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,4.899909730850478
SMR_VSA7,59.811938196398316
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,1
fr_imide,0
fr_nitro,0
