DLiP-ID,C001QV
DLiP-Mol-ID,32789
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H14N4O2/c1-7-5-9(16-3)13-11(12-7)15-10(17-4)6-8(2)14-15/h5-6H,1-4H3"
Standard Inchi Key(RDKit),RHAXSHUQNIEUEY-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(C)nc(-n2nc(C)cc2OC)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),234.259
MW Monoisotopic(RDKit),234.111675688
MolLogP(RDKit),1.29634
XLogP(SDF),
XLogP(CDK),2.144
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),62.06
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.800530265612454
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,9019.533108644491
qed,0.800530265612454
Chi0,12.41384908344359
Chi1,8.134560252985372
TPSA,62.06
Chi0n,10.26005150130681
Chi0v,10.26005150130681
Chi1n,5.144692994020695
Chi1v,5.144692994020695
Chi2n,3.591571712098123
Chi2v,3.591571712098123
Chi3n,2.2254788618574946
Chi3v,2.2254788618574946
Chi4n,1.4882253052468837
Chi4v,1.4882253052468837
MolMR,61.732000000000035
MolWt,234.259
fr_SH,0
Kappa1,11.37761921660123
Kappa2,4.404701630168102
Kappa3,2.1979313566494123
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,536.2628553188863
MolLogP,1.2963399999999998
NOCount,6
fr_Ar_N,4
fr_COO2,0
fr_urea,0
BalabanJ,2.54612736774891
SMR_VSA1,9.473725907600098
SMR_VSA2,0.0
SMR_VSA3,19.74844178534064
SMR_VSA4,0.0
SMR_VSA5,13.847474399381248
SMR_VSA6,14.219595082555067
SMR_VSA7,23.520590126620142
SMR_VSA8,0.0
SMR_VSA9,17.708315953857237
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,99.22188566101508
NHOHCount,0
PEOE_VSA1,9.473725907600098
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,14.76446326439343
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,13.847474399381248
PEOE_VSA8,17.82666213177168
PEOE_VSA9,19.91352307740353
