DLiP-ID,C000KB
AATSC4p,-0.024528425565626646
AATSC4s,-0.09321208868905494
AATSC4v,-8.222646791368003
AATSC5Z,1.1190395288254615
AATSC5c,0.004980624052931198
AATSC5d,-0.007787971457696238
AATSC5i,0.02528242823704974
AATSC5m,5.2512878837965795
AATSC5p,0.019763611264689535
AATSC5s,0.1371953552492014
AATSC5v,3.283632691519445
AATSC6Z,0.8456790123456791
AATSC6c,0.0016160940174723044
AATSC6d,-0.10388888888888892
AATSC6i,-0.010928717936226596
AATSC6m,3.7806051654012367
AATSC6p,-0.003351637752343328
AATSC6s,0.03589567562532809
AATSC6v,1.8049828990610182
AATSC7Z,-2.360578969774372
AATSC7c,-0.0063072384826582985
AATSC7d,-0.13655172413793104
AATSC7i,0.3710232380237105
AATSC7m,-10.96482441181779
AATSC7p,0.012323494078242285
AATSC7s,-0.25406670439103474
AATSC7v,-2.841364951911668
AATSC8Z,-4.202198133092441
AATSC8c,0.0014464573266478405
AATSC8d,-0.15734417344173435
AATSC8i,0.024468492901430747
AATSC8m,-18.978956476525145
AATSC8p,-0.08049941356443316
AATSC8s,0.0256760962061686
AATSC8v,-11.52816240333623
ATS0are,286.2731999999999
ATS1are,314.6748
ATS2are,515.4424
ATS3are,554.4843999999999
ATS4are,618.107
ATS5are,681.0119999999998
ATS6are,611.9090000000002
ATS7are,564.039
ATS8are,506.68000000000006
ATSC0dv,198.79012345679018
ATSC0pe,5.482831111111107
ATSC0se,3.662683111111109
ATSC1dv,83.11522633744859
ATSC1pe,0.6718734814814786
ATSC1se,0.18224525925925944
ATSC2dv,21.61042524005491
ATSC2pe,-0.8246168395061777
ATSC2se,-0.9617888395061719
ATSC3dv,-47.159122085048
ATSC3pe,-0.7260943209876589
ATSC3se,-0.6072490987654319
ATSC4dv,-15.041152263374473
ATSC4pe,-1.0615997037037068
ATSC4se,-0.5815951481481474
ATSC5dv,73.39231824417007
ATSC5pe,3.491704641975308
ATSC5se,2.356870086419751
ATSC6dv,-60.28806584362139
ATSC6pe,0.44316696296296026
ATSC6se,0.39561529629629605
ATSC7dv,-154.16460905349794
ATSC7pe,-4.7599179259259286
ATSC7se,-2.6388053703703687
ATSC8dv,-24.879286694101516
ATSC8pe,-0.8697100246913568
ATSC8se,-0.40009002469135757
AXp-0dv,0.5921075107517386
AXp-1dv,0.30821678675564296
AXp-2dv,0.15938147671127523
AXp-3dv,0.08731944677597114
AXp-4dv,0.04641581920018193
AXp-5dv,0.025390827406935598
AXp-6dv,0.013695782679419939
AXp-7dv,0.007725170841231451
BertzCT,1015.939406423703
ECIndex,587
ETA_eta,21.331353076236468
GATS1dv,0.45394981989814914
GATS1pe,0.6821209865624981
GATS1se,0.8091583392357057
GATS2dv,0.9771912915920498
GATS2pe,1.1897798588208714
GATS2se,1.3462586333322815
GATS3dv,1.089479567755558
GATS3pe,1.0095042258832079
GATS3se,1.078056874181647
GATS4dv,0.9683579679542911
GATS4pe,1.0171292537837309
GATS4se,1.0011788925198375
GATS5dv,0.834590038960343
GATS5pe,0.6616396970982343
GATS5se,0.6050695089718897
GATS6dv,1.167537417712085
GATS6pe,0.9676121804874532
GATS6se,0.9358669360269832
GATS7dv,1.4616004008925851
GATS7pe,1.5621684442858383
GATS7se,1.4931630361065251
GATS8dv,1.0125207897216217
GATS8pe,0.9805829548190812
GATS8se,0.9398164540132157
LogEE_A,4.237374544452661
LogEE_D,140.54957258946402
MATS1dv,0.3919738231275618
MATS1pe,0.11488250798249364
MATS1se,0.04664747819358178
MATS2dv,0.061923277083277745
MATS2pe,-0.08567078638103015
MATS2se,-0.14957734142721246
MATS3dv,-0.1255927287074312
MATS3pe,-0.07011028937914812
MATS3se,-0.08777303611612158
MATS4dv,-0.03546725562041978
MATS4pe,-0.09076056712793182
MATS4se,-0.07443251775383358
MATS5dv,0.15241995125114083
MATS5pe,0.2629169876172741
MATS5se,0.2656576424798449
MATS6dv,-0.14216013538690842
MATS6pe,0.03788818398361896
MATS6se,0.05063082568522627
MATS7dv,-0.40112815285314724
MATS7pe,-0.44904292390487804
MATS7se,-0.37265012781514145
MATS8dv,-0.0686818180441151
MATS8pe,-0.08704989847885239
MATS8se,-0.0599455623801926
MAXaaCH,2.016930324598975
MAXaasC,1.00440484063996
MAXaasN,1.7502673847316705
MAXdssC,0.9252897717729067
MAXsCH3,1.6543707301116903
MDEC-11,0.2913267575950431
MDEC-12,3.7604458868584216
MDEC-13,4.245715319816416
MDEC-22,6.269551790098915
MDEC-23,16.987465948588632
MDEC-33,8.001167281665472
MDEN-22,1.4422495703074083
MDEN-23,1.8898815748423097
MDEO-22,0.3661567333410855
MINaaCH,1.8427677072640096
MINaasC,0.6049501081296715
MINaasN,1.7502673847316705
MINdssC,0.9252897717729067
MINsCH3,1.623498054958643
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9464285714285716
SM1_Dzi,1.3335004041957028
SM1_Dzm,1.9431561536577697
SM1_Dzp,-4.8954721347102454
SM1_Dzv,-2.316703071976324
SddssSe,0
SpAD_Dt,566.1445151484866
SpAbs_A,36.28745481759482
SpAbs_D,281.09914517892815
SpMAD_A,1.3439798080590675
SpMAD_D,10.41107945107141
SpMax_A,2.4939077259311824
SpMax_D,140.54957258946402
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,96.06
TpiPC10,9.145709346560222
VAdjMat,5.906890595608519
VE1_DzZ,5.106207093276566
VE1_Dzi,5.101837622413642
VE1_Dzm,5.106170909266674
VE1_Dzp,5.056428241991574
VE1_Dzv,5.094319022302469
VE2_DzZ,0.18911878123246542
VE2_Dzi,0.18895694897828305
VE2_Dzm,0.1891174410839509
VE2_Dzp,0.18727512007376199
VE2_Dzv,0.18867848230749884
VE3_DzZ,2.623708649815661
VE3_Dzi,2.6228525659619004
VE3_Dzm,2.623701563511201
VE3_Dzp,2.613912126029009
VE3_Dzv,2.621377774678104
VR1_DzZ,169.48541911109476
VR1_Dzi,170.44580167822093
VR1_Dzm,169.4889268044694
VR1_Dzp,173.99429682484526
VR1_Dzv,170.5258029800483
VR2_DzZ,6.277237744855362
VR2_Dzi,6.312807469563738
VR2_Dzm,6.277367659424793
VR2_Dzp,6.44423321573501
VR2_Dzv,6.31577048074253
VR3_DzZ,6.126018673187209
VR3_Dzi,6.131669140479593
VR3_Dzm,6.1260393691095825
VR3_Dzp,6.152274294818934
VR3_Dzv,6.13213839540993
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.14370177694599137
Xch-7dv,0.18691586331089827
Xpc-4dv,1.5572561992664746
Xpc-5dv,2.166532112604941
Xpc-6dv,2.841227077306184
Zagreb1,144.0
Zagreb2,173.0
fragCpx,198.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,30
nBondsS,30
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.361626666666665
AATS1are,6.555725
AATS2are,6.524587341772152
AATS3are,6.52334588235294
AATS4are,6.438614583333333
AATS5are,6.2478165137614665
AATS6are,6.374052083333336
AATS7are,6.4832068965517236
AATS8are,6.179024390243903
AATSC0dv,4.417558299039782
AATSC0pe,0.1218406913580246
AATSC0se,0.08139295802469132
AATSC1dv,1.7315672153635122
AATSC1pe,0.013997364197530804
AATSC1se,0.003796776234567905
AATSC2dv,0.2735496865829735
AATSC2pe,-0.010438187841850351
AATSC2se,-0.012174542272230023
AATSC3dv,-0.5548132010005646
AATSC3pe,-0.008542286129266576
AATSC3se,-0.007144107044299198
AATSC4dv,-0.15667866941015077
AATSC4pe,-0.011058330246913613
AATSC4se,-0.006058282793209868
AATSC5dv,0.6733240205887162
AATSC5pe,0.03203398754105787
AATSC5se,0.02162266134330047
AATSC6dv,-0.6280006858710562
AATSC6pe,0.004616322530864169
AATSC6se,0.004120992669753084
AATSC7dv,-1.772007000614919
AATSC7pe,-0.054711700297999176
AATSC7se,-0.030331096211153662
AATSC8dv,-0.3034059352939209
AATSC8pe,-0.010606219813309229
AATSC8se,-0.004879146642577531
AETA_eta,0.7900501139346839
ATSC0are,5.922479999999996
ATSC1are,0.6730079999999992
ATSC2are,-1.1447359999999995
ATSC3are,-0.9504799999999995
ATSC4are,-1.035783999999999
ATSC5are,3.9320639999999982
ATSC6are,0.2542160000000003
ATSC7are,-5.093927999999996
ATSC8are,-0.502207999999999
BCUTZ-1h,16.002003997725485
BCUTZ-1l,5.692656260233757
BCUTc-1h,0.42029790495595015
BCUTc-1l,-0.5300278790562577
BCUTd-1h,3.2569019255800895
BCUTd-1l,0.9871994159717178
BCUTi-1h,14.692615996361845
BCUTi-1l,10.338107801616482
BCUTm-1h,32.06099915002743
BCUTm-1l,11.70441098337624
BCUTp-1h,2.9163626236468643
BCUTp-1l,0.7759321683629309
BCUTs-1h,3.5161964329133615
BCUTs-1l,0.6267574828174202
BCUTv-1h,24.434228961016927
BCUTv-1l,14.705532930032827
BalabanJ,1.4301262674876818
Diameter,13
ETA_beta,36.75
GATS1are,0.7159775127986927
GATS2are,1.2454314810644673
GATS3are,1.050536460481182
GATS4are,1.024986928336328
GATS5are,0.6451205848678072
GATS6are,0.9951999978612568
GATS7are,1.5847380337873374
GATS8are,0.9355643202863929
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,283.0722575742432
MATS1are,0.10653391822344688
MATS2are,-0.11009995983550513
MATS3are,-0.08496361222286056
MATS4are,-0.08197980406856584
MATS5are,0.27409618509677147
MATS6are,0.020120582931474687
MATS7are,-0.4448795681585393
MATS8are,-0.046534889306424305
MAXssCH2,0.7088756613756613
MINssCH2,0.7088756613756613
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.4325275397796817
SM1_Dzse,1.3778924772647758
SMR_VSA1,14.210588861400147
SMR_VSA2,0.0
SMR_VSA3,14.873466057497485
SMR_VSA4,5.101407525739723
SMR_VSA5,5.156436481820707
SMR_VSA6,27.08224623057939
SMR_VSA7,48.02802097092827
SMR_VSA8,0.0
SMR_VSA9,28.636391489548636
SpAD_DzZ,198.41055291125542
SpAD_Dzi,199.25980881112304
SpAD_Dzm,198.46733498782157
SpAD_Dzp,313.8358052533098
SpAD_Dzv,268.08517675712085
SpAbs_Dt,566.1445151484866
SpDiam_A,4.9088097705442415
SpDiam_D,206.2677224259481
SpMAD_Dt,20.968315375869874
SpMax_Dt,283.0722575742432
SsssssAs,0
VE1_Dzpe,5.111625945927501
VE1_Dzse,5.112029087005733
VE2_Dzpe,0.18931947947879632
VE2_Dzse,0.18933441062984196
VE3_Dzpe,2.624769315641412
VE3_Dzse,2.624848180015678
VMcGowan,270.3100000000003
VR1_Dzpe,169.25287475616716
VR1_Dzse,169.16828595704325
VR2_Dzpe,6.268624990969154
VR2_Dzse,6.265492072483084
VR3_Dzpe,6.124645669923809
VR3_Dzse,6.124145767372165
mZagreb1,7.75
mZagreb2,6.138888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,39
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.13161066666666657
AATSC1are,0.014020999999999983
AATSC2are,-0.014490329113924045
AATSC3are,-0.011182117647058818
AATSC4are,-0.010789416666666655
AATSC5are,0.03607398165137613
AATSC6are,0.002648083333333336
AATSC7are,-0.05855089655172409
AATSC8are,-0.006124487804878036
AETA_beta,1.3611111111111112
BCUTdv-1h,6.009815406594892
BCUTdv-1l,0.6562090481477977
BCUTpe-1h,3.468469632181128
BCUTpe-1l,2.240651150620751
BCUTse-1h,3.6819030300090714
BCUTse-1l,2.436575329798154
ETA_alpha,12.933333333333335
ETA_dBeta,1.25
ETA_eta_B,0.18600561426111284
ETA_eta_F,26.817383984831046
ETA_eta_L,5.828495418465553
ETA_eta_R,48.148737061067514
ETA_psi_1,0.5606936416184974
LabuteASA,160.5205566079672
LogEE_DzZ,99.0766833438534
LogEE_Dzi,99.67929330942061
LogEE_Dzm,99.10411339040638
LogEE_Dzp,155.9276961455324
LogEE_Dzv,133.6135692911574
PEOE_VSA1,14.210588861400147
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,9.777509966635131
PEOE_VSA5,10.197363616602075
PEOE_VSA6,23.894619086314336
PEOE_VSA7,30.33183534230805
PEOE_VSA8,11.316305098443785
PEOE_VSA9,32.6045291183003
SM1_Dzare,1.575223702980418
SpAD_Dzpe,200.14420240440228
SpAD_Dzse,201.93259174185843
SpAbs_DzZ,196.75248412818658
SpAbs_Dzi,198.1202897765558
SpAbs_Dzm,196.81205381989088
SpAbs_Dzp,316.75086442577515
SpAbs_Dzv,269.5438416542912
SpDiam_Dt,401.3597228770318
SpMAD_DzZ,7.348538996713164
SpMAD_Dzi,7.3799929189304825
SpMAD_Dzm,7.350642036585985
SpMAD_Dzp,11.623548342715177
SpMAD_Dzv,9.929080620634105
SpMax_DzZ,99.0766833438534
SpMax_Dzi,99.67929330942061
SpMax_Dzm,99.10411339040638
SpMax_Dzp,155.9276961455324
SpMax_Dzv,133.6135692911574
VE1_Dzare,5.1119660152546835
VE2_Dzare,0.18933207463906235
VE3_Dzare,2.6248358420302975
VR1_Dzare,169.24320605073103
VR2_Dzare,6.268266890767816
VR3_Dzare,6.1245885424946485
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4790123456790124
AETA_dBeta,0.046296296296296294
AETA_eta_B,0.006889096824485661
AETA_eta_F,0.9932364438826313
AETA_eta_L,0.21587020068390939
AETA_eta_R,1.7832865578173154
BCUTare-1h,3.5254669154697478
BCUTare-1l,2.191043478351708
ETA_beta_s,17.75
ETA_dPsi_A,0.15330635838150253
ETA_dPsi_B,0.0
ETA_eta_BR,0.5300056142611128
ETA_eta_FL,7.39971252964643
ETA_eta_RL,13.228207948111983
LogEE_Dzpe,100.12515777774854
LogEE_Dzse,101.01732892564273
PEOE_VSA10,17.248535499851716
PEOE_VSA11,5.824404497999927
PEOE_VSA12,5.156436481820707
PEOE_VSA13,0.0
SlogP_VSA1,14.210588861400147
SlogP_VSA2,47.66739729084757
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,52.7224134867917
SlogP_VSA7,0.0
SlogP_VSA8,11.387855989696924
SlogP_VSA9,0.0
SpAD_Dzare,197.32004380102887
SpAbs_Dzpe,198.8603358448077
SpAbs_Dzse,200.71228914991394
SpDiam_DzZ,145.55972771422955
SpDiam_Dzi,144.28009277107125
SpDiam_Dzm,145.5986826524669
SpDiam_Dzp,228.94862877622973
SpDiam_Dzv,197.47828461470235
SpMAD_Dzpe,7.412748237200084
SpMAD_Dzse,7.47898487932809
SpMax_Dzpe,100.12515777774854
SpMax_Dzse,101.01732892564273
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6574074074074074
AETA_eta_BR,0.0196298375652264
AETA_eta_FL,0.2740634270239419
AETA_eta_RL,0.4899336277078512
DetourIndex,3766
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,23.076281771314527
EState_VSA4,27.744536301269306
EState_VSA5,0.0
EState_VSA6,37.76738001411913
EState_VSA7,42.46456947923127
EState_VSA8,10.197363616602075
EState_VSA9,19.31199638713987
ETA_beta_ns,19.0
ETA_shape_p,0.11597938144329895
ETA_shape_x,0.0
ETA_shape_y,0.34020618556701027
GhoseFilter,True
LogEE_Dzare,98.71836351914334
SlogP_VSA10,0.0
SlogP_VSA11,17.248535499851716
SpAbs_Dzare,195.92750427347852
SpDiam_Dzpe,146.37515781503345
SpDiam_Dzse,147.90075796418037
SpMAD_Dzare,7.308149770408477
SpMax_Dzare,98.71836351914334
TopoPSA(NO),70.76
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.7502673847316705
VSA_EState9,54.82670259616193
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7037037037037037
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.020987654320987578
FilterItLogS,-5.026962488178773
SpDiam_Dzare,144.21020416135866
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6325925925925926
ETA_epsilon_2,0.8543209876543206
ETA_epsilon_3,0.4440000000000002
ETA_epsilon_4,0.5625730994152048
ETA_epsilon_5,0.8543209876543206
AETA_beta_ns_d,0.05555555555555555
ETA_dEpsilon_A,0.18859259259259242
ETA_dEpsilon_B,0.07001949317738776
ETA_dEpsilon_C,-0.11857309941520466
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7777777777777778
MDEDescriptor,"0.2913267575950431,3.7604458868584216,4.245715319816416,0.0,6.269551790098915,16.987465948588632,0.0,8.001167281665472,0.0,0.0,0.0,0.0,0.3661567333410855,0.0,0.0,0.0,1.4422495703074083,1.8898815748423097,0.0"
APolDescriptor,55.148273999999994
BCUTDescriptor,"11.850000000000016,31.972072364241555,-0.3496329599955766,0.19233576468031868,4.912314859744511,11.281624362705784"
BPolDescriptor,31.005725999999996
TPSADescriptor,96.06
ALOGPDescriptor,"3.9257999999999997,15.411905639999999,105.82040000000002"
XLogPDescriptor,4.726999999999999
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,382.10996157999995
ChiPathDescriptor,"18.802754140504845,13.228207948111983,11.358739380604895,10.385157775307743,8.657857219558034,7.227235832930932,5.3762645369034265,4.015392525746251,15.986902790296941,9.246503602669291,6.694022021873557,5.151847359782297,3.666849716814374,2.6406460503213034,1.6297981388509724,1.0737987469311718"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4110544158647975,0.6546616851101063,0.0,0.0,0.022360679774997897,0.14370177694599137,0.18691586331089824"
AtomCountDescriptor,45
BondCountDescriptor,30
SmallRingDescriptor,"4,3,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.4831632475943928,0.0,0.33052720793239876,0.0,0.6520418742122385,0.0,0.09636288376322868,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,2,1,0,0,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"55.81599642025473,2.067259126676101,24.6489743087599,8.401865479111496,13.099597210405706"
FractionalPSADescriptor,0.2513936030424282
WienerNumbersDescriptor,"1831.0,45.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.117984888331416,6.692913754157434,9.348366596593527,1.5572561992664742,2.166532112604943,2.5566158630728224"
FractionalCSP3Descriptor,0.21052631578947367
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,1,0,0,7,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,22
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.28,9.212018140589569,4.302212008043665"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1602.08
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"36.89108135017877,36.88299254035654,52.10484561056964,57.43908665861605,52.269467691161665"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6231781822871388,-0.31399589953401985,-0.03924708174667311,-0.006541237841939757,-0.0717292623653762"
EccentricConnectivityIndexDescriptor,587
AutocorrelationDescriptorPolarizability,"2015.640051701197,2412.452267435572,3463.86534096275,3559.2265172725656,3255.0180274119193"
