DLiP-ID,T006NB
AATS8i,168.73056918700752
AATS8m,44.81967026451613
AATS8p,1.0577411451704062
AATS8s,2.9358422939068105
AATS8v,141.86947499665152
AMID_C,1.3683981015045523
AMID_N,0.4395840110008768
AMID_O,0.2103274075956306
AMID_X,0.0
AMID_h,0.6499114185965075
ATS0dv,454.0
ATS0pe,414.80060000000003
ATS0se,512.4189799999999
ATS1dv,424.0
ATS1pe,448.05749999999995
ATS1se,535.4551160000001
ATS2dv,560.0
ATS2pe,784.0892999999999
ATS2se,953.5826
ATS3dv,513.0
ATS3pe,1040.8643
ATS3se,1290.297556
ATS4dv,500.0
ATS4pe,1051.1211
ATS4se,1303.81584
ATS5dv,582.0
ATS5pe,1064.6557
ATS5se,1325.66392
ATS6dv,538.0
ATS6pe,1006.7776
ATS6se,1256.98808
ATS7dv,455.0
ATS7pe,986.7405000000001
ATS7se,1233.6366239999998
ATS8dv,362.0
ATS8pe,964.0526
ATS8se,1205.1328360000002
ATSC0Z,507.09090909090907
ATSC0c,1.7914091903308162
ATSC0d,34.257575757575765
ATSC0i,95.97700130745693
ATSC0m,2404.7802482575757
ATSC0p,13.564407823584258
ATSC0s,124.33164983164986
ATSC0v,3099.082614369584
ATSC1Z,14.42148760330582
ATSC1c,-1.2887077979029042
ATSC1d,8.977043158861344
ATSC1i,-32.88892814312162
ATSC1m,70.3589366285581
ATSC1p,-1.1744699074111307
ATSC1s,-5.428400163248648
ATSC1v,-64.58401301695397
ATSC2Z,10.074380165289304
ATSC2c,0.7789453015133386
ATSC2d,-5.097337006427914
ATSC2i,-0.508030338784045
ATSC2m,29.772260478420403
ATSC2p,-1.871814810095099
ATSC2s,35.76994694418937
ATSC2v,-414.2636970749051
ATSC3Z,-54.21487603305782
ATSC3c,-0.16685972449680192
ATSC3d,-7.651744719926536
ATSC3i,18.60742167080873
ATSC3m,-244.80510692447226
ATSC3p,1.7305820264670133
ATSC3s,-21.504157739006228
ATSC3v,237.12148433704394
ATSC4Z,-193.95867768595042
ATSC4c,-0.6319004289910493
ATSC4d,-5.367768595041322
ATSC4i,-23.812149098846675
ATSC4m,-909.8087374889808
ATSC4p,-3.257334504286581
ATSC4s,-52.044536271809015
ATSC4v,-867.6722259421499
ATSC5Z,-19.280991735537178
ATSC5c,0.38044602836289765
ATSC5d,4.105371900826446
ATSC5i,5.307253877390659
ATSC5m,-95.78263260674923
ATSC5p,1.0303242954018172
ATSC5s,24.52372206917662
ATSC5v,-75.75925939303858
ATSC6Z,59.000000000000014
ATSC6c,0.034774658480441825
ATSC6d,-3.9015151515151505
ATSC6i,-2.922778314691263
ATSC6m,264.2647164469697
ATSC6p,-0.6906725674238561
ATSC6s,46.3476430976431
ATSC6v,-82.19440446320245
ATSC7Z,69.50413223140498
ATSC7c,0.3098935055839568
ATSC7d,-4.359504132231404
ATSC7i,-9.131695827290448
ATSC7m,314.8944330495869
ATSC7p,-1.8700638584127074
ATSC7s,33.36776859504133
ATSC7v,-115.82531474533941
ATSC8Z,-134.2892561983471
ATSC8c,-0.5776869682445239
ATSC8d,-2.347337006427916
ATSC8i,-3.5275783349274157
ATSC8m,-616.3698585443067
ATSC8p,0.11801634487369864
ATSC8s,-57.52887460463219
ATSC8v,-166.06371616549234
AXp-0d,0.716096401977304
AXp-1d,0.45590653702373496
AXp-2d,0.30207801714753013
AXp-3d,0.1950872123060439
AXp-4d,0.12862627832337126
AXp-5d,0.08259780609198061
AXp-6d,0.05272954658331138
AXp-7d,0.03491425559036278
GATS1Z,0.8718270832893933
GATS1c,1.8035096712520726
GATS1d,0.9207924655930482
GATS1i,1.7443852226941878
GATS1m,0.8780283935111735
GATS1p,1.3093633644106015
GATS1s,0.6272262029261624
GATS1v,1.1294528182312302
GATS2Z,0.9293205449982073
GATS2c,0.8541315912778242
GATS2d,1.3141762313208285
GATS2i,1.2345486032300161
GATS2m,0.937300009649828
GATS2p,1.1429725049545316
GATS2s,0.43828147318787664
GATS2v,1.0973636201715662
GATS3Z,1.0193166911068505
GATS3c,1.1035957797326355
GATS3d,1.255459006798433
GATS3i,0.9812142830897841
GATS3m,1.0181082724131667
GATS3p,0.9309202068050824
GATS3s,0.8944999457167339
GATS3v,0.9494127192693698
GATS4Z,1.1395240016049446
GATS4c,1.1720165398323499
GATS4d,1.1124581411511971
GATS4i,1.1294503289422073
GATS4m,1.1369598601733417
GATS4p,1.1143199436143614
GATS4s,1.3359891681544998
GATS4v,1.1054906397733841
GATS5Z,1.0149627085521862
GATS5c,0.87440179240901
GATS5d,0.9209556398736778
GATS5i,0.9592804559311925
GATS5m,1.0139978751414058
GATS5p,0.9627520215021099
GATS5s,1.13009045232338
GATS5v,0.9917433509379769
GATS6Z,0.9151428229950999
GATS6c,0.8665968622566584
GATS6d,1.0694383016364437
GATS6i,1.0119875248028338
GATS6m,0.9198485105377381
GATS6p,1.0403990089400044
GATS6s,0.7125066009505368
GATS6v,1.0224297104908024
GATS7Z,0.911517469423529
GATS7c,0.8768120071838138
GATS7d,1.0892427146297112
GATS7i,1.0221588565498556
GATS7m,0.9156796301505736
GATS7p,1.0610250159344088
GATS7s,0.7513389335471714
GATS7v,1.0184022465458824
GATS8Z,1.1370996657375172
GATS8c,1.2831289289564478
GATS8d,1.0282632577649056
GATS8i,0.9545228022021278
GATS8m,1.1296489283271434
GATS8p,0.9385174528494276
GATS8s,1.4481804089466297
GATS8v,0.9720225890905851
MATS1Z,0.027603188998797868
MATS1c,-0.6982238531138519
MATS1d,0.2543382678148659
MATS1i,-0.332596416769559
MATS1m,0.02839742059132564
MATS1p,-0.08403807152260931
MATS1s,-0.042376509457180835
MATS1v,-0.020226786769635366
MATS2Z,0.010747726725014598
MATS2c,0.23523192847179203
MATS2d,-0.08049535603715165
MATS2i,-0.0028635619072483504
MATS2m,0.006697620233970079
MATS2p,-0.07465280754918968
MATS2s,0.15563981440313532
MATS2v,-0.07231490631138382
MATS3Z,-0.04225324896996969
MATS3c,-0.0368115571434583
MATS3d,-0.08827369586346984
MATS3i,0.07662076558783773
MATS3m,-0.04023208514158538
MATS3p,0.05042185447249695
MATS3s,-0.06835467218380321
MATS3v,0.03023884616630888
MATS4Z,-0.15026507196639863
MATS4c,-0.13857615470744752
MATS4d,-0.06155620142793958
MATS4i,-0.09746890122451006
MATS4m,-0.1486309867254455
MATS4p,-0.09434006580508981
MATS4s,-0.1644478123531107
MATS4v,-0.10999101154632189
MATS5Z,-0.01467544803205575
MATS5c,0.08196832904352282
MATS5d,0.04625340440885494
MATS5i,0.021342756590993307
MATS5m,-0.01537302022455689
MATS5p,0.029317094521739192
MATS5s,0.07612941877665473
MATS5v,-0.009435184389891832
MATS6Z,0.04653997848691288
MATS6c,0.007764760540057306
MATS6d,-0.04555506413091551
MATS6i,-0.012181161215188654
MATS6m,0.043956568029606395
MATS6p,-0.02036720147039498
MATS6s,0.14910971795323139
MATS6v,-0.010608869099789704
MATS7Z,0.055841068748921044
MATS7c,0.07047686835805383
MATS7d,-0.05184529952331808
MATS7i,-0.03876262512423788
MATS7m,0.053348044865518404
MATS7p,-0.05616742567394259
MATS7s,0.10933882171340367
MATS7v,-0.01522647088326966
MATS8Z,-0.11276327507836083
MATS8c,-0.13731247970531593
MATS8d,-0.029176356450899544
MATS8i,-0.01565026613792833
MATS8m,-0.10913856371619154
MATS8p,0.0037047043775565018
MATS8s,-0.19702276929366663
MATS8v,-0.02281675273650769
MAXdsN,4.435076654037874
MAXsOH,9.309810064698647
MINdsN,4.435076654037874
MINsOH,9.309810064698647
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,10
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.17972733574401
SpAD_D,495.005497345277
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.785864990308104
SssNH2,0
SsssAs,0
SsssCH,-1.0969560652476085
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,814
TMWC10,143.83960538887902
TSRW10,68.49441892499229
VE1_Dt,5.662262166487805
VE2_Dt,0.17158370201478196
VE3_Dt,2.9277459568962416
VR1_Dt,214.37882677947582
VR2_Dt,6.49632808422654
VR3_Dt,6.561667137099674
Xc-3dv,0.707724888801012
Xc-4dv,0.0
Xc-5dv,0.08817656065588989
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2687287392826324
Xch-7d,0.2754319160449886
Xp-0dv,18.971418411205025
Xp-1dv,11.412671174445675
Xp-2dv,7.987111232955312
Xp-3dv,5.591303361474047
Xp-4dv,3.800604658535523
Xp-5dv,2.5446126437808916
Xp-6dv,1.410781243873821
Xp-7dv,0.9260971445574788
Xpc-4d,4.117573947080334
Xpc-5d,5.595379118312339
Xpc-6d,7.684950545086604
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,68
nFRing,0
nHBAcc,7
nHBDon,5
nHRing,2
nSpiro,0
naRing,1
piPC10,6.227524323688738
AATS0dv,6.878787878787879
AATS0pe,6.284857575757576
AATS0se,7.763923939393938
AATS1dv,6.235294117647059
AATS1pe,6.58908088235294
AATS1se,7.874339941176472
AATS2dv,4.590163934426229
AATS2pe,6.4269614754098345
AATS2se,7.816250819672131
AATS3dv,3.07185628742515
AATS3pe,6.232720359281437
AATS3se,7.726332670658683
AATS4dv,2.9761904761904763
AATS4pe,6.256673214285715
AATS4se,7.760808571428571
AATS5dv,3.4035087719298245
AATS5pe,6.226056725146199
AATS5se,7.752420584795321
AATS6dv,3.2606060606060607
AATS6pe,6.101682424242425
AATS6se,7.618109575757576
AATS7dv,2.808641975308642
AATS7pe,6.090990740740741
AATS7se,7.615040888888887
AATS8dv,2.335483870967742
AATS8pe,6.219694193548387
AATS8se,7.775050554838711
AATSC0Z,7.683195592286501
AATSC0c,0.02714256348986085
AATSC0d,0.5190541781450874
AATSC0i,1.454196989506923
AATSC0m,36.436064367539025
AATSC0p,0.20552133066036754
AATSC0s,1.8838128762371191
AATSC0v,46.95579718741794
AATSC1Z,0.212080700048615
AATSC1c,-0.018951585263278004
AATSC1d,0.13201534057149034
AATSC1i,-0.4836607079870826
AATSC1m,1.0346902445376192
AATSC1p,-0.017271616285457803
AATSC1s,-0.0798294141654213
AATSC1v,-0.9497648973081467
AATSC2Z,0.082576886600732
AATSC2c,0.006384797553388021
AATSC2d,-0.041781450872359946
AATSC2i,-0.0041641831047872545
AATSC2m,0.2440349219542656
AATSC2p,-0.015342744345041796
AATSC2s,0.2931962864277817
AATSC2v,-3.395604074384468
AATSC3Z,-0.3246399762458552
AATSC3c,-0.0009991600269269576
AATSC3d,-0.04581883065824273
AATSC3i,0.11142168665154928
AATSC3m,-1.4658988438591154
AATSC3p,0.010362766625550978
AATSC3s,-0.12876741161081573
AATSC3v,1.4198891277667303
AATSC4Z,-1.1545159386068478
AATSC4c,-0.003761312077327674
AATSC4d,-0.03195100354191263
AATSC4i,-0.1417389827312302
AATSC4m,-5.415528199339171
AATSC4p,-0.019388895858848697
