DLiP-ID,T007JK
ATSC7s,-3.351309739368999
ATSC7v,395.89556742092935
ATSC8Z,-118.0
ATSC8c,-0.3410188284755261
ATSC8d,-5.8
ATSC8i,-11.517419538522585
ATSC8m,-570.9663038219999
ATSC8p,-3.315640632388729
ATSC8s,-19.216285322359397
ATSC8v,-765.2947191097887
AXp-0d,0.6996932183267544
AXp-1d,0.455655410466895
AXp-2d,0.2955998860635077
AXp-3d,0.1982153196704317
AXp-4d,0.13162782696333464
AXp-5d,0.0866946608138611
AXp-6d,0.05708636605350328
AXp-7d,0.03813804119312678
GATS1Z,0.7676715176715176
GATS1c,1.3822933967199893
GATS1d,0.765625
GATS1i,1.3994281068014727
GATS1m,0.7714672084545899
GATS1p,1.0996270180340513
GATS1s,0.6403323696255105
GATS1v,1.04083217516518
GATS2Z,1.0223492723492724
GATS2c,1.6081558405600556
GATS2d,1.3012820512820513
GATS2i,0.9652156565757984
GATS2m,1.0162464353024758
GATS2p,0.8710557940732601
GATS2s,0.8784354192038226
GATS2v,0.8841429675311453
GATS3Z,1.1576989833870568
GATS3c,0.8963166192323968
GATS3d,1.3579892966360856
GATS3i,1.0931239563887585
GATS3m,1.1541460883899488
GATS3p,1.1419977467044176
GATS3s,1.0006981372613313
GATS3v,1.0947734900002457
GATS4Z,0.8920104314841157
GATS4c,1.0875597523917728
GATS4d,1.1103801169590644
GATS4i,1.209975788861082
GATS4m,0.9101417907466051
GATS4p,1.0623509606774517
GATS4s,1.3244062477668024
GATS4v,1.145697676646067
GATS5Z,0.9697967197967199
GATS5c,1.360523954011692
GATS5d,0.8376068376068376
GATS5i,0.8413581816582144
GATS5m,0.9734014439806242
GATS5p,0.8216677337953574
GATS5s,1.3734219742659557
GATS5v,0.8976174921197774
GATS6Z,0.788918918918919
GATS6c,0.86302163313369
GATS6d,1.0820833333333335
GATS6i,0.8415948973516347
GATS6m,0.8012850281681656
GATS6p,0.7572555124932631
GATS6s,0.9011603987195307
GATS6v,0.9037974189461603
GATS7Z,0.9566259808195292
GATS7c,1.0386602026631118
GATS7d,1.207437275985663
GATS7i,0.9482974227949766
GATS7m,0.9514458217017335
GATS7p,0.9516285534843885
GATS7s,0.9956596295530998
GATS7v,0.9185856915473126
GATS8Z,1.0280938833570412
GATS8c,1.22882999226821
GATS8d,1.0530701754385967
GATS8i,1.0784880517203175
GATS8m,1.0397207094424674
GATS8p,1.071193843682593
GATS8s,1.218446507941392
GATS8v,1.1286544343088882
MATS1Z,0.07981882981882982
MATS1c,-0.34619031384735915
MATS1d,0.31730769230769224
MATS1i,-0.20346847243522428
MATS1m,0.07994531542673727
MATS1p,-0.05611590729651609
MATS1s,-0.018457012287963405
MATS1v,-0.02482045866620219
MATS2Z,-0.036064321778607494
MATS2c,-0.26920451547694707
MATS2d,-0.09706959706959715
MATS2i,0.1380236919552427
MATS2m,-0.033259770303766416
MATS2p,0.1199150657571824
MATS2s,-0.07908134761170467
MATS2v,0.06266343597622623
MATS3Z,-0.15320038255818072
MATS3c,0.28703959302103804
MATS3d,-0.21330275229357806
MATS3i,-0.04994006699127586
MATS3m,-0.1537830976304434
MATS3p,-0.13744940517820584
MATS3s,0.07138397068252544
MATS3v,-0.12991118646571526
MATS4Z,-0.0770507349454718
MATS4c,-0.11143334484953703
MATS4d,-0.11257309941520471
MATS4i,-0.24482374376319377
MATS4m,-0.08089723590286432
MATS4p,-0.1829335805463031
MATS4s,-0.10198807928851304
MATS4v,-0.1751478258849849
MATS5Z,-0.0396000396000396
MATS5c,-0.14139684146852238
MATS5d,0.0804843304843305
MATS5i,0.06521508784370433
MATS5m,-0.03649315484654625
MATS5p,0.06726114108229948
MATS5s,-0.0434470901558874
MATS5v,0.04383483977387475
MATS6Z,0.07239382239382239
MATS6c,0.2688260187199492
MATS6d,0.033333333333333326
MATS6i,0.09748413266681777
MATS6m,0.0716070858511983
MATS6p,0.12685144640181265
MATS6s,0.11908825454896564
MATS6v,0.056817837721561716
MATS7Z,0.016606468219371447
MATS7c,-0.10508542967071913
MATS7d,-0.06541218637992834
MATS7i,0.06907443307485694
MATS7m,0.021247995822515353
MATS7p,0.0594649389692326
MATS7s,-0.034841994581801684
MATS7v,0.08288111915102822
MATS8Z,-0.11989433042064622
MATS8c,-0.15003477013706992
MATS8d,-0.12719298245614033
MATS8i,-0.08156688430285487
MATS8m,-0.12653508292214433
MATS8p,-0.12245548791272733
MATS8s,-0.1955767486595789
MATS8v,-0.15684223676636302
MAXaaS,1.7381830064695636
MAXssO,5.685659370625099
MINaaS,1.7381830064695636
MINssO,5.258116110122362
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.33018932856583
SpAD_D,323.6410023642976
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.9927369974591853
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,562
TMWC10,127.4944231605256
TSRW10,73.33710223511609
VE1_Dt,5.011291403616885
VE2_Dt,0.19274197706218787
VE3_Dt,2.567205092101461
VR1_Dt,152.91540305023494
VR2_Dt,5.881361655778267
VR3_Dt,5.9853962922622586
Xc-3dv,0.6620553817072956
Xc-4dv,0.0
Xc-5dv,0.04616375010728403
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.2721655269759087
Xch-7d,0.2754319160449886
Xp-0dv,15.71880071219059
Xp-1dv,9.523330302550528
Xp-2dv,6.982207881760575
Xp-3dv,5.027818066116367
Xp-4dv,3.4023899107132816
Xp-5dv,1.923346976461979
Xp-6dv,1.0119903418713077
Xp-7dv,0.6241464584100249
Xpc-4d,2.829757516662882
Xpc-5d,4.030604563055907
Xpc-6d,5.134441417281839
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,52
nFRing,0
nHBAcc,6
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.10688367983502
AATS0dv,6.968888888888889
AATS0pe,6.24363
AATS0se,7.741338499999999
AATS1dv,5.955128205128205
AATS1pe,6.539903846153846
AATS1se,7.843889615384613
AATS2dv,4.454212454212454
AATS2pe,6.481759340659339
AATS2se,7.933205296703296
AATS3dv,3.859327217125382
AATS3pe,6.329904587155965
AATS3se,7.822327981651376
AATS4dv,2.967836257309942
AATS4pe,6.133416666666667
AATS4se,7.638386087719298
AATS5dv,2.9458689458689458
AATS5pe,6.163946153846155
AATS5se,7.744689760683761
AATS6dv,3.58
AATS6pe,6.174504
AATS6se,7.709331559999999
AATS7dv,3.082437275985663
AATS7pe,6.091854838709677
AATS7se,7.5999083870967725
AATS8dv,2.7228070175438592
AATS8pe,6.211133684210525
AATS8se,7.718667536842105
AATSC0Z,10.36
AATSC0c,0.023925599882015803
AATSC0d,0.48
AATSC0i,1.486338434752493
AATSC0m,47.49806520360001
AATSC0p,0.2850136072775104
AATSC0s,1.0342573388203018
AATSC0v,51.36201862108268
AATSC1Z,0.8269230769230769
AATSC1c,-0.00828281093214139
AATSC1d,0.15230769230769226
AATSC1i,-0.30242301084085205
AATSC1m,3.797247804861537
AATSC1p,-0.015993797164230418
AATSC1s,-0.019089300411522642
AATSC1v,-1.27482886019729
AATSC2Z,-0.37362637362637363
AATSC2c,-0.006440879523733367
AATSC2d,-0.04659340659340663
AATSC2i,0.2051499182595157
AATSC2m,-1.5797747385450562
AATSC2p,0.034177425458374426
AATSC2s,-0.0817904641312049
AATSC2v,3.218520565471954
AATSC3Z,-1.5871559633027523
AATSC3c,0.006867594452918012
AATSC3d,-0.10238532110091747
AATSC3i,-0.0742278410032476
AATSC3m,-7.3043995984623855
AATSC3p,-0.03917495078798856
AATSC3s,0.07382939555253522
AATSC3v,-6.6725007783390105
AATSC4Z,-0.7982456140350878
AATSC4c,-0.0026661096223847096
AATSC4d,-0.05403508771929826
AATSC4i,-0.3638909400952309
AATSC4m,-3.8424621857052617
AATSC4p,-0.052138559683692846
AATSC4s,-0.10548191947633144
AATSC4v,-8.995945894546741
AATSC5Z,-0.41025641025641024
AATSC5c,-0.0033830042535566863
AATSC5d,0.03863247863247864
AATSC5i,0.09693169158785785
AATSC5m,-1.7333542483863256
AATSC5p,0.019170340449467728
