DLiP-ID,J100F4
DLiP-Mol-ID,37246
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H16ClN3O3/c1-21-16-5-3-11(7-15(16)19-20-21)13(8-17(23)24)10-2-4-14(18)12(6-10)9-22/h2-7,13,22H,8-9H2,1H3,(H,23,24)"
Standard Inchi Key(RDKit),ZYLQDVHQXSUVQO-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cn1nnc2cc(C(CC(=O)O)c3ccc(Cl)c(CO)c3)ccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),345.786
MW Monoisotopic(RDKit),345.088019052
MolLogP(RDKit),2.7206
XLogP(SDF),
XLogP(CDK),1.901
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),88.24
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.741908528897827
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,KEAP1/NRF2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,327131.2915038735
qed,0.7419085288978271
Chi0,17.26722023457211
Chi1,11.490402300641938
TPSA,88.24000000000001
Chi0n,12.977946187673359
Chi0v,13.733875133691814
Chi1n,7.396141220768485
Chi1v,7.774105693777713
Chi2n,5.620610607922061
Chi2v,6.027810734662667
Chi3n,4.058328649570135
Chi3v,4.427056373314085
Chi4n,2.8097491316891374
Chi4v,2.9870591135497264
MolMR,89.97960000000003
MolWt,345.78600000000006
fr_SH,0
Kappa1,16.41891312431361
Kappa2,6.5858728780864215
Kappa3,3.108127679172424
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,907.2322006775385
MolLogP,2.720600000000001
NOCount,6
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,2.0878912137596273
SMR_VSA1,15.007591973753234
SMR_VSA2,0.0
SMR_VSA3,14.993869839101091
SMR_VSA4,7.04767198267719
SMR_VSA5,18.94560963360032
SMR_VSA6,0.0
SMR_VSA7,58.11119019960197
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,142.8434632669088
NHOHCount,2
PEOE_VSA1,10.213054789681411
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.681802935145185
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,35.01342619127221
PEOE_VSA7,34.88945568047582
