DLiP-ID,I000LH
SRW10,10.526024482928522
SaaCH,6.328501866404728
SaaNH,3.161706351870771
SaaSe,0
SaaaC,1.49995993654044
SaasC,0.4849305983582819
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.8547788276237944
SdssS,0
SsCH3,4.802881483367317
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.42385812159365
SssPH,0
SssSe,0
SsssB,0
SsssN,3.4424265663055347
SsssP,0
VE1_A,4.482016931352234
VE1_D,5.648214462746056
VE2_A,0.13581869488946163
VE2_D,0.17115801402260775
VE3_A,2.693995621477286
VE3_D,2.925261939391851
VR1_A,668.3650630449299
VR1_D,226.69963235022757
VR2_A,20.25348675893727
VR2_D,6.869685828794775
VR3_A,7.698756994295751
VR3_D,6.617548404238805
WPath,3037
Xc-3d,2.5468041038212235
Xc-4d,0.0
Xc-5d,0.8483327070499954
Xc-6d,0.0
Xp-0d,23.861078361706785
Xp-1d,15.760457910671603
Xp-2d,14.499164588930713
Xp-3d,12.781226327199548
Xp-4d,10.445704885457616
Xp-5d,8.293306600184797
Xp-6d,6.5378790902860935
Xp-7d,4.853315389269888
ZMIC0,107.61944671893205
ZMIC1,43.71056246908215
ZMIC2,29.283682907096598
ZMIC3,24.683676060722316
ZMIC4,24.683676060722316
ZMIC5,24.683676060722316
nAcid,0
nAtom,63
nBase,1
nRing,4
piPC1,3.8066624897703196
piPC2,4.359908829420263
piPC3,4.895037369345209
piPC4,5.426875475372379
piPC5,5.886451193404692
piPC6,6.252234994045906
piPC7,6.6367971616665535
piPC8,7.027782322745738
piPC9,7.146726041577278
AATS0Z,22.857142857142858
AATS0d,3.3015873015873014
AATS0i,167.70411377615034
AATS0m,90.70394089126624
AATS0p,1.3716849546899996
AATS0s,5.858465608465608
AATS0v,205.27903258429347
AATS1Z,24.53030303030303
AATS1d,4.121212121212121
AATS1i,150.63402814273422
AATS1m,92.8786279975031
AATS1p,1.7122422264545463
AATS1s,3.1696127946127945
AATS1v,253.17810179784652
AATS2Z,20.71900826446281
AATS2d,3.793388429752066
AATS2i,158.61417161873592
AATS2m,77.18856440223472
AATS2p,1.4764630416945212
AATS2s,3.01951331496786
AATS2v,212.8718686629586
AATS3Z,17.53012048192771
AATS3d,3.2771084337349397
AATS3i,163.0619731693122
AATS3m,63.36813003326268
AATS3p,1.3083999541588913
AATS3s,3.1161311914323964
AATS3v,183.6762469232003
AATS4Z,16.70108695652174
AATS4d,3.0
AATS4i,161.76264119842898
AATS4m,59.500456326608685
AATS4p,1.268814759279217
AATS4s,3.3215579710144927
AATS4v,177.02762025804142
AATS5Z,15.632352941176471
AATS5d,2.7892156862745097
AATS5i,164.69833018573974
AATS5m,55.891081251435274
AATS5p,1.175633407118652
AATS5s,3.3201252723311545
AATS5v,161.1261025316974
AATS6Z,15.170731707317072
AATS6d,2.7219512195121953
AATS6i,165.26446477665414
AATS6m,53.956448863157064
AATS6p,1.1656409770775762
AATS6s,3.005420054200542
AATS6v,159.79094458212467
AATS7Z,15.192118226600986
AATS7d,2.5369458128078817
AATS7i,167.09506929800273
AATS7m,53.76441075545221
AATS7p,1.1160260450896797
AATS7s,3.565818281335521
AATS7v,154.28107913159454
AATS8Z,14.387978142076502
AATS8d,2.387978142076503
AATS8i,166.46617870071043
AATS8m,50.25121540855955
AATS8p,1.1048089095088034
AATS8s,3.357468123861566
AATS8v,151.14440302817462
AMID_C,1.4465066150805974
AMID_N,0.3148746163536922
AMID_O,0.2117932760060028
AMID_X,0.05375063407991798
AMID_h,0.580418526439613
ATS0dv,492.0
ATS0pe,404.14029999999985
ATS0se,495.4008319999998
ATS1dv,456.0
ATS1pe,435.30050000000006
ATS1se,519.0041719999997
ATS2dv,655.0
ATS2pe,781.1827999999997
ATS2se,946.033652
ATS3dv,693.0
ATS3pe,1060.9096000000002
ATS3se,1299.3700839999992
ATS4dv,736.0
ATS4pe,1174.3256999999999
ATS4se,1443.2028799999996
ATS5dv,803.0
ATS5pe,1279.1683999999998
ATS5se,1584.4276559999998
ATS6dv,718.0
ATS6pe,1277.0698999999997
ATS6se,1584.3930639999996
ATS7dv,731.0
ATS7pe,1288.5238000000004
ATS7se,1596.5788319999997
ATS8dv,583.0
ATS8pe,1152.9792999999997
ATS8se,1432.4610000000002
ATSC0Z,494.9841269841268
ATSC0c,1.3930625206931342
ATSC0d,42.85714285714285
ATSC0i,112.31972500261114
ATSC0m,2362.5889262655896
ATSC0p,13.711094750801747
ATSC0s,159.77072310405637
ATSC0v,3007.992547143281
ATSC1Z,14.095993953136805
ATSC1c,-0.7752647510435304
ATSC1d,19.19727891156461
ATSC1i,-20.524165555993463
ATSC1m,69.94672060012334
ATSC1p,-0.26181474917452696
ATSC1s,-7.467036197194928
ATSC1v,58.62367603167108
ATSC2Z,53.966994205089435
ATSC2c,-0.06881672883530116
ATSC2d,3.893424036281177
ATSC2i,-10.854034276659455
ATSC2m,261.7905159053957
ATSC2p,1.1982561992717398
ATSC2s,8.198293720780498
ATSC2v,348.5334151892281
ATSC3Z,-68.65658856135047
ATSC3c,0.5694267330226476
ATSC3d,-8.480725623582767
ATSC3i,26.34649905305507
ATSC3m,-327.32264811072207
ATSC3p,0.7090343115255255
ATSC3s,-17.55989473978892
ATSC3v,-63.13082298260656
ATSC4Z,-193.36633912824388
ATSC4c,-0.7788684609918424
ATSC4d,-1.8684807256235847
ATSC4i,-26.306080466169284
ATSC4m,-911.9050296546042
ATSC4p,-3.1269261793151304
ATSC4s,-45.53495142913135
ATSC4v,-898.0402454811577
ATSC5Z,56.09901738473165
ATSC5c,0.47059767115209944
ATSC5d,-2.0612244897959204
ATSC5i,-6.742352475009631
ATSC5m,268.0713204358144
ATSC5p,-0.4941960094930349
ATSC5s,19.30679432266734
ATSC5v,-62.24485421785109
ATSC6Z,30.829428067523306
ATSC6c,-0.10407040799367127
ATSC6d,-5.582766439909298
ATSC6i,-7.902597188538936
ATSC6m,140.79414216189437
ATSC6p,-0.8287017136079189
ATSC6s,-23.679425268049602
ATSC6v,107.31815783578371
ATSC7Z,-32.91710758377423
ATSC7c,0.10289606142918235
ATSC7d,-10.11111111111111
ATSC7i,12.89171462232508
ATSC7m,-155.0637244359679
ATSC7p,-0.14589523589110243
ATSC7s,-22.218009014305334
ATSC7v,-98.03380651147393
ATSC8Z,-125.5094482237339
ATSC8c,-0.2088032902082515
ATSC8d,-14.251700680272108
ATSC8i,-25.234423413572635
ATSC8m,-571.7513547254067
ATSC8p,-1.8272584581180398
ATSC8s,-63.531095154111036
ATSC8v,-465.2705790555509
AXp-0d,0.7230629806577813
AXp-1d,0.4377904975186556
AXp-2d,0.2735691431873719
AXp-3d,0.1704163510293273
AXp-4d,0.10141461053842346
AXp-5d,0.06282808030443028
AXp-6d,0.03914897658853948
AXp-7d,0.02402631380826677
GATS1Z,0.8008827370679605
GATS1c,1.5935782944187478
GATS1d,0.8219696969696973
GATS1i,1.395010190681618
GATS1m,0.8031002730230624
GATS1p,1.195544799745948
GATS1s,0.5901686168451267
GATS1v,1.0503534608069502
GATS2Z,0.8322831373580012
GATS2c,1.1307043184033592
GATS2d,1.2733057851239673
GATS2i,1.1560889668115848
GATS2m,0.8325744853774244
GATS2p,1.0185084198187566
GATS2s,0.5582537661738158
GATS2v,0.9578202299634693
GATS3Z,0.9967704321647806
GATS3c,0.9775670230047857
GATS3d,1.2985140562249
GATS3i,0.9591818768277879
GATS3m,0.996288658611782
GATS3p,0.991265387671115
GATS3s,0.8818275641477493
GATS3v,0.9965549666658307
GATS4Z,1.0898680622169676
GATS4c,1.2558694180511487
GATS4d,1.1164492753623192
GATS4i,1.0489599674638024
GATS4m,1.0842922583521728
GATS4p,1.0953440233251501
GATS4s,1.1281394733558274
GATS4v,1.0927993695703555
GATS5Z,0.9360470490145779
GATS5c,0.872451302815575
GATS5d,1.053088235294118
GATS5i,0.921465553020112
GATS5m,0.9322607594798719
GATS5p,0.9914287604468269
GATS5s,0.92261072024571
GATS5v,0.9911917851514842
GATS6Z,0.95225522156453
GATS6c,1.0513683947814922
GATS6d,1.0514796747967483
GATS6i,0.9754842143056861
GATS6m,0.9522586224737905
GATS6p,1.0039274806607097
GATS6s,0.925182475856109
GATS6v,0.9782136750212753
GATS7Z,1.0362973496576497
GATS7c,1.125340289113615
GATS7d,1.0511494252873566
GATS7i,0.9129944619842207
GATS7m,1.0320835448456132
GATS7p,0.9605481574188667
GATS7s,1.1938512281556544
GATS7v,0.9684176147992767
GATS8Z,1.0982192423184653
GATS8c,1.1174091062664024
GATS8d,1.0395446265938073
GATS8i,1.004784646998967
GATS8m,1.0902207778637532
GATS8p,1.009095599704091
GATS8s,1.3138714058476404
GATS8v,1.0178842550199043
MATS1Z,0.027183229161807917
MATS1c,-0.5312219898140015
MATS1d,0.4275757575757573
MATS1i,-0.17442393968963596
MATS1m,0.02826023751611499
MATS1p,-0.018227142565905578
MATS1s,-0.04461158666920895
MATS1v,0.018603424911382074
MATS2Z,0.05676650242336609
MATS2c,-0.025720451972407982
MATS2d,0.04730027548209365
MATS2i,-0.05031417273093307
MATS2m,0.057692707941736254
MATS2p,0.04550223526742634
MATS2s,0.026716616232065487
MATS2v,0.060328544160313115
MATS3Z,-0.05264091254705845
MATS3c,0.15513139777756751
MATS3d,-0.07510040160642573
MATS3i,0.08902240930478686
MATS3m,-0.05257997235427595
MATS3p,0.01962580960804037
MATS3s,-0.04171163071537726
MATS3v,-0.007965208644928721
MATS4Z,-0.13375570944966209
MATS4c,-0.19143274929375909
MATS4d,-0.014927536231884076
MATS4i,-0.08019048482251165
MATS4m,-0.1321551748057605
MATS4p,-0.078085109365353
MATS4s,-0.0975821546672299
MATS4v,-0.10222138725016233
MATS5Z,0.03500050931095886
MATS5c,0.10432527727889553
MATS5d,-0.014852941176470607
MATS5i,-0.018538124873633866
MATS5m,0.035040683713826015
MATS5p,-0.011131084617727167
MATS5s,0.03731842886177544
MATS5v,-0.006390532977062559
MATS6Z,0.019140835200040052
MATS6c,-0.022958490888395775
MATS6d,-0.04003252032520327
MATS6i,-0.02162223098723381
MATS6m,0.018313995806781874
MATS6p,-0.01857431443558974
MATS6s,-0.045547091021191706
MATS6v,0.01096435634306666
MATS7Z,-0.020638346809150578
MATS7c,0.022923063372382303
MATS7d,-0.07321839080459772
MATS7i,0.03562043044232034
MATS7m,-0.020368852274704093
MATS7p,-0.0033022769261823954
MATS7s,-0.043157119420199445
MATS7v,-0.010114481436570436
MATS8Z,-0.08729203290464214
MATS8c,-0.051600770848384075
MATS8d,-0.11448087431693992
MATS8i,-0.07734403302024369
MATS8m,-0.08331217987426799
MATS8p,-0.045879355509731955
MATS8s,-0.1368921677382696
MATS8v,-0.05324983851170099
MAXsOH,9.86878299612111
MINsOH,9.86878299612111
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,5
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.1041439847899
SpAD_D,382.39049757653623
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.8754609418759849
SssNH2,0
SsssAs,0
SsssCH,-2.3509506082534104
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1585
TMWC10,148.6465595351391
TSRW10,86.825859606253
VE1_Dt,5.683669680832287
VE2_Dt,0.17223241457067534
VE3_Dt,2.931519563160817
VR1_Dt,218.08727019184872
VR2_Dt,6.608705157328749
VR3_Dt,6.5788177731350155
Xc-3dv,1.2318827730190094
Xc-4dv,0.0
Xc-5dv,0.3111337558216931
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.2710175098617139
Xch-6d,0.6179846864976637
Xch-7d,1.1887719071290783
Xp-0dv,18.968929678353515
Xp-1dv,11.19117096636936
Xp-2dv,8.844154067922807
Xp-3dv,7.012124196075659
Xp-4dv,5.215941287254097
Xp-5dv,3.6392287984180007
Xp-6dv,2.5649844897552647
Xp-7dv,1.6994319550933628
Xpc-4d,6.622342156341206
Xpc-5d,10.38159230912594
Xpc-6d,16.263012823046207
n3Ring,0
n4Ring,0
n5Ring,3
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,66
nFRing,2
nHBAcc,5
nHBDon,4
nHRing,3
nSpiro,0
naRing,2
piPC10,7.392349215765143
AATS0dv,7.809523809523809
AATS0pe,6.414925396825394
AATS0se,7.863505269841267
AATS1dv,6.909090909090909
AATS1pe,6.5954621212121225
AATS1se,7.863699575757571
AATS2dv,5.413223140495868
AATS2pe,6.456056198347105
AATS2se,7.818459933884297
AATS3dv,4.174698795180723
AATS3pe,6.391021686746989
AATS3se,7.82753062650602
AATS4dv,4.0
AATS4pe,6.382204891304347
AATS4se,7.843493913043476
AATS5dv,3.9362745098039214
AATS5pe,6.270433333333332
AATS5se,7.766802235294117
AATS6dv,3.502439024390244
AATS6pe,6.229609268292681
AATS6se,7.7287466536585345
AATS7dv,3.600985221674877
AATS7pe,6.3474078817734005
AATS7se,7.864920354679802
AATS8dv,3.185792349726776
AATS8pe,6.3004333333333316
AATS8se,7.827655737704919
AATSC0Z,7.8568909045099495
AATSC0c,0.02211210350306562
AATSC0d,0.6802721088435373
AATSC0i,1.7828527778192245
AATSC0m,37.50141152802523
AATSC0p,0.21763642461590074
AATSC0s,2.536043223873911
AATSC0v,47.745913446718745
AATSC1Z,0.21357566595661825
AATSC1c,-0.011746435621871673
AATSC1d,0.29086786229643347
AATSC1i,-0.31097220539384035
AATSC1m,1.0597987969715659
AATSC1p,-0.003966890139007985
AATSC1s,-0.11313691207871103
AATSC1v,0.88823751563138
AATSC2Z,0.44600821657098705
AATSC2c,-0.0005687332961595137
AATSC2d,0.03217705815108411
AATSC2i,-0.08970276261702029
AATSC2m,2.1635579826892206
AATSC2p,0.009902943795634212
AATSC2s,0.06775449356016941
AATSC2v,2.88044144784486
AATSC3Z,-0.4135939069960872
AATSC3c,0.0034302815242328167
AATSC3d,-0.0510887085757998
AATSC3i,0.1587138497171992
AATSC3m,-1.971823181389892
AATSC3p,0.004271291033286298
AATSC3s,-0.10578249843246337
