DLiP-ID,P0009S
DLiP-Mol-ID,24424
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H29N3O4/c1-14-20(29-13-24-14)16-7-5-15(6-8-16)11-23-21(28)18-9-17(26)12-25(18)19(27)10-22(2,3)4/h5-8,13,17-18,26H,9-12H2,1-4H3,(H,23,28)/t17-,18+/m1/s1"
Standard Inchi Key(RDKit),MHBMGYUTFNIVKQ-MSOLQXFVSA-N
Canonical SMILES(RDKit),Cc1ncoc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)CC(C)(C)C)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),399.491
MW Monoisotopic(RDKit),399.215806408
MolLogP(RDKit),2.66422
XLogP(SDF),
XLogP(CDK),2.582
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),95.67
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.805891580328667
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,VHL/HIF1A
Common Target Pref Name,VHL/HIF1A
RDKit Descriptors
Ipc,2811406.5232513077
qed,0.8058915803286675
Chi0,21.181433796945203
Chi1,13.636848910048665
TPSA,95.66999999999999
Chi0n,17.436264666965037
Chi0v,17.436264666965037
Chi1n,9.88511350025501
Chi1v,9.88511350025501
