DLiP-ID,T002N3
DLiP-Mol-ID,18972
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H18N4O5/c1-2-12(9-16(24)25)22-15(23)5-6-21-18(26)14-8-11-7-10(17(19)20)3-4-13(11)27-14/h1,3-4,7-8,12H,5-6,9H2,(H3,19,20)(H,21,26)(H,22,23)(H,24,25)"
Standard Inchi Key(RDKit),ISXGAYYNCUNEFH-UHFFFAOYSA-N
Canonical SMILES(RDKit),C#CC(CC(=O)O)NC(=O)CCNC(=O)c1cc2cc(C(=N)N)ccc2o1
SMILES(SDF),
MW(SDF),
MW(RDKit),370.365
MW Monoisotopic(RDKit),370.127719676
MolLogP(RDKit),0.42947
XLogP(SDF),
XLogP(CDK),0.334
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),158.51
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.257369723756431
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,887864.3727128628
qed,0.25736972375643147
Chi0,19.974327015758657
Chi1,12.79493275328225
TPSA,158.51
Chi0n,14.242978985242436
Chi0v,14.242978985242436
Chi1n,7.933220665434785
Chi1v,7.933220665434785
Chi2n,5.667460773803351
Chi2v,5.667460773803351
Chi3n,3.6038611445734476
Chi3v,3.6038611445734476
Chi4n,2.292210792527298
Chi4v,2.292210792527298
MolMR,97.1968
MolWt,370.36500000000007
fr_SH,0
Kappa1,19.52374837784304
Kappa2,8.530460654560375
Kappa3,5.336558582335751
fr_ArN,1
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,0
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,940.8653336464843
MolLogP,0.4294700000000011
NOCount,9
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.8915094564903328
SMR_VSA1,23.907289884109517
SMR_VSA2,5.409283605791522
SMR_VSA3,10.633577208012662
SMR_VSA4,5.733667477162185
SMR_VSA5,18.88348407499998
SMR_VSA6,6.544756405912575
SMR_VSA7,35.589167184417875
SMR_VSA8,0.0
SMR_VSA9,12.343784214475903
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,153.95980956695524
NHOHCount,6
PEOE_VSA1,25.8909230170689
PEOE_VSA2,19.79289515800699
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,6.423349895620259
PEOE_VSA6,5.920434318855644
PEOE_VSA7,24.26546827384644
PEOE_VSA8,23.915253735000377
PEOE_VSA9,6.4208216229260096
RingCount,2
SMR_VSA10,34.58852888851917
fr_Al_COO,1
fr_Ar_COO,0
