DLiP-ID,C001MU
DLiP-Mol-ID,32616
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H17N3O2/c1-10-6-12-7-15-16(22-9-21-15)8-14(12)17(20-19-10)11-2-4-13(18)5-3-11/h2-5,7-8,10,19H,6,9,18H2,1H3"
Standard Inchi Key(RDKit),AQTITSBNGSVQNZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1)OCO3
SMILES(SDF),
MW(SDF),
MW(RDKit),295.342
MW Monoisotopic(RDKit),295.132076784
MolLogP(RDKit),2.2841
XLogP(SDF),
XLogP(CDK),3.44
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),68.87
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.792018112437104
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,191336.46905430773
qed,0.7920181124371043
Chi0,15.104083527755582
Chi1,10.703509938206668
TPSA,68.87
Chi0n,12.296725892317788
Chi0v,12.296725892317788
Chi1n,7.325382118015007
Chi1v,7.325382118015007
Chi2n,5.679306306979669
Chi2v,5.679306306979669
Chi3n,3.9604960526445936
Chi3v,3.9604960526445936
Chi4n,2.8449145683094907
Chi4v,2.8449145683094907
MolMR,85.36010000000005
MolWt,295.3420000000001
fr_SH,0
Kappa1,13.00648132815763
Kappa2,4.944623341712958
Kappa3,2.147115603114235
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,753.2445217028389
MolLogP,2.2840999999999996
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.8709443222593976
SMR_VSA1,9.473725907600098
SMR_VSA2,0.0
SMR_VSA3,5.425791397110385
SMR_VSA4,5.101407525739723
SMR_VSA5,19.386399651764595
SMR_VSA6,12.526609783262012
SMR_VSA7,53.08855688586065
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,128.2838474362152
NHOHCount,3
PEOE_VSA1,20.633184781872668
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,5.101407525739723
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
