DLiP-ID,C000R2
DLiP-Mol-ID,31246
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2"
Standard Inchi Key(RDKit),JAUOIFJMECXRGI-UHFFFAOYSA-N
Canonical SMILES(RDKit),Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),310.828
MW Monoisotopic(RDKit),310.123676288
MolLogP(RDKit),4.0189
XLogP(SDF),
XLogP(CDK),3.195
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),24.92
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.794753116264636
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,212865.7477903155
qed,0.7947531162646359
Chi0,14.940946820939052
Chi1,10.826499840494925
TPSA,24.92
Chi0n,12.531920370766228
Chi0v,13.287849316784683
Chi1n,7.985483940535462
Chi1v,8.36344841354469
Chi2n,6.041154995893523
Chi2v,6.477590776365508
Chi3n,4.68904123999017
Chi3v,4.924138342777908
Chi4n,3.611808170059275
Chi4v,3.8065083964341904
MolMR,91.22270000000003
MolWt,310.8280000000001
fr_SH,0
Kappa1,13.984366672921752
Kappa2,5.864062936700998
Kappa3,2.4668840166179695
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,740.850445001187
MolLogP,4.018900000000002
NOCount,2
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.977851367572985
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,25.683286491704038
SMR_VSA6,13.08951281182515
SMR_VSA7,69.50869922767116
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,135.7795452929274
NHOHCount,1
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,29.306778557225
PEOE_VSA7,73.662254984005
PEOE_VSA8,16.79258141542367
PEOE_VSA9,5.693927994848461
RingCount,4
SMR_VSA10,17.174044420301783
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,310.123676288
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
