DLiP-ID,T0040J
DLiP-Mol-ID,21113
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H28N6O5/c1-29-24(36)31(18-9-7-17(8-10-18)21(26)27)22(34)25(29)11-13-30(14-12-25)23(35)28-19(15-20(32)33)16-5-3-2-4-6-16/h2-10,19H,11-15H2,1H3,(H3,26,27)(H,28,35)(H,32,33)"
Standard Inchi Key(RDKit),MVQSMJLSSPOGKY-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN1C(=O)N(c2ccc(C(=N)N)cc2)C(=O)C12CCN(C(=O)NC(CC(=O)O)c1ccccc1)CC2
SMILES(SDF),
MW(SDF),
MW(RDKit),492.536
MW Monoisotopic(RDKit),492.212117996
MolLogP(RDKit),2.12927
XLogP(SDF),
XLogP(CDK),1.073
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),11
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),160.13
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),36
QED Weighted(RDKit),0.274479190957865
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,101875388.46314149
qed,0.274479190957865
Chi0,26.034804948073717
Chi1,17.13557202279287
TPSA,160.13
Chi0n,19.808234410873908
Chi0v,19.808234410873908
Chi1n,11.528397966308216
Chi1v,11.528397966308216
Chi2n,8.97195809537752
Chi2v,8.97195809537752
Chi3n,6.914164814692181
