DLiP-ID,C001MA
DLiP-Mol-ID,32586
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)"
Standard Inchi Key(RDKit),VVIUBCNYACGLLV-UHFFFAOYSA-N
Canonical SMILES(RDKit),NCCS(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),109.15
MW Monoisotopic(RDKit),109.019749464
MolLogP(RDKit),-0.8332
XLogP(SDF),
XLogP(CDK),-2.554
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),63.32
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),6
QED Weighted(RDKit),0.454662443025903
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,14.834466856136647
qed,0.4546624430259026
Chi0,4.99156383156272
Chi1,2.770055610029662
TPSA,63.32000000000001
Chi0n,3.255274007990405
Chi0v,4.071770588918131
Chi1n,1.5461642775603979
Chi1v,2.8219962517534674
Chi2n,0.8142854541480758
Chi2v,1.8655060932546015
Chi3n,0.29247155644861894
Chi3v,0.8774146693458567
Chi4n,0.10081715010194181
Chi4v,0.30245145030582543
MolMR,24.6926
MolWt,109.14999999999998
fr_SH,0
Kappa1,6.07
Kappa2,3.2672386587771207
Kappa3,4.070000000000001
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,55.50977500432694
MolLogP,-0.8331999999999997
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.831257109931365
SMR_VSA1,8.761648365854832
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,0.0
SMR_VSA6,12.297610012659364
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,38.82157567106882
NHOHCount,3
