DLiP-ID,C100JQ
AATSC4p,-0.05465348640909957
AATSC4s,-0.43835965648992864
AATSC4v,-4.790269357712467
AATSC5Z,-3.6303254437869823
AATSC5c,-0.0022932915309861013
AATSC5d,-0.07130177514792896
AATSC5i,0.2961402215046137
AATSC5m,-15.792366664076175
AATSC5p,-0.018361378706161967
AATSC5s,-0.6402288232238378
AATSC5v,-0.6933730449275386
AATSC6Z,-1.0343577018514984
AATSC6c,0.0021983600379865153
AATSC6d,-0.10951517465165107
AATSC6i,0.18249935331321482
AATSC6m,-4.982289575951651
AATSC6p,-0.01307998284806925
AATSC6s,0.49776126398219966
AATSC6v,-10.801398341542388
AATSC7Z,2.0177514792899407
AATSC7c,-0.0014919747307238704
AATSC7d,-0.021425844626837175
AATSC7i,-0.7293481145535529
AATSC7m,9.096138020512866
AATSC7p,-0.052522202883187076
AATSC7s,0.041246850478538856
AATSC7v,-3.7107392516582243
AATSC8Z,2.783905325443787
AATSC8c,0.002318205574824484
AATSC8d,0.07639053254437869
AATSC8i,0.00623219048447874
AATSC8m,12.641637658831726
AATSC8p,0.0691308816656908
AATSC8s,0.4156734929099601
AATSC8v,14.122067785734314
ATS0are,175.2434
ATS1are,181.61579999999998
ATS2are,286.02
ATS3are,358.17600000000016
ATS4are,333.79699999999997
ATS5are,264.973
ATS6are,204.5249
ATS7are,190.7758
ATS8are,162.675
ATSC0dv,107.35042735042734
ATSC0pe,4.145815384615384
ATSC0se,2.824287115384615
ATSC1dv,12.09270216962524
ATSC1pe,-0.017193491124260385
ATSC1se,0.015444568047336578
ATSC2dv,-9.781065088757405
ATSC2pe,0.39173550295857973
ATSC2se,0.23890672781064995
ATSC3dv,-32.9421433267587
ATSC3pe,-1.0184633136094674
ATSC3se,-0.677499474852071
ATSC4dv,-34.4352399737015
ATSC4pe,-1.5336455621301774
ATSC4se,-0.9964972647928984
ATSC5dv,-13.41091387245233
ATSC5pe,-0.8049005917159763
ATSC5se,-0.6799361775147916
ATSC6dv,-9.533201840894154
ATSC6pe,0.8515278106508883
ATSC6se,0.8637752085798817
ATSC7dv,25.159105851413553
ATSC7pe,0.6397201183431952
ATSC7se,0.31388682396449485
ATSC8dv,23.89809335963183
ATSC8pe,0.18587751479289893
ATSC8se,0.013415965976331046
AXp-0dv,0.5498335110627357
AXp-1dv,0.2992106116640927
AXp-2dv,0.16591749968749916
AXp-3dv,0.09445728793568665
AXp-4dv,0.053018079228866866
AXp-5dv,0.028254092886106957
AXp-6dv,0.015783428058947807
AXp-7dv,0.008816767140747044
BertzCT,855.7687287900858
ECIndex,342
ETA_eta,11.066389221667873
GATS1dv,0.4860953139217471
GATS1pe,0.4982756676134708
GATS1se,0.5162165496766271
GATS2dv,0.7404006224667055
GATS2pe,0.5455254316594574
GATS2se,0.5728239559530411
GATS3dv,1.0740807759119861
GATS3pe,1.0210076180953207
GATS3se,1.0229994235255468
GATS4dv,1.2004339952541527
GATS4pe,1.1434752431316375
GATS4se,1.1358079625274915
GATS5dv,1.1686156449044587
GATS5pe,1.1658065547094754
GATS5se,1.2535756300109224
GATS6dv,0.9432145058557634
GATS6pe,0.7583628228433992
GATS6se,0.7317308972957784
GATS7dv,0.7503980891719746
GATS7pe,0.6855533002993361
GATS7se,0.6508055372755817
GATS8dv,1.099203821656051
GATS8pe,1.4528866920490726
GATS8se,1.400830665709856
LogEE_A,3.8920778356894354
LogEE_D,77.42205898128269
MATS1dv,0.10460077343039122
MATS1pe,-0.0038509637150342586
MATS1se,0.005077877719040239
MATS2dv,-0.05383975101331794
MATS2pe,0.05583463045389435
MATS2se,0.049985058733460874
MATS3dv,-0.1450636942675159
MATS3pe,-0.11613044478584525
MATS3se,-0.1133994052079099
MATS4dv,-0.16353190957911823
MATS4pe,-0.18858980666907368
MATS4se,-0.17987484723367014
MATS5dv,-0.08120222929936305
MATS5pe,-0.12619601600130623
MATS5se,-0.15648498092745364
MATS6dv,-0.07448119991781389
MATS6pe,0.17226638167123126
MATS6se,0.25650955336819964
MATS7dv,0.19656359153482647
MATS7pe,0.1294171120318877
MATS7se,0.09321287323778206
MATS8dv,0.23152229299363067
MATS8pe,0.04662837040500512
MATS8se,0.0049402217428181705
MAXaaCH,1.7000897581254724
MAXaaaC,0.6058886316872427
MAXaasC,0.6718594104308393
MAXaasN,1.4913303099017385
MDEC-22,7.63224378053999
MDEC-23,15.719409347117855
MDEC-33,4.913150784333892
MDEN-13,0.16666666666666669
MINaaCH,1.2773536713940754
MINaaaC,0.49607381687242813
MINaasC,-0.36043663287169747
MINaasN,1.4913303099017385
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.494047619047619
SM1_Dzi,0.8904360550403461
SM1_Dzm,1.5274136114134784
SM1_Dzp,-3.69272463753186
SM1_Dzv,-1.4267245246741227
SddssSe,0
SpAD_Dt,320.93115689486126
SpAbs_A,24.935374023580525
SpAbs_D,154.84411796256543
SpMAD_A,1.3123881065042382
SpMAD_D,8.149690419082392
SpMax_A,2.482255020883197
SpMax_D,77.42205898128269
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,74.03
TpiPC10,9.128973969594817
VAdjMat,5.392317422778761
VE1_DzZ,4.275003334311167
VE1_Dzi,4.2824392001683185
VE1_Dzm,4.275430200006476
VE1_Dzp,4.260455237937065
VE1_Dzv,4.284285885746865
VE2_DzZ,0.22500017549006143
VE2_Dzi,0.22539153685096414
VE2_Dzm,0.22502264210560402
VE2_Dzp,0.22423448620721395
VE2_Dzv,0.22548873082878237
VE3_DzZ,2.094638768516643
VE3_Dzi,2.0963766400124015
VE3_Dzm,2.0947386150785627
VE3_Dzp,2.0912299041096993
VE3_Dzv,2.0968077698989407
VR1_DzZ,99.71060902322718
VR1_Dzi,99.01483349071935
VR1_Dzm,99.67003546543678
VR1_Dzp,100.74254165489293
VR1_Dzv,99.07744576838833
VR2_DzZ,5.247926790696167
VR2_Dzi,5.211307025827335
VR2_Dzm,5.2457913402861465
VR2_Dzp,5.302239034468049
VR2_Dzv,5.214602408862544
VR3_DzZ,5.244125966939756
VR3_Dzi,5.237123558322695
VR3_Dzm,5.243718970980298
VR3_Dzp,5.254422056019686
VR3_Dzv,5.237755710973857
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06846531968814577
Xch-6dv,0.19307449006104194
Xch-7dv,0.26760982343140527
Xpc-4dv,1.4861795371244457
Xpc-5dv,2.101353524964589
Xpc-6dv,2.602885913635999
Zagreb1,102.0
Zagreb2,122.0
fragCpx,99.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,18
nBondsO,21
nBondsS,10
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,1
AATS0are,6.7401307692307695
AATS1are,6.486278571428571
AATS2are,6.500454545454545
AATS3are,6.512290909090912
AATS4are,6.545039215686274
AATS5are,6.624325000000001
AATS6are,6.597577419354839
AATS7are,6.154058064516129
AATS8are,6.507000000000001
AATSC0dv,4.128862590401051
AATSC0pe,0.15945443786982244
AATSC0se,0.10862642751479289
AATSC1dv,0.43188222034375856
AATSC1pe,-0.0006140532544378709
AATSC1se,0.0005515917159763064
AATSC2dv,-0.22229693383539556
AATSC2pe,0.008903079612694993
AATSC2se,0.005429698359332953
AATSC3dv,-0.5989480604865218
AATSC3pe,-0.018517514792899408
AATSC3se,-0.012318172270037654
AATSC4dv,-0.6752007837980686
AATSC4pe,-0.030071481610395637
AATSC4se,-0.019539162054762714
AATSC5dv,-0.33527284681130826
AATSC5pe,-0.020122514792899407
AATSC5se,-0.01699840443786979
AATSC6dv,-0.30752264002884366
AATSC6pe,0.027468639053254463
AATSC6se,0.027863716405802635
AATSC7dv,0.8115840597230178
AATSC7pe,0.02063613284978049
AATSC7se,0.010125381418209511
AATSC8dv,0.9559237343852732
AATSC8pe,0.0074351005917159575
AATSC8se,0.0005366386390532418
AETA_eta,0.5824415379825196
ATSC0are,4.747384615384614
ATSC1are,-0.0924449704142008
ATSC2are,0.4784721893491129
ATSC3are,-1.247659763313609
ATSC4are,-1.7937775147928985
ATSC5are,-0.7048378698224858
ATSC6are,1.2096721893491125
ATSC7are,0.5204952662721917
ATSC8are,0.08979171597633154
BCUTZ-1h,16.00475369003123
BCUTZ-1l,5.682813556259325
BCUTc-1h,0.46880982789534287
BCUTc-1l,-0.40298473960794545
BCUTd-1h,3.279183081410138
BCUTd-1l,0.9113351277308543
BCUTi-1h,17.42477051636675
BCUTi-1l,10.329222844808063
BCUTm-1h,32.06236996863835
BCUTm-1l,11.695382725552522
BCUTp-1h,2.931061403678196
BCUTp-1l,0.5458672571211242
BCUTs-1h,8.001918359750402
BCUTs-1l,0.6097183323061967
BCUTv-1h,24.437437443247944
BCUTv-1l,13.304121907158573
BalabanJ,1.6003078688221657
Diameter,11
ETA_beta,29.25
GATS1are,0.5233332638908177
GATS2are,0.5507697650233621
GATS3are,1.0306536097903003
GATS4are,1.142791251895145
GATS5are,1.1320575296519542
GATS6are,0.7197171643678952
GATS7are,0.6881378071039244
GATS8are,1.4634057618769845
HybRatio,0.0
Lipinski,True
LogEE_Dt,160.46557844743063
MATS1are,-0.018081905132264774
MATS2are,0.059555647865000456
MATS3are,-0.12423741596403468
MATS4are,-0.19262707481073962
MATS5are,-0.09650463413053352
MATS6are,0.2137100432992752
MATS7are,0.091954718701064
MATS8are,0.019670490634519457
NsssssAs,0
RotRatio,0.047619047619047616
SM1_Dzpe,0.9520137406739945
SM1_Dzse,0.9138768906027296
SMR_VSA1,4.39041504767482
SMR_VSA2,5.261891554738487
SMR_VSA3,3.9566611082605965
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,64.199045891098
SMR_VSA8,0.0
SMR_VSA9,11.756607587475836
SpAD_DzZ,97.14937969121615
SpAD_Dzi,103.25301594749133
SpAD_Dzm,96.99362821162842
SpAD_Dzp,135.77184812048654
SpAD_Dzv,123.61088035223361
SpAbs_Dt,320.9311568948613
SpDiam_A,4.7885645181896646
SpDiam_D,116.39908255017453
SpMAD_Dt,16.89111352078217
SpMax_Dt,160.46557844743063
SsssssAs,0
VE1_Dzpe,4.2839077891881345
VE1_Dzse,4.283578845875231
VE2_Dzpe,0.2254688310099018
VE2_Dzse,0.2254515182039595
VE3_Dzpe,2.0967195140603545
VE3_Dzse,2.0966427253060607
VMcGowan,180.77999999999994
VR1_Dzpe,98.87725002311433
VR1_Dzse,98.9256594828667
VR2_Dzpe,5.204065790690228
VR2_Dzse,5.206613656992984
VR3_Dzpe,5.2357330682401235
VR3_Dzse,5.236222539915134
mZagreb1,6.027777777777778
mZagreb2,4.194444444444444
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,20
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1825917159763313
AATSC1are,-0.003301606086221457
AATSC2are,0.010874367939752565
AATSC3are,-0.022684722969338347
AATSC4are,-0.03517210813319409
AATSC5are,-0.017620946745562145
AATSC6are,0.03902168352739072
AATSC7are,0.01679016987974812
AATSC8are,0.0035916686390532614
AETA_beta,1.5394736842105263
BCUTdv-1h,7.004056032665593
BCUTdv-1l,0.6547311688208013
BCUTpe-1h,3.988659749651408
BCUTpe-1l,2.220753833081404
BCUTse-1h,4.00993575176782
BCUTse-1l,2.420546962738745
ETA_alpha,9.252380952380951
ETA_dBeta,5.75
ETA_eta_B,0.22834171437147077
ETA_eta_F,18.26446524419012
ETA_eta_L,3.6326515194423066
ETA_eta_R,29.330854465857993
ETA_psi_1,0.5694607268464243
LabuteASA,111.4658138830303
LogEE_DzZ,48.419333339294845
LogEE_Dzi,51.6733730292741
LogEE_Dzm,48.34461597029782
LogEE_Dzp,66.69682875316958
LogEE_Dzv,61.429986353834124
PEOE_VSA1,0.0
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.347076155935415
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,11.532486611566675
PEOE_VSA7,42.46456947923127
PEOE_VSA8,0.0
PEOE_VSA9,27.40620321010673
SM1_Dzare,1.0227035291048772
SpAD_Dzpe,104.03369411499801
SpAD_Dzse,104.24047728534981
SpAbs_DzZ,95.96986841302063
SpAbs_Dzi,102.45631000350784
SpAbs_Dzm,95.78777536051251
SpAbs_Dzp,137.13232561852462
SpAbs_Dzv,124.28669723234242
SpDiam_Dt,223.77715109514463
SpMAD_DzZ,5.1131252469061135
SpMAD_Dzi,5.434369260394281
SpMAD_Dzm,5.104927800612022
SpMAD_Dzp,7.145886743183502
SpMAD_Dzv,6.5058358080122956
SpMax_DzZ,48.419333339294845
SpMax_Dzi,51.6733730292741
SpMax_Dzm,48.34461597029782
SpMax_Dzp,66.69682875316958
SpMax_Dzv,61.429986353834124
VE1_Dzare,4.283655666967471
VE2_Dzare,0.2254555614193406
VE3_Dzare,2.0966606590026644
VR1_Dzare,98.8724688398861
VR2_Dzare,5.203814149467689
VR3_Dzare,5.235684712335937
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4869674185463659
AETA_dBeta,0.3026315789473684
AETA_eta_B,0.012017984966919514
AETA_eta_F,0.961287644431059
AETA_eta_L,0.1911921852338056
AETA_eta_R,1.5437291824135786
BCUTare-1h,4.107709097067362
BCUTare-1l,2.166320684205587
ETA_beta_s,11.75
ETA_dPsi_A,0.14453927315357562
ETA_dPsi_B,0.0
ETA_eta_BR,0.4863417143714708
ETA_eta_FL,5.553220328559318
ETA_eta_RL,9.185871848001625
LogEE_Dzpe,52.06695304385027
LogEE_Dzse,52.16833742639084
PEOE_VSA10,5.817220841045895
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
SlogP_VSA1,5.559266895052007
SlogP_VSA2,3.9566611082605965
SlogP_VSA3,0.0
SlogP_VSA4,17.148333708576654
SlogP_VSA5,5.563451491696996
SlogP_VSA6,47.25910666330309
SlogP_VSA7,0.0
SlogP_VSA8,15.77353040561746
SlogP_VSA9,0.0
SpAD_Dzare,103.4676232415413
SpAbs_Dzpe,103.18189234702655
SpAbs_Dzse,103.42279796217895
SpDiam_DzZ,72.65477453823934
SpDiam_Dzi,77.98646071666761
SpDiam_Dzm,72.57942597290561
SpDiam_Dzp,100.29242247423099
SpDiam_Dzv,93.86003317179865
SpMAD_Dzpe,5.475457584999895
SpMAD_Dzse,5.486340909755254
SpMax_Dzpe,52.06695304385027
SpMax_Dzse,52.16833742639084
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.618421052631579
AETA_eta_BR,0.025596932335340567
AETA_eta_FL,0.29227475413470094
AETA_eta_RL,0.4834669393685066
DetourIndex,1505
EState_VSA1,0.0
EState_VSA2,11.376487736097902
EState_VSA3,21.336981897314455
EState_VSA4,0.0
EState_VSA5,33.6882489252121
EState_VSA6,24.26546827384644
EState_VSA7,6.069221312792274
EState_VSA8,0.0
EState_VSA9,5.261891554738487
ETA_beta_ns,17.5
ETA_shape_p,0.11013896037056099
ETA_shape_x,0.0
ETA_shape_y,0.3674729799279465
GhoseFilter,True
LogEE_Dzare,51.78763812230249
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,102.5525727155001
SpDiam_Dzpe,78.77546591978519
SpDiam_Dzse,78.88425745519243
SpMAD_Dzare,5.445664381133753
SpMax_Dzare,51.78763812230249
TopoPSA(NO),45.79
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.629407682264823
VSA_EState9,35.518051926578714
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.9210526315789473
EState_VSA10,9.184952231746642
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.013032581453634132
FilterItLogS,-3.8751890110739713
SpDiam_Dzare,78.3354673205203
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7056776556776558
ETA_epsilon_2,0.8551378446115288
ETA_epsilon_3,0.4433962264150947
ETA_epsilon_4,0.5775689223057647
ETA_epsilon_5,0.8551378446115288
AETA_beta_ns_d,0.05263157894736842
ETA_dEpsilon_A,0.26228142926256115
ETA_dEpsilon_B,0.1281087333718911
ETA_dEpsilon_C,-0.13417269589067005
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7894736842105263
MDEDescriptor,"0.0,0.0,0.0,0.0,7.63224378053999,15.719409347117855,0.0,4.913150784333892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0"
APolDescriptor,35.766551
BCUTDescriptor,"11.849999999999996,31.97207195356011,-0.27344823962739406,0.2493297148592699,4.2735514155169065,11.826944739197211"
BPolDescriptor,14.733448999999997
TPSADescriptor,74.03
ALOGPDescriptor,"4.361800000000001,19.025299240000006,68.2485"
XLogPDescriptor,3.2650000000000006
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,270.02631212
ChiPathDescriptor,"13.405412915006313,9.185871848001627,8.289886026340795,7.303284571489359,6.013477067756441,4.7708068434417985,3.4678621070454443,2.4282578196741205,10.446836710191977,6.283422844945946,4.977524990624976,3.872748805363152,2.862976278358813,1.921278316255273,1.1837571044210853,0.7229749055412579"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.3864141674829117,0.6578902289542105,0.0,0.0,0.06846531968814577,0.19307449006104196,0.26760982343140527"
AtomCountDescriptor,26
BondCountDescriptor,21
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.2907482298658617,0.0,0.29321760375163153,0.0,0.652382676198593,0.0,0.13780158940286236,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,1,10,2,0,0,0,0"
ZagrebIndexDescriptor,102.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"38.96285849143706,2.0506767627072136,14.283600289552917,2.59877911473127,5.980732501932879"
FractionalPSADescriptor,0.2741584678129477
WienerNumbersDescriptor,"707.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.203275552870368,5.104506858972475,6.807689851015116,1.4861795371244453,2.101353524964589,2.3689880211855656"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.959183673469388,5.78,2.741225461035098"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,442.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"28.124226815586564,26.195663363774187,39.559174281363646,42.39247802339485,34.97344478714864"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.32838664945856777,-0.13313614080576805,0.007277813695488104,-0.006734281028558354,-0.022517530496258816"
EccentricConnectivityIndexDescriptor,342
AutocorrelationDescriptorPolarizability,"1384.5898596656427,1667.325583286409,2397.8725528897053,2225.3995044824837,1707.969004172852"
