DLiP-ID,T000A3
DLiP-Mol-ID,15684
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H15F3N4O3/c19-18(20,21)14-9-13(6-4-10(14)5-7-15(26)27)24-16(28)11-2-1-3-12(8-11)25-17(22)23/h1-9H,(H,24,28)(H,26,27)(H4,22,23,25)/b7-5+"
Standard Inchi Key(RDKit),AVDRZKNBJQDPTE-FNORWQNLSA-N
Canonical SMILES(RDKit),N=C(N)Nc1cccc(C(=O)Nc2ccc(/C=C/C(=O)O)c(C(F)(F)F)c2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),392.337
MW Monoisotopic(RDKit),392.109625
MolLogP(RDKit),3.36087
XLogP(SDF),
XLogP(CDK),3.166
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),128.3
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.302788431475836
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,902746.6861530311
qed,0.3027884314758356
Chi0,20.89697674656903
Chi1,13.057569213703694
TPSA,128.29999999999998
Chi0n,14.171106287351625
Chi0v,14.171106287351625
Chi1n,7.70756161160396
Chi1v,7.70756161160396
Chi2n,5.544963580823666
Chi2v,5.544963580823666
Chi3n,3.425797527691576
Chi3v,3.425797527691576
Chi4n,2.2828889599479623
Chi4v,2.2828889599479623
MolMR,98.04580000000003
MolWt,392.33700000000005
fr_SH,0
Kappa1,20.491403644356346
Kappa2,8.24931228245417
Kappa3,5.592426726344522
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,955.3322767974989
MolLogP,3.360870000000001
NOCount,7
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.2964719431134744
SMR_VSA1,27.86684690600881
SMR_VSA2,5.409283605791522
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,6.176298517443475
SMR_VSA6,10.633577208012662
SMR_VSA7,65.23094406115614
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,156.7273972043122
NHOHCount,6
PEOE_VSA1,21.47377208001555
PEOE_VSA2,10.203820789863343
PEOE_VSA3,4.794537184071822
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,41.97130694083893
PEOE_VSA8,23.014244147898
PEOE_VSA9,5.563451491696996
RingCount,2
SMR_VSA10,35.286832242248195
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,392.109625
NumHDonors,5
PEOE_VSA10,0.0
PEOE_VSA11,5.959554568743835
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
