DLiP-ID,C100KV
DLiP-Mol-ID,35009
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H9ClN2OS/c13-11-6-5-8(7-14-11)12(16)15-9-3-1-2-4-10(9)17/h1-7,17H,(H,15,16)"
Standard Inchi Key(RDKit),NFAMHWDGOWMRNE-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccccc1S)c1ccc(Cl)nc1
SMILES(SDF),
MW(SDF),
MW(RDKit),264.737
MW Monoisotopic(RDKit),264.012411588
MolLogP(RDKit),3.276
XLogP(SDF),
XLogP(CDK),2.83
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),41.99
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.645691634273518
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumour suppressor protein p53/Mdm4
Common Target Pref Name,MDM4/P53
RDKit Descriptors
Ipc,8311.938213854606
qed,0.6456916342735184
Chi0,12.25071237662706
Chi1,8.164703797946446
TPSA,41.99
Chi0n,8.722091838800388
Chi0v,10.37244797581876
Chi1n,4.875227873291063
Chi1v,5.700405941800249
Chi2n,3.340871043472208
Chi2v,4.209925472151043
Chi3n,2.141825893036614
Chi3v,2.755378100249766
Chi4n,1.2839575418504072
Chi4v,1.61225021960258
MolMR,70.89420000000001
MolWt,264.73699999999997
fr_SH,1
Kappa1,11.95070883212367
Kappa2,5.206618203923456
Kappa3,2.9865120802425587
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,542.4568217496917
MolLogP,3.2760000000000007
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.1730659798791327
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,4.895483475517775
SMR_VSA6,5.316788604006331
SMR_VSA7,53.31160729097253
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,109.24280459483931
NHOHCount,1
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,12.628789148012991
PEOE_VSA6,23.733674027155736
PEOE_VSA7,24.26546827384644
PEOE_VSA8,11.092327047130851
PEOE_VSA9,11.250837766380558
RingCount,2
SMR_VSA10,35.824295042280575
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,264.012411588
NumHDonors,2
PEOE_VSA10,5.153109816892792
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,10.891158250298714
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,47.49052945790051
SlogP_VSA7,5.153109816892792
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
