DLiP-ID,T003MI
DLiP-Mol-ID,20501
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H25ClN4O4/c22-17-9-7-15(8-10-17)16(14-21(29)30)13-20(28)26-25-19(27)6-2-4-12-24-18-5-1-3-11-23-18/h1,3,5,7-11,16H,2,4,6,12-14H2,(H,23,24)(H,25,27)(H,26,28)(H,29,30)"
Standard Inchi Key(RDKit),LTORPVDXMAYAKC-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(CC(=O)NNC(=O)CCCCNc1ccccn1)c1ccc(Cl)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),432.908
MW Monoisotopic(RDKit),432.15643296
MolLogP(RDKit),3.1132
XLogP(SDF),
XLogP(CDK),2.798
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),120.42
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.319603035450318
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,3951241.918847317
qed,0.3196030354503177
Chi0,21.769373945685235
Chi1,14.435560745775547
TPSA,120.42
Chi0n,16.435929645226654
Chi0v,17.191858591245108
Chi1n,9.636194774983894
Chi1v,10.01415924799312
Chi2n,6.745675529764383
Chi2v,7.182111310236368
Chi3n,4.337190277664529
Chi3v,4.589166593004014
Chi4n,2.8246888120755114
Chi4v,2.950676969745254
MolMR,113.92590000000003
MolWt,432.908
fr_SH,0
Kappa1,23.15189725504222
Kappa2,12.43612978953441
Kappa3,8.914318602802975
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
