DLiP-ID,C000RK
C4SP3,0
FCSP3,0.5
GGI10,0.0
JGI10,0.0
JGT10,0.493441801187061
Kier1,15.879017013232515
Kier2,6.2456747404844295
Kier3,3.504597079502434
MAXdO,11.518122559208868
MID_C,29.37483320679125
MID_N,6.031061678192563
MID_O,5.155458658396606
MID_X,0.0
MID_h,13.307575507424568
MINdO,11.518122559208868
MPC10,85
MWC01,23.0
MWC02,4.74493212836325
MWC03,5.594711379601839
MWC04,6.508769136971682
MWC05,7.385851078125209
MWC06,8.300776960851454
MWC07,9.189831495344642
MWC08,10.103362476910984
MWC09,10.999112048861333
MWC10,11.91142637927676
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.1853
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.209486152841421
SRW05,2.3978952727983707
SRW06,6.75343791859778
SRW07,4.442651256490317
SRW08,8.390949464841986
SRW09,6.293419278846481
SRW10,10.083598334032917
SaaCH,3.4351691232048376
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.227654478458051
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.9786531557067275
SdssS,0
SsCH3,1.0920155423280424
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.7489998661501645
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.074298494494147
VE1_D,4.516241761939729
VE2_A,0.1940142140235308
VE2_D,0.21505913152093947
VE3_A,2.1466359280125404
VE3_D,2.249617524114369
VR1_A,130.84500694345203
VR1_D,114.5171887427643
VR2_A,6.230714616354859
VR2_D,5.453199463941157
VR3_A,5.615950814348906
VR3_D,5.482662276480931
WPath,863
Xc-3d,2.507360152793821
Xc-4d,0.3535533905932738
Xc-5d,0.33093309327558146
Xc-6d,0.0
Xp-0d,15.035169427003236
Xp-1d,9.955308359696609
Xp-2d,9.950277278022636
Xp-3d,7.264391923594695
Xp-4d,6.416556269491391
Xp-5d,5.303694809298439
Xp-6d,3.614389968345494
Xp-7d,2.6169870067364367
ZMIC0,68.96233664699088
ZMIC1,32.02933823553573
ZMIC2,25.051313126007656
ZMIC3,24.420831102285817
ZMIC4,24.420831102285817
ZMIC5,24.420831102285817
nAcid,0
nAtom,40
nBase,2
nRing,3
piPC1,3.4011973816621555
piPC2,4.034240638152395
piPC3,4.403665809777363
piPC4,4.968944867042047
piPC5,5.460914417994212
piPC6,5.683154506860234
piPC7,5.957859287740296
piPC8,6.244773512753918
piPC9,6.3631897284094965
AATS0Z,27.95
AATS0d,3.325
AATS0i,164.6490056689583
AATS0m,110.58346650000001
AATS0p,1.5365464298032752
AATS0s,5.338042266803841
AATS0v,212.39299640007638
AATS1Z,31.142857142857142
AATS1d,4.023809523809524
AATS1i,147.61393809417018
AATS1m,119.2109385476191
AATS1p,1.8876919415714288
AATS1s,2.609678130511464
AATS1v,264.47001454596733
AATS2Z,22.2987012987013
AATS2d,3.5974025974025974
AATS2i,154.78201201351573
AATS2m,82.45807014285714
AATS2p,1.5736162546596364
AATS2s,3.6652637485970834
AATS2v,217.4269007141814
AATS3Z,17.0
AATS3d,3.1262135922330097
AATS3i,161.34445434265132
AATS3m,60.822083902912624
AATS3p,1.3365520884119708
AATS3s,2.9419872947381034
AATS3v,179.3030873371336
AATS4Z,19.737373737373737
AATS4d,3.1515151515151514
AATS4i,157.61942449606653
AATS4m,72.27329593939392
AATS4p,1.4350964823220813
AATS4s,2.6762844494325986
AATS4v,191.1608491918315
AATS5Z,18.396396396396398
AATS5d,2.7477477477477477
AATS5i,159.95359495020904
AATS5m,65.90367883783784
AATS5p,1.333844715218757
AATS5s,3.4847486375264145
AATS5v,174.66226750357413
AATS6Z,13.869565217391305
AATS6d,2.234782608695652
AATS6i,164.57052816071874
AATS6m,46.49280943478262
AATS6p,1.137327401265452
AATS6s,3.015123456790122
AATS6v,142.65154939204544
AATS7Z,11.618556701030927
AATS7d,1.9175257731958764
AATS7i,168.70885973550855
AATS7m,38.5872230515464
AATS7p,0.9559196027305773
AATS7s,2.7381156930126003
AATS7v,114.22021062238782
AATS8Z,12.777777777777779
AATS8d,1.7936507936507937
AATS8i,175.36764756403656
AATS8m,44.157780317460336
AATS8p,0.8915876539829047
AATS8s,3.285126396237508
AATS8v,106.10197741976279
AMID_C,1.398801581275774
AMID_N,0.2871934132472649
AMID_O,0.24549803135221934
AMID_X,0.0
AMID_h,0.6336940717821223
ATS0dv,282.44444444444446
ATS0pe,252.877
ATS0se,312.621945
ATS1dv,232.33333333333331
ATS1pe,274.9411
ATS1se,330.9995239999999
ATS2dv,417.66666666666663
ATS2pe,494.61240000000004
ATS2se,601.9722619999998
ATS3dv,361.33333333333337
ATS3pe,643.6346
ATS3se,796.5306119999999
ATS4dv,362.3333333333333
ATS4pe,614.9597000000001
ATS4se,758.4667320000001
ATS5dv,383.33333333333337
ATS5pe,695.4681999999998
ATS5se,861.3996579999998
ATS6dv,246.0
ATS6pe,710.5537
ATS6se,892.3884400000001
ATS7dv,161.0
ATS7pe,575.5995999999998
ATS7se,735.3746920000001
ATS8dv,139.66666666666666
ATS8pe,380.90039999999993
ATS8se,486.271412
ATSC0Z,445.59999999999997
ATSC0c,0.9167805558383988
ATSC0d,27.375
ATSC0i,62.25049603383273
ATSC0m,2030.3771736
ATSC0p,11.609981972768775
ATSC0s,89.29807741769547
ATSC0v,2008.5367830415732
ATSC1Z,107.5200000000001
ATSC1c,-0.5695745011764545
ATSC1d,6.90625
ATSC1i,-6.014345992854018
ATSC1m,465.64526791999975
ATSC1p,-0.2244442251318927
ATSC1s,-20.12177329818244
ATSC1v,145.43088002098918
ATSC2Z,-63.62999999999998
ATSC2c,0.1975550853698593
ATSC2d,2.578125
ATSC2i,-2.656831521111618
ATSC2m,-264.3205356800002
ATSC2p,-2.427216574402746
ATSC2s,47.974542020318935
ATSC2v,-81.22873099112448
ATSC3Z,-51.769999999999996
ATSC3c,0.035041556949615395
ATSC3d,0.859375
ATSC3i,14.876525067260742
ATSC3m,-241.64148652
ATSC3p,2.8076942421025275
ATSC3s,-26.462818983624835
ATSC3v,89.39264752155648
ATSC4Z,59.390000000000036
ATSC4c,-0.25494150472843885
ATSC4d,-14.828125
ATSC4i,-17.133589386038302
ATSC4m,246.23622624000006
ATSC4p,-1.160322408101221
ATSC4s,-9.665161447616592
ATSC4v,-260.89617322684614
ATSC5Z,-89.59
ATSC5c,0.19384777051990396
ATSC5d,-16.140625
ATSC5i,-26.498361353089994
ATSC5m,-409.29390503999997
ATSC5p,-4.716620519548954
ATSC5s,46.11939295053155
ATSC5v,-719.9729830306574
ATSC6Z,-256.15000000000015
ATSC6c,-0.13893239603347787
ATSC6d,-6.453125
ATSC6i,-6.0195978088002295
ATSC6m,-1178.8542429999995
ATSC6p,-3.900290550883227
ATSC6s,-41.753305309070655
ATSC6v,-1010.3926672357103
ATSC7Z,51.56999999999995
ATSC7c,0.10509812723930677
ATSC7d,1.765625
ATSC7i,-18.648229668635036
ATSC7m,227.6251559200002
ATSC7p,-1.2950812159137743
ATSC7s,-14.937568962191358
ATSC7v,-105.75461670091863
ATSC8Z,142.02999999999997
ATSC8c,0.03800550391225706
ATSC8d,3.109375
ATSC8i,16.63348526913911
ATSC8m,663.9498912800001
ATSC8p,3.5510483368065073
ATSC8s,14.671320248199592
ATSC8v,602.3095754091357
AXp-0d,0.7159604489049161
AXp-1d,0.43283949389985255
AXp-2d,0.2926552140594893
AXp-3d,0.16893934706034175
AXp-4d,0.10694260449152318
AXp-5d,0.06978545801708473
AXp-6d,0.04462209837463573
AXp-7d,0.028758098975125677
GATS1Z,0.8741824826878687
GATS1c,1.5724599969867477
GATS1d,1.0176125244618397
GATS1i,1.4009227719553805
GATS1m,0.8642212072331106
GATS1p,1.2969003012437184
GATS1s,0.8292067185196376
GATS1v,1.0001258238002855
GATS2Z,1.0479959896476954
GATS2c,0.7393041070571171
GATS2d,1.1656288916562891
GATS2i,1.1911955990261476
GATS2m,1.0356227658074004
GATS2p,1.196467058113295
GATS2s,0.45837814961964746
GATS2v,1.0376837934428496
GATS3Z,0.8072458210594204
GATS3c,0.8532180767843933
GATS3d,1.0857826838675357
GATS3i,0.9118340576038639
GATS3m,0.8251174516546684
GATS3p,0.744704749288245
GATS3s,1.005206662783485
GATS3v,0.9404138958910033
GATS4Z,0.7991948207388065
GATS4c,1.067022238299465
GATS4d,1.3383146533831467
GATS4i,1.1834162160181125
GATS4m,0.8110231598175731
GATS4p,1.004127150693786
GATS4s,0.6437476830229752
GATS4v,1.0561480416049192
GATS5Z,1.0948190111116505
GATS5c,0.9853104242656894
GATS5d,1.2193014932740962
GATS5i,1.1965235917667
GATS5m,1.08871361408297
GATS5p,1.196246671297249
GATS5s,0.673927283488003
GATS5v,1.1218949807005694
GATS6Z,1.2112344859886037
GATS6c,1.1097118208650798
GATS6d,0.9353186420488386
GATS6i,0.9576327332826701
GATS6m,1.210945469001397
GATS6p,1.090789028796408
GATS6s,1.3429457155811066
GATS6v,1.133720648623146
GATS7Z,0.9383849414203483
GATS7c,0.8256373006552091
GATS7d,0.7710775314221155
GATS7i,0.9354757021655565
GATS7m,0.9436067418362458
GATS7p,0.9568424007543108
GATS7s,1.1658346077919195
GATS7v,0.9854766434241099
GATS8Z,0.8682781909891426
GATS8c,1.0632937069192507
GATS8d,0.7236355729506414
GATS8i,0.6454452785677094
GATS8m,0.8622704969383629
GATS8p,0.6886910652907411
GATS8s,1.067875248289094
GATS8v,0.7209898427330681
MATS1Z,0.22980251346499125
MATS1c,-0.591692202051846
MATS1d,0.24026962383126768
MATS1i,-0.09201450477615106
MATS1m,0.21841837541299133
MATS1p,-0.018411432971117674
MATS1s,-0.21460253312821176
MATS1v,0.06895845831125258
MATS2Z,-0.07417985963766931
MATS2c,0.11194174845920576
MATS2d,0.04892367906066536
MATS2i,-0.022171264595372338
MATS2m,-0.06762751816252771
MATS2p,-0.10860410721738313
MATS2s,0.2790859639002344
MATS2v,-0.021008698336165508
MATS3Z,-0.04511861393386903
MATS3c,0.014843652108735771
MATS3d,0.012191337500554152
MATS3i,0.09280715265492309
MATS3m,-0.046218680552816825
MATS3p,0.09391631257650553
MATS3s,-0.11508448113828706
MATS3v,0.01728402066798934
MATS4Z,0.05385089675933486
MATS4c,-0.11235695164034876
MATS4d,-0.21885521885521889
MATS4i,-0.11120654162233298
MATS4m,0.049000444662698976
MATS4p,-0.04038052218220174
MATS4s,-0.04373124091064585
MATS4v,-0.05248228269115463
MATS5Z,-0.07245216491176996
MATS5c,0.07619604494744368
MATS5d,-0.21247274671932204
MATS5i,-0.15339571014773537
MATS5m,-0.0726433004819482
MATS5p,-0.14639842457071334
MATS5s,0.18611376127971646
MATS5v,-0.12917349874059098
MATS6Z,-0.19994535945671701
MATS6c,-0.052710881961960505
MATS6d,-0.08199324995036729
MATS6i,-0.03363464203962462
MATS6m,-0.2019507822321306
MATS6p,-0.11684969050676994
MATS6s,-0.16263383516336632
MATS6v,-0.1749736080023215
MATS7Z,0.0477243702456088
MATS7c,0.04727350906071752
MATS7d,0.026596996657722548
MATS7i,-0.1235330175000134
MATS7m,0.04623084070233097
MATS7p,-0.04599956407406912
MATS7s,-0.06898045770500993
MATS7v,-0.021712398590397638
MATS8Z,0.20237382804707754
MATS8c,0.0263208883748429
MATS8d,0.07211712691164746
MATS8i,0.16965235140110418
MATS8m,0.20762422470478084
MATS8p,0.19419787816443632
MATS8s,0.10431494424610031
MATS8v,0.19039670135313178
MAXdsN,4.489311185122197
MAXsOH,10.008640164399093
MINdsN,4.489311185122197
MINsOH,10.008640164399093
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,-3.4255262135718483
SdssSe,0
SdsssP,0
SpAD_A,26.552789511420762
SpAD_D,169.85408301805296
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.328318872302007
SssNH2,0
SsssAs,0
SsssCH,0.16385204081632598
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,714
TMWC10,118.73877308430717
TSRW10,68.42158528015933
VE1_Dt,4.560357898291656
VE2_Dt,0.21715989991865028
VE3_Dt,2.259338451643239
VR1_Dt,109.00409539986893
VR2_Dt,5.190671209517568
VR3_Dt,5.433322798728555
Xc-3dv,1.2715694163190956
Xc-4dv,0.10206207261596575
Xc-5dv,0.11998185584953808
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.20693027063286606
Xch-7d,0.39991602073802857
Xp-0dv,12.70325335682085
Xp-1dv,8.953947611967177
Xp-2dv,7.2887039050600535
Xp-3dv,4.514641266639115
Xp-4dv,3.717315218744215
Xp-5dv,2.81242902676033
Xp-6dv,1.7350802100988119
Xp-7dv,1.140259351862079
Xpc-4d,3.361796172377508
Xpc-5d,5.8286713713860685
Xpc-6d,9.899645352589534
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,42
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,1
nSpiro,0
naRing,1
piPC10,6.312981762780452
AATS0dv,7.061111111111112
AATS0pe,6.321925
AATS0se,7.815548625
AATS1dv,5.531746031746032
AATS1pe,6.546216666666667
AATS1se,7.880941047619045
AATS2dv,5.424242424242424
AATS2pe,6.4235376623376625
AATS2se,7.817821584415581
AATS3dv,3.508090614886732
AATS3pe,6.248879611650485
AATS3se,7.733306912621359
AATS4dv,3.6599326599326596
AATS4pe,6.211714141414142
AATS4se,7.661280121212122
AATS5dv,3.453453453453454
AATS5pe,6.265479279279277
AATS5se,7.760357279279278
AATS6dv,2.139130434782609
AATS6pe,6.178727826086957
AATS6se,7.75989947826087
AATS7dv,1.6597938144329898
AATS7pe,5.934016494845358
AATS7se,7.581182391752578
AATS8dv,2.2169312169312168
AATS8pe,6.046038095238094
AATS8se,7.718593841269842
AATSC0Z,11.139999999999999
AATSC0c,0.02291951389595997
AATSC0d,0.684375
AATSC0i,1.5562624008458183
AATSC0m,50.759429340000004
AATSC0p,0.29024954931921937
AATSC0s,2.232451935442387
AATSC0v,50.21341957603933
AATSC1Z,2.5600000000000023
AATSC1c,-0.01356129764705844
AATSC1d,0.1644345238095238
AATSC1i,-0.14319871411557186
AATSC1m,11.086792093333328
AATSC1p,-0.0053439101221879216
AATSC1s,-0.47908984043291525
AATSC1v,3.4626400004997424
AATSC2Z,-0.8263636363636361
AATSC2c,0.002565650459348822
AATSC2d,0.033482142857142856
AATSC2i,-0.03450430546898205
AATSC2m,-3.4327342296103924
AATSC2p,-0.03152229317406163
AATSC2s,0.6230460002638822
AATSC2v,-1.054918584300318
AATSC3Z,-0.502621359223301
AATSC3c,0.000340209290772965
AATSC3d,0.008343446601941747
AATSC3i,0.14443228220641496
AATSC3m,-2.346033849708738
AATSC3p,0.027259167399053666
AATSC3s,-0.2569205726565518
AATSC3v,0.8678897817626843
AATSC4Z,0.5998989898989903
AATSC4c,-0.0025751667144286753
AATSC4d,-0.14977904040404041
AATSC4i,-0.17306655945493235
AATSC4m,2.487234608484849
AATSC4p,-0.011720428364658798
AATSC4s,-0.0976278934102686
AATSC4v,-2.635314881079254
AATSC5Z,-0.8071171171171172
AATSC5c,0.0017463763109901258
