DLiP-ID,C000UG
AATSC4i,-0.26585992630831884
AATSC4m,-1.1908993162396087
AATSC4p,-0.006311839575303071
AATSC4s,-0.04697646759306754
AATSC4v,-4.813914750730158
AATSC5Z,0.3866968448077833
AATSC5c,-0.0007961077471484478
AATSC5d,-0.016012431592459964
AATSC5i,0.2871754206270053
AATSC5m,2.074387108776433
AATSC5p,0.050437278300701174
AATSC5s,0.11431174616626298
AATSC5v,7.478023792894627
AATSC6Z,-0.36693564575053206
AATSC6c,0.0022076445123217106
AATSC6d,-0.09755510056606048
AATSC6i,0.07796213588984308
AATSC6m,-1.9229339548456315
AATSC6p,-0.01164359500874295
AATSC6s,-0.15894838350140464
AATSC6v,-1.7117981171237593
AATSC7Z,-3.0569654186399786
AATSC7c,-0.004545122858340386
AATSC7d,-0.12376016441783574
AATSC7i,0.008262678555712815
AATSC7m,-13.740523521311768
AATSC7p,-0.051371269076432996
AATSC7s,-0.06126011079106657
AATSC7v,-7.054126457750032
AATSC8Z,-2.811634349030471
AATSC8c,0.002125206322405019
AATSC8d,-0.12070989248321518
AATSC8i,0.031071410531959304
AATSC8m,-12.559025155300722
AATSC8p,-0.057421042332960616
AATSC8s,0.09676422481242476
AATSC8v,-6.197306825507993
ATS0are,242.16320000000005
ATS1are,268.62480000000005
ATS2are,426.7024
ATS3are,495.26439999999997
ATS4are,516.337
ATS5are,520.5079999999999
ATS6are,436.491
ATS7are,384.53700000000015
ATS8are,363.702
ATSC0dv,152.78362573099415
ATSC0pe,4.22689736842105
ATSC0se,2.7555108684210525
ATSC1dv,51.25977223761157
ATSC1pe,0.298031786703599
ATSC1se,0.08058424722991743
ATSC2dv,22.29978454909203
ATSC2pe,0.17769667590027433
ATSC2se,-0.07550421883656436
ATSC3dv,-27.207756232686982
ATSC3pe,-0.04270519390581941
ATSC3se,-0.13850857548476386
ATSC4dv,-17.6088027085257
ATSC4pe,-0.5806813019390603
ATSC4se,-0.3543800650969517
ATSC5dv,0.4786088027085267
ATSC5pe,0.1506451523545692
ATSC5se,0.02954375761772938
ATSC6dv,-66.46968297937828
ATSC6pe,-1.1103583795013852
ATSC6se,-0.33571989265927915
ATSC7dv,-18.430594028931978
ATSC7pe,-1.207432548476454
ATSC7se,-0.8012134695290858
ATSC8dv,6.7599261311172665
ATSC8pe,0.21266987534626142
ATSC8se,0.18690357271468136
AXp-0dv,0.5706237530857833
AXp-1dv,0.3086919232038785
AXp-2dv,0.1617093962485448
AXp-3dv,0.08772174672419399
AXp-4dv,0.04705306795786469
AXp-5dv,0.026450888833926614
AXp-6dv,0.014309532027335266
AXp-7dv,0.007974942568978093
BertzCT,935.8449071142544
ECIndex,490
ETA_eta,17.10227938253063
GATS1dv,0.4899235972762393
GATS1pe,0.7161508968915846
GATS1se,0.8191032215240773
GATS2dv,0.8394499616079651
GATS2pe,0.8609232194980981
GATS2se,0.952308063731432
GATS3dv,1.0312426989683365
GATS3pe,0.9367685870271757
GATS3se,0.9856087926867673
GATS4dv,1.0322604876368369
GATS4pe,1.0935321400355247
GATS4se,1.089948747134128
GATS5dv,1.0587665683936944
GATS5pe,1.038177012697627
GATS5se,1.0095154671109627
GATS6dv,1.2362109154410013
GATS6pe,1.0925847201220322
GATS6se,1.0087634007720452
GATS7dv,1.0220723145649002
GATS7pe,1.011717063559988
GATS7se,0.9743658748851125
GATS8dv,0.9230833107353282
GATS8pe,0.9500699816103784
GATS8se,0.95278507416051
LogEE_A,4.129609457617798
LogEE_D,114.51281456473663
MATS1dv,0.3109564717326726
MATS1pe,0.06534925235282937
MATS1se,0.027104897226850076
MATS2dv,0.08403564079901829
MATS2pe,0.024204563872517057
MATS2se,-0.015776430604942573
MATS3dv,-0.08788379193339771
MATS3pe,-0.0049859953204514276
MATS3se,-0.02480660925399783
MATS4dv,-0.05474527290821405
MATS4pe,-0.06525439214155489
MATS4se,-0.06108868335457079
MATS5dv,0.0014516890939406245
MATS5pe,0.016515936413755507
MATS5se,0.004968592134631425
MATS6dv,-0.23959695877392395
MATS6pe,-0.144669165808387
MATS6se,-0.06709798112793634
MATS7dv,-0.073935740690895
MATS7pe,-0.17507860716792464
MATS7se,-0.17821244171515238
MATS8dv,0.028496841253015052
MATS8pe,0.0324052859771214
MATS8se,0.04368648065826432
MAXaaCH,1.9969509007306625
MAXaasC,0.9902163118333753
MAXaasN,1.6786007180650038
MAXdssC,0.9054360355253215
MAXsCH3,1.6435705438307349
MDEC-12,1.428087080868917
MDEC-13,1.1995797201338554
MDEC-22,8.213247344633341
MDEC-23,16.59949843349312
MDEC-33,6.496457355542058
MDEN-22,1.4422495703074083
MDEN-23,1.8898815748423097
MDEO-12,0.09999999999999998
MINaaCH,1.6246245170474067
MINaasC,0.1540776095664267
MINaasN,1.6786007180650038
MINdssC,0.9054360355253215
MINsCH3,1.6435705438307349
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6964285714285716
SM1_Dzi,1.1603662183174015
SM1_Dzm,1.693890574559076
SM1_Dzp,-3.8131778703710935
SM1_Dzv,-1.9177085939182985
SddssSe,0
SpAD_Dt,483.3448443463028
SpAbs_A,32.32204911040598
SpAbs_D,229.02562912947332
SpMAD_A,1.3467520462669158
SpMAD_D,9.542734547061388
SpMax_A,2.483693919847764
SpMax_D,114.51281456473663
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,97.83
TpiPC10,9.021019690856932
VAdjMat,5.754887502163468
VE1_DzZ,4.820322413973475
VE1_Dzi,4.818120642236586
VE1_Dzm,4.820306231864088
VE1_Dzp,4.794386700981348
VE1_Dzv,4.821620101437215
VE2_DzZ,0.2008467672488948
VE2_Dzi,0.20075502675985776
VE2_Dzm,0.200846092994337
VE2_Dzp,0.1997661125408895
VE2_Dzv,0.20090083755988397
VE3_DzZ,2.448309554045181
VE3_Dzi,2.4478526811327517
VE3_Dzm,2.4483061969799973
VE3_Dzp,2.4429145336468294
VE3_Dzv,2.4485787295706527
VR1_DzZ,142.5976881310344
VR1_Dzi,143.2563987173461
VR1_Dzm,142.59863479524196
VR1_Dzp,144.1447368372485
VR1_Dzv,142.1458414896011
VR2_DzZ,5.9415703387931
VR2_Dzi,5.969016613222753
VR2_Dzm,5.941609783135082
VR2_Dzp,6.006030701552021
VR2_Dzv,5.922743395400047
VR3_DzZ,5.835496032937839
VR3_Dzi,5.840104760135072
VR3_Dzm,5.835502671622363
VR3_Dzp,5.846286649063442
VR3_Dzv,5.832322320641008
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.14742329350753475
Xch-7dv,0.18155736643370912
Xpc-4dv,1.3746855011719528
Xpc-5dv,1.9143144480423957
Xpc-6dv,2.506902417266027
Zagreb1,130.0
Zagreb2,156.0
fragCpx,177.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,27
nBondsS,23
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.372715789473685
AATS1are,6.551824390243904
AATS2are,6.465187878787879
AATS3are,6.432005194805194
AATS4are,6.4542125
AATS5are,6.347658536585365
AATS6are,6.32595652173913
AATS7are,6.202209677419357
AATS8are,6.164440677966102
AATSC0dv,4.020621729763004
AATSC0pe,0.11123414127423817
AATSC0se,0.07251344390581717
AATSC1dv,1.2502383472588188
AATSC1pe,0.007269067968380463
AATSC1se,0.0019654694446321324
AATSC2dv,0.3378755234710914
AATSC2pe,0.0026923738772768836
AATSC2se,-0.0011440033157055205
AATSC3dv,-0.3533474835413894
AATSC3pe,-0.0005546129078677845
AATSC3se,-0.0017988126686332968
AATSC4dv,-0.22011003385657127
AATSC4pe,-0.007258516274238254
AATSC4se,-0.004429750813711896
AATSC5dv,0.005836692715957642
AATSC5pe,0.0018371360043240147
AATSC5se,0.0003602897270454802
AATSC6dv,-0.9633287388315692
AATSC6pe,-0.016092150427556306
AATSC6se,-0.004865505690714191
AATSC7dv,-0.2972676456279351
AATSC7pe,-0.019474718523813776
AATSC7se,-0.012922797895630415
AATSC8dv,0.1145750191714791
AATSC8pe,0.0036045741584112105
AATSC8se,0.0031678571646556164
AETA_eta,0.7125949742721095
ATSC0are,4.56318947368421
ATSC1are,0.34727977839335045
ATSC2are,0.07444459833794843
ATSC3are,-0.21357340720221757
ATSC4are,-0.5915409972299178
ATSC5are,0.18137534626038745
ATSC6are,-1.285354570637119
ATSC7are,-1.1876091412742371
ATSC8are,0.4781795013850421
BCUTZ-1h,16.002003649579244
BCUTZ-1l,5.692676952687909
BCUTc-1h,0.40921920479776225
BCUTc-1l,-0.5293062386987086
BCUTd-1h,3.2561504213245693
BCUTd-1l,0.9878642239787023
BCUTi-1h,14.692610804478198
BCUTi-1l,10.338109198113017
BCUTm-1h,32.06099898237956
BCUTm-1l,11.704411565762701
BCUTp-1h,2.916359192160921
BCUTp-1l,0.7766070470492314
BCUTs-1h,6.0028078575848065
BCUTs-1l,0.626758706526353
BCUTv-1h,24.43422824526405
BCUTv-1l,14.706039863237391
BalabanJ,1.4084158724724756
Diameter,12
ETA_beta,34.0
GATS1are,0.7407979087887706
GATS2are,0.8978600004795323
GATS3are,0.972935199807332
GATS4are,1.109796810806384
GATS5are,1.0431063843876958
GATS6are,1.1108634572410054
GATS7are,0.9900769838777016
GATS8are,0.9080336648111087
HybRatio,0.11764705882352941
Lipinski,True
LogEE_Dt,241.6724221731514
MATS1are,0.07053598470047415
MATS2are,0.009393000600673692
MATS3are,-0.02309784941047025
MATS4are,-0.061575784942664864
MATS5are,0.018419570393723297
MATS6are,-0.15512755590979815
MATS7are,-0.15951331363335422
MATS8are,0.06749227039931742
MAXssCH2,0.7004690255731922
MINssCH2,0.7004690255731922
NsssssAs,0
RotRatio,0.1111111111111111
SM1_Dzpe,1.1738066095471238
SM1_Dzse,1.129397677045838
SMR_VSA1,9.843390348640755
SMR_VSA2,0.0
SMR_VSA3,14.873466057497485
SMR_VSA4,5.101407525739723
SMR_VSA5,5.156436481820707
SMR_VSA6,12.862651148024323
SMR_VSA7,54.09438803938988
SMR_VSA8,0.0
SMR_VSA9,22.886879656264732
SpAD_DzZ,160.64238033845703
SpAD_Dzi,160.29214954251813
SpAD_Dzm,160.68001292556198
SpAD_Dzp,238.22143637931435
SpAD_Dzv,211.1705254494839
SpAbs_Dt,483.3448443463028
SpDiam_A,4.882517910944829
SpDiam_D,169.94780417760236
SpMAD_Dt,20.139368514429282
SpMax_Dt,241.6724221731514
SsssssAs,0
VE1_Dzpe,4.825397867120225
VE1_Dzse,4.82608186542339
VE2_Dzpe,0.20105824446334272
VE2_Dzse,0.20108674439264126
VE3_Dzpe,2.4493619282520336
VE3_Dzse,2.4495036678242577
VMcGowan,236.25999999999982
VR1_Dzpe,142.45580456491223
VR1_Dzse,142.34767723059662
VR2_Dzpe,5.9356585235380095
VR2_Dzse,5.931153217941525
VR3_Dzpe,5.834500545554069
VR3_Dzse,5.833741233632535
mZagreb1,6.388888888888889
mZagreb2,5.305555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,32
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.12008393351800552
AATSC1are,0.008470238497398792
AATSC2are,0.0011279484596658854
AATSC3are,-0.0027736806130158127
AATSC4are,-0.007394262465373972
AATSC5are,0.002211894466590091
AATSC6are,-0.018628327110682883
AATSC7are,-0.01915498614958447
AATSC8are,0.008104737311610884
AETA_beta,1.4166666666666667
BCUTdv-1h,6.007464433220481
BCUTdv-1l,0.6562135100431435
BCUTpe-1h,3.4652433654267556
BCUTpe-1l,2.24106799753361
BCUTse-1h,3.678732426455451
BCUTse-1l,2.4370173126637305
ETA_alpha,11.600000000000001
ETA_dBeta,3.0
ETA_eta_B,0.155862069300035
ETA_eta_F,23.048125087895944
ETA_eta_L,5.087439099448691
ETA_eta_R,40.15040447042657
ETA_psi_1,0.5742574257425747
LabuteASA,142.35781567235622
LogEE_DzZ,80.18979668245457
LogEE_Dzi,80.19442336368895
LogEE_Dzm,80.20768245385293
LogEE_Dzp,118.25510112184801
LogEE_Dzv,105.18574010100892
PEOE_VSA1,9.843390348640755
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,9.777509966635131
PEOE_VSA5,10.197363616602075
PEOE_VSA6,36.027353223237554
PEOE_VSA7,24.26546827384644
PEOE_VSA8,11.316305098443785
PEOE_VSA9,18.384934035745232
SM1_Dzare,1.289509417266132
SpAD_Dzpe,162.5991387335211
SpAD_Dzse,163.98268230041978
SpAbs_DzZ,159.22868986226666
SpAbs_Dzi,159.32367888632666
SpAbs_Dzm,159.2684374467629
SpAbs_Dzp,240.32338011406728
SpAbs_Dzv,212.28918879593613
SpDiam_Dt,337.5993338246045
SpMAD_DzZ,6.693432514102376
SpMAD_Dzi,6.6788395642715885
SpMAD_Dzm,6.695000538565083
SpMAD_Dzp,9.925893182471432
SpMAD_Dzv,8.798771893728496
SpMax_DzZ,80.18979668245457
SpMax_Dzi,80.19442336368895
SpMax_Dzm,80.20768245385293
SpMax_Dzp,118.25510112184801
SpMax_Dzv,105.18574010100892
VE1_Dzare,4.824970502130593
VE2_Dzare,0.20104043758877468
VE3_Dzare,2.4492733585780977
VR1_Dzare,142.53109076211405
VR2_Dzare,5.938795448421419
VR3_Dzare,5.835028894051404
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4833333333333334
AETA_dBeta,0.125
AETA_eta_B,0.006494252887501458
AETA_eta_F,0.9603385453289977
AETA_eta_L,0.21197662914369544
AETA_eta_R,1.6729335196011073
BCUTare-1h,3.5224663720519476
BCUTare-1l,2.1913174279780265
ETA_beta_s,15.5
ETA_dPsi_A,0.1397425742574253
ETA_dPsi_B,0.0
ETA_eta_BR,0.49986206930003496
ETA_eta_FL,6.67091239362437
ETA_eta_RL,11.75835149307306
LogEE_Dzpe,81.34847797549166
LogEE_Dzse,82.03839938675347
PEOE_VSA10,11.49902366656781
PEOE_VSA11,5.824404497999927
PEOE_VSA12,5.156436481820707
PEOE_VSA13,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,38.55432960313321
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,58.78878055525331
SlogP_VSA7,0.0
SlogP_VSA8,11.387855989696924
SlogP_VSA9,0.0
SpAD_Dzare,160.57775083054705
SpAbs_Dzpe,161.56569338779462
SpAbs_Dzse,163.00290301670609
SpDiam_DzZ,119.35415779817109
SpDiam_Dzi,117.57893683089786
SpDiam_Dzm,119.3819762918835
SpDiam_Dzp,179.24384766115224
SpDiam_Dzv,158.97449877394894
SpMAD_Dzpe,6.774964113896712
SpMAD_Dzse,6.832611762517491
SpMax_Dzpe,81.34847797549166
SpMax_Dzse,82.03839938675347
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6458333333333334
AETA_eta_BR,0.02082758622083479
AETA_eta_FL,0.27795468306768206
AETA_eta_RL,0.48993131221137753
DetourIndex,2855
EState_VSA1,0.0
EState_VSA2,5.749511833283905
EState_VSA3,22.29714607826442
EState_VSA4,17.024648327751603
EState_VSA5,0.0
EState_VSA6,41.74688613694889
EState_VSA7,30.33183534230805
EState_VSA8,15.2987711423418
EState_VSA9,4.736862953800049
ETA_beta_ns,18.5
ETA_shape_p,0.0718390804597701
ETA_shape_x,0.0
ETA_shape_y,0.3362068965517241
GhoseFilter,True
LogEE_Dzare,80.34260497432628
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,159.46170080046505
SpDiam_Dzpe,120.18530029257121
SpDiam_Dzse,121.4190472291993
SpMAD_Dzare,6.69073961793946
SpMax_Dzare,80.34260497432628
TopoPSA(NO),72.53
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.6786007180650038
VSA_EState9,50.25882227891157
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7708333333333334
EState_VSA10,5.106527394840706
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.016666666666666607
FilterItLogS,-4.076792573870614
SpDiam_Dzare,118.53367059451597
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6421052631578947
ETA_epsilon_2,0.8416666666666662
ETA_epsilon_3,0.4454545454545458
ETA_epsilon_4,0.5600000000000002
ETA_epsilon_5,0.8199999999999996
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.1966507177033489
ETA_dEpsilon_B,0.08210526315789457
ETA_dEpsilon_C,-0.11454545454545434
ETA_dEpsilon_D,0.021666666666666612
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.875
MDEDescriptor,"0.0,1.428087080868917,1.1995797201338554,0.0,8.213247344633341,16.59949843349312,0.0,6.496457355542058,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,1.4422495703074083,1.8898815748423097,0.0"
APolDescriptor,48.15910199999999
BCUTDescriptor,"11.850000000000005,31.972072201103593,-0.3598175768186017,0.19228889466479288,4.9112450666298395,11.134344754006918"
BPolDescriptor,22.800898
TPSADescriptor,97.83
ALOGPDescriptor,"3.5638000000000005,12.700670440000003,94.6632"
XLogPDescriptor,4.491
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,338.08374680000003
ChiPathDescriptor,"16.518297090128677,11.75835149307306,10.364826145490628,9.304551826818864,7.877768584379945,6.483089853203809,4.475736451038803,3.417613954217465,13.6949700740588,8.33468192650472,6.144957057444699,4.649252576382281,3.340767825008394,2.4070308838873222,1.4309532027335257,0.9490181657083927"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4263463674541537,0.6505987859450514,0.0,0.0,0.022360679774997897,0.14742329350753475,0.1815573664337091"
AtomCountDescriptor,38
BondCountDescriptor,27
SmallRingDescriptor,"4,3,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.3480746960913104,0.0,0.35871087105335925,0.0,0.5896246498061724,0.0,0.09798643813973264,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,2,1,0,0,0"
ZagrebIndexDescriptor,130.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"49.911260229684906,2.0796358429035378,21.563968870163393,5.345127472610959,13.073336548651692"
FractionalPSADescriptor,0.28936617310347434
WienerNumbersDescriptor,"1329.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.680009513854603,6.0327990261463915,8.382757876640621,1.374685501171952,1.9143144480423964,2.272212074452184"
FractionalCSP3Descriptor,0.11764705882352941
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.415637860082306,7.7091412742382275,3.618369526521894"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1129.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.11764705882352941
AutocorrelationDescriptorMass,"33.11661231463783,32.88671660895885,47.440661656304506,50.77490270435092,44.60528373689654"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.3769929357132549,-0.1617023709886505,-0.055534593694218974,0.006009873719781246,-0.02553525712995159"
EccentricConnectivityIndexDescriptor,490
AutocorrelationDescriptorPolarizability,"1813.5927697291108,2169.366241155119,3097.321847180478,3081.6499450948445,2726.4129756043803"
